;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
2001.0;0.0;;-0.0;;-0.0;-0.0;7.0;1.0;8.0;1.0;3.0;5.0;0.0;-5.0;6.0;6.0;0.0;;;0.0;;;;;0.0;0.0;;;0.0;-27.3;;;-66.44;-0.0;-44.11;-0.02;-0.02;7.0;;1.0;;1.0;1.0;;0.0;7.0;;;;;;;7.0;;;;;;1.0;;;2.0;0.0;2.0;;;;;-0.0;;5.0;8.0;;8.0;;-0.0;0.0;-0.0;;0.0;-0.0;;;;0.0;;;;;-5.0;;6.0;;;;;1.0;;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;12.0;;8.0;;4.0;2.0;23.0;7.0;47.0;19.0;22.0;25.0;7.0;-34.0;26.0;-1.0;7.0;;;7.0;;;;;7.0;7.0;;;4.0;64.11;;-0.0;33.5;2.0;17.59;0.1;0.09;22.0;;0.0;;0.0;7.0;;0.0;40.0;;;;;;0.0;40.0;;;9.0;;;10.0;;;3.0;0.0;3.0;;;;;2.0;;;47.0;;47.0;;2.0;4.0;1.0;;-1.0;-7.0;;;;0.0;;;;;-34.0;;17.0;;;9.0;;0.0;1.0;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;58.0;49.0;28.0;31.0;13.0;7.0;18.0;14.0;158.0;44.0;68.0;90.0;25.0;-53.0;28.0;-0.0;-22.0;9.0;84.37;18.0;;;;;18.0;27.0;;;14.0;47.86;53.57;-18.0;22.79;6.0;12.05;0.38;0.38;18.0;;0.0;0.0;0.0;13.0;;0.0;127.0;;16.0;16.0;;;1.0;144.0;;11.0;31.0;;;2.0;;;23.0;2.0;24.0;;;;;-6.0;9.0;;158.0;;158.0;;7.0;14.0;6.0;;-3.0;;;;;1.0;-47.0;-6.0;;1.0;-0.0;;32.0;;-6.0;2.0;;0.0;0.0;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;129.0;110.0;49.0;;15.0;25.0;28.0;17.0;330.0;103.0;149.0;182.0;56.0;-156.0;101.0;-0.0;-38.0;19.0;85.23;46.0;;;;;46.0;65.0;;;33.0;37.86;;-49.0;12.01;-10.0;19.74;0.91;0.91;28.0;;0.0;;0.0;17.0;;0.0;264.0;;;48.0;;;0.0;313.0;;17.0;77.0;;;9.0;;;27.0;18.0;45.0;;;;;-26.0;8.0;;330.0;;330.0;;25.0;33.0;-10.0;;-2.0;;;;;9.0;-94.0;-64.0;;0.0;1.0;;101.0;;-45.0;44.0;;0.0;0.0;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;216.0;138.0;67.0;66.0;11.0;33.0;34.0;67.0;695.0;258.0;323.0;366.0;81.0;-202.0;121.0;0.0;-32.0;78.0;63.94;72.0;;;;;72.0;150.0;;;57.0;30.87;30.69;-55.0;5.04;-24.0;15.34;0.96;0.96;34.0;;0.0;26.0;26.0;35.0;;6.0;547.0;59.0;;59.0;;;22.0;628.0;;36.0;194.0;;;29.0;;;32.0;33.0;65.0;;;;;-58.0;-115.0;;689.0;7.0;695.0;;33.0;57.0;-24.0;;-12.0;;;;;27.0;-113.0;-43.0;-26.0;;-20.0;;80.0;;-64.0;105.0;;0.0;0.0;;0.86;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;367.0;221.0;164.0;72.0;53.0;59.0;66.0;50.0;1178.0;278.0;401.0;778.0;152.0;-399.0;247.0;-0.0;-256.0;146.0;60.32;150.0;;;;;150.0;295.0;;;119.0;44.66;19.5;-19.0;14.34;-14.0;16.13;0.96;0.9;62.0;;0.0;0.0;0.0;46.0;;4.0;1042.0;59.0;;59.0;;;28.0;1128.0;;46.0;218.0;;;14.0;;;74.0;49.0;123.0;;;;;-128.0;-233.0;;1178.0;;1178.0;;59.0;119.0;-14.0;;-9.0;;;;;-2.0;-408.0;;;;9.0;;365.0;;-129.0;11.0;;0.0;0.0;;0.86;6.94;1.12;-4.84;2.44;7.72;14.72;62.0;16.6;0.9;13.1;427.0;19.5;139.0;69.0;-27.0;16.1;-265.0;;906.0;6.3;3.8;7.6;-118.0;92.3;0.858
2007.0;654.0;422.0;233.0;;4.0;-32.0;101.0;107.0;2623.0;830.0;1201.0;1422.0;334.0;-607.0;273.0;273.0;-305.0;232.0;64.49;291.0;;;;;291.0;523.0;;;244.0;35.56;;-127.0;0.67;21.0;-4.93;-0.32;-0.32;101.0;;;1.0;1.0;103.0;;3.0;2438.0;69.0;;69.0;;;9.0;2515.0;;145.0;598.0;;;87.0;;;245.0;126.0;371.0;;;;;-426.0;-517.0;;2623.0;;2623.0;;-32.0;244.0;21.0;;-22.0;;;;;123.0;-639.0;;-6.0;2.0;36.0;;255.0;;-246.0;264.0;;;0.0;;1.0;6.49;-0.32;-3.03;2.44;6.34;14.1;101.0;-59.2;-3.4;12.9;652.0;;243.0;-32.0;481.2;-4.9;-720.0;;1417.0;2.3;-0.4;-2.3;862.0;;1.004
2008.0;997.0;694.0;704.0;;461.0;381.0;126.0;147.0;2718.0;114.0;1202.0;1516.0;481.0;-564.0;84.0;84.0;92.0;303.0;69.58;335.0;;;;;335.0;638.0;;;259.0;70.6;;102.0;46.26;64.0;38.24;3.07;3.05;124.0;;;0.0;0.0;76.0;;71.0;2246.0;56.0;;56.0;;;270.0;2571.0;;97.0;;;;17.0;755.0;;273.0;61.0;1088.0;;;;;-234.0;-682.0;;2718.0;;2718.0;;381.0;259.0;64.0;;-4.0;;;;;-219.0;-388.0;;-181.0;15.0;-9.0;;102.0;;-267.0;248.0;;;;;0.82;9.79;3.74;0.91;2.62;3.81;14.88;124.0;7.7;0.4;9.1;1214.0;;315.0;464.0;13.8;38.2;40.0;919.0;1845.0;14.7;16.4;25.2;30.0;178.2;0.822
2009.0;847.0;521.0;422.0;;-14.0;-30.0;162.0;146.0;5171.0;241.0;1389.0;3782.0;620.0;-898.0;278.0;278.0;-300.0;326.0;61.51;486.0;;77.0;77.0;;409.0;813.0;;33.0;402.0;49.78;;-49.0;-1.63;16.0;-3.49;-0.18;-0.18;160.0;;;1.0;1.0;135.0;;10.0;4696.0;95.0;;95.0;222.0;;13.0;5025.0;;200.0;;;;41.0;494.0;;482.0;173.0;1148.0;;;;;-732.0;-0.0;;5171.0;;5171.0;;-30.0;402.0;16.0;39.0;-18.0;-9.0;;-6.0;;210.0;-920.0;;-13.0;1.0;-885.0;-537.0;1239.0;;-424.0;;;;;;0.95;5.58;-0.19;-1.97;2.79;6.05;24.9;160.0;-145.1;-2.0;9.9;891.0;;423.0;-31.0;-114.0;-3.5;-100.0;519.0;3978.0;0.9;0.4;-0.8;1534.1;;0.951
2010.0;1488.0;946.0;806.0;;55.0;20.0;239.0;213.0;7887.0;451.0;2349.0;5538.0;819.0;-1550.0;732.0;732.0;-798.0;542.0;63.59;831.0;;107.0;107.0;;725.0;1373.0;;59.0;719.0;54.18;;-59.0;3.73;8.0;1.35;0.09;0.08;235.0;;;1.0;1.0;201.0;;12.0;7389.0;205.0;;205.0;62.0;;17.0;7674.0;;345.0;;;;107.0;1009.0;;618.0;271.0;1898.0;;;;;-1411.0;-3.0;;7887.0;;7887.0;;20.0;719.0;8.0;66.0;-54.0;-30.0;;;;61.0;-1616.0;;;1.0;-1552.0;;708.0;;-281.0;305.0;;;;;1.0;6.32;0.09;-3.39;1.19;6.86;23.52;235.0;446.9;21.6;3.1;1484.0;;717.0;20.0;14.2;1.3;-237.0;1006.0;5523.0;1.0;1.1;0.4;-1301.3;53.5;1.003
