;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (EUR/USD)
1995.0;570.0;217.0;138.0;129.0;129.0;82.0;301.0;363.0;410.0;208.0;221.0;189.0;46.0;-32.0;15.0;15.0;18.0;353.0;38.04;88.0;;;;;88.0;441.0;;;8.0;24.13;22.61;0.0;22.68;48.0;14.33;0.27;0.27;301.0;;43.0;;43.0;166.0;143.0;11.0;46.0;;;;;;0.0;46.0;;56.0;1.0;;;151.0;10.0;;2.0;;13.0;;;;;86.0;-38.0;141.0;410.0;;410.0;;82.0;8.0;3.0;;-51.0;;-40.0;;;4.0;-28.0;;-7.0;;3.0;;;;;15.0;-0.0;;15.0;;1.28;;;;;;;;;;;;;;;;;;;;;;;;;
1996.0;777.0;324.0;208.0;191.0;196.0;127.0;313.0;538.0;626.0;245.0;250.0;376.0;51.0;-43.0;28.0;28.0;3.0;453.0;41.68;133.0;;;;;133.0;585.0;;;12.0;26.72;24.61;5.0;25.19;69.0;16.36;0.41;0.41;313.0;;77.0;;77.0;238.0;196.0;27.0;78.0;;;;;;10.0;88.0;;96.0;;;;149.0;;;5.0;-0.0;5.0;;;;;208.0;-853.0;1021.0;626.0;;626.0;;127.0;12.0;3.0;;-95.0;;-62.0;;;4.0;-47.0;;-2.0;7.0;;;55.0;;;-27.0;1.0;;40.0;;1.25;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;889.0;391.0;258.0;224.0;241.0;162.0;320.0;640.0;721.0;240.0;246.0;475.0;-17.0;-14.0;4.0;4.0;-63.0;498.0;43.98;166.0;86.0;;;;80.0;664.0;;;17.0;29.02;25.26;16.0;27.07;78.0;18.25;0.51;0.51;320.0;;38.0;;38.0;294.0;276.0;33.0;81.0;;;;;;;81.0;;130.0;;;;110.0;;;6.0;0.0;6.0;;;;;2.0;-59.0;532.0;721.0;;721.0;;162.0;17.0;4.0;;-189.0;;-110.0;;;-12.0;-45.0;;;17.0;14.0;;;;;4.0;1.0;;65.0;;1.1;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;908.0;387.0;145.0;103.0;105.0;72.0;327.0;919.0;1093.0;189.0;510.0;583.0;-63.0;-119.0;318.0;318.0;-177.0;522.0;42.56;283.0;134.0;;;;149.0;805.0;;;40.0;15.92;11.39;1.0;11.55;33.0;7.96;0.22;0.22;327.0;;176.0;;176.0;244.0;454.0;45.0;159.0;;;;;;15.0;174.0;;71.0;;;;119.0;317.0;;4.0;;321.0;;;;;434.0;-100.0;248.0;1093.0;;1093.0;;72.0;40.0;-4.0;;-170.0;;-158.0;;;-0.0;-115.0;;;;-4.0;;2.0;;;316.0;-1.0;;41.0;;1.17;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;1206.0;445.0;162.0;86.0;119.0;81.0;288.0;1474.0;1716.0;303.0;1100.0;616.0;38.0;-121.0;540.0;455.0;-72.0;761.0;36.91;359.0;175.0;;;;184.0;1120.0;;;43.0;13.44;7.13;33.0;9.88;38.0;6.75;0.28;0.28;285.0;;608.0;;608.0;459.0;379.0;30.0;204.0;;20.0;20.0;;;18.0;242.0;;144.0;;;;159.0;795.0;;2.0;-0.0;797.0;;;;8.0;457.0;-127.0;278.0;1716.0;;1716.0;;81.0;43.0;4.0;;-90.0;;13.0;;;;-111.0;;;;-10.0;;32.0;;;508.0;-2.0;608.0;152.0;;1.01;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;2036.0;900.0;526.0;460.0;462.0;326.0;299.0;1968.0;2254.0;453.0;1228.0;1026.0;174.0;-121.0;130.0;221.0;50.0;1136.0;44.19;439.0;202.0;;;;237.0;1576.0;;;62.0;25.81;22.61;2.0;22.71;138.0;15.99;1.14;1.1;286.0;;670.0;;670.0;634.0;468.0;196.0;254.0;;17.0;17.0;;;14.0;285.0;;170.0;;;;283.0;772.0;;3.0;;775.0;;;;8.0;746.0;-176.0;448.0;2254.0;;2254.0;;326.0;62.0;-8.0;;-204.0;;-117.0;;;-2.0;-124.0;;;;3.0;;17.0;;;113.0;38.0;783.0;562.0;;0.94;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;1646.0;46.0;-481.0;-619.0;-622.0;-427.0;319.0;2319.0;3252.0;740.0;2140.0;1111.0;-210.0;-321.0;450.0;-66.0;-520.0;1600.0;2.81;614.0;364.0;;;;250.0;2214.0;;;142.0;-29.19;-37.61;-3.0;-37.8;-195.0;-25.97;-1.34;-1.34;319.0;;813.0;;813.0;509.0;775.0;222.0;601.0;;16.0;16.0;;234.0;81.0;933.0;;259.0;;;;481.0;1370.0;;31.0;;1401.0;;;;8.0;432.0;-495.0;1166.0;3252.0;;3252.0;;-427.0;142.0;-175.0;;-86.0;;-336.0;;;337.0;-309.0;;;;-12.0;;24.0;;;427.0;16.0;813.0;878.0;;0.89;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;2055.0;491.0;-89.0;-99.0;-137.0;-218.0;326.0;2535.0;3465.0;790.0;2068.0;1381.0;-57.0;-84.0;-111.0;-254.0;-202.0;1565.0;23.87;589.0;313.0;;;;276.0;2154.0;;;174.0;-4.32;-4.8;-39.0;-6.68;-45.0;-10.61;-0.68;-0.68;326.0;;702.0;;702.0;584.0;766.0;483.0;520.0;;15.0;15.0;;330.0;65.0;930.0;;224.0;;;;566.0;1138.0;;140.0;;1278.0;;;;10.0;290.0;167.0;913.0;3449.0;16.0;3465.0;;-218.0;174.0;-23.0;;-255.0;;-81.0;;;265.0;-145.0;;;;62.0;;28.0;;;-139.0;-2.0;702.0;956.0;;1.05;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;1939.0;463.0;-94.0;-195.0;-231.0;-201.0;330.0;2701.0;3604.0;863.0;2157.0;1434.0;640.0;-32.0;-70.0;451.0;550.0;1475.0;23.9;627.0;360.0;;;;267.0;2103.0;;;182.0;-4.87;-10.05;-37.0;-11.94;-75.0;-10.39;-0.61;-0.61;330.0;;1292.0;;1292.0;395.0;748.0;267.0;437.0;;18.0;18.0;;409.0;39.0;903.0;;277.0;;;;586.0;1081.0;;213.0;-0.0;1294.0;2588.0;;;12.0;146.0;175.0;1101.0;3591.0;14.0;3604.0;;-201.0;182.0;-100.0;;647.0;;120.0;;;112.0;-90.0;;;;57.0;;8.0;;;-78.0;-87.0;1292.0;840.0;;1.26;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;3340.0;1227.0;614.0;513.0;492.0;319.0;332.0;3634.0;4395.0;1102.0;2509.0;1885.0;340.0;-82.0;26.0;271.0;239.0;2113.0;36.73;722.0;448.0;;;;273.0;2835.0;;;122.0;18.38;15.37;-22.0;14.72;173.0;9.55;0.97;0.97;331.0;;1664.0;;1664.0;682.0;972.0;316.0;411.0;;43.0;43.0;;272.0;34.0;761.0;;465.0;;;;637.0;1107.0;;272.0;28.0;1408.0;;;;13.0;476.0;182.0;1214.0;4395.0;;4395.0;;319.0;122.0;155.0;;-303.0;;-202.0;;;47.0;-102.0;;;;20.0;;27.0;;;-2.0;-13.0;1664.0;1392.0;;1.36;;;;;;;;;;;;;;;;;;;;;;;;;
