;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (BRL/USD)
1999.0;944.0;313.0;116.0;141.0;56.0;33.0;487.0;623.0;1231.0;198.0;399.0;541.0;168.0;-56.0;133.0;244.0;125.0;630.0;33.2;172.0;;;;;172.0;803.0;;;60.0;12.26;14.93;-85.0;5.94;23.0;3.55;0.07;0.07;487.0;;474.0;;474.0;74.0;51.0;24.0;495.0;;;;;;114.0;608.0;;40.0;105.0;;;52.0;155.0;;30.0;16.0;201.0;;;;276.0;61.0;-484.0;687.0;940.0;292.0;1231.0;;33.0;60.0;1.0;;-14.0;;-5.0;;;88.0;-42.0;;;;-14.0;;185.0;;-21.0;-31.0;;474.0;230.0;;0.55;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;1006.0;271.0;87.0;92.0;26.0;20.0;487.0;617.0;1162.0;165.0;366.0;536.0;122.0;-93.0;-70.0;-40.0;44.0;735.0;26.94;179.0;;;;;179.0;914.0;;;61.0;8.65;9.15;-66.0;2.58;6.0;1.99;0.04;0.04;487.0;;442.0;;442.0;71.0;51.0;53.0;403.0;;;;;;142.0;545.0;;45.0;69.0;;;51.0;149.0;;14.0;38.0;201.0;;;;281.0;232.0;-311.0;334.0;902.0;260.0;1162.0;;20.0;61.0;-14.0;;-23.0;;1.0;;;78.0;-78.0;-1.0;;;-14.0;;;;-29.0;-41.0;;442.0;482.0;;0.51;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;989.0;254.0;121.0;143.0;80.0;57.0;488.0;452.0;844.0;140.0;308.0;346.0;147.0;-89.0;-147.0;-89.0;83.0;735.0;25.71;112.0;;;;;112.0;846.0;;;40.0;12.2;14.43;-62.0;8.13;23.0;5.79;0.12;0.12;488.0;;15.0;268.0;283.0;117.0;41.0;11.0;306.0;;;;;;85.0;392.0;;38.0;54.0;;;47.0;126.0;;10.0;33.0;169.0;;;;188.0;;-220.0;378.0;654.0;190.0;844.0;;57.0;40.0;;;-23.0;;-3.0;;;72.0;-63.0;-6.0;;;-20.0;;;;-106.0;-41.0;;283.0;373.0;;0.43;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;846.0;211.0;117.0;103.0;83.0;63.0;565.0;335.0;601.0;132.0;256.0;336.0;132.0;-121.0;-17.0;-5.0;85.0;635.0;24.96;108.0;;;;;108.0;743.0;;;34.0;13.86;12.21;-20.0;9.81;20.0;7.42;0.11;0.11;565.0;;180.0;;180.0;77.0;30.0;48.0;220.0;;;;;;46.0;266.0;;14.0;62.0;;;56.0;103.0;;10.0;11.0;124.0;;;;188.0;;149.0;;592.0;9.0;601.0;;63.0;34.0;1.0;;-36.0;;-3.0;;;70.0;-48.0;-60.0;;;-13.0;;;;-17.0;0.0;;180.0;185.0;;0.28;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;1378.0;277.0;151.0;121.0;102.0;85.0;641.0;420.0;829.0;218.0;351.0;467.0;107.0;-135.0;4.0;-24.0;48.0;1101.0;20.1;156.0;;;;;156.0;1257.0;;;51.0;10.95;8.79;-19.0;7.38;15.0;6.16;0.13;0.13;638.0;;196.0;14.0;210.0;111.0;47.0;52.0;334.0;;;;;21.0;54.0;409.0;;31.0;131.0;;;55.0;105.0;;10.0;18.0;133.0;;;;229.0;;239.0;-1.0;818.0;11.0;829.0;;85.0;51.0;-5.0;;-9.0;;-7.0;;;-14.0;-59.0;-47.0;-15.0;;-15.0;;;;-28.0;31.0;;196.0;220.0;;0.35;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;1802.0;420.0;252.0;212.0;189.0;156.0;641.0;506.0;1004.0;258.0;391.0;603.0;203.0;-114.0;-67.0;21.0;118.0;1382.0;23.29;207.0;;;;;207.0;1589.0;;;65.0;14.01;11.79;-23.0;10.51;31.0;8.66;0.24;0.24;641.0;;235.0;8.0;244.0;139.0;78.0;46.0;394.0;;;;;24.0;80.0;498.0;;38.0;144.0;;;76.0;97.0;;12.0;24.0;133.0;;;;250.0;;356.0;-3.0;994.0;11.0;1004.0;;156.0;65.0;1.0;;-32.0;;-26.0;;;14.0;-86.0;-4.0;-17.0;7.0;-15.0;;;;-50.0;-17.0;-2.0;235.0;214.0;;0.38;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;2006.0;389.0;221.0;153.0;141.0;128.0;641.0;828.0;1573.0;209.0;795.0;765.0;175.0;-289.0;326.0;209.0;99.0;1617.0;19.4;236.0;;;;;236.0;1853.0;;;81.0;11.02;7.63;-12.0;7.01;12.0;6.37;0.2;0.2;641.0;;476.0;79.0;555.0;147.0;82.0;44.0;459.0;;;;;26.0;260.0;745.0;;39.0;86.0;;;84.0;547.0;;10.0;29.0;586.0;;;;404.0;;364.0;-4.0;1560.0;13.0;1573.0;;128.0;81.0;-12.0;;1.0;;8.0;;;-22.0;-77.0;;-201.0;5.0;-17.0;;20.0;;-55.0;361.0;-3.0;476.0;267.0;;0.43;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;2239.0;436.0;246.0;154.0;160.0;132.0;651.0;868.0;1822.0;226.0;904.0;903.0;179.0;-428.0;-86.0;-340.0;56.0;1802.0;19.49;282.0;;;;;282.0;2084.0;;;88.0;10.97;6.89;6.0;7.14;26.0;5.88;0.21;0.21;635.0;;180.0;344.0;524.0;223.0;101.0;20.0;519.0;3.0;26.0;28.0;;27.0;379.0;954.0;;53.0;78.0;;;95.0;645.0;;12.0;20.0;678.0;;;;;459.0;6.0;;1807.0;15.0;1822.0;;132.0;88.0;-3.0;;-32.0;;-12.0;;0.0;-5.0;-124.0;;-415.0;147.0;-37.0;;;;-69.0;-16.0;-7.0;180.0;520.0;;0.47;7.53;0.44;0.19;0.23;0.42;3.04;635.0;4.9;0.3;10.7;4783.0;6.9;187.0;281.0;16.4;5.9;1372.0;1378.0;1929.0;8.4;8.7;14.6;47.3;124.2;0.468
2007.0;11191.0;953.0;319.0;273.0;211.0;102.0;646.0;3247.0;5230.0;1738.0;2625.0;2585.0;263.0;-561.0;596.0;268.0;-111.0;10238.0;8.52;680.0;;;;;680.0;10918.0;;;169.0;2.85;2.44;-62.0;1.89;48.0;0.91;0.15;0.15;646.0;;484.0;475.0;959.0;869.0;355.0;1064.0;1275.0;;38.0;38.0;;67.0;603.0;1982.0;;327.0;1069.0;;;341.0;764.0;;1.0;123.0;887.0;;;;;520.0;7.0;;5210.0;20.0;5230.0;;102.0;169.0;-52.0;;33.0;;-36.0;;6.0;11.0;-374.0;94.0;-575.0;313.0;-19.0;;;-14.0;-37.0;647.0;-30.0;484.0;216.0;;0.56;30.84;0.28;-0.3;0.1;1.03;7.12;646.0;14.2;0.8;2.5;19920.0;2.4;301.0;182.0;22.8;0.9;2686.0;1359.0;4601.0;3.3;2.9;4.0;63.9;-46.2;0.562
2008.0;12212.0;914.0;541.0;308.0;240.0;169.0;1073.0;2219.0;4176.0;1187.0;2151.0;2009.0;161.0;-561.0;575.0;178.0;-240.0;11298.0;7.48;606.0;;491.0;239.0;252.0;115.0;11904.0;110.0;142.0;164.0;4.43;2.52;-68.0;1.97;65.0;1.38;0.15;0.15;1073.0;;551.0;368.0;919.0;752.0;447.0;101.0;1353.0;215.0;42.0;257.0;3.0;177.0;168.0;1958.0;;265.0;5.0;46.0;;916.0;6.0;;8.0;950.0;964.0;;11.0;;1597.0;;4.0;408.0;4160.0;17.0;4176.0;;169.0;164.0;-5.0;;-297.0;-52.0;-167.0;12.0;-47.0;131.0;-402.0;-182.0;;;6.0;;;-45.0;-172.0;792.0;3.0;551.0;373.0;;0.43;26.34;0.36;-0.52;0.37;0.87;4.33;1073.0;10.8;0.5;9.4;28268.0;2.5;381.0;390.0;27.3;1.4;2388.0;13.0;4650.0;9.2;9.0;8.4;-2.2;-90.6;0.432
