;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (BRL/USD)
2011.0;4046.0;1104.0;123.0;-131.0;-537.0;-403.0;135.0;1684.0;5718.0;1929.0;4534.0;1184.0;-323.0;-252.0;190.0;-389.0;-517.0;2941.0;27.29;1235.0;;1070.0;854.0;216.0;165.0;4177.0;256.0;448.0;212.0;3.05;-3.24;-406.0;-13.27;-134.0;-9.97;-2.98;-2.98;135.0;;660.0;541.0;1202.0;328.0;81.0;74.0;2088.0;291.0;666.0;957.0;;583.0;405.0;4034.0;;222.0;833.0;143.0;16.0;858.0;1845.0;;410.0;349.0;2604.0;;;;1243.0;;-121.0;62.0;5718.0;;5718.0;;-403.0;212.0;-137.0;13.0;-297.0;46.0;12.0;71.0;68.0;288.0;-194.0;-18.0;-40.0;;-43.0;-210.0;98.0;;-27.0;329.0;-5.0;660.0;1050.0;;0.54;55.77;-5.56;-7.12;0.38;2.67;16.32;135.0;-3.8;-0.2;1.8;7539.0;-3.2;396.0;-752.0;24.9;-10.0;-457.0;3439.0;2206.0;-1.8;-1.6;-34.1;106.8;;0.537
2012.0;3954.0;46.0;-280.0;-442.0;-773.0;-738.0;135.0;1019.0;4404.0;1982.0;4047.0;358.0;65.0;-288.0;-2.0;-222.0;-167.0;3907.0;1.17;488.0;;430.0;223.0;207.0;59.0;4396.0;4.0;240.0;254.0;-7.08;-11.18;-331.0;-19.56;-35.0;-18.67;-5.47;-5.47;135.0;;378.0;285.0;664.0;247.0;67.0;41.0;1896.0;265.0;565.0;829.0;;211.0;449.0;3386.0;;234.0;839.0;153.0;447.0;461.0;1694.0;;;371.0;2065.0;;;;1220.0;-809.0;-4.0;-49.0;4404.0;;4404.0;;-738.0;254.0;-38.0;5.0;406.0;11.0;7.0;32.0;244.0;177.0;-232.0;;;;-66.0;-163.0;9.0;;;152.0;3.0;378.0;600.0;;0.49;60.06;-11.21;-2.53;;3.52;5.43;135.0;-1.0;-0.1;;8104.0;-11.2;520.0;-1513.0;4.5;-18.7;-1974.0;3472.0;733.0;-21.0;-12.1;-206.4;100.0;;0.488
2013.0;3791.0;466.0;178.0;113.0;-277.0;-337.0;138.0;1509.0;4503.0;1459.0;3987.0;276.0;171.0;-135.0;342.0;364.0;49.0;3325.0;12.28;353.0;;218.0;;218.0;135.0;3679.0;63.0;248.0;237.0;4.7;2.97;-389.0;-7.29;30.0;-8.89;-2.44;-2.44;138.0;;692.0;489.0;1182.0;160.0;50.0;119.0;1597.0;230.0;488.0;717.0;;238.0;442.0;2994.0;;213.0;187.0;155.0;587.0;472.0;2179.0;2.0;;348.0;2528.0;;929.0;;1059.0;-1039.0;36.0;220.0;4263.0;240.0;4503.0;;-337.0;237.0;-11.0;3.0;-1.0;-2.0;11.0;10.0;-276.0;279.0;-122.0;0.0;;;-34.0;-286.0;466.0;;-9.0;171.0;-14.0;692.0;328.0;;0.42;64.73;-5.76;0.83;0.15;2.09;4.7;138.0;-1.8;-0.1;1.5;8956.0;3.0;561.0;-797.0;-10.9;-8.9;119.0;5149.0;651.0;-2.3;-1.4;-122.4;102.6;;0.423
2014.0;3787.0;620.0;-10.0;190.0;-358.0;-469.0;139.0;1123.0;3753.0;1585.0;3878.0;-195.0;364.0;-102.0;-116.0;99.0;272.0;3167.0;16.37;429.0;;479.0;228.0;251.0;-50.0;3596.0;;223.0;174.0;-0.26;5.02;-548.0;-9.46;62.0;-12.38;-3.37;-3.37;139.0;;714.0;112.0;826.0;163.0;52.0;82.0;1355.0;210.0;435.0;645.0;3.0;183.0;443.0;2630.0;;258.0;418.0;38.0;416.0;493.0;1928.0;;;366.0;2294.0;;837.0;;985.0;-1392.0;-13.0;225.0;3683.0;70.0;3753.0;;-469.0;174.0;16.0;4.0;360.0;-17.0;-8.0;69.0;-132.0;279.0;-92.0;-10.0;;25.0;-42.0;-772.0;45.0;;;611.0;-47.0;714.0;615.0;;0.38;72.42;-8.96;5.2;;1.77;-3.73;139.0;-1.2;-0.1;;10066.0;5.0;463.0;-1246.0;-17.3;-12.4;-1226.0;5125.0;-518.0;-10.3;-5.0;240.4;100.0;;0.376
2015.0;2468.0;263.0;-583.0;-46.0;-870.0;-1126.0;151.0;621.0;2617.0;1399.0;3708.0;-1148.0;-151.0;-318.0;189.0;-209.0;-303.0;2205.0;10.65;320.0;;328.0;172.0;156.0;-8.0;2525.0;84.0;224.0;106.0;-23.64;-1.88;-824.0;-35.25;213.0;-45.62;-7.45;-7.45;151.0;;271.0;124.0;395.0;131.0;50.0;45.0;1074.0;137.0;296.0;433.0;5.0;27.0;457.0;1996.0;;227.0;353.0;30.0;308.0;511.0;1996.0;;62.0;251.0;2309.0;;756.0;;777.0;-2060.0;-20.0;155.0;2560.0;57.0;2617.0;;-1126.0;106.0;164.0;4.0;229.0;-38.0;-15.0;53.0;32.0;473.0;-152.0;;-64.0;;-112.0;-515.0;117.0;;;587.0;71.0;271.0;479.0;;0.25;64.72;-29.53;-7.95;;3.99;-30.09;151.0;-0.2;-0.0;;9778.0;-1.9;420.0;-4461.0;-24.5;-45.6;-3080.0;7908.0;-4546.0;-73.9;-26.9;98.1;100.0;;0.252
2016.0;3030.0;518.0;720.0;214.0;418.0;261.0;173.0;639.0;2581.0;1489.0;3612.0;-1121.0;-6.0;182.0;-326.0;-157.0;-141.0;2512.0;17.09;311.0;;389.0;218.0;171.0;-78.0;2823.0;175.0;242.0;137.0;23.76;7.06;204.0;13.8;80.0;8.61;1.51;1.5;173.0;;173.0;132.0;305.0;242.0;56.0;36.0;929.0;167.0;368.0;534.0;5.0;33.0;441.0;1942.0;;337.0;257.0;45.0;369.0;526.0;1703.0;;104.0;316.0;2123.0;;528.0;;946.0;-2246.0;-17.0;196.0;2491.0;90.0;2581.0;;261.0;137.0;0.0;4.0;-165.0;-94.0;5.0;63.0;-112.0;-244.0;-135.0;-1.0;-14.0;;323.0;-265.0;;;;-61.0;-6.0;173.0;329.0;;0.31;57.02;4.91;-2.66;;2.54;-21.09;173.0;0.5;0.0;;9867.0;7.1;448.0;850.0;19.0;8.6;-2768.0;5544.0;-3650.0;47.1;23.4;-23.3;100.0;;0.307
2017.0;3193.0;661.0;304.0;299.0;21.0;6.0;175.0;1010.0;3020.0;1736.0;3947.0;-1051.0;203.0;-169.0;109.0;140.0;75.0;2532.0;20.71;370.0;;473.0;295.0;178.0;-103.0;2902.0;6.0;238.0;153.0;9.52;9.36;-277.0;0.67;-93.0;0.18;0.03;0.03;173.0;;310.0;288.0;599.0;308.0;54.0;50.0;965.0;164.0;364.0;528.0;0.0;83.0;434.0;2011.0;;401.0;360.0;41.0;446.0;529.0;1828.0;;57.0;327.0;2211.0;;488.0;;931.0;-2202.0;3.0;217.0;2896.0;124.0;3020.0;;6.0;153.0;-165.0;4.0;-4.0;-60.0;0.0;-38.0;1.0;209.0;-129.0;21.0;-52.0;;-26.0;-369.0;1.0;;;476.0;-2.0;310.0;170.0;;0.3;60.96;0.11;1.42;;2.45;-20.06;173.0;58.1;2.5;;10576.0;9.4;505.0;19.0;-432.7;0.2;-2405.0;6054.0;-3481.0;69.4;5.2;-0.6;100.0;-1.1;0.302
2018.0;2940.0;375.0;152.0;361.0;-124.0;-280.0;174.0;853.0;2673.0;1855.0;3834.0;-1284.0;536.0;-409.0;-194.0;-52.0;311.0;2564.0;12.77;20.0;;406.0;256.0;150.0;-386.0;2584.0;;183.0;172.0;5.18;12.27;-485.0;-4.23;77.0;-9.51;-1.6;-1.6;174.0;;213.0;123.0;336.0;313.0;46.0;158.0;726.0;140.0;318.0;458.0;0.0;19.0;617.0;1821.0;;456.0;350.0;29.0;475.0;574.0;1545.0;;59.0;376.0;1979.0;;235.0;;758.0;-2163.0;-106.0;227.0;2550.0;124.0;2673.0;;-280.0;172.0;63.0;5.0;121.0;25.0;-2.0;73.0;-162.0;455.0;-226.0;;-42.0;;-162.0;-567.0;4.0;-4.0;;373.0;15.0;213.0;265.0;;0.26;65.49;-6.23;6.92;;5.03;-28.61;174.0;-1.5;-0.1;;11411.0;12.3;669.0;-1085.0;-61.6;-9.5;-3890.0;5997.0;-4985.0;-4.6;-0.8;21.8;100.0;;0.258
2019.0;3450.0;775.0;574.0;531.0;97.0;-29.0;176.0;1226.0;3806.0;2578.0;5574.0;-1910.0;612.0;-188.0;-222.0;204.0;369.0;2675.0;22.45;251.0;;595.0;428.0;167.0;-345.0;2926.0;2.0;121.0;430.0;16.65;15.38;-434.0;2.81;52.0;-0.85;-0.17;-0.17;176.0;;409.0;237.0;647.0;383.0;50.0;147.0;1507.0;135.0;307.0;442.0;0.0;15.0;616.0;2580.0;;458.0;982.0;29.0;4.0;1134.0;2616.0;;61.0;319.0;2996.0;;1506.0;;748.0;-2736.0;103.0;-25.0;3664.0;142.0;3806.0;;-29.0;430.0;8.0;10.0;-208.0;-96.0;-5.0;-11.0;24.0;402.0;-244.0;;-125.0;;162.0;-600.0;8.0;-25.0;;396.0;1.0;409.0;206.0;;0.25;78.81;-0.67;8.42;;5.57;-43.63;176.0;-23.5;-1.0;;13865.0;15.4;1728.0;-117.0;53.9;-0.8;-5435.0;10515.0;-7677.0;6.1;3.9;1.5;100.0;;0.249
2020.0;1227.0;-221.0;-620.0;-183.0;-1120.0;-1153.0;178.0;625.0;2467.0;2002.0;5117.0;-2773.0;145.0;6.0;-373.0;-189.0;18.0;1448.0;-18.05;-31.0;;317.0;254.0;62.0;-347.0;1417.0;;158.0;360.0;-50.55;-14.94;-937.0;-91.3;15.0;-93.98;-6.48;-6.48;178.0;;128.0;121.0;249.0;178.0;38.0;160.0;955.0;104.0;232.0;336.0;0.0;10.0;540.0;1842.0;;310.0;707.0;14.0;400.0;585.0;2674.0;;42.0;399.0;3115.0;;1460.0;;579.0;-3270.0;-71.0;-12.0;2344.0;123.0;2467.0;;-1153.0;360.0;-3.0;5.0;113.0;96.0;1.0;48.0;-46.0;824.0;-127.0;139.0;;;-17.0;-925.0;0.0;;;553.0;32.0;128.0;317.0;;0.19;35.82;-33.66;0.52;;3.72;-80.99;178.0;-0.2;-0.0;;6372.0;-14.9;1871.0;-5988.0;-1.3;-94.0;-7153.0;13891.0;-14407.0;-290.6;-41.8;41.6;100.0;;0.193
2021.0;1334.0;-208.0;-762.0;-688.0;-1324.0;-1296.0;189.0;483.0;2585.0;1989.0;6364.0;-3779.0;127.0;-32.0;-121.0;-32.0;-15.0;1543.0;-15.61;480.0;;454.0;349.0;105.0;26.0;2023.0;;329.0;240.0;-57.09;-51.59;-636.0;-99.23;-35.0;-97.15;-6.88;-6.88;189.0;;87.0;52.0;140.0;184.0;40.0;119.0;1378.0;97.0;230.0;327.0;15.0;14.0;369.0;2103.0;;327.0;483.0;22.0;522.0;657.0;3585.0;;0.0;790.0;4375.0;;1932.0;;725.0;-4345.0;-152.0;-7.0;2585.0;;2585.0;;-1296.0;240.0;-43.0;4.0;352.0;-20.0;-13.0;47.0;58.0;870.0;-142.0;109.0;;;-27.0;-535.0;76.0;;;339.0;-5.0;87.0;119.0;;0.18;39.4;-38.28;-0.44;;4.18;-111.6;189.0;-0.2;-0.0;;7433.0;-51.6;1336.0;-7222.0;2.6;-97.2;-8394.0;19971.0;-21054.0;-163.6;-38.7;34.3;100.0;;0.179
