;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (BRL/USD)
2001.0;100.0;;-2.0;1.0;-2.0;-2.0;30.0;;54.0;16.0;46.0;9.0;-8.0;-13.0;23.0;23.0;-8.0;;;99.0;;15.0;;15.0;84.0;99.0;;;;-1.58;0.74;-2.0;-1.58;;-1.58;-0.05;-0.05;30.0;;2.0;;2.0;;;;;;;;;;;;54.0;;16.0;;;;;;;;;30.0;;;;;;9.0;54.0;;54.0;;-2.0;;;;;;;;;-7.0;;;;;-13.0;;;;;23.0;;;;;0.43;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;192.0;;17.0;18.0;15.0;10.0;49.0;45.0;90.0;56.0;70.0;20.0;5.0;-10.0;6.0;1.0;-2.0;;;174.0;;;;;174.0;174.0;;;2.0;8.98;9.16;-3.0;7.82;5.0;5.22;0.2;0.2;49.0;;3.0;;3.0;30.0;5.0;7.0;11.0;;;;;;34.0;45.0;;7.0;12.0;;;37.0;7.0;;7.0;0.0;14.0;;6.0;;12.0;8.0;-3.0;3.0;90.0;;90.0;;10.0;2.0;5.0;;-12.0;;-2.0;;-11.0;0.0;-6.0;;;;-3.0;;5.0;;;1.0;;3.0;1.0;;0.28;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;484.0;149.0;96.0;118.0;91.0;61.0;82.0;151.0;237.0;107.0;128.0;109.0;29.0;-14.0;31.0;47.0;15.0;336.0;30.69;447.0;;147.0;81.0;66.0;300.0;783.0;;;5.0;19.85;24.4;-27.0;18.86;31.0;12.53;0.74;0.74;82.0;;51.0;;51.0;83.0;5.0;12.0;23.0;;;;;;63.0;86.0;;17.0;14.0;7.0;;76.0;2.0;;16.0;3.0;21.0;;0.0;33.0;14.0;62.0;-8.0;8.0;237.0;;237.0;;61.0;5.0;10.0;;-46.0;-47.0;1.0;2.0;-1.0;1.0;-15.0;;;;1.0;-7.0;;;;38.0;;51.0;3.0;;0.35;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;738.0;287.0;233.0;217.0;221.0;145.0;90.0;491.0;653.0;195.0;221.0;432.0;103.0;-201.0;195.0;98.0;87.0;451.0;38.92;617.0;;194.0;95.0;99.0;423.0;1068.0;;;12.0;31.55;29.39;4.0;29.95;76.0;19.62;1.61;1.6;90.0;;153.0;167.0;320.0;145.0;8.0;18.0;49.0;;;;;;112.0;162.0;;14.0;45.0;19.0;;137.0;3.0;;17.0;5.0;26.0;;;213.0;16.0;189.0;;15.0;653.0;;653.0;;145.0;12.0;14.0;;-67.0;-55.0;-3.0;-1.0;-5.0;-0.0;-16.0;;-167.0;;-18.0;-30.0;177.0;;-23.0;71.0;;153.0;55.0;;0.38;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;1142.0;382.0;322.0;266.0;307.0;220.0;97.0;659.0;1093.0;276.0;314.0;779.0;151.0;-343.0;64.0;-128.0;79.0;760.0;33.47;1018.0;;286.0;142.0;144.0;732.0;1778.0;;;15.0;28.21;23.28;41.0;26.88;87.0;19.23;2.28;2.27;96.0;;45.0;326.0;372.0;241.0;17.0;29.0;247.0;;;;;;187.0;434.0;;32.0;23.0;36.0;;222.0;;;27.0;10.0;37.0;;;361.0;18.0;384.0;3.0;14.0;1093.0;;1093.0;;220.0;15.0;9.0;;-93.0;-76.0;;16.0;-6.0;1.0;-72.0;;-136.0;;-134.0;-27.0;119.0;;-26.0;-2.0;;45.0;174.0;;0.43;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;1780.0;540.0;406.0;328.0;374.0;266.0;98.0;1316.0;1993.0;468.0;961.0;1032.0;248.0;-578.0;411.0;82.0;19.0;1240.0;30.32;1662.0;;405.0;405.0;;1257.0;2902.0;;;32.0;22.84;18.45;46.0;21.01;108.0;14.97;2.71;2.71;98.0;;132.0;667.0;799.0;309.0;35.0;173.0;505.0;;;;;;172.0;677.0;;58.0;79.0;65.0;;331.0;444.0;;13.0;36.0;493.0;;;396.0;19.0;602.0;-2.0;17.0;1993.0;;1993.0;;266.0;32.0;-13.0;;-32.0;-47.0;-16.0;23.0;32.0;-5.0;-229.0;;-946.0;636.0;-38.0;;;;-85.0;496.0;;132.0;50.0;;0.47;38.75;5.8;0.41;1.85;4.99;22.47;98.0;10.9;0.6;2.9;3802.0;18.4;69.0;569.0;28.8;15.0;1811.0;949.0;2205.0;17.5;18.8;25.8;68.2;445.7;0.468
2007.0;2774.0;255.0;124.0;-13.0;56.0;58.0;99.0;1758.0;3934.0;1285.0;2600.0;1334.0;-87.0;-132.0;384.0;165.0;-342.0;2520.0;9.18;3233.0;;652.0;446.0;207.0;2581.0;5753.0;;;68.0;4.48;-0.47;69.0;2.02;-2.0;2.08;0.58;0.58;99.0;;323.0;482.0;805.0;565.0;118.0;270.0;1205.0;153.0;70.0;224.0;;26.0;721.0;2176.0;;183.0;505.0;86.0;;597.0;1035.0;161.0;;118.0;1315.0;;489.0;677.0;23.0;610.0;1.0;22.0;3934.0;;3934.0;;58.0;68.0;-64.0;;-145.0;-131.0;-73.0;-11.0;24.0;-4.0;-255.0;-113.0;-482.0;801.0;-83.0;;0.0;;-141.0;524.0;;323.0;158.0;;0.56;50.1;1.04;-6.17;2.54;4.61;24.1;99.0;52.8;3.0;4.6;4938.0;-0.5;122.0;103.0;-2.8;2.1;842.0;1843.0;2375.0;2.2;1.4;4.3;-144.6;-41.1;0.562
2008.0;2767.0;1743.0;-358.0;-38.0;-516.0;-535.0;101.0;718.0;3136.0;1116.0;2673.0;463.0;72.0;18.0;-264.0;-174.0;-121.0;1025.0;62.97;894.0;;840.0;586.0;254.0;54.0;1919.0;34.0;105.0;54.0;-12.92;-1.38;-478.0;-18.65;19.0;-19.35;-5.32;-5.32;101.0;;73.0;106.0;179.0;149.0;87.0;303.0;1295.0;;;517.0;;315.0;290.0;2418.0;;123.0;418.0;17.0;39.0;536.0;1054.0;113.0;237.0;153.0;1557.0;;;;;-98.0;-97.0;;3136.0;;3136.0;;-535.0;54.0;;2.0;228.0;;4.0;-18.0;58.0;323.0;-193.0;;;248.0;-42.0;-231.0;;-18.0;-16.0;;;73.0;248.0;;0.43;63.68;-12.32;-2.79;0.36;4.45;10.65;101.0;-1.9;-0.1;1.5;6406.0;-1.4;125.0;-1239.0;-3.7;-19.3;-921.0;2439.0;1072.0;-21.1;-13.1;-115.7;102.9;;0.432
2009.0;3457.0;2576.0;674.0;237.0;434.0;511.0;114.0;1379.0;5003.0;1399.0;3505.0;1497.0;262.0;3.0;441.0;696.0;169.0;881.0;74.51;1168.0;;1087.0;877.0;209.0;82.0;2050.0;23.0;158.0;82.0;19.49;6.86;197.0;12.55;-77.0;14.78;4.5;4.49;114.0;;793.0;23.0;816.0;347.0;104.0;111.0;1908.0;311.0;396.0;707.0;;497.0;512.0;3624.0;;208.0;339.0;44.0;53.0;799.0;1458.0;127.0;323.0;198.0;2106.0;;;;;286.0;;;5003.0;;5003.0;;511.0;82.0;-78.0;3.0;-5.0;;26.0;45.0;-144.0;-251.0;-93.0;;-22.0;118.0;-18.0;-24.0;;;;466.0;-11.0;793.0;97.0;;0.57;53.03;7.84;2.6;;1.42;22.97;114.0;1.9;0.0;;6025.0;6.9;143.0;891.0;-17.8;14.8;-36.0;2542.0;2610.0;19.4;11.8;34.1;100.0;;0.574
2010.0;4205.0;2849.0;582.0;420.0;233.0;129.0;135.0;1630.0;5461.0;1000.0;3696.0;1765.0;436.0;-168.0;84.0;346.0;262.0;1356.0;67.75;1359.0;;1190.0;968.0;222.0;170.0;2715.0;;179.0;170.0;13.83;10.0;-188.0;5.54;104.0;3.07;0.96;0.96;134.0;;1178.0;14.0;1192.0;236.0;103.0;99.0;2085.0;;;763.0;;493.0;490.0;3831.0;;130.0;208.0;51.0;16.0;646.0;2046.0;109.0;447.0;94.0;2696.0;;;;1315.0;387.0;;62.0;5461.0;;5461.0;;129.0;170.0;71.0;15.0;-99.0;;-25.0;-88.0;-52.0;150.0;-174.0;;-5.0;11.0;-35.0;-261.0;;;-112.0;458.0;-7.0;1178.0;833.0;;0.6;51.9;1.59;3.23;1.38;2.15;21.78;134.0;17.6;0.9;4.9;6979.0;10.0;282.0;214.0;44.6;3.1;1045.0;3395.0;2929.0;5.1;7.5;7.3;13.2;42.7;0.603
