;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (BRL/USD)
1997.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;1039.0;324.0;174.0;174.0;86.0;101.0;5.0;436.0;2584.0;333.0;1005.0;1579.0;242.0;-40.0;-236.0;-44.0;177.0;715.0;31.21;150.0;;;;;150.0;865.0;;;88.0;16.77;16.78;-88.0;8.29;-15.0;9.71;20.0;20.0;5.0;;206.0;;206.0;115.0;69.0;45.0;1616.0;;;;;;533.0;2148.0;;23.0;239.0;;;72.0;636.0;;12.0;24.0;672.0;;;;80.0;1415.0;-583.0;666.0;2584.0;;2584.0;;101.0;88.0;-16.0;;60.0;;32.0;;;9.0;-66.0;;-1.0;;27.0;;;-14.0;-67.0;-155.0;-11.0;42.0;86.0;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;1008.0;350.0;184.0;235.0;107.0;118.0;5.0;518.0;1991.0;267.0;818.0;1173.0;225.0;-137.0;-55.0;29.0;201.0;658.0;34.69;115.0;;;;;115.0;773.0;;;61.0;18.22;23.29;-127.0;10.65;4.0;11.69;17.44;17.44;5.0;;71.0;;71.0;119.0;70.0;259.0;1069.0;;;;;;404.0;1473.0;;37.0;170.0;;;61.0;519.0;;12.0;19.0;550.0;;;;80.0;1489.0;-436.0;40.0;1991.0;;1991.0;;118.0;61.0;3.0;;-45.0;;-21.0;;;87.0;-24.0;;;21.0;-135.0;;;;-40.0;-15.0;-4.0;71.0;42.0;;0.55;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;1555.0;348.0;386.0;226.0;191.0;188.0;5.0;436.0;1915.0;252.0;729.0;1186.0;167.0;-66.0;-150.0;-52.0;108.0;1207.0;22.4;123.0;;;;;123.0;1329.0;95.0;134.0;62.0;24.85;14.51;-35.0;12.28;3.0;12.09;13.26;13.26;5.0;;18.0;159.0;178.0;134.0;86.0;39.0;990.0;;;;;;489.0;1479.0;;41.0;178.0;;;33.0;440.0;;15.0;23.0;478.0;;;;80.0;1618.0;-449.0;;1915.0;;1915.0;;188.0;62.0;3.0;;-50.0;;-20.0;;;-36.0;-58.0;;;18.0;-26.0;;;0.0;-66.0;-84.0;-3.0;18.0;71.0;;0.51;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;1780.0;587.0;27.0;133.0;-27.0;-11.0;0.0;436.0;2441.0;394.0;1344.0;1097.0;98.0;-299.0;273.0;77.0;-627.0;1193.0;32.95;453.0;;;;;453.0;1647.0;;;52.0;1.52;7.49;-161.0;-1.53;-14.0;-0.63;-0.43;-0.43;0.0;;95.0;28.0;123.0;114.0;125.0;73.0;1100.0;;489.0;489.0;;42.0;375.0;2005.0;;76.0;223.0;;;95.0;924.0;;25.0;1.0;950.0;;;;81.0;1576.0;-439.0;;2441.0;;2441.0;;-11.0;52.0;-16.0;;16.0;;-6.0;;;56.0;-724.0;;;332.0;93.0;;;;-40.0;313.0;5.0;95.0;19.0;;0.43;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;2391.0;490.0;-352.0;522.0;-440.0;-460.0;48.0;907.0;2935.0;1502.0;3188.0;-362.0;430.0;-217.0;-191.0;-74.0;314.0;1901.0;20.5;-32.0;;;;;-32.0;1869.0;;;88.0;-14.7;21.84;-962.0;-18.39;20.0;-19.24;-9.59;-9.59;48.0;;36.0;138.0;173.0;240.0;231.0;262.0;1184.0;;138.0;138.0;;61.0;645.0;2028.0;;452.0;725.0;;;324.0;1396.0;;17.0;274.0;1686.0;;;17.0;451.0;-407.0;-408.0;-15.0;2825.0;110.0;2935.0;;-460.0;88.0;-5.0;;59.0;;-77.0;;;747.0;-115.0;;-113.0;;12.0;;4.0;;-11.0;-185.0;-95.0;36.0;109.0;;0.28;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;3491.0;705.0;647.0;196.0;116.0;74.0;137.0;1404.0;4781.0;1655.0;3863.0;728.0;200.0;-159.0;127.0;168.0;126.0;2786.0;20.19;509.0;;;;;509.0;3295.0;3.0;245.0;285.0;18.53;5.61;-80.0;3.33;42.0;2.12;0.54;0.54;137.0;;238.0;170.0;408.0;461.0;369.0;166.0;1733.0;;659.0;659.0;;57.0;928.0;3377.0;;373.0;1059.0;;;223.0;1639.0;;3.0;566.0;2208.0;;;;650.0;-171.0;256.0;-8.0;4590.0;191.0;4781.0;;74.0;285.0;-7.0;;-66.0;;-68.0;;;-86.0;-74.0;;-25.0;;-60.0;;;;-25.0;152.0;;238.0;69.0;;0.35;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;4592.0;1173.0;647.0;310.0;299.0;260.0;1.0;2009.0;5609.0;1709.0;3955.0;1577.0;734.0;-378.0;45.0;401.0;571.0;3419.0;25.54;862.0;;;;;862.0;4281.0;;;357.0;14.09;6.76;-11.0;6.52;30.0;5.67;0.02;0.02;1.0;;660.0;8.0;668.0;559.0;578.0;203.0;2033.0;;907.0;907.0;;114.0;545.0;3600.0;;768.0;671.0;;;270.0;1589.0;;4.0;654.0;2247.0;;;;1282.0;-13.0;314.0;-6.0;5532.0;76.0;5609.0;;260.0;357.0;-52.0;;295.0;;-145.0;;;-126.0;-163.0;;-9.0;;-207.0;;461.0;;-2.0;-415.0;;660.0;260.0;;0.38;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;5589.0;1160.0;1032.0;331.0;320.0;267.0;181.0;2487.0;6664.0;1900.0;4673.0;1939.0;735.0;-448.0;-141.0;146.0;401.0;4429.0;20.75;829.0;;;;;829.0;5258.0;60.0;264.0;425.0;18.46;5.92;-11.0;5.73;76.0;4.79;1.48;1.48;181.0;;913.0;62.0;975.0;802.0;670.0;39.0;2549.0;970.0;;970.0;;125.0;533.0;4177.0;;1103.0;387.0;;;410.0;1905.0;;4.0;864.0;2774.0;;;;;-42.0;363.0;;6612.0;52.0;6664.0;;267.0;425.0;13.0;;140.0;;-22.0;;-22.0;-110.0;-334.0;;-15.0;;-100.0;;1.0;;-89.0;-53.0;;913.0;767.0;;0.43;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;6067.0;1028.0;652.0;490.0;42.0;47.0;185.0;2779.0;7614.0;2572.0;5590.0;2014.0;189.0;-566.0;102.0;-275.0;-256.0;5040.0;16.94;537.0;;;;;537.0;5577.0;65.0;134.0;476.0;10.75;8.08;-448.0;0.69;-6.0;0.78;0.27;0.27;178.0;;722.0;193.0;916.0;959.0;825.0;79.0;3123.0;715.0;60.0;775.0;;176.0;760.0;4835.0;;1411.0;846.0;;;314.0;2297.0;;8.0;714.0;3018.0;;;;;-12.0;507.0;;7603.0;10.0;7614.0;;47.0;476.0;-47.0;;-232.0;;-69.0;;-100.0;-55.0;-445.0;;-104.0;;-17.0;;3.0;-90.0;-160.0;350.0;;722.0;997.0;;0.47;;;;;;;;;;;;;;;;;;;;;;;;;
