;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
1998.0;3164.0;909.0;1057.0;241.0;736.0;47.0;950.0;756.0;5177.0;1157.0;2313.0;2858.0;978.0;-677.0;-507.0;-206.0;261.0;2255.0;28.73;668.0;;;;;668.0;2923.0;;;668.0;33.42;7.63;495.0;23.27;342.0;1.5;0.05;0.05;950.0;;53.0;;53.0;448.0;;254.0;3796.0;;88.0;88.0;;;537.0;4421.0;;489.0;511.0;;;158.0;1051.0;;;104.0;1155.0;;;;;998.0;;1860.0;5171.0;6.0;5177.0;;47.0;668.0;53.0;;;;;;;209.0;-717.0;;;;40.0;;5.0;-31.0;-202.0;-279.0;;53.0;259.0;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;3984.0;1533.0;1182.0;799.0;447.0;242.0;948.0;862.0;5401.0;1241.0;2414.0;2979.0;1138.0;-829.0;-388.0;-79.0;308.0;2451.0;38.48;734.0;;;;;734.0;3186.0;;;734.0;29.66;20.04;-351.0;11.22;205.0;6.07;0.25;0.25;948.0;;;;;483.0;39.0;340.0;4061.0;;45.0;45.0;;;433.0;4540.0;;643.0;419.0;;;179.0;1076.0;;;98.0;1173.0;;;;;1008.0;-5903.0;7874.0;5393.0;9.0;5401.0;;242.0;734.0;-7.0;;-63.0;;;;-63.0;231.0;-829.0;;;;1.0;;2.0;-1.0;-232.0;-157.0;;-22.0;56.0;;0.69;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;4292.0;1645.0;1447.0;836.0;639.0;308.0;988.0;1167.0;10952.0;4450.0;6670.0;4282.0;1091.0;-2556.0;1554.0;88.0;129.0;2648.0;38.31;809.0;;;;;809.0;3456.0;;;809.0;33.72;19.47;-197.0;14.88;331.0;7.17;0.31;0.31;988.0;;67.0;;67.0;675.0;101.0;324.0;5141.0;1198.0;2552.0;3750.0;12.0;;882.0;9785.0;;;3358.0;;;1092.0;2033.0;;;187.0;2220.0;;;;;;8472.0;;10952.0;;10952.0;;308.0;809.0;101.0;;-113.0;;;;-113.0;-14.0;-962.0;-1644.0;;;50.0;;10.0;;-236.0;1779.0;;67.0;-22.0;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;4524.0;1589.0;1392.0;526.0;-29.0;285.0;1177.0;906.0;12101.0;1168.0;7712.0;4389.0;878.0;-1144.0;213.0;-52.0;-534.0;2935.0;35.12;939.0;;;;;939.0;3874.0;;;1048.0;30.77;11.62;-554.0;-0.63;59.0;6.3;0.24;0.24;1177.0;;11.0;;11.0;615.0;75.0;206.0;5609.0;2086.0;2406.0;4492.0;35.0;833.0;225.0;11195.0;;;144.0;;;1024.0;5434.0;;;1110.0;6544.0;;;;3171.0;1040.0;188.0;;12101.0;;12101.0;;285.0;1048.0;-105.0;;20.0;;21.0;;7.0;-370.0;-1413.0;-459.0;-21.0;;749.0;;65.0;;-204.0;353.0;;11.0;63.0;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;4455.0;1601.0;1281.0;241.0;-169.0;-146.0;1272.0;746.0;11584.0;1387.0;7487.0;4090.0;1108.0;-1075.0;-49.0;-17.0;31.0;2854.0;35.95;998.0;;;;;998.0;3852.0;16.0;455.0;998.0;28.75;5.4;-410.0;-3.8;-27.0;-3.27;-0.12;-0.12;1272.0;;;;;492.0;61.0;192.0;5103.0;1987.0;2511.0;4497.0;31.0;744.0;464.0;10838.0;;1017.0;;;;370.0;5212.0;;631.0;258.0;6101.0;;;44.0;;401.0;191.0;;11577.0;7.0;11584.0;;-146.0;998.0;6.0;;136.0;211.0;14.0;;-49.0;113.0;-1077.0;;;;-1075.0;-627.0;59.0;;-86.0;605.0;;-6.0;11.0;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;5510.0;2193.0;2184.0;897.0;395.0;256.0;1407.0;1170.0;13475.0;1661.0;8331.0;5136.0;1653.0;-924.0;-718.0;12.0;687.0;3317.0;39.8;1274.0;;;;;1274.0;4591.0;33.0;518.0;1274.0;39.64;16.27;-502.0;7.16;136.0;4.64;0.18;0.18;1397.0;;5.0;;5.0;703.0;95.0;367.0;5719.0;2404.0;2929.0;5333.0;32.0;483.0;738.0;12305.0;;998.0;170.0;;;493.0;4988.0;;776.0;905.0;6669.0;;;54.0;;572.0;-2.0;;13467.0;8.0;13475.0;;256.0;1274.0;307.0;;18.0;-64.0;-21.0;;;-202.0;-966.0;;;;-924.0;-927.0;67.0;;-133.0;275.0;;5.0;-7.0;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;6301.0;4301.0;2593.0;1203.0;686.0;470.0;1430.0;2201.0;14827.0;1637.0;8976.0;5840.0;2110.0;-1080.0;-290.0;740.0;1013.0;2001.0;68.25;3054.0;;;;;3054.0;5055.0;32.0;545.0;1366.0;41.15;19.09;-517.0;10.89;212.0;7.46;0.33;0.33;1421.0;;746.0;;746.0;828.0;111.0;516.0;6257.0;2599.0;3069.0;5668.0;32.0;83.0;585.0;12626.0;;260.0;4.0;;;1373.0;5263.0;;824.0;1252.0;7340.0;;;;;838.0;-2.0;;14816.0;11.0;14827.0;;470.0;1366.0;317.0;20.0;43.0;-116.0;-8.0;;;-106.0;-1096.0;;;;-1080.0;-207.0;124.0;-125.0;-207.0;126.0;;745.0;5.0;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;7004.0;4722.0;2829.0;1438.0;886.0;602.0;1444.0;1069.0;13953.0;1744.0;8022.0;5909.0;2507.0;-1166.0;-2105.0;-764.0;1372.0;2282.0;67.42;3238.0;;;;;3238.0;5519.0;50.0;554.0;1397.0;40.4;20.53;-552.0;12.65;277.0;8.6;0.42;0.42;1428.0;;8.0;;8.0;614.0;119.0;327.0;6313.0;2715.0;3098.0;5813.0;27.0;;731.0;12884.0;;339.0;4.0;;;1400.0;3991.0;;881.0;1407.0;6278.0;;;;;731.0;-6.0;;13931.0;22.0;13953.0;;602.0;1397.0;292.0;21.0;304.0;226.0;-5.0;;;-110.0;-1134.0;-25.0;-10.0;;-1131.0;-1377.0;189.0;-767.0;-269.0;119.0;;7.0;771.0;;0.86;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;7447.0;5095.0;3054.0;1728.0;1271.0;963.0;1390.0;1154.0;14162.0;3207.0;8199.0;5944.0;2405.0;-1437.0;-985.0;-17.0;1017.0;2352.0;68.41;3308.0;;;;;3308.0;5661.0;11.0;438.0;1352.0;41.01;23.21;-457.0;17.07;301.0;12.93;0.7;0.69;1375.0;;;95.0;95.0;689.0;168.0;202.0;6406.0;2719.0;3016.0;5735.0;30.0;;838.0;13009.0;;367.0;1231.0;9.0;;1610.0;2997.0;;916.0;1079.0;4992.0;;;;;927.0;-1.0;;14142.0;20.0;14162.0;;963.0;1352.0;351.0;22.0;-213.0;-82.0;-49.0;;;-69.0;-1388.0;-42.0;-19.0;;-1376.0;-1128.0;90.0;-686.0;-356.0;1095.0;;-10.0;7.0;;0.86;6.31;0.82;0.86;0.3;1.18;5.04;1375.0;13.4;0.7;2.8;8681.0;23.2;1576.0;1123.0;23.7;12.9;-2393.0;3494.0;6928.0;11.9;12.0;16.2;63.1;93.7;0.858
2007.0;9106.0;6047.0;3583.0;1981.0;1503.0;1262.0;1337.0;1345.0;17047.0;2695.0;10071.0;6950.0;3183.0;-1778.0;-1373.0;32.0;1406.0;3059.0;66.41;4045.0;;;;;4045.0;7104.0;38.0;466.0;1621.0;39.35;21.76;-478.0;16.51;234.0;13.86;0.95;0.94;1327.0;;;46.0;46.0;835.0;244.0;220.0;7202.0;3179.0;3959.0;7138.0;39.0;;1323.0;15702.0;;407.0;5.0;7.0;;2283.0;4600.0;;1052.0;1724.0;7375.0;;;;;1463.0;-104.0;;17021.0;26.0;17047.0;;1262.0;1621.0;378.0;96.0;25.0;-32.0;-19.0;;;-200.0;-1776.0;;-9.0;;-1769.0;-7884.0;1.0;-753.0;-527.0;7790.0;;20.0;-12.0;;1.0;6.84;0.95;1.06;0.4;1.33;5.22;1327.0;13.8;0.8;3.0;9074.0;21.8;1615.0;1258.0;15.6;13.9;-1345.0;4584.0;6926.0;11.6;11.5;18.2;58.3;90.9;1.004
2008.0;7933.0;5274.0;3088.0;1698.0;1288.0;927.0;1288.0;1280.0;15746.0;2512.0;9825.0;5902.0;2317.0;-2821.0;491.0;-13.0;64.0;2659.0;66.49;3528.0;;;;;3528.0;6187.0;12.0;392.0;1410.0;38.92;21.4;-410.0;16.23;358.0;11.69;0.01;0.01;1280.0;;;;;814.0;274.0;192.0;6013.0;2929.0;4245.0;7174.0;35.0;;1243.0;14465.0;;1380.0;631.0;;;501.0;5217.0;;1031.0;1064.0;7312.0;;;;;1528.0;-107.0;;15727.0;19.0;15746.0;;927.0;1410.0;132.0;4.0;-1.0;-178.0;-74.0;;47.0;-156.0;-2253.0;-572.0;-7.0;;-2242.0;-9588.0;;-230.0;-360.0;10669.0;;3.0;16.0;;0.82;7.54;0.88;0.06;0.34;2.14;5.61;1280.0;10.9;0.5;3.6;9653.0;21.4;1716.0;1128.0;27.8;11.7;-1499.0;6348.0;7182.0;9.2;10.7;15.7;61.2;920.5;0.822
2009.0;9132.0;6016.0;3337.0;1682.0;1146.0;949.0;1272.0;1071.0;18272.0;2818.0;11070.0;7182.0;2761.0;-2023.0;-703.0;35.0;762.0;3116.0;65.88;4154.0;;;;;4154.0;7270.0;45.0;550.0;1645.0;36.54;18.42;-536.0;12.54;193.0;10.39;0.78;0.78;1272.0;;39.0;;39.0;675.0;257.0;101.0;7348.0;3396.0;4894.0;8290.0;39.0;;1523.0;17200.0;;363.0;778.0;;;1677.0;5790.0;;1254.0;1208.0;8252.0;;2.0;;;2053.0;-68.0;;18252.0;20.0;18272.0;;949.0;1645.0;-79.0;-8.0;322.0;259.0;136.0;;-14.0;-68.0;-1999.0;-25.0;;;-1998.0;-8788.0;1.0;-572.0;-6.0;8663.0;;39.0;4.0;;0.95;7.55;0.78;0.63;0.0;1.65;5.94;1272.0;8.8;0.1;0.1;9606.0;18.4;1730.0;998.0;16.8;10.4;-1837.0;6090.0;7554.0;9.1;9.3;13.2;99.4;75.8;0.951
2010.0;9805.0;6416.0;3626.0;1913.0;1370.0;1041.0;1284.0;1394.0;19652.0;3960.0;11429.0;8201.0;2553.0;-1712.0;-865.0;-24.0;827.0;3389.0;65.44;4429.0;;;;;4429.0;7818.0;4.0;516.0;1740.0;36.98;19.51;-543.0;13.97;329.0;10.61;0.81;0.81;1280.0;;17.0;;17.0;976.0;284.0;117.0;7743.0;3582.0;5148.0;8730.0;37.0;;1749.0;18258.0;;1499.0;745.0;6.0;660.0;1056.0;5327.0;;1502.0;640.0;7469.0;;;;;2558.0;-18.0;;19630.0;22.0;19652.0;;1041.0;1740.0;214.0;-30.0;-237.0;-224.0;-13.0;;;-174.0;-1726.0;;;;-1712.0;-4138.0;15.0;;-474.0;3732.0;;17.0;41.0;;1.0;7.64;0.81;0.64;0.37;1.34;6.39;1280.0;11.6;0.6;3.9;9779.0;19.5;1735.0;1038.0;24.0;10.6;-2559.0;5313.0;8179.0;9.1;9.6;12.7;54.4;55.5;1.003
2011.0;10126.0;5491.0;3721.0;1930.0;1560.0;1195.0;1304.0;2011.0;19546.0;3771.0;12178.0;7368.0;2501.0;-1930.0;-542.0;28.0;689.0;4635.0;54.23;3561.0;;1856.0;1856.0;;1704.0;8196.0;3.0;381.0;1775.0;36.75;19.06;-370.0;15.41;369.0;11.81;0.92;0.92;1296.0;;45.0;;45.0;1465.0;346.0;155.0;7810.0;3590.0;6034.0;9625.0;21.0;;79.0;17535.0;;398.0;1442.0;25.0;55.0;1876.0;5402.0;;1569.0;1437.0;8408.0;;;;;1746.0;11.0;;19546.0;;19546.0;;1195.0;1775.0;201.0;-12.0;-250.0;-77.0;-68.0;;-36.0;-409.0;-1811.0;-108.0;;;-1822.0;-3870.0;24.0;;-630.0;3934.0;;45.0;17.0;;0.98;7.97;0.94;0.54;0.5;1.43;5.8;1296.0;13.2;0.8;4.0;10325.0;19.1;1810.0;1219.0;23.6;11.8;-1794.0;5508.0;7513.0;9.4;10.0;16.2;47.3;87.9;0.981
2012.0;10925.0;6072.0;4017.0;2121.0;1787.0;1327.0;1308.0;2225.0;20582.0;3544.0;12844.0;7737.0;3241.0;-2072.0;-1107.0;61.0;1278.0;4852.0;55.58;3967.0;;2143.0;2143.0;;1824.0;8820.0;15.0;352.0;1877.0;36.77;19.42;-334.0;16.36;460.0;12.15;1.02;1.01;1304.0;;108.0;;108.0;1576.0;352.0;188.0;8220.0;3727.0;6222.0;9949.0;69.0;;119.0;18357.0;;426.0;953.0;103.0;708.0;1457.0;5749.0;117.0;1635.0;1800.0;9301.0;;;;5616.0;1917.0;40.0;164.0;20582.0;;20582.0;;1327.0;1877.0;164.0;9.0;52.0;-114.0;3.0;;128.0;-189.0;-1963.0;-33.0;;;-2039.0;-6351.0;1.0;;-779.0;6022.0;;108.0;46.0;;1.01;8.32;1.01;0.97;0.59;1.5;5.89;1304.0;14.7;1.0;4.0;10852.0;19.4;1865.0;1318.0;25.7;12.1;-1310.0;5711.0;7686.0;9.3;10.4;17.1;41.3;60.9;1.007
2013.0;10671.0;6000.0;3762.0;2085.0;1664.0;1218.0;1286.0;2192.0;20300.0;3105.0;12756.0;7545.0;3055.0;-2249.0;-591.0;216.0;1077.0;4671.0;56.23;3935.0;;2282.0;2282.0;;1653.0;8605.0;6.0;401.0;1697.0;35.26;19.54;-421.0;15.6;446.0;11.41;0.95;0.95;1280.0;;316.0;;316.0;1405.0;307.0;164.0;7933.0;3518.0;6148.0;9665.0;56.0;;454.0;18108.0;;431.0;377.0;96.0;686.0;1612.0;7053.0;115.0;1780.0;702.0;9650.0;;;;4985.0;2390.0;29.0;140.0;20300.0;;20300.0;;1218.0;1697.0;20.0;23.0;176.0;76.0;23.0;;14.0;-78.0;-1979.0;-234.0;;;-2014.0;-3177.0;;-941.0;-802.0;4329.0;;316.0;101.0;;0.94;8.86;1.01;0.89;0.67;1.64;6.26;1280.0;16.5;1.0;4.0;11336.0;19.5;1803.0;1294.0;26.8;11.4;-970.0;7493.0;8015.0;8.8;10.2;16.1;34.2;161.9;0.941
2014.0;10262.0;5703.0;3615.0;2049.0;1657.0;1226.0;1236.0;1881.0;19976.0;3011.0;13562.0;6413.0;2931.0;-3156.0;-13.0;-237.0;-118.0;4559.0;55.57;3677.0;;2140.0;2140.0;;1538.0;8237.0;3.0;379.0;1578.0;35.22;19.97;-392.0;16.15;431.0;11.95;0.99;0.99;1232.0;;52.0;;52.0;1359.0;275.0;194.0;7849.0;3233.0;6709.0;9941.0;76.0;;229.0;18095.0;;394.0;305.0;2.0;648.0;1663.0;7791.0;110.0;1666.0;985.0;10552.0;;;;4453.0;1807.0;33.0;121.0;19976.0;;19976.0;;1226.0;1578.0;162.0;64.0;-55.0;-17.0;3.0;;-163.0;-43.0;-3049.0;-36.0;;;-3120.0;-4689.0;;-527.0;-786.0;5988.0;;52.0;289.0;;0.86;9.68;1.16;-0.11;0.74;2.88;6.05;1232.0;15.5;0.9;4.1;11927.0;20.0;1834.0;1425.0;26.0;11.9;-1313.0;9055.0;7454.0;8.9;10.2;19.1;35.9;-1113.1;0.86
2015.0;8979.0;4983.0;3106.0;1700.0;1377.0;998.0;1208.0;1684.0;19076.0;3089.0;13533.0;5542.0;2559.0;-3234.0;793.0;118.0;-743.0;3996.0;55.49;3309.0;;1956.0;1956.0;;1353.0;7306.0;19.0;350.0;1379.0;34.59;18.93;-323.0;15.33;379.0;11.12;0.83;0.83;1206.0;;161.0;;161.0;1080.0;260.0;183.0;7033.0;2717.0;7213.0;9930.0;68.0;;360.0;17392.0;;344.0;691.0;78.0;549.0;1505.0;8078.0;108.0;1557.0;701.0;10444.0;;;;3648.0;1754.0;43.0;98.0;19076.0;;19076.0;;998.0;1379.0;49.0;-27.0;155.0;40.0;-29.0;;203.0;5.0;-3301.0;30.0;;;-3265.0;-4685.0;;-454.0;-717.0;6649.0;;161.0;43.0;;0.72;10.31;1.15;-0.85;0.82;3.79;6.36;1206.0;14.5;0.7;4.9;12430.0;18.9;1909.0;1382.0;27.5;11.1;-1945.0;11182.0;7672.0;7.8;9.1;18.0;28.2;-157.6;0.722
