;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CNY/USD)
1997.0;981.0;584.0;-39.0;165.0;106.0;73.0;76.0;438.0;3071.0;416.0;2276.0;796.0;225.0;-251.0;84.0;54.0;85.0;397.0;59.55;419.0;;;;;419.0;816.0;;;-145.0;-3.97;16.84;-59.0;10.82;33.0;7.4;0.95;0.95;76.0;;122.0;;122.0;102.0;61.0;153.0;2125.0;;;;;;509.0;2634.0;;42.0;201.0;;;173.0;1770.0;;90.0;;1860.0;;;;557.0;91.0;-207.0;355.0;3071.0;;3071.0;;73.0;-145.0;12.0;;3.0;9.0;4.0;-29.0;;283.0;-139.0;;-23.0;;-89.0;-378.0;350.0;;;112.0;-4.0;178.0;125.0;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;938.0;468.0;-137.0;20.0;-64.0;-55.0;97.0;447.0;3214.0;519.0;2473.0;741.0;178.0;-7.0;-148.0;27.0;97.0;470.0;49.88;448.0;;;;;448.0;918.0;;98.0;-171.0;-14.62;2.13;-84.0;-6.84;-9.0;-5.89;-0.57;-0.57;97.0;;149.0;;149.0;114.0;49.0;136.0;2258.0;;;;;;509.0;2766.0;;32.0;272.0;;;216.0;1840.0;;114.0;;1954.0;;;;559.0;41.0;-364.0;504.0;3214.0;;3214.0;;-55.0;-171.0;-9.0;;10.0;-2.0;6.0;-11.0;;403.0;-81.0;;;37.0;37.0;-222.0;;;;74.0;3.0;206.0;179.0;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;1167.0;582.0;-161.0;117.0;24.0;17.0;97.0;458.0;3250.0;541.0;2475.0;775.0;208.0;-69.0;-196.0;-55.0;-0.0;585.0;49.85;464.0;;;;;464.0;1050.0;;;-185.0;-13.78;10.05;-93.0;2.07;7.0;1.48;0.19;0.19;97.0;;110.0;;110.0;133.0;48.0;167.0;2316.0;;12.0;12.0;;;464.0;2792.0;;9.0;253.0;;;280.0;1684.0;;123.0;127.0;1934.0;;;;214.0;58.0;-507.0;1010.0;3250.0;;3250.0;;17.0;-185.0;7.0;;-33.0;-69.0;-4.0;2.0;;401.0;-208.0;-10.0;;;149.0;-731.0;;;;535.0;2.0;151.0;206.0;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;1288.0;582.0;-42.0;89.0;32.0;20.0;97.0;457.0;3333.0;556.0;2482.0;851.0;245.0;-133.0;-97.0;12.0;135.0;707.0;45.16;492.0;;;;;492.0;1199.0;19.0;113.0;-186.0;-3.27;6.94;-58.0;2.45;11.0;1.56;0.2;0.2;97.0;;147.0;;147.0;244.0;43.0;23.0;2443.0;;12.0;12.0;;;421.0;2876.0;;9.0;246.0;;;301.0;1673.0;;167.0;86.0;1926.0;;;;559.0;126.0;-675.0;841.0;3333.0;;3333.0;;20.0;-186.0;9.0;;32.0;-2.0;5.0;0.0;;370.0;-109.0;;-5.0;;-19.0;-431.0;;;;333.0;-2.0;163.0;151.0;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;1395.0;725.0;338.0;100.0;36.0;62.0;101.0;391.0;3328.0;755.0;2421.0;906.0;276.0;-293.0;9.0;-11.0;82.0;670.0;51.95;1295.0;;;;;1295.0;1965.0;14.0;108.0;198.0;24.21;7.2;-64.0;2.58;-30.0;4.46;0.64;0.64;98.0;;126.0;;126.0;94.0;53.0;118.0;2361.0;5.0;141.0;146.0;;56.0;372.0;2936.0;;6.0;412.0;;;338.0;586.0;;90.0;991.0;1667.0;;;;559.0;177.0;-870.0;1041.0;3328.0;;3328.0;;62.0;198.0;-31.0;;72.0;58.0;-10.0;-10.0;;-26.0;-194.0;;-122.0;9.0;7.0;-382.0;;;;392.0;-2.0;153.0;163.0;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;1580.0;837.0;328.0;128.0;32.0;10.0;104.0;557.0;3958.0;1455.0;3017.0;891.0;261.0;-549.0;357.0;74.0;80.0;743.0;52.99;1458.0;;;;;1458.0;2201.0;14.0;102.0;209.0;20.79;8.13;-97.0;2.01;7.0;0.66;0.11;0.11;97.0;;228.0;35.0;263.0;117.0;;177.0;2522.0;5.0;;5.0;700.0;69.0;105.0;3401.0;;8.0;1020.0;5.0;;427.0;1366.0;;97.0;99.0;1562.0;;717.0;;588.0;182.0;-1065.0;1187.0;3909.0;49.0;3958.0;;10.0;209.0;-2.0;;50.0;-22.0;-11.0;2.0;;-7.0;-181.0;-31.0;-349.0;1.0;11.0;-815.0;;;-12.0;1184.0;5.0;235.0;161.0;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;1725.0;790.0;260.0;27.0;-71.0;-115.0;98.0;584.0;4591.0;1785.0;3757.0;771.0;395.0;-895.0;455.0;-44.0;-333.0;935.0;45.79;1698.0;;;;;1698.0;2633.0;18.0;104.0;241.0;15.08;1.55;-98.0;-4.13;30.0;-6.65;-1.18;-1.18;97.0;;178.0;;178.0;160.0;;245.0;3269.0;5.0;;5.0;584.0;48.0;102.0;4008.0;;13.0;1127.0;13.0;;644.0;1752.0;;89.0;131.0;1973.0;;653.0;;588.0;61.0;-1273.0;1396.0;4528.0;63.0;4591.0;;-115.0;241.0;14.0;;439.0;-44.0;1.0;5.0;;-185.0;-728.0;-40.0;-165.0;38.0;-0.0;-1584.0;;;;2039.0;2.0;191.0;235.0;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;2541.0;1144.0;470.0;179.0;102.0;62.0;95.0;629.0;5125.0;2140.0;4193.0;831.0;395.0;-294.0;-38.0;64.0;189.0;1397.0;45.02;2381.0;;;;;2381.0;3779.0;16.0;108.0;278.0;18.48;7.03;-77.0;4.02;22.0;2.44;0.66;0.66;93.0;;255.0;9.0;265.0;177.0;;188.0;3673.0;4.0;;4.0;670.0;48.0;100.0;4496.0;;8.0;1378.0;20.0;;753.0;1826.0;;91.0;137.0;2054.0;;903.0;;588.0;115.0;-1505.0;1634.0;5025.0;100.0;5125.0;;62.0;278.0;2.0;;170.0;-17.0;4.0;-5.0;;-118.0;-206.0;-5.0;-284.0;37.0;164.0;-1566.0;;;-7.0;1535.0;1.0;255.0;191.0;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;3402.0;1526.0;-472.0;2.0;-72.0;-54.0;96.0;746.0;7350.0;3917.0;6493.0;755.0;242.0;-1285.0;1014.0;-31.0;-90.0;1875.0;44.87;3430.0;;;;;3430.0;5306.0;16.0;88.0;-488.0;-13.87;0.05;-73.0;-2.1;-17.0;-1.6;-0.62;-0.62;93.0;;231.0;;231.0;263.0;121.0;130.0;4781.0;;85.0;85.0;104.0;54.0;1580.0;6604.0;;421.0;2602.0;6.0;;895.0;2282.0;;75.0;220.0;2576.0;;1314.0;;603.0;152.0;-2254.0;2254.0;7248.0;102.0;7350.0;;-54.0;-488.0;;;-121.0;-14.0;-37.0;102.0;-28.0;905.0;-332.0;;-17.0;9.0;-945.0;-2137.0;;;-23.0;3175.0;-2.0;231.0;262.0;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;4802.0;3059.0;-938.0;-383.0;-463.0;-442.0;97.0;1155.0;7835.0;4331.0;7390.0;361.0;171.0;-215.0;54.0;16.0;54.0;1743.0;63.7;3497.0;;442.0;273.0;169.0;3055.0;5240.0;15.0;112.0;-587.0;-19.52;-7.98;-80.0;-9.64;-21.0;-9.21;-4.36;-4.36;97.0;;255.0;104.0;358.0;302.0;153.0;341.0;5130.0;127.0;44.0;171.0;1083.0;11.0;285.0;6681.0;;651.0;2411.0;10.0;;1268.0;2708.0;;9.0;343.0;3059.0;;1518.0;;623.0;;-2688.0;2425.0;7751.0;85.0;7835.0;;-442.0;-587.0;;;6.0;-17.0;-75.0;-23.0;;1195.0;-117.0;-47.0;-1.0;;-55.0;-2799.0;;;-15.0;2868.0;6.0;255.0;239.0;;0.13;384.68;-35.43;4.33;1.17;9.41;28.88;97.0;-0.2;-0.0;14.3;37489.0;-8.0;-4580.0;-3453.0;4.5;-9.2;-24792.0;21140.0;2815.0;-9.8;-4.5;-122.7;103.3;;0.128
