;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CNY/USD)
2007.0;5821.0;3752.0;695.0;5.0;37.0;33.0;90.0;1348.0;9320.0;4918.0;8825.0;415.0;369.0;-240.0;-172.0;-45.0;151.0;2070.0;64.45;3811.0;;787.0;540.0;247.0;3024.0;5881.0;;;659.0;11.95;0.09;31.0;0.63;3.0;0.58;0.41;0.41;90.0;;227.0;;227.0;296.0;;826.0;6509.0;;170.0;170.0;1052.0;15.0;224.0;7971.0;;92.0;2880.0;12.0;;1946.0;3460.0;;7.0;440.0;3907.0;;2252.0;;666.0;;;-252.0;9240.0;80.0;9320.0;;33.0;659.0;;;-7.0;-3.0;;-5.0;;-316.0;-218.0;;;;-22.0;-3859.0;;;-6.0;3693.0;-2.0;227.0;272.0;;0.14;474.4;2.73;12.3;0.52;17.76;33.78;90.0;10.7;0.6;1.8;42521.0;0.1;4812.0;245.0;8.9;0.6;-26074.0;25276.0;3028.0;0.8;0.4;8.1;81.0;4.2;0.137
2008.0;6120.0;1507.0;-1189.0;-2211.0;-2237.0;-2238.0;97.0;1525.0;10709.0;7896.0;12562.0;-1920.0;419.0;-136.0;-13.0;263.0;-307.0;4613.0;24.62;3282.0;;1642.0;1413.0;229.0;1639.0;7895.0;302.0;341.0;697.0;-19.43;-36.13;-25.0;-36.55;11.0;-36.58;-23.02;-23.02;97.0;;506.0;;506.0;199.0;128.0;692.0;7723.0;;24.0;24.0;1142.0;12.0;284.0;9185.0;;61.0;4168.0;6.0;149.0;3519.0;4029.0;;8.0;630.0;4667.0;;3051.0;;713.0;-531.0;-3769.0;1667.0;10642.0;67.0;10709.0;;-2238.0;697.0;-13.0;;415.0;-110.0;-78.0;;118.0;1558.0;-725.0;-60.0;;22.0;619.0;-4487.0;;;-8.0;4482.0;-6.0;506.0;243.0;;0.15;428.86;-156.86;-21.48;0.54;50.82;-134.55;97.0;-0.1;-0.0;2.9;41745.0;-36.1;4756.0;-15269.0;-0.5;-36.6;-43458.0;27480.0;-13097.0;-69.0;-17.7;116.6;100.3;;0.147
2009.0;5901.0;2259.0;1048.0;267.0;37.0;25.0;192.0;1005.0;10526.0;5202.0;10281.0;181.0;502.0;-1060.0;306.0;-251.0;-613.0;3642.0;38.28;2529.0;;1767.0;1477.0;290.0;762.0;6171.0;16.0;257.0;758.0;17.76;4.52;-230.0;0.62;8.0;0.42;0.13;0.13;192.0;;254.0;;254.0;357.0;137.0;257.0;8307.0;;10.0;10.0;169.0;12.0;1022.0;9521.0;;1078.0;2118.0;3.0;208.0;1799.0;4432.0;;8.0;639.0;5078.0;;2838.0;;1404.0;-2624.0;1401.0;;10462.0;65.0;10526.0;;25.0;758.0;;;36.0;-31.0;-68.0;;-54.0;-317.0;-1115.0;-4.0;;31.0;29.0;-7481.0;2059.0;;;5727.0;1.0;254.0;506.0;;0.15;210.18;0.88;-21.83;;39.72;6.44;192.0;13.9;0.2;;40278.0;4.5;5177.0;169.0;21.1;0.4;-28648.0;30250.0;1235.0;4.3;2.8;13.7;100.0;336.0;0.146
2010.0;11296.0;5251.0;2021.0;864.0;822.0;752.0;223.0;1833.0;15676.0;5956.0;13163.0;2317.0;1614.0;-1310.0;-99.0;204.0;625.0;6045.0;46.49;4325.0;;3427.0;2922.0;504.0;899.0;10370.0;175.0;228.0;1020.0;17.89;7.65;-42.0;7.28;20.0;6.66;3.34;3.34;223.0;;467.0;;467.0;323.0;195.0;848.0;10440.0;;1719.0;1719.0;184.0;11.0;1488.0;13843.0;;1199.0;2695.0;10.0;391.0;1671.0;6133.0;;8.0;1067.0;7207.0;;2977.0;;1711.0;-1965.0;-5178.0;7749.0;15480.0;196.0;15676.0;;752.0;1020.0;;;-432.0;-31.0;-118.0;;37.0;273.0;-990.0;-348.0;-66.0;;94.0;-4653.0;;;;4554.0;-2.0;467.0;263.0;;0.15;333.93;22.23;18.47;;29.25;68.48;223.0;1.1;0.1;;74462.0;7.7;6727.0;4958.0;2.5;6.7;-27184.0;40425.0;15271.0;10.2;6.5;32.5;100.0;;0.152
2011.0;13263.0;5536.0;2100.0;663.0;769.0;727.0;226.0;2178.0;18232.0;6894.0;14767.0;3198.0;2165.0;-2374.0;339.0;124.0;1312.0;7727.0;41.74;4771.0;;3678.0;3084.0;594.0;1093.0;12498.0;322.0;232.0;1098.0;15.83;5.0;106.0;5.8;42.0;5.48;3.26;3.26;226.0;;614.0;;614.0;349.0;247.0;968.0;11720.0;;;1804.0;200.0;7.0;2322.0;16054.0;;1126.0;3278.0;27.0;508.0;1982.0;6579.0;;5.0;1289.0;7873.0;;3219.0;;1792.0;-1332.0;-5840.0;8578.0;17965.0;267.0;18232.0;;727.0;1098.0;;;5.0;17.0;-163.0;;-44.0;335.0;-853.0;-1317.0;-312.0;1.0;107.0;-4124.0;160.0;;;4303.0;-6.0;614.0;489.0;;0.16;370.08;20.29;36.6;;23.8;89.24;226.0;1.0;0.1;;83465.0;5.0;6912.0;4576.0;5.5;5.5;-29679.0;41405.0;20126.0;8.6;5.6;22.7;100.0;-12.2;0.159
2012.0;13683.0;2436.0;1992.0;679.0;483.0;474.0;226.0;2034.0;19873.0;7804.0;15932.0;3680.0;2025.0;-1892.0;-349.0;-217.0;-138.0;11247.0;17.81;1764.0;;2040.0;1442.0;598.0;-276.0;13011.0;32.0;272.0;1213.0;14.56;4.96;-195.0;3.53;33.0;3.46;2.09;2.09;226.0;;403.0;;403.0;928.0;335.0;368.0;15283.0;1809.0;315.0;2124.0;239.0;9.0;185.0;17839.0;;494.0;4052.0;282.0;606.0;2653.0;6797.0;;5.0;1326.0;8128.0;;3508.0;;1810.0;-871.0;1870.0;871.0;19612.0;261.0;19873.0;;474.0;1213.0;;;-152.0;-69.0;-189.0;62.0;101.0;490.0;-2163.0;-14.0;;169.0;115.0;-6110.0;73.0;;;5688.0;-1.0;403.0;620.0;;0.16;378.01;13.1;-3.81;;59.76;101.65;226.0;1.3;0.1;;85253.0;5.0;7557.0;2954.0;6.8;3.5;-35948.0;42349.0;22926.0;6.2;4.0;12.9;100.0;52.8;0.161
2013.0;14578.0;1285.0;2027.0;260.0;366.0;392.0;242.0;2083.0;23139.0;8769.0;18417.0;4444.0;1785.0;-2813.0;947.0;-85.0;-1367.0;13293.0;8.82;1056.0;;684.0;;684.0;372.0;14349.0;24.0;256.0;1359.0;13.91;1.79;106.0;2.51;21.0;2.69;1.65;1.65;242.0;;330.0;;330.0;1153.0;381.0;220.0;18130.0;1862.0;392.0;2254.0;315.0;64.0;292.0;21056.0;;572.0;4339.0;290.0;713.0;3145.0;7842.0;;5.0;1801.0;9648.0;;3822.0;;2094.0;-429.0;2350.0;429.0;22862.0;278.0;23139.0;;392.0;1359.0;;;-61.0;-92.0;-163.0;64.0;190.0;95.0;-3153.0;-39.0;-8.0;246.0;140.0;-5297.0;590.0;;;5653.0;-4.0;330.0;415.0;;0.17;364.89;9.81;-34.22;;78.91;111.24;242.0;1.9;0.1;;88245.0;1.8;8226.0;2373.0;5.6;2.7;-40472.0;47470.0;26902.0;4.5;2.9;8.8;100.0;43.2;0.165
2014.0;14529.0;1844.0;2436.0;976.0;663.0;549.0;253.0;2939.0;26715.0;9848.0;21597.0;4829.0;1981.0;-3872.0;1790.0;-103.0;-2191.0;12685.0;12.69;877.0;;664.0;;664.0;213.0;13562.0;14.0;315.0;1479.0;16.77;6.72;-313.0;4.56;92.0;3.78;2.17;2.17;253.0;;218.0;;218.0;1555.0;364.0;802.0;20972.0;1816.0;392.0;2208.0;326.0;27.0;242.0;23776.0;;336.0;5360.0;297.0;955.0;3197.0;10409.0;;4.0;1336.0;11749.0;;6234.0;;2042.0;131.0;2787.0;-131.0;26426.0;289.0;26715.0;;549.0;1479.0;;;-279.0;-56.0;-121.0;-116.0;6.0;231.0;-4172.0;-7.0;-1.0;24.0;284.0;-7251.0;;;;9041.0;-2.0;218.0;321.0;;0.16;355.78;13.45;-53.65;;102.16;118.25;253.0;1.3;0.1;;90185.0;6.7;9183.0;3410.0;13.9;3.8;-42887.0;64612.0;29974.0;5.0;3.6;11.4;100.0;;0.161
2015.0;14471.0;2577.0;2804.0;1944.0;873.0;699.0;256.0;3554.0;30491.0;11456.0;24341.0;5761.0;3746.0;-4281.0;1707.0;1190.0;-1424.0;11894.0;17.81;667.0;;562.0;;562.0;105.0;12561.0;10.0;337.0;1672.0;19.38;13.44;-1072.0;6.03;96.0;4.83;2.69;2.69;256.0;;1398.0;;1398.0;1502.0;317.0;337.0;23861.0;1736.0;361.0;2097.0;387.0;37.0;554.0;26937.0;;572.0;6826.0;346.0;1192.0;2866.0;11517.0;;1.0;1367.0;12886.0;;8069.0;;2024.0;796.0;3738.0;-796.0;30103.0;388.0;30491.0;;699.0;1672.0;;;295.0;152.0;18.0;251.0;34.0;1080.0;-5170.0;-56.0;;5.0;923.0;-9495.0;440.0;;;10762.0;18.0;1398.0;209.0;;0.15;366.54;17.7;-36.07;;130.95;145.93;256.0;1.8;0.1;;93969.0;13.4;10859.0;4537.0;11.0;4.8;-51309.0;74788.0;37411.0;5.4;3.8;12.1;100.0;30.9;0.154
2016.0;14232.0;2335.0;3063.0;1797.0;935.0;647.0;276.0;2286.0;30553.0;9797.0;23018.0;7116.0;3582.0;-5350.0;667.0;-1063.0;-1989.0;11897.0;16.41;577.0;;451.0;;451.0;126.0;12474.0;14.0;388.0;1806.0;21.52;12.62;-862.0;6.57;222.0;4.55;2.37;2.37;276.0;;244.0;;244.0;1227.0;323.0;492.0;25488.0;1622.0;348.0;1970.0;389.0;11.0;409.0;28267.0;;486.0;5078.0;261.0;1354.0;2879.0;11869.0;;12.0;1339.0;13221.0;;8784.0;;2082.0;1264.0;5034.0;-1264.0;30134.0;420.0;30553.0;;647.0;1806.0;;;243.0;30.0;-29.0;-48.0;325.0;886.0;-5571.0;2.0;;;186.0;-18079.0;1229.0;;-106.0;17623.0;39.0;244.0;1307.0;;0.14;358.06;16.28;-50.04;2.67;140.16;179.02;276.0;1.6;0.1;10.5;98904.0;12.6;12548.0;4498.0;23.7;4.5;-52194.0;82484.0;49450.0;4.7;4.2;9.1;83.6;56.4;0.144
2017.0;15750.0;1673.0;3888.0;1450.0;1323.0;975.0;289.0;2812.0;35309.0;12346.0;26275.0;8509.0;3008.0;-3276.0;724.0;449.0;-786.0;14078.0;10.62;388.0;;506.0;;506.0;-118.0;14466.0;17.0;489.0;2147.0;24.68;9.2;-126.0;8.4;277.0;6.19;3.38;3.38;289.0;;708.0;;708.0;1612.0;336.0;156.0;29588.0;1732.0;314.0;2046.0;463.0;19.0;381.0;32497.0;;489.0;7428.0;319.0;1373.0;3055.0;12655.0;;3.0;1270.0;13928.0;;10278.0;;2224.0;;6285.0;;34784.0;525.0;35309.0;;975.0;2147.0;;;-138.0;-77.0;-17.0;265.0;-134.0;24.0;-3795.0;284.0;;1.0;215.0;-10485.0;;;-109.0;11317.0;-7.0;709.0;261.0;;0.15;354.15;21.92;-17.68;2.45;85.33;191.32;289.0;1.3;0.1;8.8;102475.0;9.2;13969.0;6342.0;20.9;6.2;-62035.0;82338.0;55360.0;6.1;5.0;11.5;88.8;-13.9;0.154
2018.0;16740.0;1705.0;3271.0;1353.0;560.0;392.0;289.0;2315.0;34729.0;10616.0;25779.0;8429.0;3246.0;-1857.0;-1970.0;-577.0;-560.0;15035.0;10.18;431.0;;553.0;;553.0;-122.0;15466.0;16.0;520.0;2225.0;19.54;8.08;-792.0;3.35;135.0;2.34;1.38;1.38;289.0;;94.0;14.0;108.0;1743.0;283.0;180.0;29507.0;1638.0;251.0;1888.0;511.0;30.0;477.0;32414.0;;587.0;5612.0;355.0;1354.0;3063.0;13648.0;230.0;12.0;1272.0;15162.0;;11250.0;;2102.0;;6327.0;;34207.0;522.0;34729.0;;392.0;2225.0;;;-10.0;103.0;-10.0;124.0;142.0;639.0;-3806.0;-4.0;;0.0;1929.0;-11593.0;;;-107.0;9730.0;4.0;94.0;671.0;;0.15;398.17;9.32;-13.33;2.55;90.53;200.48;289.0;3.7;0.1;7.3;115210.0;8.1;15313.0;2698.0;24.0;2.3;-57132.0;93930.0;58008.0;3.4;3.1;4.7;72.6;-19.1;0.145
2019.0;17346.0;1713.0;4412.0;1448.0;617.0;458.0;302.0;2835.0;40953.0;11253.0;30521.0;9910.0;4160.0;-703.0;-3357.0;101.0;3071.0;15633.0;9.88;312.0;;594.0;;594.0;-282.0;15945.0;14.0;742.0;3094.0;25.44;8.35;-830.0;3.56;118.0;2.64;1.51;1.51;302.0;;194.0;17.0;211.0;2059.0;346.0;219.0;35077.0;1618.0;254.0;1873.0;557.0;122.0;488.0;38117.0;;557.0;5936.0;394.0;1619.0;3141.0;17417.0;215.0;3.0;1632.0;19268.0;;15909.0;;2352.0;;7558.0;;40430.0;522.0;40953.0;;458.0;3094.0;;;-274.0;;-66.0;-23.0;256.0;882.0;-1090.0;-28.0;;;414.0;-11684.0;1356.0;;;6971.0;1.0;194.0;93.0;;0.14;399.86;10.57;70.78;;25.12;228.43;302.0;2.8;0.1;;120796.0;8.3;21544.0;3192.0;19.1;2.6;-58620.0;121289.0;69008.0;3.7;3.3;4.6;100.0;-44.2;0.144
2020.0;8958.0;-2153.0;1706.0;-2120.0;-2526.0;-1813.0;328.0;3447.0;43608.0;15291.0;34546.0;8617.0;186.0;-963.0;1750.0;965.0;-925.0;11111.0;-24.03;-19.0;;241.0;;241.0;-260.0;11091.0;25.0;799.0;3322.0;19.04;-23.67;-406.0;-28.2;-602.0;-20.24;-5.52;-5.52;328.0;;1172.0;15.0;1187.0;1790.0;315.0;155.0;36205.0;1727.0;278.0;2005.0;518.0;768.0;666.0;40162.0;;493.0;10986.0;253.0;708.0;3104.0;17300.0;202.0;2.0;1751.0;19255.0;;14820.0;;2509.0;;6108.0;;43163.0;445.0;43608.0;;-1813.0;3322.0;;;-1081.0;;31.0;-101.0;-1061.0;-243.0;-1110.0;;-4.0;;152.0;-15499.0;;;-125.0;17375.0;-8.0;1172.0;207.0;;0.15;178.49;-36.13;-18.43;2.5;22.12;171.71;328.0;-0.6;-0.0;11.9;58470.0;-23.7;21685.0;-11836.0;23.8;-20.2;-77310.0;112923.0;56249.0;-4.4;-3.7;-21.0;106.9;;0.153
2021.0;10515.0;-2349.0;-1671.0;-2125.0;-2753.0;-1920.0;336.0;4387.0;45398.0;13502.0;36413.0;8428.0;895.0;339.0;-397.0;-397.0;-804.0;12863.0;-22.34;-57.0;;177.0;;177.0;-234.0;12807.0;53.0;914.0;;-15.89;-20.21;-628.0;-26.18;-665.0;-18.26;-5.74;-5.74;336.0;;2036.0;13.0;2049.0;2054.0;283.0;2.0;36515.0;;1841.0;1841.0;427.0;1506.0;721.0;41010.0;;386.0;9644.0;9.0;517.0;2956.0;20895.0;141.0;;1875.0;22911.0;;15480.0;;2967.0;;5461.0;;44842.0;556.0;45398.0;;-2753.0;3474.0;;;-474.0;25.0;38.0;-120.0;-84.0;1011.0;-1699.0;-4.0;;45.0;1374.0;-21154.0;1701.0;;;35.0;-3.0;2036.0;1203.0;;0.16;199.12;-36.36;-15.23;;32.17;159.61;336.0;-0.6;-0.0;;66887.0;-20.2;;-12214.0;24.1;-18.3;-57981.0;132918.0;53615.0;-4.0;-3.7;-22.8;100.0;;0.157
