;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CNY/USD)
1997.0;1466.0;649.0;27.0;269.0;193.0;131.0;81.0;935.0;3715.0;655.0;2598.0;1117.0;307.0;-304.0;428.0;428.0;-79.0;817.0;44.3;380.0;;;;;380.0;1197.0;;;-166.0;1.81;18.36;-76.0;13.15;62.0;8.91;1.64;1.64;81.0;;739.0;;739.0;136.0;38.0;22.0;2516.0;;;;;;264.0;2780.0;;95.0;270.0;;;290.0;1867.0;;11.0;65.0;1943.0;;;;386.0;105.0;-159.0;785.0;3715.0;;3715.0;;131.0;-166.0;;;19.0;35.0;-9.0;4.0;;324.0;-386.0;;;1.0;80.0;-419.0;624.0;;-5.0;228.0;-3.0;739.0;310.0;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;1361.0;471.0;-150.0;62.0;-85.0;-62.0;101.0;710.0;3684.0;609.0;2620.0;1065.0;127.0;-207.0;-190.0;-270.0;-246.0;890.0;34.6;409.0;;;;;409.0;1299.0;26.0;137.0;-203.0;-11.02;4.55;-147.0;-6.23;-22.0;-4.59;-0.61;-0.61;101.0;;471.0;;471.0;155.0;52.0;32.0;2787.0;;;;;;187.0;2974.0;;101.0;205.0;;;303.0;1938.0;;;73.0;2011.0;;;;387.0;41.0;-348.0;984.0;3684.0;;3684.0;;-62.0;-203.0;;;-11.0;-23.0;-13.0;4.0;;403.0;-373.0;-3.0;-0.0;;169.0;-288.0;;;-8.0;106.0;;471.0;742.0;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;1527.0;640.0;-180.0;212.0;24.0;9.0;101.0;724.0;3738.0;769.0;2634.0;1104.0;367.0;-97.0;-214.0;56.0;208.0;888.0;41.88;427.0;;;;;427.0;1315.0;;;-205.0;-11.81;13.91;-188.0;1.58;15.0;0.62;0.08;0.08;101.0;;527.0;;527.0;118.0;58.0;20.0;2881.0;;;;;;133.0;3015.0;;103.0;300.0;;;366.0;1827.0;;;38.0;1866.0;;;;387.0;63.0;-536.0;1189.0;3738.0;;3738.0;;9.0;-205.0;;;76.0;31.0;-6.0;2.0;;486.0;-159.0;;;2.0;59.0;-207.0;;;-9.0;2.0;;527.0;471.0;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;1743.0;601.0;6.0;136.0;97.0;58.0;101.0;676.0;3551.0;816.0;2383.0;1168.0;270.0;-29.0;-286.0;-45.0;112.0;1142.0;34.48;465.0;;;;;465.0;1607.0;10.0;123.0;-214.0;0.34;7.79;-39.0;5.54;39.0;3.31;0.57;0.57;101.0;;482.0;;482.0;118.0;53.0;23.0;2754.0;;;;;;121.0;2875.0;;87.0;294.0;;;435.0;435.0;;28.0;1104.0;1567.0;;;;387.0;118.0;-722.0;1384.0;3551.0;;3551.0;;58.0;-214.0;;;56.0;-2.0;5.0;-16.0;;371.0;-159.0;;-16.0;1.0;144.0;-312.0;;;-4.0;30.0;;482.0;527.0;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;1938.0;650.0;-23.0;161.0;91.0;39.0;102.0;503.0;3519.0;927.0;2302.0;1217.0;255.0;-348.0;-65.0;-158.0;-87.0;1288.0;33.54;489.0;;;;;489.0;1777.0;6.0;107.0;-206.0;-1.19;8.3;-70.0;4.71;37.0;2.02;0.38;0.38;102.0;;323.0;;323.0;86.0;54.0;39.0;2646.0;;;;;;370.0;3016.0;;68.0;250.0;;;609.0;416.0;2.0;60.0;897.0;1375.0;;;;387.0;155.0;-906.0;1580.0;3519.0;;3519.0;;39.0;-206.0;;;-0.0;43.0;-0.0;-19.0;;423.0;-343.0;;-38.0;;-140.0;-304.0;;;-5.0;244.0;;323.0;482.0;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;2177.0;778.0;456.0;245.0;138.0;70.0;102.0;677.0;4492.0;1525.0;3148.0;1161.0;447.0;-712.0;381.0;115.0;-321.0;1399.0;35.75;533.0;;;;;533.0;1932.0;6.0;116.0;222.0;20.94;11.24;-107.0;6.32;48.0;3.2;0.68;0.68;102.0;;456.0;;456.0;126.0;66.0;30.0;3332.0;;;;164.0;;319.0;3815.0;;64.0;822.0;9.0;;638.0;1506.0;6.0;94.0;17.0;1623.0;;990.0;;408.0;238.0;-1120.0;1636.0;4309.0;183.0;4492.0;;70.0;222.0;;;-64.0;-57.0;;-7.0;;219.0;-767.0;-11.0;-53.0;0.0;-648.0;-452.0;;;-14.0;846.0;;456.0;340.0;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;2110.0;609.0;-229.0;55.0;-62.0;-43.0;119.0;483.0;4719.0;1787.0;3080.0;1437.0;257.0;-656.0;195.0;-204.0;-880.0;1501.0;28.87;554.0;;;;;554.0;2055.0;2.0;100.0;-246.0;-10.85;2.61;-117.0;-2.93;-39.0;-2.05;-0.36;-0.36;119.0;;251.0;;251.0;136.0;66.0;30.0;3644.0;;;;164.0;;427.0;4235.0;;112.0;1014.0;11.0;;661.0;1216.0;6.0;48.0;23.0;1292.0;;826.0;;528.0;192.0;-1354.0;2071.0;4517.0;202.0;4719.0;;-43.0;-246.0;;;66.0;-10.0;0.0;48.0;;480.0;-1137.0;;-0.0;;-87.0;-1199.0;319.0;;-2.0;1077.0;;251.0;456.0;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;2896.0;797.0;-204.0;110.0;28.0;-6.0;144.0;878.0;7517.0;3155.0;5838.0;1431.0;434.0;-1066.0;753.0;121.0;-1548.0;2100.0;27.5;687.0;;;;;687.0;2786.0;3.0;83.0;-291.0;-7.04;3.79;-82.0;0.97;9.0;-0.2;-0.04;-0.04;144.0;;372.0;83.0;455.0;220.0;157.0;46.0;5727.0;;;;179.0;;734.0;6640.0;;188.0;1650.0;5.0;;1317.0;2601.0;;35.0;46.0;2682.0;;1419.0;;528.0;178.0;-1625.0;2350.0;7269.0;248.0;7517.0;;-6.0;-291.0;;;144.0;-46.0;-4.0;42.0;;587.0;-1983.0;48.0;-473.0;151.0;389.0;-1012.0;;;-2.0;1767.0;;372.0;251.0;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;4745.0;1059.0;523.0;-162.0;-230.0;-229.0;132.0;895.0;8847.0;4105.0;7368.0;1239.0;475.0;-992.0;495.0;-23.0;-748.0;3685.0;22.33;1221.0;;;;;1221.0;4906.0;7.0;200.0;553.0;11.03;-3.41;-68.0;-4.84;-1.0;-4.82;-1.73;-1.73;132.0;;359.0;;359.0;317.0;171.0;47.0;6724.0;;;;40.0;9.0;1180.0;7952.0;;487.0;2428.0;3.0;;1190.0;3122.0;;42.0;99.0;3263.0;;1962.0;;542.0;-48.0;-2212.0;2957.0;8607.0;240.0;8847.0;;-229.0;553.0;;;-51.0;-68.0;6.0;277.0;104.0;203.0;-1223.0;-258.0;-824.0;824.0;-122.0;-1765.0;;;-2.0;2262.0;;359.0;382.0;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;5921.0;1442.0;939.0;31.0;36.0;16.0;131.0;856.0;9682.0;4978.0;8130.0;1305.0;284.0;-692.0;327.0;-82.0;-45.0;4479.0;24.35;1398.0;;759.0;399.0;360.0;640.0;5877.0;5.0;265.0;640.0;15.86;0.52;6.0;0.61;18.0;0.27;0.13;0.13;131.0;;290.0;;290.0;323.0;168.0;75.0;7340.0;;;;173.0;12.0;1301.0;8826.0;;245.0;3448.0;116.0;13.0;1273.0;2860.0;;48.0;244.0;3151.0;;1972.0;;560.0;-31.0;94.0;682.0;9435.0;248.0;9682.0;;16.0;640.0;;;-90.0;5.0;12.0;;75.0;-282.0;-329.0;-2.0;-4.0;1.0;-688.0;-2873.0;;;-1.0;3200.0;;290.0;372.0;;0.13;352.23;0.96;-2.66;0.05;19.55;77.64;131.0;10.0;0.6;0.6;46219.0;0.5;4994.0;126.0;50.0;0.3;-32180.0;22325.0;10188.0;3.4;3.2;1.2;94.4;-2.0;0.128
