;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
2009.0;771.0;139.0;-42.0;79.0;-99.0;-111.0;36.0;203.0;499.0;107.0;383.0;117.0;125.0;-68.0;-4.0;53.0;50.0;632.0;18.03;60.0;;;;;60.0;692.0;4.0;26.0;31.0;-5.49;10.26;-178.0;-12.83;12.0;-14.35;-3.07;-3.07;36.0;;78.0;;78.0;106.0;9.0;9.0;261.0;19.0;1.0;20.0;;10.0;5.0;296.0;;46.0;4.0;;;57.0;210.0;;24.0;41.0;275.0;;14.0;;;-125.0;-94.0;;499.0;;499.0;;-111.0;31.0;7.0;2.0;37.0;69.0;-5.0;-45.0;11.0;159.0;-75.0;;;;7.0;-5.0;;;;1.0;;78.0;25.0;;0.79;27.0;-3.87;1.77;;2.61;4.09;36.0;-1.3;-0.0;;973.0;10.3;39.0;-140.0;-11.8;-14.3;122.0;265.0;147.0;-20.9;-14.7;-94.6;100.0;;0.793
2010.0;748.0;137.0;111.0;72.0;41.0;28.0;37.0;311.0;692.0;163.0;514.0;178.0;42.0;-59.0;21.0;4.0;-12.0;610.0;18.35;65.0;;;;;65.0;675.0;;26.0;44.0;14.8;9.68;-31.0;5.52;13.0;3.72;0.77;0.76;36.0;;101.0;;101.0;194.0;6.0;10.0;324.0;25.0;8.0;32.0;4.0;11.0;11.0;381.0;;67.0;11.0;;;85.0;230.0;;27.0;93.0;351.0;;13.0;;299.0;-128.0;-149.0;156.0;692.0;;692.0;;28.0;44.0;10.0;5.0;-39.0;-28.0;6.0;7.0;-22.0;-5.0;-55.0;-5.0;-3.0;;1.0;-12.0;;;;33.0;;101.0;97.0;;0.98;21.06;0.78;-0.35;;1.54;5.02;36.0;11.8;0.6;;759.0;9.7;44.0;28.0;32.6;3.7;150.0;234.0;181.0;8.5;9.7;15.6;100.0;;0.985
2011.0;884.0;60.0;33.0;-11.0;-42.0;-36.0;36.0;259.0;704.0;171.0;552.0;152.0;-1.0;-67.0;-38.0;-105.0;-43.0;825.0;6.78;68.0;;;;;68.0;893.0;;31.0;44.0;3.71;-1.26;-31.0;-4.79;-7.0;-4.04;-0.99;-0.99;36.0;;1.0;;1.0;239.0;8.0;12.0;332.0;34.0;17.0;34.0;;51.0;28.0;445.0;;89.0;15.0;4.0;;67.0;300.0;;46.0;36.0;381.0;;9.0;;314.0;-170.0;-0.0;7.0;704.0;;704.0;;-36.0;44.0;-10.0;8.0;-16.0;-10.0;-3.0;22.0;-21.0;9.0;-42.0;-24.0;-1.0;1.0;-4.0;-302.0;;;;263.0;-0.0;1.0;106.0;;1.03;23.76;-0.96;-1.15;;1.14;4.08;36.0;-9.0;-0.6;;858.0;-1.3;43.0;-35.0;15.7;-4.0;86.0;291.0;147.0;-1.8;-1.6;-23.5;100.0;;1.031
2012.0;1009.0;61.0;57.0;-0.0;-28.0;-21.0;36.0;326.0;751.0;255.0;623.0;128.0;63.0;-64.0;2.0;1.0;-2.0;948.0;6.05;60.0;;;;;60.0;1007.0;;30.0;55.0;5.62;-0.04;-28.0;-2.82;-7.0;-2.1;-0.58;-0.58;36.0;;1.0;;1.0;302.0;12.0;11.0;313.0;33.0;13.0;46.0;;58.0;9.0;426.0;;171.0;14.0;7.0;;69.0;301.0;;53.0;15.0;368.0;;11.0;;306.0;-186.0;-0.0;9.0;751.0;;751.0;;-21.0;55.0;-7.0;-3.0;40.0;-20.0;-13.0;71.0;-10.0;0.0;-65.0;;;;-2.0;-202.0;;;;203.0;0.0;1.0;1.0;;1.0;27.77;-0.58;-0.06;;1.8;3.53;36.0;-6.6;-0.4;;1007.0;-0.0;55.0;-21.0;25.4;-2.1;71.0;300.0;128.0;0.3;0.3;-16.6;100.0;;1.002
2013.0;443.0;43.0;113.0;-3.0;-23.0;65.0;37.0;120.0;419.0;88.0;239.0;181.0;97.0;147.0;-232.0;12.0;65.0;400.0;9.72;41.0;;38.0;38.0;;3.0;440.0;0.0;17.0;37.0;25.61;-0.57;-20.0;-5.13;-6.0;14.7;1.8;1.78;36.0;;13.0;;13.0;96.0;6.0;6.0;262.0;;7.0;7.0;;26.0;5.0;299.0;;46.0;14.0;2.0;6.0;22.0;97.0;0.0;47.0;6.0;151.0;;41.0;;273.0;-107.0;;;419.0;;419.0;;65.0;37.0;-3.0;5.0;24.0;28.0;-1.0;-30.0;-1.0;-31.0;-32.0;;;;176.0;-381.0;;-11.0;;161.0;0.0;13.0;1.0;;0.94;15.02;-0.04;1.47;;1.04;3.53;36.0;-118.7;-7.0;;545.0;-2.9;41.0;-1.0;23.8;-0.3;165.0;291.0;128.0;1.9;1.8;-1.1;100.0;;0.983
2013.0;443.0;43.0;113.0;-3.0;-23.0;65.0;37.0;120.0;419.0;88.0;239.0;181.0;97.0;147.0;-232.0;12.0;65.0;400.0;9.72;41.0;;38.0;38.0;;3.0;440.0;0.0;17.0;37.0;25.61;-0.57;-20.0;-5.13;-6.0;14.7;1.8;1.78;36.0;;13.0;;13.0;96.0;6.0;6.0;262.0;;7.0;7.0;;26.0;5.0;299.0;;46.0;14.0;2.0;6.0;22.0;97.0;0.0;47.0;6.0;151.0;;41.0;;273.0;-107.0;;;419.0;;419.0;;65.0;37.0;-3.0;5.0;24.0;28.0;-1.0;-30.0;-1.0;-31.0;-32.0;;;;176.0;-381.0;;-11.0;;161.0;0.0;13.0;1.0;;0.94;12.97;1.91;1.9;;0.94;5.29;36.0;2.5;0.1;;470.0;-0.6;40.0;69.0;25.3;14.7;34.0;103.0;192.0;17.1;18.1;36.1;100.0;17.0;0.941
2014.0;406.0;44.0;48.0;10.0;-1.0;-1.0;35.0;134.0;393.0;99.0;230.0;163.0;35.0;-17.0;-30.0;-11.0;4.0;362.0;10.89;32.0;;29.0;29.0;;3.0;394.0;;9.0;40.0;11.87;2.46;-11.0;-0.15;-0.0;-0.25;-0.03;-0.03;35.0;;1.0;;1.0;95.0;6.0;32.0;224.0;;4.0;4.0;;26.0;5.0;259.0;;50.0;20.0;2.0;0.0;29.0;91.0;0.0;36.0;3.0;130.0;;56.0;;250.0;-101.0;-149.0;163.0;393.0;;393.0;;-1.0;40.0;0.0;0.0;-6.0;3.0;-1.0;9.0;-5.0;3.0;-31.0;;;;13.0;-103.0;;-2.0;-2.0;77.0;;1.0;12.0;;0.86;13.47;-0.03;0.15;0.06;1.03;5.41;35.0;-194.4;-10.7;0.9;472.0;2.5;47.0;-1.0;4.3;-0.2;41.0;106.0;190.0;2.6;2.1;-0.6;280.0;;0.86
2015.0;203.0;23.0;31.0;2.0;-5.0;-5.0;33.0;57.0;261.0;45.0;137.0;124.0;56.0;3.0;-36.0;23.0;32.0;180.0;11.34;20.0;;19.0;19.0;;1.0;201.0;0.0;6.0;30.0;15.11;1.01;-8.0;-2.7;-0.0;-2.66;-0.17;-0.17;33.0;;23.0;;23.0;31.0;2.0;1.0;187.0;;2.0;2.0;;11.0;3.0;203.0;;18.0;22.0;0.0;0.0;5.0;58.0;1.0;31.0;2.0;92.0;;45.0;;199.0;-92.0;-136.0;153.0;261.0;;261.0;;-5.0;30.0;-0.0;-0.0;29.0;33.0;3.0;-21.0;0.0;2.0;-24.0;;;;27.0;-49.0;;-4.0;-2.0;20.0;;23.0;1.0;;0.72;8.59;-0.23;1.34;0.1;1.02;5.24;33.0;-10.8;-0.5;4.1;281.0;1.0;42.0;-7.0;1.5;-2.7;17.0;81.0;172.0;0.2;0.1;-4.4;144.1;;0.722
2016.0;159.0;24.0;35.0;3.0;-0.0;-0.0;30.0;56.0;261.0;55.0;142.0;118.0;30.0;-8.0;-36.0;-14.0;9.0;135.0;15.17;22.0;;20.0;20.0;;1.0;156.0;0.0;4.0;32.0;22.23;1.84;-3.0;-0.23;-0.0;-0.21;-0.01;-0.01;30.0;;10.0;;10.0;42.0;3.0;1.0;191.0;;1.0;1.0;;10.0;2.0;205.0;;22.0;24.0;2.0;1.0;8.0;51.0;2.0;30.0;4.0;87.0;;46.0;;188.0;-97.0;-152.0;180.0;261.0;;261.0;;-0.0;32.0;-0.0;4.0;-4.0;-11.0;-1.0;3.0;0.0;-1.0;-20.0;;;;12.0;-38.0;;-7.0;-1.0;10.0;;10.0;24.0;;0.74;7.11;-0.01;0.42;0.06;0.91;5.3;30.0;-171.0;-7.7;2.4;213.0;1.8;42.0;-0.0;9.9;-0.2;1.0;69.0;159.0;1.6;1.4;-0.3;508.3;;0.744
2017.0;233.0;32.0;46.0;11.0;5.0;4.0;30.0;71.0;305.0;63.0;189.0;116.0;40.0;-27.0;-17.0;-4.0;-3.0;201.0;13.55;21.0;;20.0;20.0;;1.0;222.0;0.0;5.0;36.0;19.97;4.58;-6.0;2.21;1.0;1.8;0.16;0.14;27.0;;7.0;;7.0;56.0;4.0;5.0;221.0;;1.0;1.0;;8.0;3.0;234.0;;28.0;23.0;2.0;2.0;10.0;86.0;5.0;30.0;5.0;126.0;;53.0;;184.0;-101.0;-175.0;209.0;305.0;;305.0;;4.0;36.0;1.0;3.0;-6.0;-6.0;-1.0;4.0;-0.0;1.0;-43.0;-1.0;;;17.0;-39.0;;-12.0;-2.0;35.0;;7.0;11.0;;0.79;10.96;0.2;-0.15;0.08;2.02;5.47;27.0;23.0;1.0;1.8;293.0;4.6;46.0;5.0;18.6;1.8;10.0;108.0;146.0;3.4;3.3;3.6;58.5;-415.0;0.795
2018.0;301.0;51.0;65.0;22.0;16.0;11.0;31.0;96.0;506.0;109.0;396.0;110.0;80.0;-168.0;96.0;8.0;20.0;250.0;16.85;29.0;;28.0;28.0;;0.0;279.0;0.0;6.0;43.0;21.55;7.31;-6.0;5.22;4.0;3.73;0.45;0.4;25.0;;14.0;;14.0;70.0;10.0;2.0;387.0;;2.0;2.0;9.0;7.0;5.0;410.0;;47.0;46.0;1.0;3.0;14.0;235.0;7.0;33.0;12.0;286.0;;64.0;;163.0;-84.0;-182.0;213.0;505.0;0.0;506.0;;11.0;43.0;4.0;8.0;10.0;-16.0;-0.0;13.0;1.0;3.0;-60.0;-23.0;;;-85.0;-89.0;;-7.0;-1.0;193.0;;14.0;6.0;;0.73;16.41;0.61;1.12;0.08;3.26;5.99;25.0;11.6;0.5;1.1;410.0;7.3;59.0;15.0;28.5;3.7;-19.0;320.0;150.0;3.9;4.3;10.2;86.9;41.4;0.733
2019.0;554.0;74.0;125.0;45.0;31.0;28.0;33.0;90.0;610.0;121.0;472.0;139.0;122.0;-124.0;-9.0;-11.0;0.0;479.0;13.41;29.0;;28.0;28.0;;1.0;508.0;0.0;16.0;79.0;22.64;8.18;-14.0;5.56;2.0;5.13;1.12;0.86;25.0;;4.0;;4.0;66.0;17.0;3.0;469.0;;;;33.0;12.0;5.0;520.0;;68.0;42.0;0.0;0.0;12.0;291.0;5.0;40.0;14.0;351.0;;77.0;;174.0;-61.0;-213.0;239.0;610.0;;610.0;;28.0;79.0;2.0;7.0;7.0;4.0;-10.0;22.0;-2.0;-2.0;-121.0;-8.0;;;5.0;-173.0;;-8.0;-2.0;175.0;;4.0;15.0;;0.77;28.26;1.45;0.02;0.1;6.19;7.08;25.0;7.9;0.3;0.9;719.0;8.2;102.0;37.0;7.1;5.1;-40.0;378.0;180.0;8.8;7.6;20.5;93.1;2605.4;0.77
2020.0;393.0;74.0;132.0;54.0;47.0;39.0;32.0;94.0;659.0;86.0;464.0;195.0;116.0;-89.0;4.0;30.0;23.0;319.0;18.86;19.0;;19.0;19.0;;0.0;338.0;0.0;14.0;70.0;33.51;13.78;-7.0;12.09;9.0;9.83;1.37;1.26;28.0;;34.0;;34.0;34.0;15.0;11.0;512.0;;;;35.0;13.0;5.0;564.0;;32.0;38.0;3.0;1.0;14.0;313.0;4.0;50.0;11.0;378.0;;69.0;;200.0;-28.0;;22.0;659.0;;659.0;;39.0;70.0;9.0;2.0;-2.0;23.0;2.0;-37.0;0.0;-2.0;-92.0;-1.0;;;4.0;-92.0;;-15.0;-3.0;114.0;;34.0;4.0;;0.79;17.77;1.75;1.05;0.16;4.17;8.82;28.0;4.4;0.1;2.0;500.0;13.8;90.0;49.0;18.6;9.8;11.0;398.0;248.0;8.7;9.3;19.8;91.1;78.7;0.785
2021.0;518.0;72.0;148.0;44.0;48.0;41.0;34.0;116.0;688.0;127.0;468.0;220.0;131.0;-79.0;-73.0;-21.0;41.0;446.0;13.82;28.0;;28.0;28.0;;;474.0;0.0;14.0;85.0;28.55;8.43;4.0;9.28;7.0;7.86;1.43;1.3;28.0;;13.0;;13.0;62.0;35.0;6.0;519.0;;;3.0;44.0;;5.0;571.0;;60.0;38.0;4.0;3.0;26.0;275.0;2.0;44.0;19.0;340.0;;55.0;;195.0;9.0;0.0;16.0;688.0;;688.0;;41.0;85.0;7.0;9.0;1.0;-24.0;-9.0;25.0;1.0;-12.0;-90.0;-11.0;;6.0;15.0;-157.0;;-17.0;-3.0;104.0;0.0;13.0;34.0;;0.79;23.09;1.81;1.81;0.16;4.02;9.83;28.0;7.4;0.2;1.2;654.0;8.4;108.0;51.0;15.3;7.9;-14.0;347.0;278.0;9.4;9.1;18.5;91.4;51.5;0.791
