;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CNY/USD)
2009.0;3.0;0.0;-1.0;-1.0;-1.0;-1.0;373.0;3.0;3.0;4.0;4.0;-2.0;-1.0;-0.0;2.0;0.0;-1.0;3.0;8.15;2.0;0.0;2.0;1.0;0.0;-0.0;4.0;0.0;;0.0;-47.75;-49.23;0.0;-49.23;;-49.23;-0.0;-0.0;373.0;;0.0;;0.0;1.0;2.0;0.0;0.0;;;;;;0.0;0.0;;1.0;;0.0;0.0;3.0;;;;;;;;;0.0;-2.0;0.0;0.0;3.0;0.0;3.0;;-1.0;0.0;;;-0.0;-0.0;-2.0;1.0;0.0;0.0;-0.0;;;;-0.0;;;;;2.0;0.0;0.0;0.0;;0.15;0.05;-0.03;-0.03;;0.0;-0.03;373.0;;;;19.0;-49.2;0.0;-9.0;;-49.2;-12.0;;-11.0;89.1;-50.4;89.1;100.0;;0.146
2010.0;33.0;3.0;-8.0;-8.0;-8.0;-8.0;373.0;16.0;17.0;27.0;27.0;-10.0;-7.0;-2.0;9.0;1.0;-8.0;30.0;9.85;12.0;1.0;12.0;9.0;2.0;-1.0;41.0;0.0;;0.0;-25.36;-25.68;0.0;-25.68;;-25.68;-0.02;-0.02;373.0;;1.0;;1.0;6.0;7.0;1.0;2.0;;;;;;0.0;2.0;;8.0;;1.0;3.0;16.0;;;;;;;;;0.0;-10.0;-0.0;0.0;17.0;0.0;17.0;;-8.0;0.0;;;-1.0;-1.0;-9.0;7.0;2.0;3.0;-2.0;;;;-0.0;;0.0;;;9.0;-0.0;1.0;0.0;;0.15;0.58;-0.15;-0.14;;0.03;-0.18;373.0;;;;216.0;-25.7;1.0;-55.0;;-25.7;-77.0;;-67.0;82.7;-48.8;82.7;100.0;;0.152
2011.0;227.0;43.0;-105.0;-107.0;-107.0;-107.0;373.0;158.0;167.0;149.0;149.0;18.0;1.0;-24.0;67.0;44.0;-8.0;184.0;19.08;150.0;6.0;151.0;135.0;15.0;-6.0;334.0;0.0;0.0;1.0;-46.41;-47.07;-0.0;-47.23;;-47.23;-0.29;-0.29;373.0;;45.0;;45.0;26.0;70.0;18.0;9.0;;;;;;0.0;9.0;;88.0;13.0;10.0;19.0;29.0;;;;;;;;;0.0;-166.0;-1.0;185.0;167.0;-0.0;167.0;;-107.0;1.0;;74.0;31.0;-3.0;-64.0;80.0;16.0;2.0;-10.0;;;;-14.0;-5.0;3.0;-2.0;;70.0;-0.0;45.0;1.0;;0.16;3.83;-1.81;-0.14;;0.16;0.31;373.0;;;;1428.0;-47.1;9.0;-674.0;;-47.2;57.0;;115.0;-583.8;-63.8;-586.5;100.0;;0.159
2012.0;693.0;155.0;-4.0;-12.0;-9.0;-9.0;444.0;383.0;400.0;317.0;317.0;83.0;112.0;-83.0;50.0;80.0;99.0;539.0;22.32;167.0;15.0;169.0;137.0;32.0;-17.0;705.0;4.0;0.0;5.0;-0.58;-1.73;3.0;-1.27;1.0;-1.37;-0.02;-0.02;444.0;;125.0;86.0;211.0;22.0;144.0;6.0;17.0;;;;;;0.0;17.0;;194.0;;10.0;73.0;50.0;;;;;;;;;0.0;-176.0;0.0;259.0;400.0;;400.0;;-9.0;5.0;;8.0;98.0;-3.0;-87.0;106.0;51.0;11.0;-12.0;;-101.0;16.0;14.0;-13.0;63.0;;;0.0;1.0;125.0;45.0;;0.16;9.72;-0.13;1.39;;0.17;1.16;444.0;-5.6;-0.4;;4320.0;-1.7;28.0;-59.0;-8.1;-1.4;410.0;;515.0;-11.2;-2.1;-11.5;100.0;;0.161
2013.0;1699.0;408.0;80.0;54.0;71.0;52.0;577.0;1038.0;1073.0;830.0;830.0;244.0;438.0;-321.0;93.0;210.0;415.0;1290.0;24.03;354.0;40.0;363.0;288.0;75.0;-49.0;1645.0;16.0;;9.0;4.7;3.17;17.0;4.18;19.0;3.08;0.1;0.09;545.0;;335.0;386.0;721.0;26.0;270.0;21.0;30.0;;;;;;5.0;35.0;;477.0;;44.0;164.0;188.0;;;;;;;;;0.0;-124.0;4.0;364.0;1073.0;;1073.0;;52.0;9.0;;12.0;334.0;4.0;-160.0;284.0;74.0;30.0;-22.0;;-616.0;322.0;-5.0;;90.0;;;2.0;2.0;335.0;125.0;;0.17;18.87;0.58;4.61;;0.25;2.71;545.0;7.5;0.4;;10282.0;3.2;54.0;317.0;26.2;3.1;1261.0;;1474.0;21.5;6.6;21.5;100.0;-21.8;0.165
2014.0;3771.0;938.0;248.0;136.0;173.0;137.0;601.0;2129.0;2730.0;1636.0;2296.0;411.0;505.0;-664.0;620.0;437.0;249.0;2833.0;24.87;806.0;109.0;827.0;637.0;190.0;-130.0;3640.0;47.0;12.0;58.0;6.57;3.6;37.0;4.58;40.0;3.64;0.24;0.23;567.0;;772.0;607.0;1379.0;110.0;578.0;63.0;341.0;10.0;181.0;190.0;63.0;;7.0;601.0;;986.0;;89.0;273.0;377.0;621.0;;39.0;0.0;660.0;;;;0.0;14.0;-5.0;402.0;2706.0;24.0;2730.0;;137.0;58.0;;37.0;252.0;-22.0;-337.0;448.0;51.0;21.0;-256.0;-194.0;-1018.0;809.0;-5.0;-170.0;;;;790.0;-25.0;772.0;334.0;;0.16;41.32;1.5;2.73;;2.8;4.5;567.0;11.5;0.6;;23408.0;3.6;361.0;851.0;23.1;3.6;3064.0;3854.0;2549.0;13.6;7.0;33.4;100.0;;0.161
2015.0;6191.0;1524.0;418.0;319.0;316.0;245.0;601.0;1872.0;3085.0;1874.0;2529.0;545.0;295.0;-452.0;-83.0;-226.0;-348.0;4667.0;24.62;1207.0;166.0;1253.0;931.0;322.0;-212.0;5874.0;41.0;13.0;90.0;6.76;5.15;-3.0;5.1;70.0;3.95;0.42;0.41;579.0;;512.0;278.0;790.0;304.0;703.0;74.0;598.0;17.0;145.0;162.0;156.0;;298.0;1214.0;;1023.0;15.0;84.0;340.0;496.0;625.0;3.0;27.0;;655.0;;;;0.0;249.0;-11.0;307.0;3074.0;11.0;3085.0;;245.0;90.0;;47.0;-134.0;-43.0;-196.0;99.0;71.0;48.0;-643.0;-94.0;-891.0;1176.0;-306.0;-88.0;;-100.0;;106.0;15.0;512.0;738.0;;0.15;69.47;2.75;-3.91;;7.21;6.12;579.0;7.9;0.4;;40203.0;5.2;584.0;1590.0;22.3;4.0;-13.0;4058.0;3539.0;21.3;10.7;44.9;100.0;-28.8;0.154
2016.0;8143.0;1957.0;538.0;390.0;384.0;293.0;629.0;2098.0;3611.0;2099.0;2779.0;825.0;407.0;-240.0;-57.0;113.0;7.0;6187.0;24.03;1570.0;225.0;1618.0;1210.0;408.0;-274.0;7757.0;15.0;12.0;146.0;6.6;4.78;-6.0;4.71;87.0;3.6;0.51;0.49;580.0;;591.0;97.0;688.0;618.0;712.0;81.0;771.0;53.0;471.0;524.0;145.0;;74.0;1513.0;;1199.0;;87.0;436.0;464.0;631.0;36.0;14.0;;681.0;;;;0.0;526.0;-49.0;349.0;3604.0;7.0;3611.0;;293.0;146.0;;68.0;-174.0;-281.0;-99.0;224.0;94.0;74.0;-401.0;-24.0;-326.0;481.0;-89.0;-14.0;;-28.0;;-15.0;2.0;591.0;478.0;;0.14;97.61;3.51;0.08;;4.8;9.89;580.0;3.7;0.2;;56591.0;4.8;1013.0;2037.0;22.6;3.6;-3.0;4382.0;5732.0;20.2;10.9;35.5;100.0;421.8;0.144
2017.0;11207.0;2504.0;580.0;414.0;391.0;300.0;629.0;3983.0;5838.0;2960.0;3648.0;2197.0;151.0;-312.0;1102.0;939.0;-229.0;8702.0;22.35;2101.0;278.0;2172.0;1715.0;458.0;-349.0;10804.0;16.0;13.0;172.0;5.18;3.69;-23.0;3.48;96.0;2.67;0.51;0.49;588.0;;1533.0;38.0;1571.0;1227.0;1070.0;116.0;1054.0;56.0;551.0;608.0;92.0;44.0;56.0;1855.0;;1759.0;256.0;118.0;414.0;531.0;629.0;56.0;3.0;;688.0;;;;0.0;861.0;-4.0;1340.0;5845.0;-7.0;5838.0;;300.0;172.0;;103.0;-479.0;-408.0;-344.0;494.0;-73.0;56.0;-380.0;-40.0;-54.0;165.0;-45.0;-4.0;862.0;;;243.0;-1.0;1571.0;632.0;;0.15;124.05;3.32;-2.54;;4.21;24.32;588.0;3.4;0.1;;72912.0;3.7;1117.0;1950.0;24.6;2.7;6658.0;4095.0;14295.0;10.7;7.0;13.6;100.0;375.9;0.154
2018.0;12281.0;2480.0;544.0;352.0;399.0;309.0;700.0;3970.0;6330.0;3770.0;3829.0;2508.0;835.0;-973.0;85.0;-27.0;313.0;9801.0;20.19;2143.0;291.0;2238.0;1767.0;471.0;-386.0;11944.0;35.0;23.0;129.0;4.43;2.86;47.0;3.25;82.0;2.52;0.47;0.45;661.0;;1386.0;337.0;1724.0;1311.0;780.0;156.0;1256.0;53.0;625.0;678.0;311.0;56.0;58.0;2360.0;;1690.0;965.0;177.0;323.0;793.0;;58.0;1.0;;59.0;;;;0.0;1149.0;-4.0;1364.0;6337.0;-7.0;6330.0;;309.0;129.0;;98.0;234.0;-9.0;42.0;-20.0;-122.0;65.0;-522.0;-140.0;-391.0;109.0;-184.0;-357.0;;;;442.0;26.0;1459.0;1485.0;;0.15;127.81;3.22;3.26;;5.43;26.1;661.0;3.4;0.1;;84524.0;2.9;890.0;2129.0;20.6;2.5;1376.0;;17262.0;12.8;6.5;12.3;100.0;;0.145
