;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
1998.0;71.0;46.0;40.0;13.0;13.0;13.0;62.0;;;;;;42.0;-8.0;-42.0;-8.0;34.0;25.0;64.76;33.0;;;;;33.0;58.0;;;27.0;56.54;17.84;0.0;18.11;0.0;17.75;0.2;0.2;62.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.0;27.0;;;1.0;;;;1.0;0.0;-8.0;;;;;;;;-42.0;;;1.0;9.0;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;70.0;45.0;41.0;57.0;14.0;13.0;62.0;;;;;;41.0;-6.0;-37.0;-2.0;34.0;25.0;63.91;-12.0;;;;;-12.0;13.0;;;27.0;57.85;81.74;-44.0;19.35;0.0;19.07;0.21;0.21;62.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.0;27.0;;;0.0;;;;0.0;0.0;-7.0;;;;1.0;;0.0;;-41.0;4.0;;-1.0;1.0;;0.69;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;91.0;56.0;53.0;72.0;2.0;35.0;66.0;;;;;;35.0;-268.0;233.0;-0.0;6.0;35.0;61.47;-16.0;;;;;-16.0;19.0;;8.0;44.0;58.63;79.4;-70.0;2.11;-33.0;38.54;0.53;0.53;66.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.0;44.0;-33.0;;-10.0;;;;-10.0;-1.0;-29.0;;;;-239.0;;58.0;;-41.0;216.0;;-1.0;-1.0;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;120.0;76.0;62.0;31.0;10.0;25.0;82.0;;;;;;58.0;-147.0;92.0;3.0;51.0;45.0;62.76;45.0;;;;;45.0;90.0;;;52.0;51.55;25.48;-20.0;8.69;-15.0;21.01;0.33;0.31;77.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.0;52.0;-16.0;;-3.0;;;;-3.0;;-7.0;;;;-140.0;;152.0;;-50.0;-11.0;;3.0;-1.0;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;143.0;86.0;68.0;35.0;25.0;38.0;101.0;22.0;798.0;23.0;332.0;466.0;68.0;-13.0;-55.0;-0.0;50.0;57.0;60.36;51.0;;;;;51.0;107.0;;;43.0;47.67;24.81;-11.0;17.39;-13.0;26.52;0.41;0.38;92.0;;3.0;;3.0;17.0;;2.0;635.0;;142.0;142.0;;;;776.0;;14.0;2.0;;;7.0;205.0;;104.0;;310.0;;;;;-117.0;47.0;;798.0;;798.0;;38.0;43.0;-14.0;;0.0;;;;0.0;0.0;-18.0;;;;5.0;;5.0;;-61.0;1.0;;3.0;3.0;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;187.0;113.0;103.0;45.0;29.0;49.0;122.0;29.0;1214.0;126.0;500.0;714.0;80.0;-251.0;170.0;-1.0;67.0;74.0;60.44;69.0;;;;;69.0;143.0;;16.0;59.0;54.99;23.78;-16.0;15.24;-20.0;26.08;0.4;0.4;122.0;;3.0;;3.0;26.0;;;906.0;;279.0;279.0;;;;1185.0;;16.0;103.0;;;7.0;218.0;;155.0;2.0;374.0;;;;;180.0;-157.0;;1214.0;;1214.0;;49.0;59.0;-22.0;;-5.0;;;;-5.0;-1.0;-13.0;;;;-238.0;;26.0;;-78.0;221.0;;3.0;3.0;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;231.0;144.0;95.0;61.0;24.0;50.0;101.0;22.0;1287.0;23.0;743.0;544.0;100.0;-57.0;-48.0;-5.0;77.0;87.0;62.26;83.0;;;;;83.0;170.0;;;70.0;40.96;26.35;-37.0;10.54;-26.0;21.71;0.5;0.5;101.0;;;;;22.0;;;965.0;;301.0;301.0;;;;1265.0;;10.0;5.0;;;7.0;567.0;;139.0;14.0;720.0;;;;;-238.0;-343.0;;1287.0;;1287.0;;50.0;70.0;-28.0;;7.0;;;;7.0;-0.0;-23.0;;;;-34.0;;27.0;;-88.0;13.0;;-2.0;3.0;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;250.0;162.0;145.0;73.0;37.0;61.0;108.0;27.0;1341.0;44.0;701.0;640.0;97.0;-62.0;-39.0;-4.0;28.0;88.0;64.64;89.0;;;;;89.0;177.0;;35.0;73.0;58.0;29.1;-36.0;14.72;-24.0;24.24;0.56;0.56;108.0;;;;;27.0;;;999.0;315.0;;315.0;;;;1314.0;;16.0;20.0;;;9.0;521.0;;119.0;17.0;657.0;;;;;-592.0;-355.0;;1341.0;;1341.0;;61.0;73.0;-25.0;;2.0;;;;;-14.0;-68.0;;;;7.0;;33.0;-97.0;;26.0;;-6.0;-3.0;;0.86;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;288.0;186.0;157.0;95.0;55.0;76.0;122.0;40.0;1438.0;61.0;707.0;731.0;123.0;-137.0;21.0;8.0;-22.0;102.0;64.56;96.0;;;;;96.0;198.0;;28.0;73.0;54.43;32.92;-39.0;19.23;-21.0;26.47;0.63;0.63;122.0;;2.0;;2.0;39.0;;;1079.0;319.0;;319.0;;;;1398.0;;32.0;18.0;;;11.0;523.0;;97.0;26.0;646.0;;;;;-329.0;-489.0;;1438.0;;1438.0;;76.0;73.0;-21.0;;-4.0;;;;-4.0;-1.0;-145.0;;;;8.0;;69.0;-120.0;;72.0;;2.0;-6.0;;0.86;2.76;0.73;-0.21;;1.39;7.0;122.0;;;;336.0;32.9;86.0;89.0;-37.6;26.5;-24.0;609.0;852.0;8.3;5.8;10.4;100.0;-238.0;0.858
2007.0;507.0;261.0;187.0;164.0;120.0;143.0;134.0;73.0;1974.0;82.0;1062.0;912.0;190.0;-288.0;112.0;15.0;-111.0;246.0;51.53;97.0;;;;;97.0;343.0;;;67.0;36.89;32.29;-43.0;23.73;-23.0;28.19;1.09;1.06;131.0;;17.0;;17.0;56.0;;;1530.0;359.0;;359.0;;;11.0;1901.0;;60.0;6.0;;;16.0;823.0;;94.0;62.0;980.0;;;;;-421.0;8.0;;1974.0;;1974.0;;143.0;67.0;-23.0;;-3.0;;;;-3.0;6.0;-301.0;;;;14.0;;55.0;;-176.0;234.0;;17.0;2.0;;1.0;3.87;1.09;-0.85;1.34;2.3;6.96;131.0;;;;505.0;32.3;66.0;142.0;-18.8;28.2;-9.0;820.0;909.0;7.5;6.1;15.7;-23.4;-109.3;1.004
