;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (JPY/USD)
2008.0;;;;;;;1816.0;;;;;;;;;;;;28.82;;;;;;;;;;;12.55;7.94;;7.46;;5.0;;;1807.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6624.02;331.12;253.14;89.57;368.76;2507.88;1807.0;0.1;0.0;304.8;11968093.0;7.9;516901.0;598265.0;43.2;5.0;551401.0;1831389.0;4531160.0;7.2;7.9;13.2;73.0;42.1;
2009.0;;;;;;;1815.0;;;;;;;;;;;;25.89;;;;;;;;;;;9.06;1.89;;1.62;;1.37;;;1815.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5517.17;75.5;-138.63;82.98;350.05;2208.41;1815.0;0.4;0.0;291.9;10011241.0;1.9;637644.0;137005.0;67.9;1.4;383810.0;1932637.0;4007288.0;1.2;2.3;3.4;-9.9;-59.8;
2010.0;9179716.0;2315965.0;1131520.0;389239.0;359732.0;287188.0;1815.0;4936685.0;12443153.0;3658469.0;7674773.0;4631645.0;1652307.0;-637454.0;-598391.0;459600.0;1232801.0;6863751.0;25.23;1926725.0;495789.0;;;;1430937.0;8790477.0;19508.0;13431.0;673751.0;12.33;4.24;-29507.0;3.92;157150.0;3.13;158.26;158.26;1815.0;;1198295.0;;1198295.0;2122488.0;1001123.0;614778.0;3632447.0;;;;687669.0;;3186353.0;7506468.0;;858636.0;1940278.0;25623.0;;859555.0;2474947.0;;;1541356.0;4016304.0;;;;92092.0;5675786.0;-1292733.0;156500.0;12306418.0;136735.0;12443153.0;;287188.0;673751.0;60568.0;;604748.0;;377704.0;;;26051.0;-419506.0;98355.0;-49724.0;27077.0;-713162.0;-1726417.0;;-19.0;-83432.0;1211478.0;43138.0;1198295.0;738695.0;;1.07;4727.84;147.91;634.93;42.97;216.06;2385.44;1815.0;0.2;0.0;125.6;8579174.0;4.2;629674.0;268400.0;43.7;3.1;1194594.0;2313035.0;4328640.0;3.0;3.7;6.2;70.9;6.8;1.07
2011.0;10741220.0;2932667.0;1578128.0;684813.0;757856.0;641920.0;1806.0;5636967.0;13907033.0;4288610.0;8398832.0;5348425.0;1287039.0;-879058.0;-120690.0;191249.0;-55439.0;7808553.0;27.3;2247855.0;586036.0;;;;1661819.0;10056408.0;28337.0;10185.0;677438.0;14.69;6.38;73043.0;7.06;248585.0;5.98;355.37;355.37;1806.0;;1537259.0;;1537259.0;2306156.0;1081485.0;712067.0;3962650.0;;;;769134.0;;3538282.0;8270066.0;;831138.0;2502850.0;38413.0;;954622.0;2455770.0;;;1654451.0;4110222.0;;;;103444.0;6810613.0;-1797297.0;231665.0;13747256.0;159777.0;13907033.0;;641920.0;677438.0;156463.0;;-148371.0;;-40475.0;;-185308.0;-40411.0;-1342478.0;-118478.0;-230314.0;291802.0;137554.0;-1046141.0;;-41823.0;-110779.0;1078053.0;-96043.0;1537259.0;1346010.0;;1.2;4947.44;295.67;-25.54;51.03;618.35;2463.5;1806.0;0.1;0.0;141.3;8936867.0;6.4;563639.0;534088.0;32.8;6.0;1121855.0;2043240.0;4449975.0;6.4;6.6;12.0;82.7;-275.3;1.202
2012.0;9594145.0;2448556.0;1072331.0;279279.0;310711.0;255280.0;1802.0;5720551.0;14220554.0;4321127.0;8754455.0;5314395.0;890151.0;-812462.0;-53258.0;-38520.0;-414706.0;7145589.0;25.52;2169277.0;627472.0;;;;1541805.0;9314866.0;40391.0;12527.0;640678.0;11.18;2.91;31432.0;3.24;163846.0;2.66;141.64;141.64;1802.0;;1505390.0;;1505390.0;2286098.0;1250289.0;678774.0;4159926.0;;;;752756.0;;3587321.0;8500003.0;;1137624.0;2264813.0;29090.0;;918690.0;2697870.0;;;1735459.0;4433328.0;;;;103891.0;6963795.0;-1930025.0;176734.0;14068851.0;151703.0;14220554.0;;255280.0;640678.0;59946.0;;-34312.0;-42822.0;-186161.0;293101.0;-46768.0;-31441.0;-1304857.0;-11539.0;-61551.0;76915.0;9088.0;-1294233.0;;-8.0;-130533.0;1371517.0;-62950.0;1505390.0;1543910.0;;1.21;4409.97;117.34;-190.62;60.0;599.78;2442.77;1802.0;0.3;0.0;177.9;7948095.0;2.9;530758.0;211482.0;52.7;2.7;1159327.0;2235001.0;4402614.0;2.1;3.1;4.8;48.9;-31.5;1.207
2013.0;10480502.0;2687285.0;1218825.0;578043.0;518713.0;389545.0;1802.0;5647759.0;14467114.0;4346583.0;8952310.0;5344763.0;849589.0;-1135011.0;126861.0;-43485.0;-657027.0;7793217.0;25.64;2109241.0;594446.0;;;;1514795.0;9902458.0;27312.0;12899.0;626488.0;11.63;5.52;-59330.0;4.95;189894.0;3.72;216.14;216.14;1802.0;;1279702.0;;1279702.0;2386171.0;1289562.0;692325.0;4501464.0;;;650093.0;709586.0;;2958211.0;8819355.0;;1015016.0;2316527.0;51410.0;;1015040.0;2876207.0;;;1729520.0;4605727.0;;;;91317.0;6361359.0;-1261751.0;153838.0;14297073.0;170041.0;14467114.0;;389545.0;626488.0;56500.0;;-234121.0;-96015.0;-79216.0;-100999.0;;11178.0;-1506617.0;-125339.0;-48014.0;40532.0;-160692.0;-8055748.0;;;-137681.0;8320289.0;115076.0;1279702.0;1323187.0;;1.06;5480.75;203.71;-343.59;72.0;787.88;2795.03;1802.0;0.2;0.0;186.3;9877947.0;5.5;590469.0;367149.0;36.6;3.7;1226368.0;2710845.0;5037477.0;3.8;4.1;7.3;64.7;-21.0;1.061
2014.0;11470598.0;2984613.0;1582878.0;726722.0;706051.0;556080.0;1802.0;5590048.0;15131499.0;4563393.0;9210062.0;5733123.0;1190594.0;-1655089.0;358920.0;-36045.0;-651534.0;8485985.0;26.02;2257891.0;614218.0;;;;1643673.0;10743876.0;23272.0;12304.0;769766.0;13.8;6.34;-20671.0;6.16;244728.0;4.85;308.54;308.54;1802.0;;1132210.0;;1132210.0;2540527.0;1261984.0;655327.0;4896421.0;;;639404.0;792244.0;;3213382.0;9541451.0;;1037544.0;2540452.0;41732.0;;985397.0;3132516.0;;;1514152.0;4646669.0;;;;83364.0;6229727.0;-720385.0;140416.0;14943185.0;188314.0;15131499.0;;556080.0;769766.0;44000.0;;-70815.0;-89729.0;-2810.0;68759.0;;-108436.0;-1842128.0;-410931.0;-107366.0;73712.0;-118078.0;-9301670.0;;;-137910.0;9798500.0;69530.0;1132210.0;1168256.0;;0.97;6570.76;318.54;-373.22;79.0;1055.24;3284.14;1802.0;0.1;0.0;230.3;11842451.0;6.3;794720.0;574107.0;34.7;4.8;1059937.0;3234066.0;5918979.0;5.1;5.4;9.7;75.2;-21.2;0.969
2015.0;11092977.0;2494665.0;1163553.0;558143.0;671031.0;424003.0;1802.0;5240277.0;15335824.0;4412067.0;9191102.0;5916510.0;849282.0;-699545.0;10394.0;231501.0;114261.0;8598312.0;22.49;1936522.0;504509.0;;;;1432014.0;10534834.0;22503.0;15143.0;520378.0;10.49;5.03;112888.0;6.05;204029.0;3.82;241.42;241.42;1802.0;;1224921.0;77161.0;1302082.0;2430010.0;1247045.0;261141.0;5430656.0;;632161.0;632161.0;803631.0;114915.0;3114184.0;10095547.0;;963585.0;2358374.0;44656.0;;1090107.0;3267840.0;;619572.0;891623.0;4779035.0;;;;71634.0;5063358.0;660874.0;120644.0;15107612.0;228212.0;15335824.0;;424003.0;520378.0;62121.0;;-113723.0;-38152.0;-46846.0;18515.0;126992.0;-43497.0;-735021.0;-1640.0;-90615.0;99790.0;-167579.0;-8315655.0;;;-132004.0;8458052.0;71370.0;1224921.0;993420.0;;0.83;7395.09;282.66;76.17;88.0;490.0;3944.22;1802.0;0.1;0.0;270.1;13328099.0;5.0;625229.0;509435.0;30.4;3.8;995086.0;3926276.0;7108627.0;4.2;4.3;7.2;68.9;115.5;0.832
2016.0;12968742.0;2903306.0;1112455.0;447099.0;564407.0;306012.0;1802.0;5543812.0;16191259.0;4858766.0;9945625.0;6005505.0;1235482.0;-777243.0;-84645.0;253782.0;461008.0;10065437.0;22.39;2456207.0;583105.0;;;;1873102.0;12521644.0;25285.0;16117.0;586846.0;8.58;3.45;117308.0;4.35;203480.0;2.36;169.79;169.79;1802.0;;1560972.0;91516.0;1652488.0;2444973.0;1166466.0;279885.0;6055459.0;;732711.0;732711.0;824432.0;160611.0;2874234.0;10647447.0;;1001926.0;2477740.0;40744.0;;1379099.0;3318873.0;;701527.0;1066459.0;5086859.0;;;;76445.0;5501787.0;298537.0;128736.0;15951130.0;240129.0;16191259.0;;306012.0;586846.0;;;232047.0;-78315.0;58981.0;93429.0;311009.0;110576.0;-774474.0;-1.0;-154335.0;129157.0;-187901.0;-8860337.0;;;-140869.0;8916562.0;-119812.0;1560972.0;1307191.0;;0.89;8101.47;191.16;287.99;88.0;483.81;3751.59;1802.0;0.1;0.0;314.7;14601151.0;3.4;660714.0;344531.0;36.1;2.4;771275.0;3736628.0;6761433.0;3.0;3.3;5.1;54.0;30.6;0.888
2017.0;12565682.0;2812497.0;1463951.0;754622.0;903871.0;553432.0;1802.0;5884187.0;17016811.0;4872929.0;10222315.0;6548258.0;794442.0;-583995.0;103604.0;312832.0;222265.0;9753185.0;22.38;2057875.0;620627.0;;;;1437248.0;11811060.0;29072.0;11194.0;605278.0;11.65;6.01;149248.0;7.19;294047.0;4.4;307.07;307.07;1802.0;;1890324.0;134126.0;2024450.0;2372324.0;1224443.0;262970.0;6557005.0;;698505.0;698505.0;863378.0;109066.0;2904670.0;11132624.0;;1062170.0;2501547.0;40847.0;;1309212.0;3610318.0;;808244.0;930825.0;5349386.0;;;;77254.0;6025494.0;315422.0;130088.0;16770573.0;246239.0;17016811.0;;553432.0;605278.0;;;-480632.0;44177.0;-64756.0;11668.0;-162373.0;116364.0;-572177.0;11513.0;-199684.0;159559.0;-111850.0;-8753304.0;;;-145595.0;9002503.0;-1219.0;1890324.0;1577493.0;;0.9;7767.49;342.1;137.39;90.0;353.69;4047.81;1802.0;0.1;0.0;300.9;13999200.0;6.0;674329.0;616569.0;32.5;4.4;1126625.0;4022190.0;7295296.0;4.9;5.1;8.5;73.7;65.5;0.898
2018.0;14451766.0;3161620.0;1666847.0;784211.0;1048967.0;996624.0;1793.0;6515311.0;18203693.0;5291152.0;10457057.0;7463873.0;929201.0;-578698.0;-164013.0;141602.0;390602.0;11290147.0;21.88;2377408.0;707346.0;;;;1670062.0;13667555.0;38752.0;12202.0;670878.0;11.53;5.43;264755.0;7.26;-12857.0;6.9;555.82;555.82;1793.0;;2122904.0;200557.0;2323461.0;2484805.0;1433266.0;273778.0;6727252.0;;697616.0;697616.0;1050001.0;121681.0;3091832.0;11688383.0;;1152129.0;2744559.0;50422.0;;1394464.0;3651949.0;;592442.0;921513.0;5165905.0;;;;80972.0;7160741.0;167737.0;54422.0;17920929.0;282764.0;18203693.0;;996624.0;670878.0;;;-496820.0;-39305.0;-190903.0;65319.0;-16316.0;-241481.0;-538599.0;-2305.0;-263646.0;211023.0;-132809.0;-9045015.0;;;-163907.0;9044909.0;-44887.0;2122904.0;1981302.0;;0.94;8566.86;590.79;231.55;97.16;319.28;4424.51;1793.0;0.1;0.0;309.4;15361146.0;5.4;713093.0;1059337.0;-1.2;6.9;1301189.0;3881749.0;7933538.0;8.0;5.6;13.4;83.6;42.0;0.941
2019.0;14331533.0;2983517.0;1486782.0;655186.0;883396.0;550505.0;1760.0;6627259.0;18418048.0;5394974.0;10691705.0;7457483.0;699941.0;-520955.0;20677.0;214345.0;151699.0;11348016.0;20.82;2328331.0;727828.0;;;;1600502.0;13676347.0;43853.0;11922.0;650969.0;10.37;4.57;228211.0;6.16;273386.0;3.84;312.08;312.08;1760.0;;2249697.0;147273.0;2396970.0;2475880.0;1431282.0;323127.0;6702481.0;;671420.0;671420.0;1019430.0;135587.0;3261871.0;11790789.0;;1068764.0;2876281.0;44853.0;;1449929.0;3736389.0;;656125.0;904218.0;5296732.0;;;;77632.0;7192221.0;193373.0;-5743.0;18149189.0;268859.0;18418048.0;;550505.0;650969.0;;;-468649.0;8428.0;-54937.0;-10658.0;8528.0;-32884.0;-548242.0;-2166.0;-456801.0;465134.0;-147590.0;-8965695.0;;;-175232.0;9161605.0;14681.0;2249697.0;2035352.0;;0.9;9029.87;346.86;95.58;110.41;345.43;4698.74;1760.0;0.1;0.0;411.1;15888617.0;4.6;721695.0;610316.0;30.9;3.8;1366170.0;4142338.0;8267720.0;4.5;4.6;7.4;68.2;115.5;0.902
2020.0;13881359.0;2862872.0;1357639.0;589092.0;734387.0;423707.0;1752.0;6787749.0;19023024.0;5383045.0;11319508.0;7448997.0;910562.0;-575931.0;-81266.0;165702.0;351573.0;11018487.0;20.62;2273779.0;747593.0;;;;1526186.0;13292267.0;45938.0;22953.0;650676.0;9.78;4.24;145294.0;5.29;260303.0;3.05;241.84;241.84;1752.0;;2484487.0;176692.0;2661179.0;2335655.0;1450860.0;340055.0;7138020.0;;706975.0;706975.0;1020066.0;123235.0;3246979.0;12235275.0;;891089.0;3020090.0;40683.0;;1471866.0;3924477.0;;649738.0;1362249.0;5936464.0;;;;80016.0;7570499.0;-106580.0;-94938.0;18768506.0;254518.0;19023024.0;;423707.0;650676.0;;;-242081.0;123373.0;-55718.0;-131236.0;-18971.0;78260.0;-558990.0;-16392.0;-262925.0;247282.0;-199727.0;-10035892.0;;;-182960.0;10137586.0;-87662.0;2484487.0;2318784.0;;0.93;8522.24;260.13;215.84;112.33;343.18;4573.19;1752.0;0.1;0.0;442.2;14931009.0;4.2;699877.0;455746.0;35.4;3.1;1510922.0;4221229.0;8012259.0;3.4;3.8;5.7;56.8;52.0;0.93
2021.0;11894296.0;2466213.0;1367429.0;596234.0;825481.0;593721.0;1727.0;6844677.0;19796882.0;5161629.0;11332271.0;8202231.0;968465.0;-719663.0;-256462.0;77366.0;470734.0;9428083.0;20.73;1869979.0;667295.0;;;;1202684.0;11298062.0;17886.0;12532.0;563750.0;11.5;5.01;229247.0;6.94;197426.0;4.99;343.86;343.86;1727.0;;2490768.0;266692.0;2757460.0;2344870.0;1395831.0;346516.0;7171905.0;;739425.0;739425.0;1372292.0;89905.0;3578677.0;12952205.0;;982628.0;2714379.0;43162.0;;1464622.0;4258443.0;;760411.0;1151788.0;6170642.0;;;;77727.0;8038733.0;;85770.0;19534502.0;262380.0;19796882.0;;593721.0;563750.0;;;-173657.0;-120824.0;61665.0;91485.0;31027.0;-15348.0;-497732.0;-86650.0;-391381.0;249985.0;-204062.0;-10079423.0;;;-131031.0;9953992.0;85026.0;2490768.0;2413402.0;;0.9;7627.84;380.75;301.88;84.03;319.2;5260.11;1727.0;0.1;0.0;280.6;13170519.0;5.0;624239.0;657425.0;23.9;5.0;1863634.0;4715361.0;9082306.0;4.3;4.1;7.2;77.9;27.8;0.903
