;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
1985.0;;;;;;;488.0;;;;;;;;;;;;40.31;;;;;;;;;;;24.21;;;14.32;;7.93;;;475.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1986.0;;;;;;;521.0;;;;;;;;;;;;41.25;;;;;;;;;;;24.17;;;14.04;;7.35;;;514.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987.0;;;;;;;547.0;;;;;;;;;;;;41.59;;;;;;;;;;;23.78;;;13.33;;7.42;;;536.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1988.0;;;;;;;570.0;;;;;;;;;;;;40.71;;;;;;;;;;;20.55;;;10.05;;5.82;;;570.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989.0;14402.0;6624.0;2855.0;;1670.0;657.0;595.0;4589.0;33898.0;4904.0;25654.0;8244.0;;;;;;7778.0;45.99;3463.0;;;;;3463.0;11241.0;;;1565.0;19.83;;-1491.0;11.59;633.0;4.56;1.05;1.05;595.0;;122.0;;122.0;3118.0;950.0;400.0;14929.0;;592.0;592.0;;;13788.0;29309.0;;;2022.0;;;2882.0;6048.0;;2098.0;12604.0;20750.0;;;;;2977.0;-8336.0;13603.0;33898.0;;33898.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1990.0;15841.0;7451.0;3270.0;;1530.0;989.0;606.0;4967.0;36201.0;4668.0;27502.0;8700.0;;;;;;8390.0;47.04;3772.0;;;;;3772.0;12162.0;;;1740.0;20.64;;-2149.0;9.66;541.0;6.24;1.51;1.51;606.0;;266.0;;266.0;3388.0;899.0;414.0;16014.0;;588.0;588.0;;;14631.0;31234.0;;;1619.0;;;3049.0;6407.0;;2091.0;14336.0;22834.0;;;;;3213.0;-9064.0;14551.0;36201.0;-0.0;36201.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1991.0;17208.0;8311.0;3765.0;;1845.0;1150.0;614.0;5076.0;39552.0;6301.0;25959.0;13594.0;4269.0;-4550.0;294.0;294.0;1439.0;8896.0;48.3;4484.0;;;;;4484.0;13380.0;;;1920.0;21.88;;-1983.0;10.72;695.0;6.68;1.74;1.74;614.0;;279.0;;279.0;3403.0;922.0;472.0;17352.0;;2809.0;2809.0;;;14315.0;34476.0;;3617.0;1945.0;;;739.0;6898.0;;1988.0;10772.0;19658.0;;;;;3604.0;-9925.0;19915.0;39552.0;;39552.0;;1150.0;1920.0;23.0;;926.0;;-20.0;;0.0;250.0;-2830.0;;-212.0;180.0;-1688.0;;443.0;-9.0;-903.0;762.0;;;267.0;;0.87;;;;;;;;;;;;;;;;;;;;;;;;;
1992.0;16351.0;5358.0;3557.0;;1726.0;1093.0;611.0;5313.0;38007.0;6844.0;25119.0;12888.0;3196.0;-3102.0;-143.0;-143.0;271.0;10993.0;32.77;2820.0;;;;;2820.0;13813.0;;;1831.0;21.76;;-812.0;10.56;632.0;6.69;1.67;1.67;611.0;;186.0;;186.0;3766.0;990.0;370.0;16823.0;;1868.0;1868.0;;;14003.0;32695.0;;4089.0;2228.0;;;527.0;6776.0;;1870.0;9628.0;18274.0;;;;;3520.0;-9475.0;18843.0;38007.0;;38007.0;;1093.0;1831.0;2.0;;-2.0;;-152.0;;;271.0;-2925.0;;-1308.0;714.0;417.0;;201.0;-363.0;-831.0;850.0;;;236.0;;0.79;;;;;;;;;;;;;;;;;;;;;;;;;
1993.0;15001.0;4813.0;1668.0;;415.0;-496.0;616.0;5811.0;27773.0;6788.0;16857.0;10916.0;1709.0;-2214.0;417.0;417.0;-720.0;10188.0;32.08;3930.0;;;;;3930.0;14118.0;;;1870.0;11.12;;-468.0;2.77;295.0;-3.31;-0.92;-0.92;616.0;;92.0;;92.0;3962.0;1218.0;539.0;16878.0;;1312.0;1312.0;;;3772.0;21963.0;;4363.0;1960.0;;;465.0;7906.0;;1513.0;650.0;10069.0;20138.0;;;;2200.0;-9728.0;18444.0;27773.0;-0.0;27773.0;;-496.0;1870.0;12.0;;-969.0;;-266.0;;;1293.0;-2429.0;;-318.0;560.0;-27.0;;92.0;-120.0;-804.0;1248.0;;;179.0;;0.76;;;;;;;;;;;;;;;;;;;;;;;;;
1994.0;15518.0;5096.0;3328.0;;1394.0;844.0;619.0;6300.0;27278.0;5947.0;16301.0;10977.0;3029.0;-1321.0;-816.0;-816.0;1016.0;10422.0;32.84;3083.0;;;;;3083.0;13506.0;;;1933.0;21.44;;-618.0;8.98;551.0;5.44;1.26;1.26;619.0;;979.0;;979.0;3611.0;1163.0;546.0;15867.0;;612.0;612.0;;;4500.0;20978.0;;4359.0;1446.0;;;143.0;8188.0;;1450.0;715.0;10353.0;;;;;2246.0;-10420.0;19151.0;27278.0;;27278.0;;844.0;1933.0;6.0;;193.0;;-10.0;;;53.0;-2013.0;;-741.0;1601.0;-167.0;;140.0;-38.0;-775.0;-144.0;;;87.0;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;
