;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (EUR/USD)
1998.0;3745.0;527.0;-1302.0;-1765.0;-1984.0;-914.0;671.0;;;;;;-218.0;-1131.0;;;-218.0;3218.0;14.08;1329.0;751.0;567.0;567.0;;11.0;4547.0;;;682.0;-34.77;-47.12;-219.0;-52.98;-1070.0;-24.41;-1.36;-1.36;671.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-914.0;682.0;;;;;;;;14.0;;;;;-1131.0;;;;;;;;;;1.18;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;4264.0;1234.0;607.0;-65.0;31.0;61.0;673.0;;;;;;472.0;-924.0;468.0;18.0;-185.0;3029.0;28.95;1299.0;743.0;556.0;556.0;;;4329.0;;;577.0;14.24;-1.52;95.0;0.72;-30.0;1.43;0.09;0.09;673.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61.0;577.0;;;-62.0;;-41.0;;;-104.0;-657.0;;-176.0;11.0;-102.0;;26.0;;;442.0;2.0;30.0;12.0;;1.07;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;6449.0;2809.0;2277.0;1309.0;1539.0;997.0;690.0;;;;;;1842.0;-2060.0;637.0;426.0;451.0;3640.0;43.56;1500.0;908.0;593.0;593.0;;-1.0;5140.0;;;738.0;35.31;20.3;230.0;23.87;542.0;15.46;1.48;1.48;689.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;997.0;738.0;;;116.0;;-96.0;;;-10.0;-1391.0;;-400.0;;-269.0;;728.0;;;-92.0;8.0;452.0;26.0;;0.88;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;5623.0;761.0;102.0;-1116.0;-1011.0;-586.0;783.0;;;;;;210.0;-1798.0;1831.0;245.0;-2053.0;4863.0;13.53;1761.0;1179.0;780.0;780.0;;-198.0;6624.0;;;1112.0;1.81;-19.84;105.0;-17.97;-425.0;-10.41;-0.75;-0.75;783.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-586.0;1112.0;;;-44.0;;-391.0;;;-273.0;-2263.0;;-81.0;470.0;77.0;;1482.0;;-403.0;751.0;2.0;751.0;507.0;;0.91;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;5132.0;593.0;208.0;-1056.0;-1143.0;-1006.0;777.0;;;;;;234.0;-1226.0;1427.0;436.0;-400.0;4540.0;11.55;1633.0;1044.0;634.0;634.0;;-45.0;6173.0;;;1351.0;4.05;-20.58;-87.0;-22.27;-137.0;-19.61;-1.29;-1.29;777.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1006.0;1351.0;;;157.0;;-27.0;;;-268.0;-634.0;;-699.0;61.0;45.0;;8.0;;;1419.0;1.0;1182.0;746.0;;0.99;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;7169.0;1792.0;1266.0;-401.0;-409.0;-507.0;814.0;6183.0;12591.0;2487.0;5989.0;6603.0;851.0;-1773.0;659.0;-268.0;-165.0;5376.0;25.0;2160.0;1269.0;791.0;791.0;;99.0;7536.0;;;1675.0;17.66;-5.6;-8.0;-5.71;98.0;-7.07;-0.62;-0.62;814.0;;1129.0;2079.0;3208.0;;1116.0;1858.0;4449.0;;;;;821.0;1138.0;6409.0;;1022.0;174.0;;;1290.0;2731.0;;37.0;734.0;3502.0;;;;1680.0;-1469.0;;6392.0;12591.0;;12591.0;;-507.0;1675.0;;;-258.0;;-130.0;;;-59.0;-1016.0;;-3206.0;2346.0;103.0;;;;;659.0;-5.0;1129.0;1397.0;;1.17;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;8944.0;3139.0;1908.0;390.0;267.0;76.0;858.0;6578.0;13504.0;3567.0;6073.0;7431.0;2308.0;-2248.0;-500.0;-449.0;863.0;5805.0;35.1;2727.0;1516.0;893.0;893.0;;319.0;8532.0;;;1641.0;21.33;4.36;-123.0;2.98;191.0;0.85;0.09;0.09;858.0;;756.0;2409.0;3165.0;;1194.0;2219.0;4459.0;;;;;673.0;1794.0;6925.0;;1365.0;710.0;;;1493.0;1774.0;;26.0;706.0;2505.0;;;;1859.0;-1492.0;;7064.0;13504.0;;13504.0;;76.0;1641.0;;;292.0;;-50.0;;;300.0;-1446.0;-36.0;-3329.0;3132.0;-570.0;;66.0;;;-566.0;-9.0;756.0;1205.0;;1.24;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;8149.0;2231.0;1366.0;-323.0;-234.0;-377.0;829.0;5515.0;12399.0;2872.0;5613.0;6786.0;1253.0;-287.0;-321.0;651.0;-430.0;5919.0;27.37;2460.0;1559.0;790.0;790.0;;111.0;8378.0;;11.0;1587.0;16.76;-3.96;89.0;-2.87;145.0;-4.63;-0.45;-0.45;829.0;;1384.0;1035.0;2419.0;;1232.0;1864.0;4523.0;;;;-96.0;663.0;1795.0;6884.0;;1289.0;119.0;;;1464.0;1888.0;;78.0;775.0;2741.0;;;;1802.0;-1823.0;;6807.0;12399.0;;12399.0;;-377.0;1587.0;;;-92.0;;-30.0;;;135.0;-1683.0;122.0;-2850.0;3991.0;100.0;-627.0;;;;306.0;6.0;1384.0;733.0;;1.2;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;10045.0;2629.0;1645.0;-71.0;-136.0;-339.0;829.0;7196.0;14169.0;4187.0;6372.0;6733.0;1234.0;-1043.0;966.0;1131.0;-409.0;7416.0;26.17;2671.0;1583.0;952.0;952.0;;137.0;10087.0;;;1780.0;16.37;-0.71;-65.0;-1.35;204.0;-3.38;-0.41;-0.41;829.0;;2583.0;779.0;3362.0;;1523.0;2312.0;4769.0;;292.0;292.0;;865.0;1047.0;6973.0;;1578.0;1010.0;;;1599.0;1531.0;;76.0;579.0;2186.0;;;;1894.0;-2255.0;;7093.0;13105.0;1063.0;14169.0;;-339.0;1780.0;;;-240.0;;-184.0;;;33.0;-1644.0;91.0;-630.0;925.0;215.0;;514.0;;;451.0;-25.0;2583.0;1452.0;;1.27;9.56;-0.32;-0.39;;1.56;6.41;829.0;-35.0;-1.9;;7927.0;-0.7;1405.0;-268.0;-150.0;-3.4;2375.0;1208.0;5313.0;-3.8;-1.0;-5.0;100.0;;1.267
2007.0;10925.0;2261.0;1401.0;-526.0;-361.0;-525.0;841.0;7506.0;15186.0;4049.0;6729.0;6988.0;1716.0;-1233.0;-741.0;-315.0;-294.0;8663.0;20.7;2723.0;1662.0;1061.0;1061.0;;;11387.0;;;1814.0;12.83;-4.82;165.0;-3.3;112.0;-4.81;-0.62;-0.62;841.0;;2586.0;675.0;3261.0;;1731.0;2513.0;5187.0;167.0;163.0;330.0;;843.0;1320.0;7680.0;;1827.0;478.0;;;1743.0;1957.0;;65.0;658.0;2680.0;;;;2131.0;-3054.0;;7911.0;13717.0;1469.0;15186.0;;-525.0;1814.0;;;334.0;;-108.0;;;93.0;-2010.0;324.0;-322.0;508.0;267.0;;39.0;;;-780.0;-57.0;2586.0;2901.0;;1.43;9.1;-0.44;-0.24;;1.67;5.82;841.0;-34.6;-2.0;;7655.0;-4.8;1271.0;-368.0;-31.0;-4.8;2423.0;1371.0;4896.0;-5.6;-3.0;-7.5;100.0;;1.427
