;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (GBP/USD)
2006.0;21753.0;;26529.0;;8322.0;5491.0;1452.0;478766.0;673108.0;;650566.0;21853.0;11909.0;-9585.0;-4610.0;-2576.0;8531.0;;;10385.0;;813.0;453.0;360.0;9572.0;;28045.0;17198.0;1213.0;121.96;;;38.26;2627.0;25.24;3.81;3.78;1439.0;;6522.0;;6522.0;;;472244.0;8330.0;4657.0;270.0;4927.0;181086.0;;;194343.0;867451.0;;;1601.0;;;123873.0;;;;123873.0;774440.0;;;2799.0;15878.0;-7009.0;10185.0;672419.0;690.0;673108.0;;5491.0;1213.0;;;2104.0;;;;;3101.0;-3377.0;1794.0;-45935.0;35470.0;2462.0;-1487.0;206.0;;-3759.0;431.0;-290.0;49833.0;52409.0;;1.96;7.72;1.95;3.03;1.33;1.2;7.75;1439.0;20.3;1.1;3.4;11104.0;;619.0;2803.0;31.6;25.2;244393.0;63233.0;11155.0;2.6;3.8;25.1;31.5;41.7;1.959
2007.0;21111.0;;30514.0;;7940.0;6528.0;1456.0;518523.0;701356.0;;676694.0;24099.0;20810.0;-2150.0;-6014.0;12809.0;18162.0;;;11050.0;;935.0;554.0;381.0;10115.0;;33493.0;21387.0;1250.0;144.54;;;37.61;1348.0;30.92;4.52;4.48;1444.0;;11060.0;;11060.0;;;507464.0;5635.0;4680.0;296.0;4976.0;172222.0;;;182833.0;884190.0;;;961.0;;;120084.0;;;;120084.0;796779.0;;;2842.0;18799.0;;2457.0;700793.0;564.0;701356.0;;6528.0;1250.0;;;9049.0;;;;;3982.0;-2648.0;2914.0;-43007.0;38642.0;1949.0;-595.0;69.0;;-3884.0;-1604.0;163.0;63300.0;50492.0;;1.98;7.36;2.28;6.33;1.35;0.92;8.41;1444.0;19.4;1.1;3.1;10636.0;;630.0;3289.0;17.0;30.9;261234.0;60499.0;12141.0;3.5;4.2;27.1;40.5;21.0;1.985
2008.0;14251.0;;16556.0;;1180.0;1198.0;1481.0;440244.0;637829.0;;623641.0;13740.0;49503.0;-51324.0;986.0;1271.0;47402.0;;;8708.0;;619.0;335.0;284.0;8089.0;;25700.0;14410.0;1003.0;116.18;;;8.28;-56.0;8.41;0.82;0.81;1471.0;;8710.0;;8710.0;;;431535.0;4337.0;3300.0;288.0;3588.0;189659.0;;;197585.0;835414.0;;;;;;127951.0;;;;127951.0;751592.0;;;2213.0;12083.0;;-556.0;637381.0;448.0;637829.0;;1198.0;1003.0;;;55452.0;;;;;-8151.0;-2101.0;-28.0;-211638.0;161596.0;847.0;-557.0;1286.0;-4.0;-2987.0;3249.0;2106.0;47921.0;46650.0;;1.46;6.62;0.56;22.02;1.39;0.98;6.38;1471.0;45.5;2.1;5.5;9742.0;;686.0;819.0;-4.7;8.4;300960.0;87470.0;9393.0;2.6;2.4;8.7;-149.3;3.6;1.463
2009.0;36237.0;;36657.0;;1684.0;4568.0;9482.0;1213937.0;1659736.0;;1588472.0;69924.0;-54506.0;82115.0;25935.0;53205.0;-58850.0;;;23001.0;;5453.0;4912.0;541.0;17548.0;;45624.0;31041.0;4136.0;101.16;;;4.65;-3088.0;12.6;0.48;0.48;9419.0;;65554.0;;65554.0;1099.0;;1147284.0;14903.0;3257.0;6603.0;9861.0;421035.0;;;445799.0;2105535.0;;;82.0;;;427046.0;;;;427046.0;2015518.0;;;16920.0;18173.0;;34831.0;1658396.0;1339.0;1659736.0;;4568.0;4136.0;;;-71067.0;;;;;7857.0;-4345.0;26882.0;-736462.0;792599.0;3440.0;-11143.0;34791.0;-53.0;-187.0;2529.0;-339.0;106135.0;52930.0;;1.62;2.38;0.3;-3.87;0.01;0.29;4.59;9419.0;17.9;0.3;0.2;22428.0;;2560.0;2827.0;-183.4;12.6;751338.0;264310.0;43278.0;5.6;2.0;6.5;95.9;58.7;1.616
2010.0;67559.0;;25344.0;;-4554.0;-4144.0;16779.0;1103442.0;1548303.0;;1478775.0;68215.0;-3178.0;-3741.0;883.0;-5289.0;-8195.0;;;51494.0;;1722.0;1158.0;565.0;49772.0;;45773.0;26200.0;3794.0;37.51;;;-6.74;-507.0;-6.13;-0.03;-0.03;16779.0;;61597.0;;61597.0;969.0;;1040875.0;12777.0;3145.0;5454.0;8599.0;423484.0;;;444861.0;1993163.0;;;232.0;;;406358.0;;;;406358.0;1885133.0;;;10632.0;14110.0;;43474.0;1546990.0;1312.0;1548303.0;;-4144.0;3794.0;;;-21565.0;;;;;18737.0;-5017.0;554.0;-73153.0;71763.0;2112.0;-1067.0;;;-73.0;2023.0;747.0;97194.0;102483.0;;1.56;2.58;-0.16;-0.31;0.0;0.19;2.61;16779.0;-24.6;-1.2;0.1;43304.0;;2432.0;-2656.0;11.1;-6.1;707289.0;260469.0;43725.0;1.2;1.4;-6.1;101.8;;1.56
2011.0;32067.0;;23890.0;;-531.0;-701.0;17118.0;1095141.0;1507743.0;;1435359.0;71337.0;30904.0;10769.0;-5036.0;36646.0;26096.0;;;17917.0;;1513.0;895.0;618.0;16403.0;;40882.0;21156.0;3379.0;74.5;;;-1.66;56.0;-2.18;-0.25;-0.25;17118.0;;96519.0;;96519.0;674.0;;997948.0;11920.0;3132.0;4965.0;8097.0;392585.0;;;412602.0;1920345.0;;;160.0;;;334288.0;;;;334288.0;1769648.0;;;10690.0;13484.0;;47163.0;1506696.0;1047.0;1507743.0;;-701.0;3379.0;;;38698.0;;;;;-10472.0;-4808.0;443.0;-45044.0;56738.0;3439.0;-1668.0;;;;-3368.0;9.0;133429.0;96783.0;;1.55;1.21;-0.03;0.98;;0.18;2.68;17118.0;-112.0;-6.9;;20642.0;;2175.0;-451.0;-10.5;-2.2;704951.0;215184.0;45920.0;1.5;1.4;-1.0;100.0;;1.554
2012.0;33232.0;;25891.0;;-926.0;-2319.0;17460.0;1104179.0;1502489.0;;1429873.0;71503.0;4955.0;24754.0;-5044.0;24651.0;75.0;;;23865.0;;1404.0;894.0;510.0;22461.0;;38247.0;23499.0;3455.0;77.91;;;-2.79;1256.0;-6.98;-0.13;-0.13;17460.0;;132533.0;;132533.0;3770.0;;967875.0;11931.0;3276.0;4537.0;7813.0;378565.0;;;398310.0;1900800.0;;;224.0;;;238695.0;;;;238695.0;1668568.0;;;11444.0;11673.0;;48386.0;1501376.0;1113.0;1502489.0;;-2319.0;3455.0;;;2685.0;;;;;1134.0;-4880.0;42.0;-35833.0;61208.0;4217.0;-1079.0;276.0;;;-4242.0;-13.0;164229.0;139578.0;;1.63;1.17;-0.08;0.0;;0.17;2.52;17460.0;-26.8;-1.8;;20449.0;;2126.0;-1427.0;-135.6;-7.0;679453.0;146880.0;43999.0;3.5;1.5;-3.2;100.0;;1.625
2013.0;62242.0;;26728.0;;687.0;-1387.0;17752.0;1065160.0;1402343.0;;1337218.0;64550.0;-25713.0;-25842.0;-5079.0;-56723.0;-30650.0;;;55151.0;;1222.0;704.0;518.0;53930.0;;35037.0;22889.0;3212.0;42.94;;;1.1;2015.0;-2.23;-0.08;-0.08;17752.0;;84306.0;;84306.0;1212.0;;979642.0;12533.0;3338.0;3773.0;7111.0;317539.0;;;337183.0;1739526.0;12794.0;;243.0;;;191078.0;;;;191078.0;1528296.0;;;11829.0;6768.0;;45953.0;1401768.0;574.0;1402343.0;;-1387.0;3212.0;;;-44955.0;;;;;17417.0;-4937.0;1142.0;-61189.0;35681.0;3460.0;-4043.0;579.0;;;-1616.0;-88.0;110589.0;167312.0;;1.66;2.12;-0.05;-1.04;;0.17;2.2;17752.0;-86.2;-5.1;;37595.0;;1940.0;-838.0;293.3;-2.2;643368.0;115413.0;38989.0;-3.2;1.7;-2.1;100.0;;1.656
2014.0;46291.0;;18938.0;;2744.0;2199.0;18112.0;986774.0;1331330.0;;1253616.0;75825.0;16123.0;-12025.0;-6657.0;-2570.0;10763.0;;;40262.0;;1272.0;749.0;523.0;38990.0;;29917.0;13316.0;3013.0;40.91;;;5.93;410.0;4.75;0.11;0.1;17838.0;;80458.0;;80458.0;1062.0;;905254.0;12539.0;3140.0;3224.0;6363.0;325653.0;;;344556.0;1675885.0;;;107.0;;;153385.0;;;;153385.0;1407000.0;;;11128.0;8864.0;;55832.0;1329441.0;1889.0;1331330.0;;2199.0;3013.0;;;17317.0;;;;;-6407.0;-5360.0;844.0;-17960.0;7269.0;3182.0;-4708.0;5.0;;-447.0;-1507.0;-9.0;101453.0;104023.0;;1.56;1.67;0.08;0.39;0.02;0.19;2.73;17838.0;64.6;3.6;0.3;29725.0;;1935.0;1412.0;14.9;4.8;633644.0;98494.0;48690.0;1.0;1.2;2.9;79.7;4.1;1.557
2015.0;34117.0;;14675.0;;2423.0;1267.0;18085.0;884735.0;1188897.0;;1119658.0;68663.0;24129.0;-4878.0;-9223.0;10031.0;19093.0;;;29765.0;;759.0;386.0;373.0;29006.0;;25961.0;9281.0;3113.0;43.01;;;7.1;1014.0;3.72;0.05;0.05;17818.0;;87122.0;;87122.0;995.0;;796618.0;12701.0;2971.0;2709.0;5680.0;285780.0;;;304161.0;1493058.0;;;411.0;;;149962.0;;;;149962.0;1269620.0;;;10532.0;6508.0;;51623.0;1188321.0;576.0;1188897.0;;1267.0;3113.0;;;33477.0;;;;;-13728.0;-5036.0;-6007.0;-28524.0;32424.0;2265.0;-4715.0;;;-2158.0;-2351.0;3.0;106044.0;96014.0;;1.47;1.3;0.05;0.73;0.08;0.19;2.61;17818.0;100.1;5.0;1.7;23149.0;;2112.0;860.0;41.8;3.7;600309.0;101752.0;46589.0;0.6;1.0;1.8;-70.2;11.3;1.474
2016.0;47983.0;;17101.0;;5228.0;2977.0;18006.0;728657.0;1008829.0;;948611.0;59675.0;2558.0;-846.0;-13538.0;-11799.0;-2080.0;;;41941.0;;571.0;327.0;244.0;41370.0;;20502.0;9062.0;2936.0;35.64;;;10.9;2127.0;6.2;0.14;0.14;17809.0;;59408.0;;59408.0;881.0;;668368.0;11359.0;2487.0;2074.0;4561.0;264253.0;;;280173.0;1289002.0;;;279.0;;;114168.0;;;;114168.0;1062780.0;;;8815.0;4441.0;;46419.0;1008287.0;543.0;1008829.0;;2977.0;2936.0;;;-18352.0;;;;;14998.0;-4638.0;-19.0;-6082.0;7815.0;2077.0;-9727.0;;;-2993.0;-818.0;26.0;76962.0;88761.0;;1.23;2.18;0.14;-0.09;0.14;0.21;2.72;17809.0;25.1;1.1;4.0;38897.0;;2380.0;2413.0;40.7;6.2;590675.0;92549.0;48375.0;0.8;1.4;5.0;-0.5;-143.9;1.234
2017.0;46202.0;;17091.0;;7128.0;4671.0;18098.0;803975.0;1097322.0;;1030920.0;66082.0;-4317.0;9199.0;-6782.0;-1900.0;-9256.0;;;37326.0;;724.0;443.0;281.0;36601.0;;21627.0;6883.0;3202.0;36.99;;;15.43;2335.0;10.11;0.24;0.23;17928.0;;80094.0;;80094.0;813.0;;723068.0;12199.0;3121.0;3831.0;6952.0;274196.0;;;293347.0;1390669.0;;;370.0;;;117800.0;;;;117800.0;1148720.0;;;9725.0;6628.0;;49730.0;1097001.0;320.0;1097322.0;;4671.0;3202.0;;;-26719.0;;;;;14528.0;-4939.0;-2424.0;-10623.0;25234.0;1951.0;-1362.0;19.0;;-3647.0;-1792.0;;82399.0;84299.0;;1.35;1.91;0.19;-0.38;0.15;0.2;2.73;17928.0;18.2;0.8;4.3;34193.0;;2370.0;3457.0;32.8;10.1;595008.0;87182.0;48906.0;0.9;1.3;7.1;21.9;-39.2;1.351
2018.0;28111.0;;14313.0;;7603.0;5488.0;18070.0;780753.0;1017496.0;;953457.0;63689.0;-14169.0;15208.0;-5487.0;-4445.0;-18652.0;;;18262.0;;617.0;366.0;251.0;17644.0;;20856.0;3767.0;3068.0;50.92;;;27.05;1990.0;19.52;0.28;0.28;17910.0;;70559.0;;70559.0;955.0;;709238.0;10882.0;2947.0;4270.0;7217.0;218645.0;;;236743.0;1254239.0;;;481.0;;;135122.0;;;;135122.0;1088579.0;;;9078.0;6875.0;;47737.0;1017146.0;350.0;1017496.0;;5488.0;3068.0;;;-16769.0;;;;;-5956.0;-4483.0;-61.0;-16147.0;34196.0;1702.0;-2878.0;130.0;-1282.0;-3410.0;1953.0;4.0;70449.0;74894.0;;1.28;1.23;0.24;-0.82;0.15;0.2;2.79;17910.0;14.0;0.6;4.4;22036.0;;2405.0;4302.0;26.2;19.5;612019.0;105920.0;49925.0;0.8;1.1;8.6;37.9;-24.5;1.276
2019.0;55775.0;;18103.0;;5825.0;3878.0;17821.0;827610.0;1105659.0;;1042273.0;63117.0;14957.0;-2824.0;-8697.0;3430.0;10394.0;;;47992.0;;525.0;300.0;225.0;47467.0;;22356.0;8858.0;3527.0;32.46;;;10.44;1839.0;6.95;0.19;0.18;17651.0;;73512.0;;73512.0;;;754098.0;12664.0;3081.0;5049.0;8130.0;257255.0;;;278049.0;1383708.0;;;248.0;;;150642.0;;;;150642.0;1192915.0;;;9288.0;4304.0;;49525.0;1105390.0;269.0;1105659.0;;3878.0;3527.0;;;-9821.0;;;;;17373.0;-4564.0;-28.0;-12901.0;12770.0;1899.0;-1085.0;48.0;-1452.0;-3683.0;-2525.0;-7.0;76652.0;73222.0;;1.33;2.38;0.17;0.44;0.16;0.2;2.7;17651.0;17.7;0.7;5.4;42066.0;;2660.0;2925.0;31.6;7.0;624187.0;113615.0;47603.0;0.9;1.3;6.1;5.0;48.9;1.326
2020.0;39890.0;;10181.0;;1676.0;1802.0;17814.0;889203.0;1191286.0;;1123724.0;67249.0;37151.0;-5469.0;-7273.0;24141.0;33184.0;;;31805.0;;514.0;258.0;256.0;31291.0;;19561.0;4863.0;3735.0;25.52;;;4.2;-220.0;4.52;0.07;0.07;17652.0;;100573.0;;100573.0;;;788630.0;11495.0;3172.0;5661.0;8833.0;281755.0;;;302083.0;1493369.0;;;42.0;;;139369.0;;;;139369.0;1263093.0;;;9686.0;6268.0;26872.0;24424.0;1190973.0;313.0;1191286.0;;1802.0;3735.0;;;23363.0;;;;;8250.0;-3967.0;-4.0;-11744.0;8678.0;1567.0;-5297.0;197.0;;-619.0;-1553.0;-268.0;103186.0;79045.0;;1.37;1.65;0.07;1.37;0.03;0.16;2.79;17652.0;24.1;0.6;1.4;29174.0;;2732.0;1318.0;-13.1;4.5;650335.0;101930.0;49184.0;0.6;0.5;2.7;65.6;1.3;1.367
2021.0;50658.0;;18289.0;;9338.0;7825.0;17652.0;822425.0;1199380.0;;1127470.0;71591.0;8958.0;-3443.0;-4375.0;1234.0;4590.0;;;42228.0;;502.0;284.0;218.0;41726.0;;17937.0;5265.0;3822.0;36.1;;;18.43;1376.0;15.45;0.44;0.44;17652.0;;103587.0;;103587.0;;;718838.0;10776.0;3139.0;5677.0;8815.0;357363.0;;;376954.0;1576334.0;;;8.0;;;124256.0;;;;124256.0;1251726.0;;;9608.0;13855.0;;48128.0;1199062.0;318.0;1199380.0;;7825.0;3822.0;;;-7506.0;;;;;4816.0;-4367.0;-77.0;-12154.0;11211.0;1944.0;-1429.0;34.0;;-1767.0;-1214.0;95.0;103333.0;102099.0;;1.35;2.12;0.33;0.19;0.07;0.18;3.0;17652.0;7.3;0.2;3.1;37444.0;;2825.0;5784.0;14.7;15.4;607898.0;91844.0;52917.0;1.0;1.2;10.9;77.4;37.8;1.353
