;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (EUR/USD)
1989.0;;;;;;885.0;2083.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;inf;0.42;0.42;2083.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1990.0;;;;;;1058.0;2114.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;inf;0.5;0.5;2114.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1991.0;4089.0;;6027.0;;1036.0;795.0;1587.0;;68849.0;;65064.0;3785.0;6716.0;-942.0;-2874.0;-2874.0;6518.0;;;;;1202.0;1202.0;;;;7496.0;4862.0;128.0;147.41;;;25.35;241.0;19.45;0.5;0.5;1587.0;;29322.0;;29322.0;1173.0;;;2098.0;;;;;;;;68849.0;;;;;;22098.0;;;;22098.0;87162.0;;;;2351.0;;1433.0;68849.0;;68849.0;;795.0;128.0;;;5675.0;;;;;117.0;-198.0;;-744.0;;-198.0;-2321.0;;;-377.0;-176.0;;;26422.0;;1.34;;;;;;;;;;;;;;;;;;;;;;;;;
1992.0;3981.0;;7517.0;;922.0;633.0;2081.0;;86761.0;16070.0;81069.0;5692.0;1739.0;-10548.0;9338.0;9338.0;1495.0;;;;;1516.0;1516.0;;;;8942.0;6346.0;249.0;188.81;;;23.17;290.0;15.9;0.3;0.3;2081.0;;26269.0;;26269.0;;;;2286.0;;;;;;;;86761.0;;16070.0;;;;1158.0;;;;1158.0;66157.0;;;;3823.0;;1869.0;86761.0;;86761.0;;633.0;249.0;;;;;;;;857.0;-243.0;;-3496.0;;-7052.0;-115.0;;;-332.0;9786.0;;;25740.0;;1.2;;;;;;;;;;;;;;;;;;;;;;;;;
1993.0;3558.0;;6340.0;;700.0;496.0;1580.0;;80494.0;13786.0;75230.0;5264.0;1394.0;-11325.0;9627.0;9627.0;1111.0;;;;;1347.0;1347.0;;;;7650.0;5458.0;182.0;178.18;;;19.67;203.0;13.95;0.31;0.31;1580.0;;24535.0;;24535.0;;;;1895.0;;;;;;;;80494.0;;13786.0;;;;1190.0;;;;1190.0;62634.0;;;;3347.0;;1917.0;80494.0;;80494.0;;496.0;182.0;;;-91.0;;;;;807.0;-283.0;;-42019.0;33174.0;-2480.0;-47.0;;;-270.0;9944.0;;;1306.0;;1.11;;;;;;;;;;;;;;;;;;;;;;;;;
1994.0;3490.0;;5846.0;;764.0;550.0;2148.0;96379.0;98603.0;18721.0;92772.0;5831.0;624.0;-11008.0;10565.0;10565.0;412.0;;;;;1305.0;1305.0;;;;7302.0;4870.0;212.0;167.52;;;21.9;214.0;15.75;0.26;0.26;2148.0;;29136.0;;29136.0;;;67243.0;2033.0;;;190.0;;;;2224.0;;;18721.0;;;;1365.0;;;;1365.0;75416.0;;;;3747.0;;2085.0;98603.0;;98603.0;;550.0;212.0;;;-75.0;;;;;-63.0;-212.0;;-49333.0;43015.0;-4690.0;-209.0;;;-293.0;11068.0;;;1091.0;;1.23;;;;;;;;;;;;;;;;;;;;;;;;;
1995.0;4407.0;;8300.0;;1017.0;688.0;2062.0;111947.0;114719.0;23227.0;108236.0;6484.0;1903.0;-3078.0;1398.0;1398.0;1571.0;;;;;1615.0;1615.0;;;;9697.0;7016.0;268.0;188.33;;;23.07;329.0;15.6;0.33;0.33;2062.0;;29827.0;;29827.0;;;82121.0;2447.0;;;325.0;;;;2772.0;;;23227.0;;;;2084.0;;;;2084.0;87093.0;;;;4234.0;;2249.0;114719.0;;114719.0;;688.0;268.0;;;19.0;;;;;929.0;-332.0;;-103415.0;103766.0;-3429.0;-385.0;;;-334.0;2118.0;;;1369.0;;1.28;;;;;;;;;;;;;;;;;;;;;;;;;
1996.0;5238.0;;8390.0;;1215.0;800.0;2070.0;127262.0;131041.0;31567.0;123229.0;7812.0;1871.0;-16174.0;14437.0;14437.0;1382.0;;;;;1707.0;1707.0;;;;9811.0;6834.0;342.0;160.19;;;23.2;415.0;15.28;0.39;0.39;2070.0;;30842.0;;30842.0;;;96420.0;2908.0;;;871.0;;;;3779.0;;;31567.0;;;;2954.0;;;;2954.0;94616.0;;;;4685.0;;3128.0;131041.0;;131041.0;;800.0;342.0;;;-8.0;;;;;737.0;-488.0;;-178809.0;169406.0;-6771.0;-282.0;;;-355.0;15074.0;;;1493.0;;1.25;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;6618.0;;8093.0;;1539.0;1180.0;2069.0;;138503.0;30938.0;129988.0;8514.0;2576.0;-18312.0;16428.0;692.0;1736.0;;;;;2082.0;2082.0;;;;9638.0;6156.0;399.0;122.3;;;23.26;359.0;17.83;0.57;0.57;2069.0;;32627.0;;32627.0;;;;3054.0;;;;;;;;138503.0;;30938.0;;;;3320.0;;;;3320.0;102371.0;;;;4280.0;;4234.0;138503.0;;138503.0;;1180.0;399.0;;;526.0;;;;632.0;472.0;-841.0;;-478022.0;474151.0;-14442.0;-339.0;;;-364.0;17131.0;;2090.0;1398.0;;1.1;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;8354.0;;10012.0;;1610.0;1152.0;2092.0;151344.0;157016.0;37324.0;146784.0;10233.0;2027.0;-6093.0;4067.0;;460.0;;;;;2620.0;2620.0;;;;11981.0;7382.0;1020.0;119.85;;;19.28;458.0;13.79;0.55;0.55;2092.0;;44563.0;;44563.0;2158.0;;104623.0;3955.0;;;1718.0;;;;5673.0;;;37324.0;;;;11276.0;;;;11276.0;120737.0;;;;4330.0;;5903.0;157016.0;;157016.0;;1152.0;1020.0;;;-744.0;;;;;598.0;-1567.0;;-2882.0;4724.0;-7935.0;-134.0;;;-483.0;4684.0;;4602.0;4602.0;;1.17;;;;;;;;;;;;;;;;;;;;;;;;;
