;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (EUR/USD)
2002.0;8316.0;2813.0;1259.0;700.0;677.0;519.0;885.0;3723.0;9938.0;2682.0;6196.0;1899.0;890.0;536.0;513.0;-202.0;890.0;5503.0;33.83;2113.0;419.0;1483.0;1483.0;;211.0;7615.0;;;582.0;15.14;8.42;-23.0;8.14;159.0;6.24;0.55;0.55;884.0;;461.0;;461.0;;1140.0;2121.0;3759.0;;278.0;278.0;;614.0;1564.0;6216.0;;1198.0;593.0;77.0;;890.0;1252.0;;289.0;1973.0;3514.0;;;;;;;;8094.0;1844.0;9938.0;;519.0;582.0;;;257.0;;;;;-467.0;;62.0;;14.0;460.0;;19.0;;230.0;265.0;43.0;461.0;663.0;;1.05;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;9513.0;3092.0;1225.0;778.0;685.0;541.0;881.0;5268.0;12194.0;2878.0;7748.0;2266.0;1095.0;464.0;366.0;965.0;1095.0;6421.0;32.5;2314.0;509.0;1711.0;1711.0;;94.0;8735.0;;;540.0;12.88;8.18;-93.0;7.2;144.0;5.69;0.57;0.57;880.0;;1518.0;;1518.0;;1333.0;2417.0;4354.0;;308.0;308.0;;643.0;1620.0;6926.0;;1270.0;521.0;149.0;;1086.0;2407.0;;204.0;2260.0;4870.0;;;;;;;;10014.0;2180.0;12194.0;;541.0;540.0;;;130.0;;;;;-116.0;;3.0;;84.0;378.0;;23.0;;296.0;48.0;31.0;1518.0;553.0;;1.26;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;10680.0;3531.0;1517.0;1025.0;908.0;733.0;880.0;6070.0;13608.0;3230.0;8467.0;2674.0;1315.0;-420.0;-603.0;271.0;731.0;7149.0;33.06;2506.0;560.0;1790.0;1790.0;;156.0;9655.0;;;609.0;14.21;9.6;-117.0;8.51;175.0;6.87;0.75;0.75;878.0;;1906.0;;1906.0;;1535.0;2629.0;4682.0;;300.0;300.0;;774.0;1783.0;7538.0;;1424.0;475.0;194.0;;1331.0;2508.0;;184.0;2545.0;5237.0;;;;;;;;11141.0;2468.0;13608.0;;733.0;609.0;;;-178.0;;;;;150.0;-584.0;-14.0;;136.0;42.0;-290.0;;-9.0;-304.0;;-20.0;1906.0;1635.0;;1.36;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;10140.0;3361.0;1697.0;657.0;1148.0;966.0;888.0;4961.0;13312.0;4529.0;8669.0;4297.0;1148.0;-820.0;-1495.0;-1124.0;550.0;6779.0;33.15;2704.0;559.0;1678.0;1678.0;;467.0;9483.0;;;550.0;16.74;6.48;490.0;11.32;181.0;9.53;1.06;1.05;883.0;;532.0;;532.0;;1376.0;3053.0;4481.0;1278.0;912.0;2190.0;;604.0;1075.0;8350.0;;1514.0;1356.0;191.0;;1659.0;1165.0;;182.0;2793.0;4140.0;;;;;;;;12966.0;346.0;13312.0;;966.0;550.0;;;70.0;;;;;-438.0;-598.0;9.0;-250.0;;19.0;-276.0;;-962.0;-257.0;;43.0;541.0;1665.0;;1.18;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;12406.0;4320.0;2004.0;1262.0;1315.0;1078.0;884.0;5049.0;14652.0;3536.0;8771.0;5243.0;1502.0;-473.0;-1030.0;-32.0;735.0;8086.0;34.82;3058.0;743.0;2058.0;2058.0;;257.0;11144.0;;;689.0;16.15;10.17;53.0;10.6;236.0;8.69;1.19;1.18;880.0;;572.0;;572.0;;1612.0;2866.0;5107.0;1602.0;952.0;2554.0;;668.0;1275.0;9604.0;;1675.0;248.0;131.0;;1613.0;1984.0;;181.0;3070.0;5235.0;;;;;;;;14013.0;639.0;14652.0;;1078.0;689.0;;;-7.0;;;;;-259.0;-767.0;4.0;;227.0;63.0;-714.0;;-16.0;-300.0;;-32.0;572.0;603.0;;1.32;10.69;0.93;0.63;0.26;0.66;4.52;880.0;;;;9399.0;10.2;522.0;817.0;18.0;8.7;1146.0;1503.0;3972.0;10.3;9.4;20.6;72.2;42.9;1.32
2007.0;13966.0;4858.0;2598.0;1783.0;1700.0;1208.0;884.0;6099.0;16312.0;4024.0;9806.0;6278.0;1243.0;-649.0;-365.0;207.0;611.0;9107.0;34.79;3076.0;811.0;2222.0;2222.0;;42.0;12183.0;155.0;34.0;865.0;18.61;12.77;-83.0;12.17;492.0;8.65;1.3;1.29;879.0;;839.0;;839.0;;1831.0;3429.0;5668.0;1765.0;966.0;2731.0;;765.0;1049.0;10213.0;;1818.0;463.0;125.0;;1744.0;2283.0;;357.0;3141.0;5782.0;;;;1854.0;;;4424.0;16084.0;228.0;16312.0;;1208.0;865.0;;;-465.0;;;;;-365.0;-632.0;9.0;;7.0;-34.0;-155.0;;-166.0;-355.0;311.0;-22.0;839.0;632.0;;1.46;10.89;0.94;0.48;0.28;0.49;4.9;879.0;;;;9572.0;12.8;593.0;828.0;28.9;8.7;1422.0;1565.0;4303.0;10.2;10.8;19.2;70.7;85.2;1.459
2008.0;13267.0;4346.0;1447.0;1378.0;828.0;628.0;884.0;6309.0;17145.0;4661.0;10512.0;5806.0;1785.0;-1678.0;334.0;431.0;741.0;8921.0;32.76;2968.0;788.0;2191.0;2191.0;;-11.0;11889.0;193.0;36.0;583.0;10.91;10.39;-551.0;6.24;200.0;4.73;0.65;0.65;879.0;;1234.0;;1234.0;;1754.0;3320.0;5897.0;2330.0;1015.0;3345.0;;907.0;686.0;10836.0;;1869.0;877.0;69.0;;1915.0;2589.0;;361.0;2901.0;5851.0;;;;1777.0;;;4029.0;16317.0;828.0;17145.0;;628.0;583.0;;;498.0;;;;;77.0;-1044.0;17.0;-633.0;;-17.0;-210.0;10.0;;-336.0;870.0;-11.0;1234.0;804.0;;1.4;10.8;0.51;0.6;0.27;0.85;4.73;879.0;;;;9490.0;10.4;417.0;449.0;24.2;4.7;1179.0;1852.0;4153.0;5.6;5.3;10.8;46.5;44.0;1.398
2009.0;12149.0;4281.0;1644.0;1365.0;921.0;792.0;874.0;10697.0;17963.0;4082.0;10575.0;6807.0;1695.0;-696.0;-150.0;863.0;1042.0;7868.0;35.24;2917.0;795.0;2122.0;2122.0;;;10784.0;193.0;13.0;710.0;13.53;11.23;-444.0;7.58;129.0;6.52;0.85;0.85;874.0;;2128.0;;2128.0;;1153.0;7417.0;5614.0;109.0;232.0;341.0;;697.0;614.0;7266.0;;1186.0;265.0;94.0;;2632.0;3773.0;;281.0;2440.0;6493.0;;;;1820.0;;;4987.0;17382.0;581.0;17963.0;;792.0;710.0;;;69.0;;;;;125.0;-653.0;56.0;-159.0;;60.0;-218.0;10.0;;-368.0;425.0;14.0;2128.0;1264.0;;1.43;9.71;0.63;0.83;0.29;0.52;5.44;874.0;;;;8485.0;11.2;496.0;553.0;14.0;6.5;4620.0;2635.0;4754.0;6.0;5.4;11.6;53.5;34.3;1.432
2010.0;9511.0;2038.0;3595.0;408.0;2440.0;2439.0;867.0;11786.0;18749.0;3398.0;9599.0;8589.0;933.0;5319.0;-5599.0;692.0;443.0;7474.0;21.42;1189.0;242.0;929.0;929.0;;19.0;8663.0;32.0;195.0;959.0;37.8;4.29;2032.0;25.66;1.0;25.64;2.75;2.74;865.0;;2680.0;;2680.0;;1164.0;7942.0;4948.0;98.0;162.0;260.0;;784.0;973.0;6964.0;;1992.0;284.0;90.0;;1122.0;3465.0;;234.0;2502.0;6201.0;;;;1700.0;;;6889.0;18189.0;561.0;18749.0;;2439.0;959.0;;;-56.0;;;;;-2410.0;-490.0;5927.0;-504.0;375.0;12.0;-230.0;;-111.0;-332.0;-4926.0;39.0;2680.0;1988.0;;1.34;8.22;2.11;0.38;0.29;0.42;7.42;865.0;;;;7109.0;4.3;717.0;1823.0;0.1;25.6;6269.0;2590.0;6420.0;17.8;14.5;28.4;86.4;100.0;1.338
2011.0;10497.0;2025.0;1204.0;726.0;458.0;384.0;868.0;9544.0;25161.0;5961.0;16549.0;7969.0;1028.0;-4765.0;3724.0;-14.0;249.0;8473.0;19.29;1055.0;202.0;854.0;854.0;;-1.0;9528.0;50.0;206.0;589.0;11.47;6.92;-268.0;4.37;25.0;3.66;0.37;0.37;864.0;;2515.0;;2515.0;;2043.0;4986.0;7317.0;3364.0;2207.0;5572.0;;1010.0;1719.0;15617.0;;2889.0;1028.0;66.0;;2044.0;4368.0;;919.0;5301.0;10588.0;;;;1645.0;;;6324.0;24518.0;643.0;25161.0;;384.0;589.0;;;392.0;;;;;-338.0;-779.0;-3865.0;-274.0;131.0;23.0;-126.0;53.0;;-344.0;4141.0;-1.0;2515.0;2529.0;;1.29;9.38;0.34;0.22;0.31;0.7;7.12;864.0;36.5;2.2;2.5;8109.0;6.9;455.0;297.0;5.4;3.7;2768.0;3374.0;6156.0;3.1;2.5;4.8;10.4;117.2;1.294
