;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (JPY/USD)
2010.0;1218640.0;;410847.0;;112614.0;72544.0;3140.0;;34486558.0;1392780.0;32204233.0;2275814.0;-1605824.0;-288518.0;2328887.0;435577.0;-1694718.0;;;;;843098.0;750940.0;92158.0;;;251782.0;220344.0;78197.0;33.71;;;9.24;39762.0;5.95;23.2;23.1;3127.0;;1446901.0;;1446901.0;814633.0;;;382198.0;;;;16460149.0;;;;34486558.0;;1392780.0;;;;7702995.0;;;;7702995.0;38514448.0;;;636108.0;1149408.0;-116771.0;607070.0;34480047.0;6511.0;34486558.0;;72544.0;78197.0;20944.0;10419.0;-1775724.0;;;;404252.0;-12203.0;-88895.0;;-71587.0;1361.0;-129397.0;-1573946.0;480501.0;-19.0;-11909.0;3434261.0;1031.0;1092092.0;656516.0;;1.07;364.2;21.68;-506.47;3.56;26.57;680.14;3127.0;0.3;0.0;56.6;1138916.0;;73081.0;67798.0;35.3;6.0;-1301664.0;7199061.0;2126929.0;0.7;1.0;3.2;83.6;27.6;1.07
2011.0;1335799.0;;505245.0;;112083.0;34448.0;3646.0;;44101305.0;1402710.0;41587367.0;2503262.0;-282555.0;-508661.0;1543532.0;720771.0;-506529.0;;;;;954307.0;843627.0;110681.0;;;415981.0;306237.0;90848.0;37.82;;;8.39;73713.0;2.58;9.5;9.45;3628.0;;2584629.0;;2584629.0;1149663.0;;;471188.0;;;;19468218.0;;;;44101305.0;;1402710.0;;;;10099466.0;;;;10099466.0;50284123.0;;;714521.0;1285233.0;-155882.0;659390.0;44090629.0;10675.0;44101305.0;;34448.0;90848.0;66344.0;22401.0;-520019.0;;;;487626.0;23424.0;-223974.0;;-344025.0;3903.0;55435.0;-1427898.0;10.0;-44925.0;-34955.0;3051300.0;-31545.0;1947487.0;1226716.0;;1.2;306.34;7.9;-116.16;8.02;51.36;574.08;3628.0;0.6;0.0;170.6;1111406.0;;75587.0;28661.0;65.8;2.6;-1167077.0;8402917.0;2082754.0;0.3;0.9;1.4;-1.5;-15.8;1.202
2012.0;1823640.0;;587808.0;;102552.0;13982.0;3680.0;;43090225.0;1431153.0;40206298.0;2543651.0;351101.0;12001.0;-1019168.0;-663688.0;130723.0;;;;;972073.0;859209.0;112864.0;;;526163.0;381324.0;121400.0;32.23;;;5.62;71102.0;0.77;3.84;3.79;3643.0;;2358284.0;;2358284.0;1108179.0;;;1262566.0;;;;18430598.0;;;;43090225.0;;1431153.0;;;;10266192.0;;;;10266192.0;49041337.0;;;;1278253.0;-175209.0;;42749949.0;340277.0;43090225.0;;13982.0;121400.0;45595.0;;119767.0;;;;109785.0;50357.0;-220378.0;;-1335.0;9211.0;224502.0;-3480163.0;12.0;-10003.0;-35086.0;2506072.0;-7622.0;1292225.0;1955912.0;;1.21;414.65;3.18;29.72;7.98;50.11;578.36;3643.0;1.2;0.1;206.7;1510761.0;;100572.0;11583.0;69.3;0.8;-1185613.0;8504840.0;2107241.0;0.3;1.1;0.5;-150.9;34.5;1.207
2013.0;1827300.0;;633500.0;;252232.0;113775.0;3780.0;19960136.0;40256928.0;1289274.0;37796487.0;2434328.0;583021.0;-170276.0;-744422.0;-281624.0;294455.0;;;;;823872.0;823872.0;;;;418041.0;282557.0;97074.0;34.67;;;13.8;140093.0;6.23;30.81;30.1;3693.0;;1753570.0;;1753570.0;1121094.0;;17085472.0;454364.0;;;122716.0;19719712.0;;;20296792.0;60553720.0;505784.0;783490.0;59791.0;;;8911206.0;;;;8911206.0;45418419.0;;;630757.0;1205851.0;-60896.0;658616.0;40230814.0;26113.0;40256928.0;;113775.0;97074.0;57248.0;23294.0;329391.0;;;-324318.0;-1466288.0;-37762.0;-288565.0;;-57884.0;3969.0;172205.0;;59.0;-7.0;-15629.0;-728845.0;50053.0;854197.0;1135822.0;;1.06;466.38;29.04;75.15;3.99;73.65;621.31;3693.0;0.2;0.0;55.5;1722243.0;;91493.0;107234.0;55.5;6.2;17597419.0;8398875.0;2294371.0;0.6;1.3;4.7;86.3;5.3;1.061
2014.0;1399841.0;;690610.0;;350259.0;206884.0;3827.0;21931310.0;42153776.0;1060275.0;39680734.0;2434750.0;443063.0;-99955.0;280298.0;663205.0;235457.0;;;;;775569.0;775569.0;;;;403277.0;266146.0;76973.0;49.33;;;25.02;140607.0;14.78;55.76;54.06;3710.0;;2120566.0;;2120566.0;1206694.0;;18604051.0;396077.0;;;111528.0;19714861.0;;;20222466.0;62376242.0;477051.0;583224.0;30637.0;;;8757658.0;;;;8757658.0;47378117.0;;;575826.0;1246591.0;19988.0;592345.0;42115484.0;38292.0;42153776.0;;206884.0;76973.0;113385.0;20429.0;57779.0;;;269586.0;1371410.0;-32387.0;-207606.0;;-104595.0;6727.0;205519.0;;661.0;-31490.0;-50316.0;361444.0;39799.0;1443013.0;779807.0;;0.97;389.56;57.57;65.53;14.0;57.78;677.57;3710.0;0.1;0.0;216.8;1445221.0;;79468.0;213591.0;40.1;14.8;21547631.0;9041563.0;2513680.0;0.9;1.5;8.5;75.7;34.5;0.969
2015.0;1226976.0;;624940.0;;288608.0;187089.0;3745.0;18561102.0;34776187.0;1153647.0;32491569.0;2253680.0;-64110.0;10268.0;-148321.0;-145140.0;-238451.0;;;;;685918.0;685918.0;;;;363520.0;271673.0;65653.0;50.93;;;23.52;100525.0;15.25;51.32;49.96;3646.0;;1744997.0;;1744997.0;1240628.0;;15575477.0;333810.0;;;102777.0;15778498.0;;;16215085.0;50991272.0;602451.0;551196.0;40476.0;;;7494794.0;;;;7494794.0;38832716.0;;;494797.0;1196797.0;119634.0;442452.0;34745249.0;30938.0;34776187.0;;187089.0;65653.0;22047.0;16117.0;-310656.0;;;196447.0;870300.0;-44360.0;-174340.0;;-295.0;97161.0;87742.0;;322.0;-86598.0;-46040.0;-16004.0;57023.0;1094814.0;1239954.0;;0.83;404.39;61.66;-78.59;15.17;57.46;742.77;3646.0;0.1;0.0;244.7;1474199.0;;78882.0;224785.0;34.8;15.2;20914881.0;9004919.0;2707774.0;1.1;1.6;8.3;75.4;-55.5;0.832
2016.0;1129613.0;;498240.0;;146693.0;116843.0;3704.0;20144112.0;36496286.0;1200045.0;34059940.0;2398352.0;1099922.0;-21060.0;876109.0;1919270.0;811504.0;;;;;710554.0;710554.0;;;;390852.0;290810.0;70518.0;44.11;;;12.99;20070.0;10.34;32.45;31.55;3601.0;;3462952.0;;3462952.0;1214571.0;;15466589.0;315761.0;;;98175.0;15938238.0;;;16352174.0;52848460.0;611256.0;588790.0;29264.0;;;7643700.0;;;;7643700.0;40503595.0;;;528029.0;1347024.0;39951.0;483349.0;36458293.0;37994.0;36496286.0;;116843.0;70518.0;-52279.0;15002.0;940996.0;;;-37161.0;-1651253.0;8842.0;-288418.0;;;51261.0;216097.0;;507.0;-17766.0;-73528.0;966895.0;-35701.0;3087615.0;1168345.0;;0.89;353.21;36.53;253.74;22.99;90.18;749.92;3601.0;0.1;0.0;495.5;1271800.0;;79394.0;131550.0;13.7;10.3;21328605.0;8605832.0;2700239.0;1.0;1.2;4.9;37.1;11.2;0.888
2017.0;1174691.0;;631096.0;;289741.0;215080.0;3650.0;22994471.0;38464025.0;1390130.0;35911438.0;2504229.0;1171390.0;-105963.0;-1912466.0;-843224.0;890549.0;;;;;634402.0;634402.0;;;;395874.0;280338.0;63665.0;53.72;;;24.67;72014.0;18.31;60.4;58.93;3561.0;;2667746.0;;2667746.0;1099696.0;;19227029.0;313887.0;;;94087.0;15061580.0;;;15469554.0;53933580.0;902689.0;487441.0;21734.0;;;6762049.0;;;;6762049.0;41283357.0;;;533617.0;1492919.0;30206.0;447487.0;38415667.0;48358.0;38464025.0;;215080.0;63665.0;20221.0;8042.0;886354.0;;;477089.0;1655295.0;-21972.0;-280841.0;;-581.0;80871.0;94588.0;;360.0;-55057.0;-38447.0;-1819322.0;3814.0;2277068.0;3120292.0;;0.9;367.53;67.29;278.63;12.03;87.87;783.51;3561.0;0.1;0.0;199.8;1308702.0;;70928.0;239617.0;24.9;18.3;24069007.0;7533477.0;2789916.0;1.2;1.5;8.6;82.1;10.5;0.898
2018.0;1314393.0;;818474.0;;308731.0;206358.0;3544.0;22513686.0;38188322.0;1806590.0;35554248.0;2586560.0;-419311.0;-52847.0;351076.0;-171415.0;-687590.0;;;;;707655.0;707655.0;;;;551003.0;447058.0;67342.0;62.27;;;23.49;97717.0;15.7;59.39;58.22;3475.0;;2783870.0;;2783870.0;1560528.0;;18169287.0;318916.0;;;93567.0;15262153.0;;;15674637.0;53862959.0;1107108.0;699482.0;32157.0;;;7334597.0;;;;7334597.0;41082255.0;;;559299.0;1596434.0;-55842.0;486669.0;38140808.0;47514.0;38188322.0;;206358.0;67342.0;56692.0;9079.0;-681452.0;;;125089.0;-286663.0;-77329.0;-268279.0;;-57.0;76737.0;138753.0;;719.0;-102638.0;-66043.0;519038.0;-50334.0;2215244.0;2386659.0;;0.94;402.09;63.13;-210.34;20.2;82.07;791.26;3475.0;0.1;0.0;388.5;1397101.0;;71579.0;219343.0;31.7;15.7;22010093.0;7796128.0;2749320.0;1.4;2.0;8.0;68.0;-24.4;0.941
2019.0;932788.0;;661022.0;;-34006.0;-90599.0;3360.0;22553743.0;36954434.0;1867899.0;34536359.0;2373217.0;-325771.0;-101478.0;686594.0;299702.0;-613590.0;;;;;632162.0;632162.0;;;;700822.0;647950.0;52247.0;70.87;;;-3.65;51423.0;-9.71;-26.97;-26.99;3360.0;;2942206.0;;2942206.0;1210474.0;;18401063.0;315127.0;428.0;17425.0;17852.0;14067711.0;;;14400691.0;51355125.0;1108633.0;759266.0;10732.0;;;7517335.0;;;;7517335.0;40185795.0;;;536233.0;1341116.0;-26203.0;522071.0;36909576.0;44858.0;36954434.0;;-90599.0;52247.0;19452.0;19676.0;-401609.0;;;-57442.0;708556.0;75062.0;-287819.0;;;27034.0;159308.0;;282.0;-46646.0;-42822.0;775780.0;40356.0;2423793.0;2124091.0;;0.9;307.82;-29.9;-202.48;14.13;94.98;783.16;3360.0;-0.1;-0.0;352.4;1034133.0;;57924.0;-100442.0;-151.2;-9.7;22933309.0;8334074.0;2631061.0;4.4;1.6;-3.8;147.3;;0.902
2020.0;1098632.0;;905647.0;;230808.0;201743.0;3277.0;23769042.0;40906628.0;2746489.0;38367372.0;2466928.0;-14822.0;201128.0;308718.0;469664.0;-207033.0;;;;;633704.0;633704.0;;;;738621.0;617928.0;59113.0;82.43;;;21.01;26863.0;18.36;63.0;61.55;3202.0;;3602539.0;;3602539.0;2112762.0;;18053741.0;409544.0;439.0;16094.0;16533.0;16711509.0;;;17137586.0;58044214.0;1364273.0;1382216.0;15212.0;;;7896292.0;;;;7896292.0;43517174.0;;;552700.0;1529776.0;-24270.0;408722.0;40834300.0;72328.0;40906628.0;;201743.0;59113.0;-22230.0;11802.0;-190832.0;;;732610.0;-2292277.0;-74418.0;-192211.0;;;10193.0;383145.0;;265.0;-139463.0;-54309.0;502226.0;-25359.0;2967891.0;2498227.0;;0.93;369.01;67.76;-69.54;18.24;64.56;828.59;3202.0;0.1;0.0;391.4;1181706.0;;63583.0;216998.0;11.6;18.4;22612190.0;8493376.0;2653467.0;2.0;2.1;8.2;73.1;-93.5;0.93
2021.0;1165290.0;;453897.0;;208319.0;138279.0;3147.0;22664889.0;38396633.0;2549319.0;35907282.0;2433799.0;601257.0;-125554.0;-243771.0;286916.0;492998.0;;;;;632406.0;632406.0;;;;321924.0;194494.0;57659.0;38.95;;;17.88;63464.0;11.87;45.25;43.92;3056.0;;3761172.0;;3761172.0;1131367.0;;17772351.0;419444.0;11871.0;14355.0;26226.0;15286074.0;;;15731744.0;54128377.0;1313789.0;1235529.0;54434.0;;;7556714.0;;;;7556714.0;40914677.0;;;536887.0;1385096.0;-34448.0;546264.0;38341081.0;55552.0;38396633.0;;138279.0;57659.0;-19067.0;25513.0;436922.0;;;-30700.0;2098466.0;-38049.0;-108259.0;;-8292.0;40559.0;-49562.0;-1868238.0;194.0;-10.0;-68959.0;1693242.0;54984.0;3169891.0;2882975.0;;0.9;422.29;50.11;178.66;24.99;39.23;881.99;3056.0;0.1;0.0;485.2;1290322.0;;63846.0;153116.0;30.5;11.9;22273913.0;8367527.0;2694938.0;0.8;1.0;5.7;50.1;14.0;0.903
2022.0;1034136.0;;421250.0;;186193.0;117486.0;29.0;;35667427.0;2114061.0;33224972.0;2394639.0;-1124532.0;-37219.0;879699.0;-159064.0;-1216002.0;;;;;599329.0;599329.0;;;;233517.0;189058.0;48905.0;40.73;;;18.0;65802.0;11.36;4000.11;4000.11;29.0;;2988153.0;;2988153.0;1221983.0;;;344289.0;;;;13374719.0;;;;35667427.0;1251265.0;862796.0;;;;7932217.0;;;;7932217.0;39043129.0;;;488435.0;1320301.0;105143.0;480761.0;35619612.0;47815.0;35667427.0;;117486.0;48905.0;;;-1221255.0;;;;656537.0;-69668.0;-91470.0;;-41955.0;2056.0;94150.0;-2584437.0;9.0;-32576.0;-58099.0;3554803.0;122988.0;2724761.0;2883825.0;;0.82;42855.31;4868.68;-50391.93;2407.65;3790.56;99235.48;29.0;0.0;0.0;56517.5;1258686.0;;59524.0;142996.0;35.3;11.4;-2573102.0;9654597.0;2914605.0;0.7;1.0;4.9;50.5;-7.5;0.822
