;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
1993.0;231.0;120.0;101.0;58.0;57.0;55.0;313.0;187.0;1023.0;37.0;138.0;886.0;96.0;-48.0;-87.0;-39.0;46.0;111.0;52.03;62.0;;;;;62.0;173.0;;;44.0;43.75;25.25;-1.0;24.79;2.0;23.87;0.18;0.18;313.0;;;;;64.0;112.0;11.0;753.0;;;;;;83.0;836.0;;27.0;;;;10.0;57.0;;;44.0;101.0;;;;;150.0;-381.0;1116.0;1023.0;;1023.0;;55.0;44.0;;;;;;;;-3.0;-51.0;;;;2.0;;1.0;;-20.0;-68.0;;-5.0;34.0;;0.76;;;;;;;;;;;;;;;;;;;;;;;;;
1994.0;249.0;124.0;101.0;61.0;60.0;58.0;312.0;165.0;1022.0;46.0;148.0;874.0;126.0;-76.0;-30.0;20.0;50.0;125.0;49.67;63.0;;;;;63.0;188.0;;;41.0;40.75;24.33;-0.0;24.22;2.0;23.32;0.19;0.19;312.0;;15.0;;15.0;29.0;109.0;12.0;714.0;;;;;;143.0;857.0;;34.0;;;;12.0;44.0;;;58.0;102.0;;;;;181.0;-418.0;1111.0;1022.0;;1022.0;;58.0;41.0;;;;;;;;27.0;-76.0;;;;0.0;;1.0;;-19.0;-13.0;;15.0;-5.0;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;
1995.0;290.0;150.0;127.0;73.0;77.0;75.0;314.0;253.0;1222.0;71.0;268.0;954.0;98.0;-185.0;83.0;-4.0;-31.0;139.0;51.88;77.0;;;;;77.0;217.0;;;49.0;43.79;25.15;5.0;26.71;3.0;25.83;0.24;0.24;314.0;;11.0;23.0;34.0;44.0;161.0;14.0;818.0;;;;;;151.0;969.0;;50.0;;;;21.0;144.0;;;53.0;197.0;;;;;241.0;-471.0;1183.0;1222.0;;1222.0;;75.0;49.0;;;-25.0;;-19.0;;;-2.0;-128.0;;;;-57.0;;4.0;;-19.0;98.0;;11.0;15.0;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
1996.0;431.0;213.0;173.0;104.0;104.0;100.0;318.0;259.0;1297.0;61.0;262.0;1036.0;128.0;-118.0;-10.0;;6.0;218.0;49.53;110.0;;;;;110.0;328.0;;;69.0;40.24;24.01;1.0;24.17;4.0;23.27;0.32;0.32;318.0;;11.0;;11.0;64.0;166.0;18.0;877.0;;;;;;161.0;1038.0;;46.0;;;;16.0;146.0;;;55.0;201.0;;;;;321.0;-518.0;1233.0;1297.0;-0.0;1297.0;;100.0;69.0;;;-42.0;;-1.0;;;0.0;-123.0;;;;4.0;;5.0;;-19.0;4.0;;11.0;11.0;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;450.0;229.0;189.0;100.0;103.0;57.0;326.0;390.0;1588.0;199.0;405.0;1184.0;113.0;-227.0;180.0;67.0;-84.0;221.0;50.83;129.0;;;;;129.0;350.0;;;86.0;41.97;22.24;3.0;22.88;46.0;12.75;0.18;0.18;326.0;;77.0;;77.0;78.0;209.0;26.0;939.0;;;;;;259.0;1198.0;;66.0;;;;134.0;90.0;;40.0;75.0;205.0;;;;;346.0;-600.0;1437.0;1588.0;;1588.0;;57.0;86.0;41.0;;-80.0;;-80.0;;-0.0;9.0;-197.0;;;;-30.0;;139.0;;-19.0;61.0;;77.0;10.0;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;470.0;208.0;143.0;67.0;61.0;30.0;344.0;364.0;1920.0;130.0;676.0;1244.0;154.0;-453.0;252.0;-48.0;-308.0;262.0;44.28;130.0;;;;;130.0;392.0;;;83.0;30.55;14.3;-6.0;12.92;31.0;6.34;-0.05;-0.05;344.0;;24.0;;24.0;81.0;225.0;34.0;1300.0;;;;;;257.0;1556.0;;76.0;;;;54.0;353.0;;112.0;82.0;546.0;1093.0;;;;333.0;-627.0;1538.0;1920.0;-0.0;1920.0;;30.0;83.0;25.0;;28.0;;34.0;;-0.0;-12.0;-462.0;;;;8.0;;117.0;;-19.0;153.0;;24.0;72.0;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;513.0;216.0;148.0;48.0;53.0;55.0;388.0;407.0;2050.0;125.0;720.0;1329.0;172.0;25.0;-192.0;6.0;26.0;297.0;42.17;137.0;;;;;137.0;433.0;;;95.0;28.88;9.4;5.0;10.42;-2.0;10.79;-0.1;-0.1;388.0;;31.0;;31.0;96.0;247.0;33.0;1477.0;;;;;;166.0;1643.0;;73.0;;;;52.0;228.0;;285.0;82.0;595.0;;;;;382.0;-697.0;1645.0;2050.0;;2050.0;;55.0;95.0;-8.0;;15.0;;33.0;;15.0;16.0;-146.0;;;;172.0;;2.0;-9.0;-20.0;-165.0;;31.0;25.0;;0.69;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;460.0;184.0;49.0;-34.0;-29.0;-52.0;330.0;381.0;1869.0;106.0;682.0;1188.0;150.0;-57.0;-101.0;-8.0;86.0;276.0;39.93;119.0;;;;;119.0;395.0;;;78.0;10.62;-7.46;5.0;-6.36;23.0;-11.37;0.12;0.12;330.0;;22.0;;22.0;97.0;232.0;31.0;1364.0;;;;;;124.0;1488.0;;68.0;;;;38.0;180.0;;297.0;98.0;576.0;1151.0;;;;292.0;-661.0;1558.0;1869.0;;1869.0;;-52.0;78.0;;;22.0;;13.0;;;102.0;-63.0;;;;7.0;;1.0;-31.0;-19.0;-52.0;;22.0;30.0;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;440.0;175.0;149.0;58.0;68.0;41.0;332.0;452.0;1851.0;105.0;706.0;1145.0;73.0;-82.0;9.0;0.0;36.0;265.0;39.78;117.0;;;;;117.0;382.0;;;81.0;33.81;13.19;9.0;15.35;27.0;9.31;0.11;0.11;332.0;;21.0;;21.0;161.0;223.0;47.0;1253.0;;;;;;147.0;1400.0;;68.0;;;;37.0;206.0;;302.0;94.0;602.0;;;;;292.0;-694.0;1547.0;1851.0;;1851.0;;41.0;81.0;21.0;;-44.0;;5.0;;;-26.0;-37.0;;-60.0;14.0;0.0;;3.0;;-28.0;34.0;;21.0;21.0;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;476.0;167.0;138.0;53.0;66.0;35.0;333.0;413.0;1873.0;109.0;685.0;1176.0;159.0;-47.0;-97.0;15.0;102.0;309.0;35.03;113.0;;;;;113.0;422.0;;;72.0;29.01;11.22;13.0;13.94;31.0;7.41;0.09;0.09;333.0;;37.0;;37.0;118.0;216.0;42.0;1296.0;;;;;;164.0;1459.0;;84.0;4.0;;;21.0;139.0;;333.0;105.0;576.0;;4.0;123.0;;308.0;313.0;;1861.0;11.0;1873.0;;35.0;72.0;25.0;;36.0;;7.0;;;-8.0;-57.0;;-27.0;37.0;0.0;;7.0;;-29.0;-75.0;;37.0;21.0;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
