;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (BRL/USD)
2010.0;9493.0;4195.0;3432.0;;2064.0;1445.0;518.0;3101.0;12030.0;3446.0;5000.0;7029.0;2731.0;-999.0;-2165.0;-434.0;1449.0;5298.0;44.19;2192.0;;2192.0;655.0;1537.0;;7489.0;20.0;214.0;1153.0;36.15;;61.0;21.74;619.0;15.22;2.79;2.79;518.0;;938.0;;938.0;1989.0;47.0;128.0;6146.0;642.0;401.0;1043.0;61.0;303.0;1376.0;8928.0;;1675.0;253.0;586.0;;1518.0;847.0;;23.0;684.0;1554.0;;;;3962.0;;2047.0;1021.0;12030.0;;12030.0;;1445.0;1153.0;;3.0;18.0;53.0;;57.0;-248.0;112.0;-1281.0;;;108.0;174.0;-1050.0;;;-1157.0;41.0;;938.0;1372.0;;0.6;30.39;4.63;4.64;3.7;4.1;22.5;518.0;4.8;0.2;16.6;15756.0;;1913.0;2399.0;30.0;15.2;-572.0;1405.0;11667.0;18.6;18.9;20.6;20.0;79.8;0.603
2011.0;15630.0;7727.0;5753.0;;3036.0;2337.0;928.0;6337.0;35142.0;6836.0;11891.0;23249.0;4369.0;-1089.0;-2538.0;742.0;1871.0;7903.0;49.44;4858.0;;4048.0;3466.0;583.0;810.0;12761.0;71.0;260.0;2461.0;36.81;;167.0;19.42;695.0;14.95;2.36;2.36;928.0;;1578.0;;1578.0;4199.0;253.0;307.0;9205.0;5487.0;10640.0;16127.0;73.0;767.0;2633.0;28805.0;;3263.0;782.0;908.0;408.0;2383.0;2547.0;84.0;423.0;2000.0;5054.0;;;;20282.0;;1934.0;1032.0;35139.0;3.0;35142.0;;2337.0;2461.0;;-1.0;-509.0;-501.0;-30.0;;-137.0;80.0;-2497.0;1081.0;;;328.0;-765.0;;-33.0;-2891.0;1152.0;;1578.0;835.0;;0.54;31.39;4.69;3.76;5.81;5.01;46.69;928.0;5.8;0.4;21.5;29129.0;;4586.0;4355.0;22.9;15.0;-930.0;4747.0;43326.0;9.0;9.4;10.1;-23.7;156.2;0.537
2012.0;16555.0;8473.0;6395.0;;3377.0;2173.0;1151.0;7939.0;34277.0;6605.0;12477.0;21800.0;4749.0;-1658.0;-1015.0;2076.0;2529.0;8082.0;51.18;5365.0;;4183.0;1540.0;2643.0;1182.0;13446.0;91.0;337.0;2680.0;38.63;;268.0;20.4;1205.0;13.13;1.89;1.89;1151.0;;3511.0;;3511.0;3944.0;189.0;295.0;8592.0;4989.0;9653.0;14642.0;12.0;502.0;2590.0;26338.0;;2873.0;962.0;869.0;358.0;2411.0;2941.0;148.0;594.0;2190.0;5872.0;;16.0;;18442.0;;3393.0;-34.0;34277.0;;34277.0;;2173.0;2680.0;251.0;;-688.0;-522.0;41.0;-299.0;7.0;332.0;-2220.0;;;5.0;-1662.0;-624.0;;-16.0;-1705.0;1330.0;;3511.0;1435.0;;0.49;29.48;3.87;4.5;3.04;3.95;38.82;1151.0;6.5;0.4;12.0;33931.0;;5493.0;4454.0;35.7;13.1;2734.0;6028.0;44681.0;8.6;10.8;10.0;21.5;68.0;0.488
2013.0;14698.0;7272.0;4712.0;2064.0;1974.0;1573.0;1151.0;6746.0;29437.0;5828.0;11280.0;18157.0;4054.0;-2347.0;-1957.0;-250.0;1583.0;7426.0;49.48;5237.0;;4125.0;1350.0;2775.0;1112.0;12662.0;82.0;349.0;2389.0;32.06;14.05;-91.0;13.43;401.0;10.7;1.37;1.37;1151.0;;2770.0;;2770.0;3385.0;214.0;377.0;7806.0;4328.0;8160.0;12489.0;37.0;89.0;2270.0;22691.0;;2927.0;645.0;557.0;346.0;1910.0;3060.0;107.0;306.0;1978.0;5451.0;;;;16000.0;;2187.0;-30.0;29437.0;;29437.0;;1573.0;2389.0;280.0;;-861.0;-491.0;-47.0;-208.0;-23.0;673.0;-2471.0;;;;-2347.0;-989.0;;-0.0;-1920.0;952.0;;2770.0;3020.0;;0.42;30.16;3.23;3.25;3.94;5.07;37.26;1151.0;7.2;0.4;17.0;34722.0;14.0;5643.0;3716.0;20.3;10.7;2168.0;7230.0;42894.0;7.8;7.9;8.7;-22.1;121.3;0.423
2014.0;13167.0;6688.0;4087.0;1922.0;1788.0;1857.0;1151.0;5838.0;27487.0;6023.0;10577.0;16910.0;3530.0;-2862.0;-1365.0;-696.0;696.0;6479.0;50.79;4429.0;;3801.0;1225.0;2576.0;628.0;10908.0;45.0;306.0;1992.0;31.04;14.6;-134.0;13.58;-69.0;14.1;1.61;1.61;1151.0;;1765.0;;1765.0;3358.0;181.0;534.0;7695.0;3847.0;7924.0;11770.0;30.0;54.0;2100.0;21650.0;;2875.0;852.0;482.0;270.0;2027.0;2082.0;182.0;;2290.0;4554.0;;;;14220.0;;2717.0;-27.0;27487.0;;27487.0;;1857.0;1992.0;205.0;;-411.0;-700.0;21.0;203.0;91.0;-114.0;-2835.0;;;;-2862.0;-588.0;;-0.0;-920.0;144.0;;1765.0;2462.0;;0.38;30.41;4.29;1.61;2.13;6.55;39.05;1151.0;4.6;0.3;10.7;35000.0;14.6;5296.0;4937.0;-3.8;14.1;-494.0;5535.0;44950.0;10.1;7.6;11.0;50.4;132.3;0.376
2015.0;10168.0;5033.0;3116.0;1322.0;1109.0;863.0;1689.0;4520.0;25665.0;4539.0;8359.0;17306.0;2498.0;-3692.0;1356.0;163.0;784.0;5135.0;49.5;3399.0;;2852.0;961.0;1891.0;547.0;8534.0;22.0;287.0;1720.0;30.65;13.01;-214.0;10.91;246.0;8.49;0.5;0.5;1689.0;;1347.0;;1347.0;2728.0;152.0;293.0;7692.0;5821.0;5690.0;11511.0;26.0;180.0;1736.0;21145.0;;2113.0;591.0;433.0;142.0;1691.0;1988.0;91.0;;1741.0;3820.0;;75.0;;16045.0;;1280.0;-19.0;25665.0;;25665.0;;863.0;1720.0;251.0;;-1109.0;-465.0;-21.0;26.0;-265.0;773.0;-1715.0;-2153.0;;;-1539.0;-2199.0;4065.0;-22.0;-928.0;440.0;;1347.0;1184.0;;0.25;23.86;2.03;1.84;2.18;4.02;40.6;1689.0;6.7;0.3;16.1;40287.0;13.0;6815.0;3420.0;22.2;8.5;-72.0;7878.0;68567.0;5.1;5.4;5.0;-7.6;-397.5;0.252
2016.0;13054.0;6660.0;4339.0;1956.0;1577.0;1255.0;1689.0;5650.0;31345.0;6277.0;10080.0;21265.0;3513.0;-2117.0;-1467.0;-71.0;1219.0;6395.0;51.01;4432.0;;3676.0;1399.0;2277.0;757.0;10827.0;253.0;411.0;2351.0;33.24;14.98;-379.0;12.08;322.0;9.61;0.74;0.74;1689.0;;1568.0;;1568.0;3602.0;126.0;355.0;9804.0;7082.0;6578.0;13661.0;26.0;8.0;2194.0;25694.0;;2337.0;1432.0;544.0;132.0;2375.0;1401.0;157.0;;2245.0;3803.0;;115.0;;19523.0;;1742.0;;31345.0;;31345.0;;1255.0;2351.0;303.0;;-1047.0;-534.0;71.0;-133.0;-261.0;652.0;-2294.0;;;;-2117.0;-667.0;;-0.0;-911.0;110.0;;1568.0;1639.0;;0.31;25.17;2.42;2.35;1.76;4.42;41.0;1689.0;5.1;0.2;14.1;42508.0;15.0;7654.0;4085.0;20.4;9.6;-2040.0;4561.0;69244.0;6.3;6.3;5.9;27.4;74.7;0.307
2017.0;13044.0;6924.0;4424.0;2002.0;1730.0;1391.0;1689.0;5051.0;30607.0;5393.0;9637.0;20970.0;3816.0;-2547.0;-1587.0;-318.0;1290.0;6120.0;53.08;4507.0;;3663.0;1355.0;2308.0;844.0;10628.0;235.0;323.0;2371.0;33.92;15.35;-272.0;13.26;339.0;10.67;0.77;0.77;1689.0;;1223.0;;1223.0;3367.0;105.0;356.0;10030.0;6963.0;6119.0;13082.0;30.0;112.0;2302.0;25556.0;;2248.0;916.0;523.0;112.0;2116.0;1639.0;106.0;214.0;2286.0;4244.0;;116.0;;19192.0;;1778.0;;30607.0;;30607.0;;1391.0;2371.0;302.0;;-969.0;-385.0;32.0;37.0;-13.0;722.0;-2526.0;-62.0;;10.0;-2495.0;-1354.0;;-0.0;-1108.0;874.0;;1223.0;1541.0;;0.3;25.59;2.73;2.53;2.17;4.96;41.13;1689.0;5.4;0.2;14.6;43207.0;15.3;7854.0;4609.0;19.6;10.7;-1131.0;5428.0;69461.0;6.5;6.7;6.6;20.4;85.8;0.302
2018.0;11196.0;5780.0;5240.0;2436.0;2905.0;2300.0;1689.0;4730.0;26420.0;4421.0;7974.0;18446.0;3076.0;-1462.0;-1786.0;-172.0;882.0;5416.0;51.62;2978.0;;3078.0;1225.0;1853.0;-100.0;8395.0;94.0;179.0;2156.0;46.81;21.76;469.0;25.95;605.0;20.54;1.36;1.36;1689.0;;871.0;;871.0;3414.0;119.0;326.0;8788.0;5941.0;4935.0;10876.0;26.0;59.0;1940.0;21689.0;;1969.0;377.0;466.0;135.0;1939.0;1204.0;65.0;511.0;1774.0;3553.0;;101.0;;16376.0;;2070.0;;26420.0;;26420.0;;2300.0;2156.0;283.0;;-2666.0;-413.0;-18.0;272.0;-1000.0;1004.0;-2194.0;;;0.0;-1462.0;-745.0;;;-1066.0;25.0;;871.0;1043.0;;0.26;25.74;5.29;2.03;2.45;5.04;42.4;1689.0;2.4;0.1;19.1;43463.0;21.8;8369.0;8928.0;20.8;20.5;1202.0;4675.0;71607.0;11.1;11.7;12.5;53.7;120.8;0.258
2019.0;11014.0;5501.0;4551.0;1795.0;1591.0;1244.0;1689.0;4639.0;26942.0;4412.0;9413.0;17529.0;4409.0;-1972.0;-2434.0;3.0;2210.0;5513.0;49.94;3808.0;;3576.0;416.0;3160.0;231.0;9321.0;112.0;243.0;2717.0;41.32;16.3;-204.0;14.44;347.0;11.3;0.74;0.74;1689.0;;844.0;;844.0;3311.0;144.0;340.0;10660.0;5737.0;4532.0;10269.0;26.0;43.0;1306.0;22304.0;;1710.0;1027.0;285.0;126.0;1549.0;2413.0;53.0;783.0;1753.0;5001.0;;2287.0;;15817.0;;1713.0;;26942.0;;26942.0;;1244.0;2717.0;156.0;;-427.0;-517.0;-4.0;71.0;-433.0;720.0;-2199.0;-18.0;;;-1955.0;-920.0;;;-1537.0;23.0;;844.0;841.0;;0.25;26.21;2.96;5.26;3.66;5.23;41.72;1689.0;4.3;0.2;28.4;44268.0;16.3;10920.0;5001.0;21.8;11.3;913.0;9698.0;70456.0;6.4;6.8;7.1;-23.5;69.5;0.249
2020.0;8302.0;3933.0;3688.0;1267.0;1157.0;918.0;1689.0;3669.0;20932.0;3441.0;7542.0;13390.0;3723.0;-1234.0;-2034.0;456.0;2128.0;4368.0;47.38;2667.0;;2771.0;486.0;2285.0;-105.0;7035.0;260.0;371.0;2161.0;44.43;15.26;-110.0;13.93;238.0;11.06;0.56;0.56;1689.0;;1109.0;;1109.0;2159.0;122.0;279.0;8538.0;4433.0;3379.0;7812.0;28.0;27.0;858.0;17263.0;;1273.0;709.0;310.0;98.0;1362.0;1840.0;46.0;850.0;1366.0;4102.0;;2083.0;;12237.0;;1152.0;;20932.0;;20932.0;;918.0;2161.0;130.0;;-27.0;-220.0;12.0;55.0;-182.0;541.0;-1596.0;-1.0;;22.0;-1255.0;-1020.0;;-4.0;-1012.0;3.0;;1109.0;653.0;;0.19;25.54;2.83;6.55;3.11;4.91;41.19;1689.0;3.5;0.1;31.9;43126.0;15.3;11227.0;4771.0;20.6;11.1;1186.0;9557.0;69557.0;6.9;7.3;6.9;-10.2;47.8;0.193
2021.0;7904.0;6469.0;3396.0;1272.0;1070.0;1118.0;1689.0;3780.0;20762.0;4031.0;8196.0;12566.0;3244.0;-1459.0;-1662.0;123.0;1575.0;1435.0;81.84;5218.0;;3145.0;3145.0;;2073.0;6653.0;;166.0;2161.0;42.97;16.09;-202.0;13.53;-48.0;14.15;0.66;0.66;1689.0;;1158.0;;1158.0;1454.0;115.0;1054.0;7971.0;;;7917.0;;;1093.0;16981.0;33963.0;1440.0;1240.0;267.0;;1352.0;1800.0;;749.0;1616.0;4164.0;;;;;;;;20762.0;;20762.0;;1118.0;2161.0;191.0;;-410.0;-252.0;-8.0;188.0;134.0;184.0;-1669.0;;;44.0;166.0;-700.0;;-89.0;-880.0;7.0;;1158.0;1034.0;;0.18;26.08;3.69;5.2;2.9;5.5;41.46;1689.0;2.3;0.1;34.8;44033.0;16.1;12038.0;6229.0;-4.5;14.1;-1399.0;10027.0;70006.0;7.7;6.0;8.9;21.3;61.5;0.179
