;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (BRL/USD)
1998.0;3741.0;2709.0;1871.0;;615.0;455.0;335.0;1963.0;14056.0;2089.0;3057.0;7598.0;1770.0;-2159.0;421.0;31.0;-377.0;1032.0;72.42;2017.0;;;;;2017.0;3049.0;;;1256.0;50.01;;-77.0;16.44;160.0;12.17;1.36;1.36;335.0;;746.0;;746.0;658.0;;560.0;11567.0;;;;;;525.0;12093.0;;749.0;375.0;;;966.0;407.0;;411.0;150.0;968.0;;;;2694.0;2055.0;-12087.0;14936.0;10655.0;3401.0;14056.0;;455.0;1256.0;-382.0;;146.0;;;;;294.0;-2147.0;;-2.0;;-11.0;;;;-94.0;515.0;;746.0;714.0;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;3094.0;2208.0;1407.0;;89.0;271.0;489.0;1189.0;11968.0;1702.0;2976.0;8992.0;1488.0;-1662.0;-384.0;-558.0;-96.0;886.0;71.36;1918.0;;;;;1918.0;2804.0;;;1318.0;45.49;;-201.0;2.88;-181.0;8.75;0.56;0.56;489.0;;4.0;33.0;38.0;679.0;;471.0;9469.0;;;;;;1311.0;10779.0;;786.0;215.0;;;701.0;379.0;;673.0;222.0;1274.0;;;;3772.0;3041.0;-10729.0;12908.0;11968.0;;11968.0;;271.0;1318.0;-92.0;;-148.0;;;;;140.0;-1584.0;;-93.0;;14.0;;;;-284.0;-99.0;;38.0;596.0;;0.55;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;3854.0;2752.0;2015.0;;503.0;476.0;490.0;1466.0;12616.0;2357.0;3635.0;8982.0;1355.0;-1917.0;68.0;-494.0;-808.0;1102.0;71.41;2203.0;;;;;2203.0;3304.0;;;1512.0;52.28;;-47.0;13.04;26.0;12.36;1.09;1.09;490.0;;50.0;;50.0;830.0;;587.0;10414.0;;;;;;736.0;11150.0;;864.0;612.0;;;881.0;361.0;;800.0;116.0;1277.0;;;;3925.0;2880.0;-12255.0;14432.0;12616.0;-0.0;12616.0;;476.0;1512.0;;;-679.0;;;;;45.0;-2163.0;;-143.0;88.0;301.0;;0.0;;-294.0;362.0;;-456.0;39.0;;0.51;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;3915.0;1424.0;1814.0;;375.0;403.0;494.0;1586.0;11449.0;2705.0;4052.0;7397.0;1631.0;-1958.0;375.0;47.0;-307.0;2491.0;36.38;847.0;;;;;847.0;3338.0;;;1438.0;46.33;;-202.0;9.59;-27.0;10.29;0.82;0.82;494.0;;89.0;;89.0;771.0;;726.0;9138.0;;;;;417.0;309.0;9863.0;;548.0;1141.0;;;1017.0;592.0;;;755.0;1347.0;;;;3218.0;2308.0;-11361.0;13233.0;11449.0;;11449.0;;403.0;1438.0;;;-492.0;;;;-162.0;282.0;-1938.0;;;0.0;-21.0;;;;-350.0;725.0;;89.0;42.0;;0.43;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;2850.0;974.0;1173.0;;109.0;129.0;494.0;1329.0;7078.0;1487.0;2485.0;4594.0;1292.0;-456.0;-756.0;80.0;849.0;1876.0;34.18;639.0;;;;;639.0;2515.0;;;1064.0;41.17;;-226.0;3.82;-20.0;4.53;0.26;0.26;494.0;;139.0;;139.0;560.0;;630.0;5337.0;;;;;197.0;215.0;5749.0;;304.0;698.0;;;485.0;597.0;;;400.0;998.0;;;;2196.0;1258.0;155.0;985.0;7078.0;-0.0;7078.0;;129.0;1064.0;;;-486.0;;;;;584.0;-443.0;;-4.0;6.0;-15.0;;;;-421.0;-335.0;;139.0;58.0;;0.28;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;4066.0;2654.0;1626.0;;643.0;547.0;494.0;1419.0;6930.0;2052.0;2705.0;4226.0;1714.0;-440.0;-1369.0;-95.0;1259.0;1411.0;65.28;1127.0;;;;;1127.0;2539.0;;;983.0;39.99;;-884.0;15.82;96.0;13.45;1.11;1.11;494.0;;14.0;60.0;74.0;837.0;;508.0;5075.0;;;;;152.0;284.0;5511.0;;444.0;683.0;;;925.0;343.0;;;310.0;653.0;1306.0;;;2059.0;1032.0;190.0;945.0;6930.0;-0.0;6930.0;;547.0;983.0;;;311.0;;;;;-126.0;-455.0;;;0.0;15.0;;;;-1081.0;-288.0;;74.0;169.0;;0.35;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;5012.0;3129.0;2137.0;;1094.0;821.0;494.0;1567.0;7062.0;1568.0;2769.0;4293.0;2111.0;-533.0;-1570.0;9.0;1607.0;1883.0;62.43;1110.0;;;;;1110.0;2993.0;;;1043.0;42.63;;-925.0;21.83;273.0;16.39;1.66;1.66;0.0;;90.0;;90.0;1015.0;;462.0;5035.0;;33.0;33.0;;133.0;293.0;5495.0;;450.0;200.0;;;919.0;838.0;;;363.0;1201.0;;;;2251.0;759.0;251.0;1031.0;7062.0;0.0;7062.0;;821.0;1043.0;;;136.0;;;;;111.0;-504.0;;;;-29.0;;;;-1378.0;-192.0;;90.0;81.0;;0.38;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;6157.0;2856.0;2841.0;;1460.0;1087.0;494.0;2187.0;8062.0;2323.0;8061.0;1.0;2368.0;-712.0;-1560.0;96.0;1652.0;3300.0;46.39;1261.0;;829.0;342.0;488.0;432.0;4562.0;77.0;219.0;1162.0;46.15;;-135.0;23.71;373.0;17.66;2.21;2.21;493.0;;198.0;;198.0;1884.0;;104.0;5286.0;;;;108.0;;481.0;5875.0;;718.0;106.0;767.0;;1500.0;920.0;;;4818.0;5738.0;;;;;376.0;1431.0;;8062.0;;8062.0;;1087.0;1162.0;;;34.0;-215.0;;;-37.0;85.0;-716.0;;-9.0;;13.0;-736.0;;;-1340.0;516.0;;198.0;102.0;;0.43;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;6838.0;3205.0;3082.0;;1833.0;1315.0;506.0;2185.0;8474.0;2924.0;3519.0;4955.0;2338.0;-880.0;-1575.0;-117.0;1535.0;3633.0;46.87;1383.0;;;;;1383.0;5016.0;;;1250.0;45.07;;11.0;26.8;517.0;19.23;2.6;2.6;506.0;;19.0;81.0;99.0;1531.0;;555.0;5019.0;;422.0;422.0;;263.0;585.0;6289.0;;769.0;854.0;;;1302.0;238.0;;;357.0;595.0;;;;3070.0;330.0;308.0;1247.0;8474.0;;8474.0;;1315.0;1250.0;;;-405.0;;;;-102.0;179.0;-804.0;9.0;;;-86.0;;;-8.0;-1439.0;-127.0;;99.0;216.0;;0.47;28.88;5.55;6.48;6.08;3.39;20.92;506.0;4.1;0.2;26.8;14608.0;;2670.0;2809.0;28.2;19.2;-1579.0;508.0;10584.0;23.7;21.6;26.5;-9.4;94.3;0.468
2007.0;8273.0;3766.0;3393.0;;1877.0;1327.0;506.0;2922.0;10631.0;3244.0;5067.0;5564.0;2657.0;-1275.0;-977.0;405.0;1539.0;4507.0;45.53;1964.0;;;;;1964.0;6471.0;;;1516.0;41.01;;74.0;22.68;549.0;16.04;2.63;2.63;506.0;;524.0;;524.0;1591.0;;807.0;5775.0;;484.0;484.0;;303.0;1146.0;7709.0;;1037.0;453.0;;;1754.0;1406.0;;;416.0;1822.0;;;;;;371.0;;10631.0;;10631.0;;1327.0;1516.0;;;-473.0;;;;-96.0;287.0;-1119.0;-234.0;-5.0;;83.0;;;-63.0;-1477.0;562.0;;524.0;120.0;;0.56;29.11;4.67;5.41;5.2;3.94;19.58;506.0;6.1;0.4;18.1;14726.0;;2699.0;2363.0;29.3;16.0;-573.0;2503.0;9904.0;18.0;17.7;23.9;-11.2;100.1;0.562
2008.0;6903.0;3133.0;2712.0;;1513.0;1046.0;506.0;2791.0;8637.0;2526.0;4297.0;4340.0;2216.0;-896.0;-971.0;349.0;1308.0;3770.0;45.39;1522.0;;;;;1522.0;5292.0;;;1199.0;39.28;;-98.0;21.91;467.0;15.14;2.05;2.05;506.0;;14.0;738.0;752.0;1362.0;71.0;606.0;4264.0;;800.0;800.0;;250.0;532.0;5846.0;;1000.0;224.0;;;1302.0;1390.0;;;381.0;1771.0;;;;;285.0;61.0;;8637.0;;8637.0;;1046.0;1199.0;;;-398.0;;;;-121.0;369.0;-908.0;;;;12.0;;;;-958.0;-13.0;;752.0;403.0;;0.43;31.59;4.78;5.99;4.38;4.16;19.86;506.0;5.3;0.2;17.2;15980.0;;2776.0;2420.0;30.9;15.1;613.0;3218.0;10046.0;17.1;17.5;24.1;8.4;73.3;0.432
2009.0;9062.0;3924.0;3506.0;;1814.0;1247.0;506.0;4044.0;11739.0;4391.0;5969.0;5770.0;2532.0;-1317.0;-907.0;308.0;1199.0;5138.0;43.3;2163.0;;1848.0;456.0;1391.0;315.0;7301.0;26.0;254.0;1437.0;38.69;;53.0;20.02;568.0;13.76;2.46;2.46;506.0;;1306.0;;1306.0;1682.0;85.0;970.0;5549.0;418.0;418.0;836.0;195.0;402.0;713.0;7695.0;;1355.0;1014.0;587.0;;2022.0;1005.0;;;572.0;1577.0;;;;3772.0;;466.0;1532.0;11739.0;;11739.0;;1247.0;1437.0;;;-472.0;-221.0;;;-228.0;320.0;-1333.0;;;;-1317.0;-228.0;;;-854.0;174.0;;1306.0;999.0;;0.57;31.23;4.3;4.13;2.94;4.59;19.88;506.0;5.2;0.1;13.2;15796.0;;2505.0;2173.0;31.3;13.8;-606.0;1752.0;10057.0;19.3;17.6;21.6;31.5;71.3;0.574
