;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (EUR/USD)
1991.0;49171.0;4905.0;4014.0;2221.0;1330.0;970.0;286.0;40525.0;69884.0;35991.0;52133.0;14077.0;5335.0;-6192.0;870.0;;1694.0;44266.0;9.98;2684.0;;;;;2684.0;46949.0;;;2684.0;8.16;4.52;-891.0;2.7;360.0;1.97;3.4;3.4;286.0;;8866.0;;8866.0;10721.0;8245.0;12693.0;17049.0;;692.0;692.0;;;11618.0;29359.0;;13095.0;22896.0;;;;;;;16142.0;16142.0;;;;;10661.0;-16914.0;20331.0;66210.0;3674.0;69884.0;;970.0;2684.0;;;915.0;;994.0;;;767.0;-3641.0;;-255.0;;-2296.0;;;-124.0;-740.0;1735.0;;;8853.0;;1.34;;;;;;;;;;;;;;;;;;;;;;;;;
1992.0;40431.0;;372.0;40431.0;;372.0;245.0;;;;;;;;;;;;;;;;;;;;;;;0.92;100.0;;;;0.92;1.52;1.52;245.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1993.0;33241.0;18620.0;1140.0;-520.0;-838.0;-1037.0;430.0;32401.0;54030.0;30250.0;41783.0;9970.0;1603.0;-1683.0;512.0;;-2269.0;14621.0;56.02;19141.0;;;;;19141.0;33761.0;;;1978.0;3.43;-1.57;-317.0;-2.52;199.0;-3.12;-2.41;-2.41;430.0;;1696.0;;1696.0;9185.0;9965.0;11555.0;17615.0;;634.0;634.0;;;3381.0;21629.0;;7535.0;22714.0;;;;;;;11533.0;11533.0;;;;;6568.0;-15882.0;19284.0;51753.0;2277.0;54030.0;;-1037.0;1978.0;;;569.0;;398.0;;;94.0;-3872.0;;-450.0;794.0;1845.0;;1889.0;;-136.0;-1242.0;;;1264.0;;1.11;;;;;;;;;;;;;;;;;;;;;;;;;
1994.0;43067.0;22295.0;3361.0;1260.0;1001.0;623.0;537.0;35043.0;59106.0;23457.0;44331.0;12339.0;4357.0;-5615.0;958.0;;1552.0;20772.0;51.77;21034.0;;;;;21034.0;41807.0;;;2360.0;7.8;2.93;-259.0;2.33;378.0;1.45;1.16;1.16;537.0;;1498.0;;1498.0;9423.0;8960.0;15162.0;19951.0;;571.0;571.0;;;3541.0;24063.0;;8261.0;15196.0;;;;7427.0;;;13447.0;20874.0;;;;;6063.0;-17799.0;24075.0;56670.0;2436.0;59106.0;;623.0;2360.0;;;868.0;;-1103.0;;;506.0;-2805.0;;-2418.0;;-391.0;;515.0;;-27.0;469.0;;;1797.0;;1.23;;;;;;;;;;;;;;;;;;;;;;;;;
1995.0;51202.0;14615.0;4515.0;1868.0;1872.0;1350.0;2710.0;38680.0;64059.0;26066.0;47944.0;13609.0;3874.0;-3092.0;-91.0;;321.0;36587.0;28.54;12747.0;;;;;12747.0;49334.0;;;2643.0;8.82;3.65;4.0;3.66;522.0;2.64;0.5;0.5;2710.0;;2218.0;;2218.0;10450.0;10925.0;15086.0;21357.0;;550.0;550.0;;;3473.0;25379.0;;9382.0;16684.0;;;-0.0;8628.0;;;13251.0;21879.0;;;;;6492.0;-21357.0;28475.0;61554.0;2505.0;64059.0;;1350.0;2643.0;;;-756.0;;-1282.0;;;637.0;-3553.0;;-579.0;;1040.0;;;;-180.0;89.0;;;1528.0;;1.28;;;;;;;;;;;;;;;;;;;;;;;;;
1996.0;51370.0;12934.0;5415.0;-999.0;2273.0;1573.0;368.0;43033.0;71169.0;29889.0;53158.0;15463.0;4827.0;-5373.0;569.0;;1302.0;38436.0;25.18;13933.0;;;;;13933.0;52369.0;;;3142.0;10.54;-1.95;3272.0;4.42;700.0;3.06;4.27;4.27;368.0;;2363.0;;2363.0;10944.0;12288.0;17437.0;20632.0;;814.0;814.0;;;6690.0;28136.0;;9619.0;20270.0;;;;8711.0;;;14557.0;23269.0;;;;;7642.0;-21270.0;29092.0;68621.0;2548.0;71169.0;;1573.0;3142.0;;;161.0;;312.0;;;-48.0;-3526.0;;-224.0;;-1624.0;;;;-340.0;910.0;;;2340.0;;1.25;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;53436.0;25199.0;4919.0;1961.0;2034.0;1367.0;323.0;43942.0;69094.0;28154.0;52162.0;14457.0;6369.0;-7892.0;1809.0;;3743.0;28237.0;47.16;23238.0;;;;;23238.0;51475.0;;;2885.0;9.21;3.67;74.0;3.81;667.0;2.56;4.24;4.24;323.0;;2301.0;;2301.0;9946.0;11761.0;19935.0;17482.0;;781.0;781.0;;;6888.0;25152.0;;10228.0;15180.0;;;2746.0;7782.0;;149.0;16078.0;24008.0;;;;;7427.0;-19879.0;26910.0;66620.0;2474.0;69094.0;;1367.0;2885.0;;;969.0;;-693.0;;;1149.0;-2626.0;;;;-5266.0;;;;-294.0;2103.0;;;2015.0;;1.1;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;56511.0;18082.0;4049.0;874.0;1344.0;727.0;556.0;48054.0;76098.0;26923.0;58393.0;15220.0;5310.0;-6309.0;498.0;-502.0;2479.0;38429.0;32.0;17208.0;;;;;17208.0;55637.0;;;2705.0;7.16;1.55;470.0;2.38;616.0;1.29;1.31;1.31;556.0;;1959.0;8527.0;10486.0;26263.0;11305.0;;17629.0;;1007.0;1007.0;;;9407.0;28044.0;;9757.0;11190.0;;;5977.0;9137.0;;;22333.0;31470.0;;;;3330.0;9164.0;-21649.0;24375.0;73613.0;2485.0;76098.0;;727.0;2705.0;-220.0;;131.0;;185.0;;476.0;1967.0;-2831.0;;-1456.0;;-2023.0;;;;-412.0;910.0;;1959.0;2461.0;;1.17;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;48802.0;13636.0;3251.0;-2172.0;878.0;356.0;546.0;44807.0;80532.0;11161.0;65644.0;12980.0;5855.0;-12771.0;7150.0;234.0;3121.0;35166.0;27.94;15808.0;;;;;15808.0;50973.0;;;2373.0;6.66;-4.45;3050.0;1.8;522.0;0.73;0.62;0.62;546.0;;1921.0;;1921.0;10733.0;12304.0;19848.0;16051.0;;1824.0;1824.0;;;17850.0;35725.0;;11161.0;;;;;25034.0;;;29449.0;54483.0;;;;2775.0;7864.0;-19077.0;21418.0;78624.0;1908.0;80532.0;;356.0;2373.0;;;1092.0;;-585.0;;-91.0;2034.0;-2734.0;;-1796.0;;-8240.0;;;;-352.0;7502.0;;1921.0;1687.0;;1.01;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;54285.0;26036.0;6444.0;1332.0;990.0;626.0;554.0;52737.0;90239.0;37320.0;75907.0;12553.0;4497.0;-10741.0;6329.0;86.0;957.0;28249.0;47.96;24704.0;;20558.0;12037.0;8521.0;4146.0;52953.0;;2497.0;2876.0;11.87;2.45;-342.0;1.82;445.0;1.15;1.14;1.14;554.0;;1882.0;5669.0;7551.0;31609.0;13551.0;25.0;19627.0;;;6085.0;;;11789.0;37502.0;;10429.0;14484.0;;3215.0;9193.0;13652.0;3140.0;;21795.0;38587.0;;;;2594.0;7748.0;;2210.0;88459.0;1779.0;90239.0;;626.0;2876.0;;;3427.0;539.0;-917.0;464.0;3341.0;-2431.0;-3541.0;;-6372.0;;-1319.0;-3921.0;2453.0;-28.0;-332.0;8157.0;;1882.0;1796.0;;0.94;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;51294.0;24889.0;5222.0;-19.0;-443.0;-396.0;542.0;54663.0;89756.0;35452.0;77635.0;10842.0;2169.0;-2688.0;640.0;121.0;-1315.0;26404.0;48.52;24908.0;;20652.0;11890.0;8762.0;4256.0;51312.0;;2790.0;2566.0;10.18;-0.04;-424.0;-0.86;262.0;-0.77;-0.75;-0.75;542.0;;1900.0;7486.0;9387.0;31426.0;13818.0;33.0;15372.0;;;5822.0;;;13900.0;35093.0;;10791.0;11686.0;;3544.0;9431.0;15881.0;3633.0;;22669.0;42183.0;;;;2453.0;6094.0;;2296.0;88477.0;1279.0;89756.0;;-396.0;2566.0;;;1535.0;519.0;-146.0;1430.0;-811.0;-1535.0;-3484.0;;-1358.0;;1733.0;-5396.0;;-237.0;-339.0;6611.0;;1900.0;1779.0;;0.89;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;58204.0;26896.0;1216.0;-1134.0;-5058.0;-4146.0;568.0;61590.0;97155.0;33431.0;88042.0;8024.0;1106.0;2201.0;-1883.0;1424.0;-2348.0;31308.0;46.21;28030.0;;23057.0;12672.0;10385.0;4973.0;59338.0;;3199.0;2745.0;2.09;-1.95;-3924.0;-8.69;-582.0;-7.12;-6.99;-6.99;566.0;;3664.0;7959.0;11623.0;33902.0;16042.0;23.0;15807.0;;;5461.0;14005.0;;292.0;35565.0;;12660.0;7674.0;1343.0;3784.0;9313.0;21387.0;5993.0;;27231.0;54612.0;;;;3236.0;1386.0;958.0;2444.0;96066.0;1089.0;97155.0;;-4146.0;2745.0;;;1115.0;444.0;1391.0;-109.0;-804.0;1391.0;-3454.0;;-591.0;;5702.0;-9863.0;1276.0;-81.0;-239.0;7024.0;;3664.0;2240.0;;1.05;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;60858.0;25410.0;4416.0;-916.0;-1634.0;-2392.0;753.0;54803.0;78941.0;33658.0;69507.0;8551.0;-2451.0;3647.0;-1546.0;-350.0;-5597.0;35448.0;41.75;26327.0;;21308.0;10602.0;10706.0;5019.0;61774.0;;3133.0;2856.0;7.26;-1.51;-718.0;-2.68;818.0;-3.93;-3.03;-3.03;753.0;;4042.0;4880.0;8922.0;26505.0;19335.0;40.0;14441.0;;;4688.0;4972.0;;37.0;24137.0;;14770.0;7200.0;1049.0;3622.0;8066.0;19214.0;7895.0;;8740.0;35849.0;;;;6191.0;1139.0;870.0;351.0;78058.0;882.0;78941.0;;-2392.0;2856.0;;;-1254.0;157.0;-490.0;8.0;-156.0;-1662.0;-3146.0;;-267.0;;6445.0;-7777.0;2341.0;-23.0;-19.0;3931.0;;4042.0;4392.0;;1.26;;;;;;;;;;;;;;;;;;;;;;;;;
