;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (EUR/USD)
1985.0;3509.0;;316.0;;;124.0;682.0;;13664.0;;12285.0;1379.0;;;;;;;;;;;;;;177.0;;177.0;;9.02;;;;15.0;3.54;0.18;0.18;682.0;;;;;;;;;;;;;;;;13664.0;;;;;;1370.0;;;;1370.0;13654.0;;;;790.0;;589.0;13664.0;;13664.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1986.0;3873.0;;389.0;;;159.0;782.0;;18364.0;;17069.0;1294.0;;;;;;;;;;;;;;202.0;;202.0;;10.03;;;;27.0;4.1;0.21;0.2;745.0;;;;;;;;;;;;;;;;18364.0;;;;;;2117.0;;;;2117.0;19186.0;;;;720.0;;574.0;18364.0;;18364.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987.0;5485.0;;707.0;;;202.0;795.0;;25785.0;;24539.0;1246.0;;;;;;;;;;;;;;466.0;;466.0;;12.89;;;;39.0;3.68;0.27;0.25;737.0;;;;;;;;;;;;;;;;25785.0;;;;;;4509.0;;;;4509.0;29048.0;;;;1028.0;;218.0;25785.0;;25785.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1988.0;5426.0;;630.0;;;206.0;805.0;;26835.0;;25390.0;1445.0;;;;;;;;;;;;;;385.0;;385.0;;11.61;;;;39.0;3.8;0.28;0.26;746.0;;;;;;;;;;;;;;;;26835.0;;;;;;4188.0;;;;4188.0;29578.0;;;;113.0;;1331.0;26835.0;;26835.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989.0;6349.0;;754.0;;;265.0;686.0;;30476.0;;28458.0;2018.0;;;;;;;;;;;;;;430.0;;430.0;;11.88;;;;59.0;4.18;0.42;0.39;637.0;;;;;;;;;;;;;;;;30476.0;;;;;;4822.0;;;;4822.0;33280.0;;;;524.0;;1494.0;30476.0;;30476.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1990.0;7530.0;;1107.0;;;464.0;1099.0;;37467.0;;34707.0;2760.0;;;;;;;;;;;;;;552.0;;552.0;;14.7;;;;91.0;6.16;0.46;0.42;1004.0;;;;;;;;;;;;;;;;37467.0;;;;;;5180.0;;;;5180.0;39888.0;;;;125.0;;2635.0;37467.0;;37467.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1991.0;8352.0;;1344.0;;;502.0;1007.0;;43362.0;2095.0;39879.0;3484.0;6606.0;-5284.0;-1450.0;-1450.0;6582.0;;;;;;;;;2963.0;;604.0;140.0;16.09;;3529.0;;98.0;6.01;0.53;0.5;950.0;;;;;671.0;;;49.0;;;;;;;;43362.0;;2095.0;;;;5139.0;;;;5139.0;42923.0;;;;290.0;;3194.0;43362.0;;43362.0;;502.0;140.0;;;1760.0;;;880.0;;4204.0;-24.0;;-16565.0;11305.0;;-1872.0;236.0;;-91.0;277.0;;;635.0;;1.34;;;;;;;;;;;;;;;;;;;;;;;;;
1992.0;8471.0;;1206.0;;;499.0;1082.0;;45991.0;1925.0;42507.0;3483.0;5978.0;-4944.0;-820.0;-820.0;5959.0;;;;;;;;;3087.0;;584.0;18.0;14.24;;3651.0;;105.0;5.89;0.49;0.46;1019.0;;;;;700.0;;;60.0;;;;;;;;45991.0;;1925.0;;;;4840.0;;;;4840.0;45422.0;;;;2865.0;;619.0;45991.0;;45991.0;;499.0;18.0;;;-109.0;-54.0;;;;5570.0;-20.0;;-17530.0;12605.0;0.0;-1164.0;34.0;;-103.0;413.0;;;457.0;;1.2;;;;;;;;;;;;;;;;;;;;;;;;;
1993.0;11315.0;;1299.0;;;511.0;1075.0;;65224.0;2363.0;60807.0;4417.0;9368.0;-7621.0;-1584.0;-1584.0;9324.0;;;;;;;;;2299.0;;630.0;25.0;11.48;;5031.0;;133.0;4.51;0.49;0.48;1033.0;;;;;708.0;;;66.0;;;;;;;;65224.0;;2363.0;;;;3835.0;;;;3835.0;62279.0;;;;2988.0;;1429.0;65224.0;;65224.0;;511.0;25.0;;;7871.0;2411.0;;1525.0;;961.0;-44.0;;-22130.0;14552.0;;-881.0;20.0;;-143.0;-579.0;;;623.0;;1.11;;;;;;;;;;;;;;;;;;;;;;;;;
1994.0;11098.0;;1882.0;;;614.0;1043.0;;76842.0;1960.0;72357.0;4486.0;8129.0;-5686.0;-2031.0;-2031.0;8074.0;;;;;;;;;2485.0;;695.0;404.0;16.96;;3620.0;;169.0;5.54;0.61;0.59;1011.0;;;;;845.0;;;93.0;;;;;;;;76842.0;;1960.0;;;;5921.0;;;;5921.0;76318.0;;;;3361.0;;1125.0;76842.0;;76842.0;;614.0;404.0;;;2892.0;398.0;;705.0;;4220.0;-55.0;;-20438.0;14807.0;;-841.0;54.0;;-167.0;-1077.0;;;886.0;;1.23;;;;;;;;;;;;;;;;;;;;;;;;;
1995.0;12199.0;;2360.0;;;769.0;1125.0;;87574.0;1309.0;82822.0;4753.0;13924.0;-10020.0;-4277.0;-4277.0;13862.0;;;;;;;;;2541.0;;812.0;548.0;19.34;;4193.0;;231.0;6.31;0.71;0.68;1083.0;;;;;910.0;;;112.0;;;;;;;;87574.0;;1309.0;;;;2100.0;;;;2100.0;83612.0;;;;3338.0;;1415.0;87574.0;;87574.0;;769.0;548.0;;;2533.0;885.0;;381.0;;10074.0;-62.0;;-25172.0;15214.0;-0.0;-889.0;10.0;;-224.0;-3174.0;;;1347.0;;1.28;;;;;;;;;;;;;;;;;;;;;;;;;
