;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (EUR/USD)
2003.0;24832.0;;32609.0;;7971.0;4734.0;1776.0;;;240675.0;943768.0;;;;;;;;;17027.0;;4738.0;4738.0;;12288.0;;34207.0;26011.0;;131.32;;165.0;32.1;1864.0;19.07;2.68;2.67;1763.0;;211777.0;;211777.0;;;;9467.0;7022.0;1872.0;8893.0;224304.0;;;242665.0;;;240675.0;;;;361931.0;;;;361931.0;1065024.0;;;2273.0;14775.0;;;943768.0;-943768.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;27889.0;;41557.0;;10291.0;6329.0;1706.0;913232.0;1228271.0;332121.0;1180793.0;40937.0;8158.0;-2142.0;-2973.0;2794.0;7122.0;;;17861.0;;5376.0;5376.0;;12486.0;;38413.0;30116.0;2630.0;149.01;;263.0;36.9;2481.0;22.69;3.72;3.71;1700.0;;253922.0;;253922.0;;;659309.0;2139.0;8466.0;10852.0;19317.0;293582.0;;;315039.0;1543310.0;347.0;331774.0;;;;489329.0;;;;489329.0;1338001.0;;;2398.0;18191.0;;20348.0;1221730.0;6540.0;1228271.0;;6329.0;2630.0;;;-9998.0;;;;-26395.0;9196.0;-1036.0;-1106.0;;;;;;-4272.0;;1299.0;-248.0;9960.0;7165.0;;1.36;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;47605.0;;40958.0;;9977.0;6931.0;1687.0;756807.0;1489943.0;141684.0;1435473.0;48222.0;-3243.0;-2030.0;6241.0;1444.0;-4404.0;;;37546.0;;19874.0;14954.0;4920.0;17672.0;;38001.0;28842.0;2653.0;86.04;;-17233.0;20.96;2532.0;14.56;4.12;4.09;1672.0;;51168.0;;51168.0;26887.0;;678752.0;10911.0;9568.0;1451.0;11019.0;711206.0;;;733136.0;2223079.0;879.0;140805.0;766.0;;;289640.0;;;;289640.0;1583429.0;;;11489.0;30254.0;6479.0;;1483696.0;6247.0;1489943.0;;6931.0;2653.0;;;-8229.0;;;;-23727.0;-4597.0;-1162.0;-868.0;;;;;;-2428.0;;8669.0;475.0;10144.0;8700.0;;1.18;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;62095.0;;63448.0;;13951.0;9646.0;1807.0;1091539.0;1901109.0;583794.0;1828747.0;65351.0;20282.0;-17171.0;7424.0;9911.0;18502.0;;;47729.0;;26963.0;21299.0;5664.0;20766.0;;58844.0;46801.0;3355.0;102.18;;;22.47;3646.0;15.53;5.3;5.25;1788.0;;67770.0;;67770.0;25233.0;;998536.0;16459.0;13413.0;2071.0;15484.0;777627.0;;;809570.0;2710679.0;394191.0;189604.0;1728.0;;;417372.0;;;;417372.0;1662324.0;;;20576.0;38142.0;6632.0;;1894097.0;7011.0;1901109.0;;9646.0;3355.0;;;-8193.0;;;;-13879.0;15473.0;-1779.0;-15391.0;;;;;2310.0;;;5115.0;-624.0;21216.0;11305.0;;1.32;26.32;4.09;7.84;;0.75;27.7;1788.0;12.0;0.7;;47045.0;;2542.0;7308.0;26.1;15.5;384684.0;316215.0;49512.0;3.4;3.2;14.8;100.0;-12.5;1.32
2007.0;70902.0;;91460.0;;16134.0;11412.0;1812.0;1403905.0;2472208.0;754137.0;2385554.0;78493.0;19079.0;-3783.0;-2731.0;11619.0;17062.0;;;53185.0;;32349.0;25931.0;6418.0;20836.0;;86287.0;72123.0;3917.0;129.0;;;22.75;4008.0;16.1;6.19;6.14;1797.0;;80767.0;;80767.0;33722.0;;1289416.0;19208.0;14946.0;2461.0;17407.0;1031688.0;;;1068303.0;3540512.0;505841.0;248296.0;1735.0;;;531134.0;;;;531134.0;2162552.0;;;19656.0;54063.0;4774.0;;2464047.0;8162.0;2472208.0;;11412.0;3917.0;;;-824.0;;;;-76243.0;4574.0;-2018.0;-1765.0;;;;;;-4287.0;;1555.0;-945.0;35071.0;23452.0;;1.46;27.05;4.35;6.51;;0.77;29.94;1797.0;12.7;0.7;;48596.0;;2685.0;7822.0;24.8;16.1;445352.0;364040.0;53799.0;3.8;3.6;14.5;100.0;25.1;1.459
2008.0;56381.0;;72567.0;;5486.0;4223.0;1806.0;1500700.0;2901620.0;838999.0;2819183.0;74413.0;42043.0;1883.0;-17831.0;26454.0;40068.0;;;46597.0;;31005.0;24219.0;6786.0;15592.0;;82257.0;63387.0;4297.0;128.71;;;9.73;660.0;7.49;2.15;2.14;1798.0;;122839.0;;122839.0;36193.0;;1341668.0;20700.0;15263.0;2530.0;17794.0;1362426.0;;;1400920.0;4302541.0;578709.0;260289.0;3028.0;;;536920.0;;;;536920.0;2517105.0;;;19332.0;57220.0;-2139.0;;2893596.0;8025.0;2901620.0;;4223.0;4297.0;;;12564.0;;;;-46943.0;20959.0;-1975.0;3858.0;;;;;;-4258.0;-4258.0;-9315.0;359.0;60059.0;33605.0;;1.4;22.42;1.68;15.94;1.69;0.79;29.6;1798.0;26.3;1.2;3.8;40330.0;;3074.0;3021.0;12.0;7.5;473320.0;384063.0;53228.0;2.9;2.4;5.7;-0.8;21.3;1.398
2009.0;89790.0;;53451.0;;12886.0;8350.0;2118.0;1692644.0;2946212.0;1182093.0;2831175.0;99512.0;45808.0;533.0;-28977.0;16095.0;43816.0;;;66135.0;;38325.0;31439.0;6886.0;27810.0;;66521.0;36424.0;5060.0;59.53;;;14.35;3617.0;9.3;3.72;3.72;2115.0;;146951.0;;146951.0;36535.0;;1509157.0;24421.0;15720.0;3149.0;18868.0;1210279.0;;;1253568.0;4199780.0;866100.0;315993.0;3821.0;;;656944.0;;;;656944.0;2306027.0;;;35882.0;61947.0;1682.0;;2930687.0;15525.0;2946212.0;;8350.0;5060.0;;;24467.0;;;;29025.0;7931.0;-1992.0;2524.0;;;;;6217.0;;;-35194.0;-1269.0;77606.0;61512.0;;1.43;29.65;2.76;14.47;;0.66;32.86;2115.0;11.4;0.2;;62711.0;;3534.0;5832.0;28.1;9.3;356580.0;458824.0;69501.0;2.0;1.7;8.4;100.0;-14.2;1.432
2010.0;90470.0;;51865.0;;17419.0;10493.0;2383.0;1489432.0;2673336.0;1001951.0;2558773.0;99850.0;-3610.0;-9004.0;-30522.0;-39049.0;-6004.0;;;67288.0;;40532.0;33346.0;7186.0;26757.0;;63400.0;31211.0;5002.0;57.33;;;19.25;5159.0;11.6;4.23;4.23;2378.0;;108723.0;;108723.0;31498.0;;1349211.0;22912.0;15150.0;3342.0;18492.0;1142500.0;;;1183904.0;3857239.0;777204.0;224747.0;2815.0;;;561325.0;;;;561325.0;2118147.0;;;34329.0;65295.0;;226.0;2658623.0;14713.0;2673336.0;;10493.0;5002.0;;;-42031.0;;;;-3421.0;22926.0;-2395.0;-6609.0;;;;;;-1015.0;-1015.0;-28491.0;4085.0;33468.0;72517.0;;1.34;28.44;3.3;-1.89;0.32;0.75;31.39;2378.0;10.4;0.5;0.9;67621.0;;3739.0;7843.0;29.6;11.6;364363.0;419557.0;74632.0;2.0;1.8;10.5;90.3;-33.8;1.338
2011.0;80240.0;;46263.0;;12493.0;7832.0;2399.0;1361773.0;2544059.0;;2433216.0;97566.0;52227.0;-2088.0;-19376.0;32769.0;49718.0;;;60117.0;;38685.0;31855.0;6830.0;21432.0;;61002.0;29959.0;4904.0;57.66;;;15.57;3569.0;9.76;3.12;3.11;2395.0;;143353.0;;143353.0;34201.0;;1184219.0;23661.0;14765.0;3200.0;17965.0;1140660.0;;;1182286.0;3726345.0;707165.0;;2450.0;;;441078.0;;;;441078.0;2874294.0;;;91539.0;7832.0;;-1805.0;2530782.0;13276.0;2544059.0;;7832.0;4904.0;;;18203.0;;;;;21288.0;-2509.0;421.0;;421.0;-421.0;;;;-5061.0;-14315.0;2006.0;65151.0;32382.0;;1.29;25.88;2.53;16.04;1.63;0.81;31.47;2395.0;12.2;0.7;5.3;61985.0;;3788.0;6050.0;28.6;9.8;1051968.0;340732.0;75370.0;1.2;1.6;8.0;35.4;10.2;1.294
2012.0;87896.0;;47506.0;;13685.0;8646.0;2433.0;1358932.0;2516478.0;;2391898.0;113318.0;75649.0;1689.0;-10163.0;65809.0;73497.0;;;71547.0;;32994.0;32994.0;;38553.0;;58682.0;29991.0;4833.0;54.05;;2363.0;15.57;4036.0;9.84;3.4;3.4;2429.0;;206150.0;;206150.0;40205.0;;1112577.0;22851.0;13974.0;3411.0;17384.0;1117311.0;;;1157547.0;3674025.0;;;1189.0;;;377744.0;;;;377744.0;2769642.0;;;35246.0;64255.0;;13817.0;2505216.0;11262.0;2516478.0;;8646.0;4833.0;;;53318.0;;;;;8852.0;-2152.0;3841.0;;3841.0;-3841.0;;;;;-10163.0;-1366.0;132213.0;66404.0;;1.32;27.43;2.7;22.93;;0.67;35.36;2429.0;8.3;0.6;;66618.0;;3663.0;6553.0;29.5;9.8;1029962.0;286300.0;85886.0;1.2;1.7;7.6;100.0;;1.319
