;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (BRL/USD)
2000.0;6845.0;;2216.0;;2234.0;1799.0;4086.0;88288.0;91843.0;7017.0;83963.0;7880.0;;;;;;;;;;;;;;;6845.0;;;32.37;;-3368.0;32.63;417.0;26.28;0.26;0.26;4086.0;;1155.0;;1155.0;;;87134.0;2680.0;;875.0;875.0;;;;3555.0;;;7017.0;;;;9059.0;;;;9059.0;86005.0;;;2408.0;;;5472.0;91843.0;;91843.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;8264.0;;5433.0;;1220.0;982.0;7963.0;45340.0;46859.0;3600.0;42586.0;4273.0;162.0;-4734.0;4050.0;-522.0;-77.0;;;;;2847.0;2847.0;;;;8071.0;3963.0;250.0;65.75;;-8.0;14.76;238.0;11.88;0.25;0.25;7963.0;;5191.0;;5191.0;;;40149.0;1180.0;;339.0;339.0;;;;1518.0;;;3600.0;;;;4975.0;;;;4975.0;43961.0;;;2250.0;1898.0;;125.0;46859.0;;46859.0;;982.0;250.0;-59.0;;-2427.0;;;;;1416.0;-239.0;-32.0;-1875.0;1867.0;-4694.0;-2151.0;;;;6201.0;;5874.0;6396.0;;0.43;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;6054.0;;5053.0;;642.0;605.0;7969.0;26429.0;36690.0;2723.0;33567.0;3066.0;3309.0;-2668.0;441.0;1082.0;3123.0;;;;;2149.0;2149.0;;;;8021.0;4217.0;186.0;83.47;;-5.0;10.6;45.0;9.99;0.08;0.08;7969.0;;5978.0;;5978.0;;;20451.0;846.0;;502.0;502.0;8913.0;;;10261.0;46951.0;;2723.0;;;;3782.0;;;;3782.0;34626.0;;;1469.0;1552.0;66.0;-21.0;36633.0;57.0;36690.0;;605.0;186.0;-222.0;;1339.0;;;;;1401.0;-186.0;-16.0;-1281.0;1978.0;-3349.0;-3120.0;;;;3561.0;;4917.0;3835.0;;0.28;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;8992.0;;4606.0;;912.0;793.0;8816.0;39589.0;57284.0;2685.0;52578.0;4681.0;-2783.0;-109.0;6156.0;3263.0;-3053.0;;;;;4450.0;4450.0;;;;8512.0;3346.0;348.0;51.23;;-4.0;10.14;119.0;8.82;491.39;491.39;8491.0;;8381.0;;8381.0;;;31209.0;1070.0;;600.0;600.0;16026.0;;;17695.0;74980.0;;2685.0;;;;6920.0;;;;6920.0;56814.0;;;2410.0;2019.0;234.0;17.0;57260.0;25.0;57284.0;;793.0;348.0;-267.0;;-5335.0;;;;;1678.0;-270.0;-420.0;-1407.0;1649.0;69.0;-2505.0;;;;8661.0;;9259.0;5995.0;;0.35;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;10954.0;;5240.0;;1479.0;1253.0;8804.0;50845.0;66688.0;3115.0;60801.0;5860.0;5083.0;-5956.0;-1237.0;-2111.0;4894.0;;;;;3648.0;3648.0;;;;8934.0;3359.0;402.0;47.84;;-5.0;13.5;226.0;11.44;0.15;0.15;8804.0;;4017.0;;4017.0;;;46828.0;1109.0;;689.0;689.0;14045.0;;;15843.0;82531.0;;3115.0;;;;7401.0;;;;7401.0;65087.0;;;2636.0;563.0;2639.0;22.0;66661.0;27.0;66688.0;;1253.0;402.0;-181.0;;1579.0;;;;;2030.0;-189.0;-73.0;-2877.0;1357.0;-4363.0;-2936.0;;;;1699.0;;8014.0;10125.0;;0.38;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;15568.0;;9359.0;;3736.0;2697.0;9075.0;60894.0;88305.0;3020.0;79624.0;8643.0;1799.0;-8729.0;5945.0;-987.0;1680.0;;;;;4573.0;4573.0;;;;13382.0;5318.0;305.0;60.11;;-5.0;24.0;1039.0;17.33;0.31;0.31;9034.0;;7081.0;;7081.0;;;53814.0;1163.0;;695.0;695.0;25552.0;;;27411.0;115715.0;;3020.0;;;;9966.0;;;;9966.0;86570.0;;;5557.0;2887.0;176.0;23.0;88267.0;38.0;88305.0;;2697.0;305.0;516.0;;-3977.0;;;;;2257.0;-119.0;-34.0;-1908.0;2225.0;-9012.0;-3250.0;;;-666.0;9861.0;;8109.0;9096.0;;0.43;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;19514.0;;10497.0;;4079.0;3018.0;9085.0;76632.0;121072.0;2666.0;108669.0;12359.0;-6993.0;-10193.0;13637.0;-3549.0;-7239.0;;;;;5702.0;5702.0;;;;16145.0;6009.0;409.0;53.79;;-7.0;20.9;1061.0;15.46;0.35;0.35;9085.0;;17337.0;;17337.0;;;59294.0;1401.0;;1069.0;1069.0;41970.0;;;44440.0;165511.0;;2666.0;;;;14066.0;;;;14066.0;120068.0;;;;5162.0;542.0;;121028.0;44.0;121072.0;;3018.0;409.0;-417.0;;-13215.0;;;;;3213.0;-247.0;-735.0;-4213.0;3734.0;-8980.0;-3057.0;;;-1557.0;18251.0;;5312.0;8860.0;;0.47;4.59;0.71;-1.7;0.37;0.06;2.91;9085.0;;;;41688.0;;874.0;6447.0;26.0;15.5;158012.0;30049.0;26402.0;6.3;8.3;24.4;48.4;-21.5;0.468
2007.0;26769.0;;14248.0;;6325.0;4442.0;9345.0;132227.0;187911.0;4488.0;169165.0;18588.0;12996.0;-24933.0;28072.0;16134.0;12607.0;;;;;7179.0;7179.0;;;;20510.0;7156.0;767.0;53.22;;-22.0;23.63;1883.0;16.59;0.46;0.46;9289.0;;25383.0;;25383.0;;;106844.0;1993.0;;2135.0;2135.0;51557.0;;;55684.0;243596.0;;4488.0;;;;21861.0;;;;21861.0;186538.0;;;;6813.0;1060.0;;187753.0;158.0;187911.0;;4442.0;767.0;-290.0;;4216.0;;;;;3860.0;-388.0;-654.0;-3912.0;1758.0;-22125.0;-3607.0;;;-453.0;32132.0;;22524.0;6390.0;;0.56;5.13;0.85;2.42;0.09;0.07;3.56;9289.0;;;;47649.0;;1366.0;7907.0;29.8;16.6;227374.0;38912.0;33087.0;5.2;7.2;23.9;89.8;3.6;0.562
2008.0;20852.0;;15868.0;;2915.0;3032.0;9454.0;129523.0;188045.0;5983.0;172092.0;15954.0;-11117.0;-16353.0;35015.0;7545.0;-12029.0;;;;;9960.0;9522.0;438.0;;;23243.0;12283.0;727.0;76.1;;;13.98;-173.0;14.54;0.31;0.31;9454.0;;21702.0;;21702.0;;;107821.0;1842.0;556.0;1356.0;1911.0;54770.0;;;58523.0;246568.0;;5983.0;;;;20414.0;;;;20414.0;186523.0;;4968.0;;5091.0;837.0;;188045.0;;188045.0;;3032.0;727.0;-1534.0;;-17748.0;-1270.0;;1115.0;-14558.0;4406.0;-912.0;100.0;-2321.0;2038.0;-15613.0;-2651.0;521.0;-2.0;-1353.0;38500.0;;24867.0;17321.0;;0.43;5.11;0.74;-2.95;0.33;0.22;3.91;9454.0;;;;48269.0;;1683.0;7018.0;-5.9;14.5;285972.0;47255.0;36930.0;8.8;8.1;19.0;55.4;-6.9;0.432
2009.0;36845.0;;20864.0;;7842.0;5287.0;9473.0;193687.0;285023.0;6268.0;258569.0;26258.0;10798.0;-15736.0;20096.0;15157.0;9805.0;;;;;14921.0;13972.0;949.0;;;31066.0;12058.0;983.0;56.63;;;21.28;2536.0;14.35;0.53;0.53;9473.0;;29201.0;432.0;29632.0;104675.0;;59379.0;2771.0;708.0;2090.0;2798.0;85767.0;;;91336.0;376359.0;1693.0;4576.0;;;;29154.0;184.0;;;29338.0;281639.0;;7602.0;;8969.0;2059.0;;284828.0;195.0;285023.0;;5287.0;983.0;-719.0;;-2401.0;-92.0;;1258.0;-5900.0;7647.0;-993.0;1293.0;-12255.0;5000.0;-9006.0;-6335.0;;-106.0;-1647.0;28184.0;;48180.0;33023.0;;0.57;6.78;0.97;1.8;0.3;0.18;4.83;9473.0;;;;64223.0;;1713.0;9216.0;32.3;14.3;326684.0;50817.0;45770.0;4.8;7.0;20.1;68.8;17.9;0.574
