;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (GBP/USD)
1996.0;18523.0;18523.0;1633.0;1118.0;1034.0;714.0;1762.0;;;;;;948.0;-819.0;-136.0;-8.0;-8.0;;100.0;17405.0;;;;;17405.0;17405.0;96.0;162.0;437.0;8.81;6.04;-84.0;5.58;320.0;3.85;0.43;0.42;1654.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;714.0;437.0;;;58.0;;-104.0;;;-260.0;-956.0;-46.0;-14.0;;196.0;-156.0;34.0;;;-14.0;;-455.0;-447.0;;1.53;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;22629.0;22629.0;1833.0;1261.0;1222.0;847.0;1707.0;;;;;;1222.0;-1230.0;-2.0;10.0;77.0;;100.0;21368.0;;;;;21368.0;21368.0;55.0;95.0;517.0;8.1;5.57;-39.0;5.4;375.0;3.74;0.5;0.49;1707.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;847.0;517.0;;;209.0;;41.0;;;-350.0;-1146.0;-205.0;;20.0;101.0;-121.0;51.0;;;68.0;20.0;-393.0;-402.0;;1.63;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;27050.0;27050.0;1988.0;1514.0;1250.0;875.0;1724.0;;;;;;1003.0;-1970.0;756.0;-206.0;-321.0;;100.0;25536.0;;;;;25536.0;25536.0;43.0;150.0;589.0;7.35;5.6;-265.0;4.62;375.0;3.23;0.51;0.5;1724.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;875.0;589.0;;;-84.0;;-187.0;;;-377.0;-1324.0;-590.0;;;-56.0;;62.0;;;694.0;5.0;-656.0;-451.0;;1.64;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;27504.0;2097.0;2161.0;1560.0;1350.0;971.0;1784.0;;;;;;1149.0;-2031.0;1196.0;313.0;-505.0;25408.0;7.62;537.0;;;;;537.0;25945.0;35.0;167.0;643.0;7.86;5.67;-210.0;4.91;380.0;3.53;0.55;0.54;1744.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;971.0;643.0;;;-22.0;;-90.0;;;-442.0;-1654.0;-409.0;;;32.0;;67.0;;;1129.0;-2.0;-805.0;-1117.0;;1.6;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;29675.0;2259.0;2381.0;1661.0;1473.0;1064.0;1794.0;;;;;;1432.0;-2046.0;554.0;-68.0;-614.0;27416.0;7.61;598.0;;;;;598.0;28014.0;88.0;232.0;676.0;8.02;5.6;-188.0;4.96;409.0;3.59;0.61;0.59;1761.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1064.0;676.0;;;87.0;;-137.0;;;-395.0;-2046.0;2.0;-28.0;;27.0;;32.0;;;523.0;-8.0;-791.0;-723.0;;1.58;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;30319.0;2294.0;2443.0;1708.0;1523.0;1043.0;1823.0;;;;;;1806.0;-2953.0;1420.0;276.0;-1016.0;28025.0;7.57;587.0;;;;;587.0;28612.0;88.0;243.0;676.0;8.06;5.63;-185.0;5.02;481.0;3.44;0.58;0.57;1787.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1043.0;676.0;;;319.0;;-251.0;;;-233.0;-2821.0;-110.0;-84.0;;62.0;;127.0;;;1293.0;3.0;-1270.0;-1546.0;;1.44;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;33490.0;2530.0;2728.0;1900.0;1700.0;1175.0;1842.0;;;;;;1679.0;-2816.0;1379.0;245.0;-978.0;30960.0;7.56;630.0;;;;;630.0;31590.0;93.0;286.0;742.0;8.15;5.67;-200.0;5.08;525.0;3.51;0.65;0.64;1812.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1175.0;742.0;;;266.0;;-132.0;;;-504.0;-2658.0;-136.0;-120.0;;98.0;;116.0;;;1263.0;3.0;-1160.0;-1405.0;;1.42;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;40922.0;3143.0;3413.0;2395.0;2142.0;1489.0;1856.0;3840.0;25968.0;8454.0;15646.0;10254.0;2257.0;-3937.0;1610.0;-1852.0;-941.0;37780.0;7.68;748.0;;38992.0;38992.0;;-38244.0;38527.0;102.0;357.0;914.0;8.34;5.85;-253.0;5.23;653.0;3.64;0.81;0.8;1839.0;;628.0;376.0;1004.0;;1794.0;1042.0;20187.0;;1401.0;1401.0;164.0;628.0;-252.0;22128.0;;3456.0;2110.0;362.0;;2888.0;6348.0;;795.0;49.0;7192.0;;;;570.0;5742.0;;3942.0;25900.0;68.0;25968.0;;1489.0;914.0;;;483.0;;-203.0;;;-629.0;-3198.0;-686.0;-82.0;;28.0;;115.0;;-579.0;2074.0;5.0;-7455.0;-5602.0;;1.57;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;57557.0;4500.0;4774.0;3439.0;2989.0;2055.0;1939.0;5837.0;34594.0;10303.0;19570.0;14939.0;4319.0;-4985.0;1194.0;1209.0;136.0;53058.0;7.82;1061.0;;54029.0;54029.0;;-52968.0;54119.0;92.0;482.0;1308.0;8.29;5.97;-450.0;5.19;930.0;3.57;1.07;1.06;1923.0;;1251.0;803.0;2055.0;;2240.0;1543.0;26326.0;;1803.0;1803.0;-176.0;1251.0;-448.0;28756.0;;4546.0;1577.0;575.0;;4180.0;8118.0;;1082.0;67.0;9267.0;;;;717.0;7666.0;;6556.0;34509.0;84.0;34594.0;;2055.0;1308.0;;;919.0;;-172.0;;;37.0;-4182.0;-508.0;-105.0;;-191.0;-336.0;1621.0;-95.0;-566.0;570.0;-11.0;-7640.0;-8848.0;;1.87;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;65104.0;5066.0;5504.0;3295.0;3641.0;2584.0;2054.0;6198.0;38746.0;10919.0;22110.0;16538.0;4183.0;-2886.0;-1251.0;431.0;-246.0;60038.0;7.78;1771.0;;1407.0;1407.0;;363.0;61809.0;198.0;452.0;1428.0;8.45;5.06;346.0;5.59;1040.0;3.97;1.27;1.26;2028.0;;1538.0;665.0;2203.0;;2516.0;1478.0;29001.0;;2707.0;2707.0;148.0;27.0;665.0;32548.0;;5419.0;927.0;425.0;;4573.0;8772.0;;954.0;1465.0;11190.0;;;;748.0;8593.0;;7197.0;38648.0;98.0;38746.0;;2584.0;1428.0;;252.0;842.0;;-129.0;;;-923.0;-4429.0;-438.0;-292.0;;2274.0;-35.0;281.0;-275.0;-861.0;-361.0;42.0;-7495.0;-7926.0;;1.92;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;69202.0;5311.0;5769.0;3383.0;3920.0;2754.0;2087.0;6874.0;39576.0;13187.0;23011.0;16453.0;4594.0;-3441.0;-863.0;-39.0;-142.0;63891.0;7.67;1928.0;;1447.0;1447.0;;481.0;65819.0;200.0;407.0;1470.0;8.34;4.89;537.0;5.66;1138.0;3.98;1.34;1.32;2059.0;;2324.0;123.0;2447.0;;2568.0;1859.0;29164.0;;2675.0;2675.0;719.0;21.0;123.0;32702.0;;4967.0;2887.0;810.0;;5332.0;6563.0;;561.0;2699.0;9824.0;;;;693.0;8695.0;;7065.0;39463.0;112.0;39576.0;;2754.0;1470.0;;249.0;309.0;;-256.0;;;-188.0;-4736.0;-154.0;-60.0;;1508.0;-191.0;216.0;-103.0;-774.0;-11.0;28.0;-7909.0;-7870.0;;1.75;19.16;0.76;-0.04;0.21;1.31;4.56;2059.0;33.5;1.9;0.8;39454.0;4.9;838.0;1570.0;29.0;4.0;-3599.0;3742.0;9380.0;11.6;10.9;16.7;71.9;-465.4;1.754
2007.0;83747.0;6363.0;7373.0;3975.0;5210.0;3716.0;2115.0;8987.0;48721.0;16011.0;27960.0;20634.0;5128.0;-4602.0;-1047.0;-937.0;-815.0;77384.0;7.6;2388.0;;1497.0;1497.0;;892.0;79772.0;177.0;416.0;1724.0;8.8;4.75;1235.0;6.22;1516.0;4.44;1.78;1.76;2088.0;;2046.0;212.0;2259.0;;3792.0;2936.0;35022.0;4016.0;-970.0;4016.0;405.0;63.0;228.0;39734.0;;6515.0;3052.0;905.0;;6444.0;8143.0;;1051.0;2755.0;11949.0;;;;780.0;11181.0;;8673.0;48593.0;128.0;48721.0;;3716.0;1724.0;;363.0;59.0;;-825.0;;;-735.0;-5943.0;-611.0;;;1952.0;-8954.0;306.0;-962.0;-917.0;9480.0;-35.0;-9547.0;-8610.0;;1.96;20.42;0.91;-0.2;0.22;1.45;5.03;2088.0;36.1;2.1;0.7;42641.0;4.7;878.0;1892.0;29.1;4.4;-3576.0;4146.0;10506.0;12.3;11.6;18.0;75.3;-193.0;1.964
2008.0;93986.0;7213.0;8026.0;4465.0;5570.0;4221.0;2101.0;12519.0;59939.0;20394.0;36288.0;23478.0;6643.0;-5870.0;819.0;-2625.0;-511.0;86773.0;7.67;2748.0;;1953.0;1953.0;;795.0;89521.0;274.0;497.0;1971.0;8.54;4.75;1105.0;5.93;1337.0;4.49;2.03;2.01;2074.0;;3553.0;715.0;4268.0;;4829.0;3422.0;41528.0;4642.0;-1208.0;4642.0;-109.0;207.0;1153.0;47420.0;;7821.0;4141.0;904.0;;8431.0;11867.0;;1594.0;2434.0;15895.0;;;;781.0;13653.0;;9043.0;59766.0;173.0;59939.0;;4221.0;1971.0;;395.0;366.0;;-747.0;;;-310.0;-7154.0;-457.0;;;1741.0;-15088.0;274.0;-1540.0;-1574.0;18746.0;-109.0;-12284.0;-9659.0;;1.99;22.81;1.02;-0.12;0.38;1.74;5.7;2074.0;26.5;1.2;1.4;47298.0;4.8;992.0;2124.0;24.0;4.5;-3963.0;5972.0;11815.0;11.7;10.1;18.0;62.7;-556.0;1.987
2009.0;77128.0;5989.0;6441.0;3171.0;4174.0;3052.0;2082.0;19288.0;65202.0;25178.0;46734.0;18387.0;5667.0;-8549.0;5173.0;-4891.0;-1069.0;71139.0;7.76;2818.0;;1627.0;1627.0;;1191.0;73957.0;166.0;572.0;1701.0;8.35;4.11;1003.0;5.41;1115.0;3.96;1.48;1.47;2068.0;;5021.0;1764.0;6786.0;;3819.0;8683.0;35333.0;;5833.0;5833.0;-1305.0;70.0;5983.0;45914.0;;6794.0;4967.0;518.0;;13417.0;17732.0;;967.0;2856.0;21555.0;;;;565.0;11127.0;;6694.0;65121.0;82.0;65202.0;;3052.0;1701.0;;298.0;849.0;;-136.0;;;-233.0;-6736.0;-1867.0;;;54.0;-3911.0;186.0;-379.0;-1264.0;10541.0;172.0;-13738.0;-8846.0;;1.43;26.06;1.03;-0.36;0.43;2.28;6.21;2068.0;21.4;0.3;1.9;53898.0;4.1;1189.0;2133.0;26.7;4.0;-4116.0;12391.0;12849.0;8.7;7.3;16.6;58.6;-136.3;1.431
2010.0;86788.0;7026.0;7823.0;3509.0;4843.0;3549.0;2098.0;17942.0;70185.0;24423.0;47797.0;22259.0;7236.0;-2862.0;-5501.0;2548.0;2634.0;79762.0;8.1;3517.0;;2079.0;2079.0;;1438.0;83279.0;174.0;883.0;2111.0;9.01;4.04;1334.0;5.58;1281.0;4.09;1.7;1.69;2088.0;;4299.0;2004.0;6303.0;;4162.0;7477.0;39549.0;;6370.0;6370.0;-456.0;58.0;6722.0;52243.0;;7753.0;2332.0;720.0;;14338.0;17910.0;;1212.0;4252.0;23374.0;;;;608.0;14268.0;;7383.0;70055.0;130.0;70185.0;;3549.0;2111.0;;368.0;1923.0;;52.0;;;-714.0;-4602.0;-105.0;;;1845.0;-5492.0;255.0;-37.0;-1476.0;1249.0;75.0;-12092.0;-14640.0;;1.52;27.26;1.11;0.83;0.46;1.45;6.99;2088.0;22.2;1.1;1.9;56910.0;4.0;1384.0;2327.0;26.4;4.1;-4250.0;11744.0;14596.0;9.2;8.2;15.9;58.4;47.8;1.525
2011.0;98288.0;8332.0;8815.0;4012.0;5920.0;4316.0;2121.0;19573.0;76748.0;28827.0;49722.0;26883.0;6937.0;-3022.0;-4936.0;1852.0;1164.0;89956.0;8.48;4320.0;;2413.0;2413.0;;1907.0;94275.0;213.0;785.0;2309.0;8.97;4.08;1907.0;6.02;1405.0;4.39;2.04;2.04;2111.0;;3947.0;1662.0;5609.0;;5141.0;8823.0;42695.0;;7053.0;7053.0;377.0;78.0;6971.0;57175.0;;9400.0;2253.0;702.0;;17173.0;15752.0;;1779.0;3364.0;20895.0;;;;654.0;18204.0;;8025.0;76604.0;143.0;76748.0;;4316.0;2309.0;;358.0;397.0;;-759.0;;;-442.0;-5773.0;-428.0;-1110.0;1169.0;3120.0;-6752.0;159.0;-50.0;-1757.0;3465.0;-75.0;-11039.0;-12891.0;;1.63;28.64;1.26;0.34;0.51;1.68;7.83;2111.0;19.3;1.2;2.1;60455.0;4.1;1420.0;2655.0;23.7;4.4;-5692.0;9689.0;16535.0;10.4;8.5;16.1;59.3;141.6;1.626
2012.0;102720.0;8373.0;8913.0;4000.0;6104.0;4466.0;2117.0;20473.0;80823.0;30637.0;52491.0;28291.0;7016.0;-5066.0;-2174.0;-76.0;1114.0;94347.0;8.15;4374.0;;2590.0;2590.0;;1784.0;98721.0;210.0;664.0;2384.0;8.68;3.89;2104.0;5.94;1399.0;4.35;2.12;2.11;2111.0;;3669.0;1978.0;5647.0;;5727.0;9099.0;44089.0;;7350.0;7350.0;1124.0;37.0;7751.0;60350.0;;9503.0;2925.0;662.0;;18208.0;15774.0;;1846.0;4234.0;21854.0;;;;640.0;19687.0;;7964.0;80782.0;41.0;80823.0;;4466.0;2384.0;;199.0;608.0;;-734.0;;;-641.0;-5902.0;-181.0;-3139.0;1918.0;2238.0;-4329.0;110.0;-482.0;-1878.0;4406.0;38.0;-10883.0;-10807.0;;1.59;30.58;1.33;0.33;0.56;1.76;8.42;2111.0;14.9;1.0;2.8;64539.0;3.9;1498.0;2806.0;22.9;4.3;-6386.0;9911.0;17775.0;10.0;8.1;15.8;57.9;202.0;1.592
2013.0;98276.0;6199.0;4143.0;3831.0;2971.0;188.0;2115.0;19854.0;75996.0;28781.0;50737.0;25231.0;4301.0;-421.0;-3585.0;305.0;-227.0;92077.0;6.31;2368.0;;2368.0;2368.0;;;94445.0;190.0;675.0;2410.0;4.22;3.9;-860.0;3.02;870.0;0.19;0.09;0.09;2114.0;;3808.0;791.0;4600.0;;5676.0;9578.0;37703.0;4478.0;2135.0;6613.0;1198.0;88.0;10541.0;56142.0;;9151.0;1161.0;1454.0;;18469.0;15263.0;;1525.0;5168.0;21956.0;;194.0;;611.0;15971.0;;8649.0;75968.0;27.0;75996.0;;188.0;2410.0;;80.0;-569.0;;-143.0;;;2191.0;-4528.0;-246.0;;2163.0;1631.0;-4581.0;86.0;;-1795.0;2705.0;39.0;3808.0;3503.0;;1.52;30.67;0.06;-0.07;0.56;1.41;7.87;2114.0;367.2;21.6;2.6;64826.0;3.9;1590.0;124.0;29.3;0.2;-5889.0;10068.0;16643.0;2.6;2.3;0.7;-854.8;-751.3;1.516
2014.0;106413.0;6714.0;5584.0;3940.0;3782.0;1631.0;2126.0;26072.0;83990.0;35828.0;59341.0;24637.0;5333.0;-4778.0;94.0;-42.0;509.0;99700.0;6.31;2774.0;;2774.0;2774.0;;;102474.0;221.0;748.0;2624.0;5.25;3.7;-157.0;3.55;581.0;1.53;0.77;0.77;2123.0;;4196.0;1701.0;5897.0;;5987.0;14188.0;41004.0;3827.0;2527.0;6354.0;362.0;122.0;10076.0;57917.0;;9763.0;3198.0;1495.0;;22868.0;15576.0;;995.0;6942.0;23512.0;;203.0;;678.0;16288.0;;7672.0;83978.0;12.0;83990.0;;1631.0;2624.0;;79.0;-526.0;;-206.0;;;1525.0;-4824.0;-42.0;-827.0;;258.0;-3201.0;104.0;;-1991.0;5182.0;-176.0;4196.0;4238.0;;1.67;29.94;0.46;0.14;0.56;1.36;6.93;2123.0;35.5;2.0;3.4;63557.0;3.7;1567.0;974.0;15.4;1.5;-5827.0;9303.0;14715.0;5.2;3.5;6.6;-22.1;370.7;1.674
2015.0;96117.0;-3259.0;-6708.0;-7418.0;-9839.0;-8860.0;2133.0;18454.0;68231.0;30571.0;57319.0;10912.0;747.0;-3110.0;1256.0;-1000.0;-2830.0;99376.0;-3.39;4159.0;;4159.0;4159.0;;;103535.0;139.0;770.0;2395.0;-6.98;-7.72;-2421.0;-10.24;-1014.0;-9.22;-4.15;-4.15;2133.0;;3341.0;915.0;4256.0;;4563.0;9634.0;31543.0;3531.0;2289.0;5819.0;1986.0;793.0;9636.0;49777.0;;7833.0;3099.0;711.0;;19639.0;16437.0;;307.0;10005.0;26748.0;;218.0;;627.0;3063.0;;7222.0;68231.0;;68231.0;;-8860.0;2395.0;;162.0;633.0;;981.0;;;6417.0;-3577.0;-964.0;;727.0;198.0;-4915.0;23.0;;-1410.0;7559.0;120.0;3341.0;4341.0;;1.54;29.19;-2.69;-0.86;0.43;1.09;3.31;2133.0;-4.4;-0.2;3.6;62284.0;-7.7;1552.0;-5741.0;10.3;-9.2;-7852.0;10651.0;7071.0;-21.7;-13.3;-81.2;115.9;;1.543
2016.0;75744.0;3971.0;2666.0;1364.0;225.0;192.0;2145.0;20633.0;61092.0;27432.0;49103.0;12003.0;2958.0;-856.0;-840.0;1263.0;1514.0;71772.0;5.24;2608.0;;2608.0;2608.0;;;74380.0;40.0;693.0;1856.0;3.52;1.8;-1138.0;0.3;-75.0;0.25;0.09;0.09;2138.0;;4289.0;4819.0;9107.0;;3381.0;8144.0;24908.0;2542.0;1457.0;3999.0;-2189.0;68.0;13673.0;40459.0;;6324.0;3932.0;1123.0;;17175.0;14904.0;;188.0;6579.0;21671.0;;138.0;;566.0;4543.0;;6893.0;61106.0;-14.0;61092.0;;192.0;1856.0;;394.0;-234.0;;487.0;;;750.0;-1444.0;4212.0;-4170.0;;314.0;-1848.0;1.0;;;1006.0;1.0;4289.0;3025.0;;1.39;25.45;0.06;0.51;;0.49;4.03;2138.0;142.9;6.4;;54433.0;1.8;1334.0;138.0;-33.3;0.3;-4886.0;10711.0;8626.0;3.2;1.3;1.6;100.0;-0.1;1.391
