;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (EUR/USD)
1997.0;29199.0;;11129.0;;2739.0;2025.0;1565.0;;;;;;7275.0;-8321.0;3560.0;2153.0;7275.0;;;;;3773.0;3773.0;;;;11664.0;8012.0;378.0;38.11;;;9.38;714.0;6.93;1.29;1.29;1565.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025.0;378.0;;;25362.0;;;;26145.0;-20489.0;;;-91703.0;83382.0;;;;;-268.0;3828.0;-362.0;4301.0;2148.0;;1.1;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;43714.0;;20293.0;;4030.0;3111.0;1916.0;;;;;;;;;;;;;;;5779.0;5779.0;;;;21740.0;16263.0;;46.42;;;9.22;919.0;7.12;1.65;1.62;1881.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;45642.0;;20192.0;;6044.0;4973.0;1939.0;;;;;;23832.0;-22551.0;4157.0;4029.0;18205.0;;;;;6132.0;5832.0;299.0;;;18798.0;13603.0;546.0;44.24;;;13.24;1070.0;10.9;2.59;2.55;1911.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4973.0;546.0;;;30523.0;;;;31386.0;-12210.0;-5627.0;;-113535.0;101904.0;-10920.0;;;;-731.0;4888.0;-1408.0;14982.0;10953.0;;1.01;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;54648.0;;31834.0;;13062.0;11325.0;1934.0;;;;;;-3312.0;-13432.0;7347.0;-10717.0;-14091.0;;;;;6763.0;6359.0;404.0;;;22992.0;18197.0;575.0;58.25;;;23.9;1737.0;20.72;5.93;5.93;1908.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11325.0;575.0;;;39024.0;;;;39943.0;-54236.0;-10779.0;;-107530.0;103308.0;-9210.0;;;;-851.0;8198.0;-1320.0;3294.0;14012.0;;0.94;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;65301.0;;23069.0;;5125.0;4084.0;1943.0;;;;;;20905.0;-24232.0;4715.0;1066.0;12751.0;;;;;7398.0;6958.0;440.0;;;21703.0;17416.0;528.0;35.33;;;7.85;1040.0;6.25;2.12;2.1;1923.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4084.0;528.0;;;-466.0;;;;542.0;16759.0;-8154.0;;-238240.0;214266.0;-258.0;;;;-2053.0;6768.0;-321.0;4177.0;3111.0;;0.89;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;79369.0;;8272.0;;5874.0;4729.0;1941.0;;752940.0;14644.0;729439.0;21441.0;41224.0;-27912.0;3346.0;17184.0;41224.0;;;;;8454.0;7938.0;516.0;;;8096.0;1354.0;1044.0;10.42;;;7.4;1145.0;5.96;2.44;2.44;1941.0;;60018.0;;60018.0;21291.0;;;1487.0;;;;349113.0;;;;752940.0;7684.0;6960.0;;;;96756.0;;;;96756.0;811551.0;;2256.0;;18322.0;864.0;;750881.0;2059.0;752940.0;;4729.0;1044.0;;;-27458.0;;;;-27057.0;62909.0;;;-310187.0;274034.0;8241.0;;;;-2077.0;5424.0;524.0;22104.0;4920.0;;1.05;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;85409.0;;9151.0;;6953.0;5081.0;2015.0;;978606.0;19000.0;947387.0;29045.0;75621.0;-82381.0;1222.0;-619.0;67329.0;;;;;10052.0;9336.0;717.0;;;10261.0;1412.0;786.0;10.71;;;8.14;1872.0;5.95;2.52;2.52;2015.0;;91479.0;;91479.0;23010.0;;;1647.0;;;;469862.0;;;;978606.0;7854.0;11146.0;;;;163535.0;;;;163535.0;1091922.0;;2241.0;;27670.0;-866.0;;976432.0;2174.0;978606.0;;5081.0;786.0;;;-2735.0;;;;-1329.0;72490.0;-8292.0;;-410203.0;344019.0;-16196.0;-278.0;;;-1164.0;2665.0;4919.0;9221.0;9839.0;;1.26;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;91293.0;;12538.0;;10482.0;8085.0;2124.0;;1173528.0;22388.0;1133750.0;36781.0;103076.0;-99719.0;2056.0;5356.0;94510.0;;;;;11420.0;10492.0;928.0;;;11990.0;1380.0;676.0;13.73;;;11.48;2396.0;8.86;3.81;3.81;2124.0;;89562.0;;89562.0;22890.0;;;1696.0;;;;469782.0;;;;1173528.0;8809.0;13579.0;;;;158384.0;;;;158384.0;1269746.0;;1738.0;;35772.0;-729.0;;1170532.0;2996.0;1173528.0;;8085.0;676.0;;;3690.0;;;;5265.0;90625.0;-8566.0;;-378347.0;288905.0;-10277.0;;;;-1195.0;3251.0;-58.0;15297.0;9941.0;;1.36;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;83040.0;;59466.0;;10525.0;8893.0;2271.0;790069.0;1371134.0;50828.0;1325661.0;45473.0;39938.0;-59532.0;8652.0;-11296.0;37931.0;;;;;9958.0;9048.0;910.0;;;57011.0;47429.0;1512.0;71.61;;;12.67;1632.0;10.71;3.92;3.92;2271.0;;15483.0;;15483.0;25139.0;;749447.0;6812.0;;;4332.0;569921.0;;;581065.0;1952200.0;12661.0;38167.0;;;;141546.0;;;;141546.0;1416379.0;;350.0;;43473.0;1648.0;;1371134.0;;1371134.0;;8893.0;1512.0;;;-5116.0;;;;;34648.0;-2007.0;;259273.0;-309813.0;-8992.0;-209.0;;;-2912.0;11773.0;-355.0;3946.0;15242.0;;1.18;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;96246.0;;80349.0;;13120.0;10153.0;2177.0;964654.0;1618603.0;53368.0;1564203.0;50507.0;12869.0;-41339.0;22207.0;-6771.0;12119.0;;;;;78275.0;77089.0;1187.0;;;78098.0;65966.0;1713.0;83.48;;;13.63;2517.0;10.55;4.71;4.66;2155.0;;18909.0;34781.0;53690.0;27756.0;;883208.0;7960.0;403.0;4246.0;4649.0;641339.0;;;653948.0;2272551.0;14247.0;39121.0;2732.0;;;148692.0;;5335.0;;154027.0;1664862.0;;284.0;700.0;;38789.0;10735.0;1614710.0;3892.0;1618603.0;;10153.0;1713.0;;;-15108.0;;;;65166.0;16111.0;-750.0;-2466.0;-448635.0;411520.0;-1008.0;-792.0;499.0;-1877.0;-3585.0;27962.0;-508.0;-2369.0;4402.0;;1.32;33.84;3.57;4.26;1.26;0.26;17.76;2155.0;11.3;0.6;3.1;72919.0;;1298.0;7692.0;19.2;10.5;690421.0;112654.0;38266.0;4.1;4.9;20.1;64.7;40.9;1.32
