;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (GBP/USD)
1997.0;2875.0;2466.0;332.0;338.0;284.0;191.0;161.0;2330.0;3258.0;2801.0;3288.0;-30.0;470.0;-327.0;-256.0;;282.0;410.0;85.75;2127.0;;2079.0;2079.0;;48.0;2537.0;;;48.0;11.56;11.76;-54.0;9.89;93.0;6.64;1.3;1.19;147.0;;481.0;;481.0;;164.0;1685.0;236.0;;576.0;576.0;;;116.0;928.0;;479.0;1967.0;;;355.0;145.0;;14.0;329.0;487.0;;;;;924.0;-283.0;;3258.0;;3258.0;;191.0;48.0;;;97.0;;-4.0;;;135.0;-188.0;;-50.0;;-89.0;;4.0;-30.0;-22.0;-208.0;-23.0;;617.0;;1.65;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;3173.0;2248.0;448.0;380.0;343.0;232.0;149.0;2497.0;4056.0;2939.0;3732.0;324.0;423.0;-462.0;98.0;;163.0;925.0;70.84;1867.0;;1811.0;1811.0;;56.0;2792.0;;50.0;56.0;14.13;11.99;-38.0;10.81;111.0;7.31;1.58;1.55;146.0;;701.0;;701.0;;177.0;1618.0;276.0;;840.0;840.0;;;444.0;1559.0;;2383.0;158.0;;;398.0;321.0;;14.0;457.0;793.0;;;;;-794.0;-330.0;1448.0;4056.0;;4056.0;;232.0;56.0;;;-13.0;;0.0;;;148.0;-260.0;;;;-202.0;;303.0;-35.0;-32.0;-139.0;1.0;;641.0;;1.65;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;3511.0;3067.0;471.0;426.0;403.0;279.0;154.0;3059.0;5182.0;3472.0;4654.0;528.0;416.0;-457.0;402.0;360.0;311.0;445.0;87.34;2641.0;;2573.0;2573.0;;68.0;3085.0;;;68.0;13.42;12.13;-23.0;11.48;124.0;7.95;1.85;1.81;151.0;;981.0;;981.0;;183.0;1894.0;318.0;;1229.0;1229.0;;;577.0;2124.0;;2125.0;240.0;;;1107.0;593.0;;8.0;582.0;1183.0;;;;125.0;-582.0;-389.0;1374.0;5182.0;;5182.0;;279.0;68.0;;;68.0;;-2.0;;;1.0;-104.0;-327.0;;;-26.0;;19.0;;-34.0;417.0;-1.0;891.0;531.0;;1.62;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;4464.0;4097.0;758.0;1245.0;531.0;366.0;172.0;5517.0;13645.0;6368.0;8503.0;5143.0;726.0;-719.0;268.0;327.0;558.0;366.0;91.79;2852.0;;2747.0;2747.0;;105.0;3219.0;34.0;109.0;118.0;16.98;27.89;-714.0;11.89;164.0;8.21;2.19;2.12;167.0;;1599.0;;1599.0;;361.0;3557.0;584.0;;6660.0;6660.0;;;884.0;8129.0;;3856.0;446.0;;401.0;1666.0;1190.0;;;945.0;2135.0;;;;167.0;-256.0;-729.0;5961.0;13645.0;;13645.0;;366.0;118.0;;;247.0;;-22.0;;;-6.0;-168.0;-360.0;-61.0;;-131.0;;117.0;;-38.0;190.0;53.0;1153.0;826.0;;1.5;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;5862.0;5524.0;865.0;737.0;579.0;395.0;144.0;5160.0;14454.0;6300.0;9147.0;5307.0;80.0;-1381.0;551.0;-735.0;-92.0;338.0;94.23;4787.0;;4766.0;4766.0;;22.0;5126.0;;104.0;182.0;14.75;12.57;-158.0;9.88;184.0;6.74;2.32;2.23;138.0;;854.0;112.0;966.0;;345.0;3849.0;631.0;;7857.0;7857.0;;;807.0;9295.0;;3653.0;466.0;;470.0;1711.0;2059.0;;;787.0;2847.0;;;;168.0;;-857.0;5997.0;14454.0;;14454.0;;395.0;182.0;;;-668.0;;26.0;;;170.0;-172.0;-1041.0;-214.0;39.0;6.0;;996.0;;-65.0;-380.0;16.0;387.0;1122.0;;1.45;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;6301.0;5949.0;922.0;439.0;309.0;142.0;227.0;5797.0;16055.0;6642.0;10067.0;5925.0;1009.0;-702.0;72.0;379.0;847.0;352.0;94.42;5510.0;;5223.0;5223.0;;286.0;5861.0;50.0;139.0;474.0;14.64;6.97;-131.0;4.9;167.0;2.25;0.64;0.62;222.0;;1111.0;307.0;1418.0;;470.0;3909.0;608.0;;8636.0;8636.0;706.0;;307.0;10258.0;;3994.0;366.0;48.0;540.0;1742.0;2261.0;;;1164.0;3425.0;;;;187.0;-141.0;;5880.0;15992.0;63.0;16055.0;;142.0;474.0;;;339.0;;-114.0;;;54.0;-162.0;-23.0;-42.0;5.0;-480.0;-386.0;39.0;-13.0;-90.0;521.0;-1.0;808.0;428.0;;1.61;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;7323.0;6900.0;1083.0;741.0;589.0;372.0;229.0;7688.0;19627.0;8782.0;12373.0;7168.0;1473.0;-771.0;-283.0;384.0;1305.0;423.0;94.23;6159.0;;6021.0;6021.0;;139.0;6582.0;55.0;128.0;366.0;14.79;10.11;-151.0;8.05;218.0;5.08;1.67;1.62;223.0;;1816.0;717.0;2532.0;;481.0;4675.0;615.0;;10094.0;10094.0;514.0;;715.0;11938.0;;4875.0;1010.0;53.0;699.0;2198.0;2192.0;;;1399.0;3591.0;;;232.0;212.0;-319.0;;7044.0;19541.0;86.0;19627.0;;372.0;366.0;;;572.0;;78.0;;;163.0;-167.0;-496.0;-180.0;20.0;52.0;;32.0;-36.0;-119.0;-160.0;-34.0;1277.0;893.0;;1.79;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;8245.0;7814.0;1415.0;929.0;875.0;561.0;244.0;9203.0;21704.0;10011.0;14098.0;7507.0;1024.0;-566.0;247.0;619.0;841.0;432.0;94.76;6884.0;;6740.0;6740.0;;144.0;7316.0;108.0;244.0;342.0;17.16;11.27;-54.0;10.62;269.0;6.8;2.3;2.24;227.0;;2631.0;468.0;3099.0;;423.0;5681.0;640.0;;11115.0;11115.0;-452.0;;1199.0;12501.0;;5533.0;1160.0;102.0;778.0;2539.0;2529.0;;599.0;960.0;4088.0;;;;227.0;-241.0;;7520.0;21605.0;99.0;21704.0;;561.0;342.0;;113.0;48.0;;77.0;;;-40.0;-183.0;-325.0;-42.0;18.0;-33.0;-442.0;34.0;-180.0;-157.0;991.0;-86.0;1993.0;1373.0;;1.92;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;9248.0;8833.0;1471.0;1123.0;1019.0;626.0;245.0;10657.0;24764.0;12637.0;17904.0;6720.0;1441.0;-1157.0;-1469.0;-1038.0;1147.0;415.0;95.52;7710.0;;7710.0;7710.0;;;8125.0;99.0;257.0;254.0;15.9;12.15;-105.0;11.02;334.0;6.77;2.61;2.56;240.0;;1919.0;;1919.0;;484.0;8253.0;729.0;9767.0;2169.0;11937.0;;224.0;1217.0;14107.0;;8019.0;811.0;97.0;1040.0;2767.0;2515.0;;917.0;1835.0;5267.0;;;;216.0;9041.0;;-2537.0;24624.0;140.0;24764.0;;626.0;254.0;;118.0;185.0;;68.0;;;258.0;-295.0;-874.0;;;12.0;-1025.0;35.0;-262.0;-172.0;-45.0;146.0;1170.0;2208.0;;1.72;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;11570.0;10989.0;1958.0;1452.0;1336.0;853.0;248.0;13637.0;28780.0;15832.0;21107.0;7495.0;1295.0;-740.0;86.0;543.0;934.0;581.0;94.98;9536.0;;9536.0;9536.0;;;10117.0;157.0;350.0;364.0;16.92;12.55;-117.0;11.54;391.0;7.38;3.56;3.45;240.0;;3258.0;;3258.0;;669.0;9710.0;813.0;10643.0;2184.0;12827.0;;213.0;1289.0;15143.0;;9290.0;2472.0;78.0;1000.0;3069.0;2385.0;;916.0;1974.0;5275.0;;;;243.0;10671.0;;-3420.0;28601.0;179.0;28780.0;;853.0;364.0;;139.0;-335.0;;-163.0;;;274.0;-361.0;-422.0;-56.0;30.0;70.0;-43.0;139.0;-505.0;-233.0;727.0;-99.0;1874.0;1331.0;;1.96;24.59;1.81;1.98;0.49;0.77;15.93;240.0;33.4;1.8;0.8;5906.0;12.6;186.0;436.0;29.2;7.4;-1120.0;1217.0;3826.0;8.8;5.6;11.4;72.7;64.1;1.959
2007.0;12291.0;11624.0;2139.0;1599.0;1429.0;926.0;245.0;17012.0;34277.0;19679.0;26141.0;7897.0;1771.0;-1664.0;-135.0;209.0;1432.0;667.0;94.58;10025.0;;10025.0;10025.0;;;10692.0;203.0;441.0;367.0;17.41;13.01;-169.0;11.63;406.0;7.53;3.93;3.77;235.0;;4054.0;;4054.0;;683.0;12275.0;893.0;12064.0;2294.0;14358.0;;111.0;1903.0;17266.0;;11610.0;3156.0;139.0;1193.0;3720.0;3457.0;;922.0;2083.0;6462.0;;;;237.0;10892.0;;-3232.0;34038.0;239.0;34277.0;;926.0;367.0;;124.0;50.0;;58.0;;;304.0;-339.0;-1341.0;-254.0;18.0;252.0;-893.0;69.0;-825.0;-276.0;1791.0;237.0;2111.0;1901.0;;1.98;26.31;1.98;3.06;0.59;0.73;16.9;235.0;35.8;2.1;0.8;6192.0;13.0;185.0;466.0;28.4;7.5;-1344.0;1742.0;3978.0;8.8;5.2;11.7;70.2;72.1;1.985
2008.0;10937.0;10253.0;1855.0;1281.0;1092.0;642.0;234.0;16248.0;35785.0;17753.0;27067.0;8429.0;1350.0;-1840.0;689.0;374.0;1027.0;684.0;93.75;8972.0;;763.0;763.0;;8209.0;9656.0;248.0;504.0;368.0;16.96;11.72;-189.0;9.99;341.0;5.87;2.81;2.75;229.0;;3763.0;;3763.0;;503.0;11982.0;1010.0;13302.0;3358.0;16660.0;1500.0;96.0;271.0;19537.0;;15224.0;2400.0;128.0;;128.0;5850.0;;2057.0;1407.0;9314.0;;;;184.0;8498.0;;-252.0;35496.0;289.0;35785.0;;642.0;368.0;;91.0;-160.0;;96.0;;;408.0;-323.0;-1535.0;-134.0;16.0;100.0;-1547.0;16.0;-154.0;-330.0;2704.0;176.0;1928.0;1554.0;;1.46;32.7;1.92;3.07;0.99;0.96;25.2;229.0;25.1;1.2;2.0;7477.0;11.7;251.0;439.0;31.2;5.9;-1029.0;3999.0;5762.0;5.8;4.2;7.6;48.7;45.6;1.463
2009.0;14031.0;12894.0;2177.0;1231.0;1071.0;707.0;248.0;15503.0;36113.0;17072.0;26297.0;9523.0;1323.0;-628.0;-1136.0;-601.0;914.0;1137.0;91.9;11664.0;;1117.0;1117.0;;10546.0;12801.0;243.0;574.0;644.0;15.51;8.77;-160.0;7.63;252.0;5.04;2.9;2.85;244.0;;2693.0;;2693.0;;496.0;12315.0;1099.0;14053.0;3233.0;17285.0;1654.0;109.0;462.0;20610.0;;15792.0;1164.0;116.0;1472.0;-1356.0;5795.0;;2092.0;1338.0;9225.0;;;;203.0;9540.0;;-220.0;35820.0;294.0;36113.0;;707.0;644.0;;89.0;-165.0;;20.0;;;48.0;-409.0;-234.0;-86.0;82.0;-30.0;-2009.0;7.0;-15.0;-408.0;1290.0;-159.0;1528.0;2130.0;;1.62;35.63;1.8;2.32;1.04;1.04;24.18;244.0;20.7;0.3;2.8;8684.0;8.8;398.0;438.0;23.5;5.0;-971.0;3586.0;5894.0;6.3;4.3;7.4;42.2;45.7;1.616
2010.0;14557.0;13355.0;2237.0;1518.0;1328.0;914.0;268.0;17563.0;37981.0;18838.0;27609.0;10057.0;2124.0;-640.0;-421.0;1192.0;1784.0;1202.0;91.74;11837.0;;1028.0;1028.0;;10809.0;13039.0;127.0;432.0;594.0;15.37;10.43;-190.0;9.12;297.0;6.28;3.71;3.58;247.0;;3066.0;;3066.0;;571.0;13926.0;1105.0;14207.0;2971.0;17178.0;1507.0;123.0;505.0;20418.0;;18259.0;398.0;181.0;;181.0;5614.0;;1923.0;1235.0;8772.0;;;;197.0;9996.0;-1571.0;1435.0;37667.0;314.0;37981.0;;914.0;594.0;;110.0;352.0;;-72.0;;;154.0;-339.0;-312.0;-37.0;37.0;-30.0;;67.0;-72.0;-417.0;2.0;128.0;2667.0;1476.0;;1.56;37.84;2.38;4.64;1.08;0.88;26.14;247.0;21.9;1.1;2.1;9331.0;10.4;381.0;586.0;22.4;6.3;-817.0;3598.0;6447.0;6.8;4.4;9.1;54.4;23.7;1.56
2011.0;15569.0;14352.0;2505.0;1852.0;1567.0;1305.0;268.0;17537.0;38364.0;18327.0;27653.0;10351.0;1033.0;-1103.0;-322.0;-437.0;640.0;1217.0;92.18;12500.0;;1047.0;1047.0;;11453.0;13717.0;151.0;462.0;596.0;16.09;11.9;-286.0;10.06;143.0;8.38;5.25;5.01;249.0;;3024.0;;3024.0;;519.0;13994.0;1131.0;14651.0;2889.0;17540.0;;134.0;2021.0;20827.0;;17346.0;805.0;176.0;;176.0;6048.0;;1152.0;2127.0;9326.0;;;;197.0;16783.0;-1636.0;-4993.0;38005.0;359.0;38364.0;;1305.0;596.0;;122.0;-965.0;;51.0;;;-25.0;-393.0;-730.0;-730.0;;693.0;;45.0;-283.0;-339.0;256.0;-46.0;2219.0;2656.0;;1.55;40.32;3.38;1.66;0.88;1.02;26.81;249.0;17.0;1.0;1.5;10022.0;11.9;384.0;840.0;9.1;8.4;-509.0;3893.0;6663.0;8.8;5.0;12.6;74.0;90.2;1.554
2012.0;16857.0;15463.0;2789.0;2017.0;1774.0;1337.0;271.0;18566.0;40429.0;19658.0;28954.0;11069.0;1476.0;-1256.0;-138.0;-112.0;940.0;1395.0;91.73;13446.0;;1122.0;1122.0;;12323.0;14840.0;89.0;487.0;645.0;16.55;11.96;-242.0;10.53;320.0;7.93;5.38;5.1;249.0;;3161.0;;3161.0;;566.0;14839.0;1249.0;15369.0;2970.0;18339.0;287.0;148.0;1840.0;21862.0;;11745.0;1765.0;872.0;;6148.0;5981.0;;1106.0;2209.0;9296.0;;;;206.0;18179.0;-1623.0;-5693.0;40023.0;406.0;40429.0;;1337.0;645.0;;151.0;-631.0;;-29.0;;;-25.0;-536.0;-921.0;-921.0;;1057.0;;91.0;-219.0;-498.0;488.0;-194.0;2209.0;2321.0;;1.63;41.71;3.31;2.33;1.23;1.33;27.39;249.0;19.5;1.3;1.9;10373.0;12.0;397.0;823.0;18.1;7.9;-672.0;3681.0;6811.0;8.6;5.4;12.1;62.7;66.6;1.625
2013.0;18244.0;16682.0;3150.0;2335.0;2145.0;1550.0;272.0;19454.0;41399.0;19490.0;28408.0;12561.0;2275.0;-792.0;-343.0;867.0;1804.0;1562.0;91.44;13143.0;;1204.0;1204.0;;11939.0;14705.0;90.0;444.0;686.0;17.27;12.8;-190.0;11.76;470.0;8.5;5.99;5.76;259.0;;3678.0;;3678.0;;504.0;15271.0;1280.0;15683.0;2761.0;18444.0;1761.0;198.0;262.0;21945.0;;11838.0;1559.0;886.0;1520.0;4574.0;5829.0;;1077.0;2012.0;8918.0;;;;223.0;11430.0;-1726.0;2634.0;40969.0;430.0;41399.0;;1550.0;686.0;;175.0;-221.0;;61.0;;;85.0;-471.0;-333.0;-333.0;;273.0;;70.0;-326.0;-658.0;571.0;-273.0;3118.0;2250.0;;1.66;42.59;3.62;4.21;1.54;1.1;29.32;259.0;25.1;1.5;1.7;11019.0;12.8;415.0;937.0;21.9;8.5;-22.0;3521.0;7587.0;9.0;6.0;12.3;57.6;50.6;1.656
2014.0;17954.0;15674.0;3141.0;2347.0;2261.0;1678.0;268.0;19491.0;41664.0;19615.0;29475.0;11680.0;2653.0;-1086.0;-890.0;567.0;2319.0;2280.0;87.3;12219.0;;1108.0;1108.0;;11111.0;14499.0;147.0;409.0;586.0;17.49;13.07;-86.0;12.59;468.0;9.34;6.42;6.27;261.0;;3913.0;;3913.0;;510.0;15068.0;1203.0;15541.0;2599.0;18140.0;2226.0;373.0;231.0;22173.0;;12219.0;1017.0;913.0;1542.0;4837.0;6439.0;;1040.0;2381.0;9860.0;;;;206.0;11067.0;-1702.0;2108.0;41155.0;509.0;41664.0;;1678.0;586.0;;159.0;459.0;;-15.0;;;-229.0;-334.0;-762.0;-762.0;;714.0;;39.0;-795.0;-716.0;583.0;-109.0;3500.0;2933.0;;1.56;44.09;4.12;5.7;1.76;0.82;28.68;261.0;25.2;1.4;1.7;11529.0;13.1;376.0;1077.0;20.7;9.3;-80.0;4135.0;7500.0;9.4;6.2;14.4;57.3;63.5;1.557
