;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (GBP/USD)
1997.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;29520.0;;5675.0;3928.0;3950.0;2232.0;971.0;13806.0;28780.0;13758.0;20166.0;8438.0;1389.0;317.0;-1078.0;360.0;332.0;;;25207.0;152.0;;;;25055.0;25207.0;415.0;1119.0;807.0;19.22;13.31;22.0;13.38;1516.0;7.56;2.3;2.28;971.0;;4175.0;807.0;4982.0;;3730.0;5094.0;5014.0;;7885.0;7885.0;1821.0;4175.0;-3921.0;14974.0;;1203.0;7896.0;;;4659.0;4879.0;;50.0;1480.0;6408.0;;;;1725.0;-1156.0;-2665.0;10535.0;28605.0;175.0;28780.0;;2232.0;807.0;;;707.0;;-90.0;;;-2357.0;-1058.0;2344.0;;;-969.0;;259.0;-4954.0;;3618.0;-269.0;-2914.0;-3274.0;;1.67;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;18607.0;;3390.0;2393.0;2314.0;1486.0;888.0;10345.0;25679.0;11732.0;18433.0;7245.0;511.0;2677.0;-2961.0;-33.0;-331.0;;;15740.0;96.0;;;;15644.0;15740.0;175.0;681.0;528.0;18.22;12.86;-79.0;12.44;694.0;7.99;1.68;1.67;883.0;;1731.0;;1731.0;;3474.0;5141.0;5013.0;;8184.0;8184.0;1756.0;1731.0;-1350.0;15333.0;;1079.0;6166.0;;;4486.0;5409.0;;65.0;1227.0;6701.0;;;;1565.0;-2119.0;-2857.0;10656.0;25679.0;;25679.0;;1486.0;528.0;;;80.0;;-3.0;;;-1584.0;-842.0;191.0;-276.0;;3605.0;-1129.0;79.0;-1910.0;;;-260.0;-4436.0;-4403.0;;1.58;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;18009.0;;3324.0;2704.0;2201.0;1481.0;850.0;9517.0;24482.0;9621.0;16463.0;8018.0;1073.0;-391.0;-889.0;-287.0;243.0;;;14753.0;105.0;;;;14649.0;14753.0;161.0;707.0;528.0;18.46;15.01;-502.0;12.22;608.0;8.22;1.75;1.74;848.0;;1613.0;;1613.0;;3245.0;4659.0;4670.0;;8024.0;8024.0;1866.0;1613.0;-1209.0;14964.0;;989.0;4658.0;;;3974.0;5691.0;;76.0;1076.0;6843.0;;;;1502.0;-988.0;-2561.0;10065.0;24482.0;;24482.0;;1481.0;528.0;;;-68.0;;-32.0;;;-868.0;-830.0;739.0;-58.0;;-243.0;-825.0;18.0;-82.0;;;-79.0;-3045.0;-2758.0;;1.52;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;18153.0;11349.0;3496.0;1960.0;2438.0;1709.0;844.0;10369.0;24982.0;10049.0;16870.0;8112.0;1338.0;-1596.0;399.0;-21.0;716.0;6805.0;62.52;15828.0;101.0;2708.0;;2708.0;13020.0;15828.0;146.0;637.0;534.0;19.26;10.79;479.0;13.43;616.0;9.41;2.02;2.02;844.0;;2608.0;;2608.0;4272.0;3160.0;328.0;4497.0;;8031.0;8031.0;1689.0;2608.0;-2212.0;14614.0;;1073.0;5107.0;;;3868.0;5705.0;;212.0;905.0;6822.0;;;;1397.0;-381.0;-2796.0;9891.0;24982.0;;24982.0;;1709.0;534.0;;;-40.0;;-42.0;;-42.0;-865.0;-622.0;-149.0;-76.0;;-749.0;;44.0;-208.0;-1024.0;1588.0;-163.0;-2499.0;-2478.0;;1.42;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;17282.0;10384.0;4352.0;3244.0;2996.0;2477.0;851.0;11230.0;28327.0;11279.0;18285.0;10042.0;2120.0;1403.0;-3753.0;-230.0;1223.0;6897.0;60.09;7140.0;43.0;6659.0;4344.0;2315.0;438.0;14038.0;276.0;612.0;481.0;25.18;18.77;-248.0;17.34;782.0;14.33;2.99;2.99;829.0;;2445.0;;2445.0;3615.0;3547.0;1623.0;3898.0;;8324.0;8324.0;4446.0;2447.0;-2017.0;17098.0;;1101.0;5704.0;;;4473.0;5685.0;;456.0;865.0;7006.0;;;;1424.0;928.0;-2191.0;9880.0;28327.0;;28327.0;;2477.0;481.0;;;-404.0;;-222.0;;-213.0;-434.0;-896.0;-5502.0;-110.0;;7912.0;-210.0;17.0;-2540.0;-1161.0;141.0;409.0;2445.0;2675.0;;1.53;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;11243.0;3269.0;2044.0;3269.0;3328.0;125.0;778.0;10679.0;26800.0;11328.0;17728.0;8197.0;2598.0;674.0;-3069.0;202.0;1966.0;7974.0;29.08;9972.0;25.0;;;;9947.0;7974.0;50.0;571.0;457.0;18.18;29.08;59.0;29.6;892.0;1.11;0.16;0.16;778.0;;1970.0;;1970.0;;3629.0;5079.0;3266.0;;7095.0;7095.0;;1971.0;3790.0;16121.0;;879.0;5433.0;1421.0;;5015.0;4933.0;;616.0;852.0;6400.0;;;;1484.0;-722.0;;;25924.0;876.0;26800.0;;125.0;457.0;;;-248.0;;10.0;;;2264.0;-632.0;-227.0;-33.0;;1566.0;-821.0;7.0;-1410.0;-1269.0;423.0;376.0;1970.0;1768.0;;1.65;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;12143.0;3472.0;4413.0;3473.0;3756.0;2529.0;764.0;9208.0;25605.0;9128.0;18004.0;6709.0;3176.0;-603.0;-2636.0;-64.0;2582.0;8671.0;28.59;-1.0;;;;;-1.0;8670.0;282.0;537.0;407.0;36.34;28.6;283.0;30.93;940.0;20.83;3.34;3.34;764.0;;2120.0;;2120.0;2564.0;3954.0;569.0;3591.0;;7291.0;7291.0;;2123.0;3391.0;16397.0;;798.0;3636.0;1465.0;;4694.0;6026.0;;709.0;2141.0;8876.0;;;;1609.0;-3080.0;5763.0;2418.0;24713.0;892.0;25605.0;;2529.0;407.0;;;150.0;;-44.0;;174.0;90.0;-594.0;-62.0;;16.0;37.0;-449.0;7.0;-563.0;-1454.0;-177.0;675.0;2120.0;2184.0;;1.82;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;12036.0;3478.0;4207.0;3477.0;3583.0;2460.0;743.0;8736.0;23766.0;7248.0;16908.0;6513.0;3086.0;1166.0;-4064.0;188.0;2557.0;8558.0;28.9;1.0;1815.0;1815.0;;1815.0;-3628.0;8559.0;233.0;485.0;401.0;34.95;28.89;106.0;29.77;860.0;20.44;3.24;3.24;743.0;;1461.0;;1461.0;2700.0;4177.0;398.0;3751.0;;7606.0;7606.0;;1394.0;2278.0;15029.0;;832.0;1554.0;1392.0;;4862.0;6577.0;;597.0;2485.0;9659.0;;;;1579.0;-3130.0;5672.0;2392.0;23421.0;345.0;23766.0;;2460.0;401.0;;;32.0;;-140.0;;127.0;193.0;-529.0;-490.0;-11.0;2168.0;28.0;-679.0;11.0;-1862.0;-1519.0;-15.0;-99.0;1461.0;1273.0;;1.79;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;13420.0;8021.0;4681.0;3778.0;3967.0;3527.0;713.0;8941.0;25744.0;6165.0;17091.0;8322.0;2948.0;608.0;-3680.0;-145.0;2473.0;5399.0;59.77;4254.0;33.0;6324.0;4242.0;2082.0;-2104.0;9653.0;102.0;423.0;396.0;34.88;28.15;189.0;29.56;335.0;26.28;4.97;4.94;710.0;;1292.0;131.0;1423.0;2943.0;4411.0;164.0;3608.0;259.0;8122.0;8381.0;2552.0;2057.0;205.0;16803.0;;913.0;1403.0;1258.0;;3849.0;7396.0;;1246.0;2284.0;10926.0;;;;1632.0;-1643.0;5856.0;2477.0;25413.0;331.0;25744.0;;3527.0;396.0;;;-355.0;;;;-355.0;-620.0;-475.0;-163.0;;13.0;1233.0;;6.0;-2660.0;-1597.0;571.0;-20.0;1203.0;1348.0;;1.85;10.23;2.69;1.88;1.22;0.36;6.34;710.0;25.4;1.4;1.8;7263.0;28.2;214.0;1909.0;8.4;26.3;1502.0;4003.0;4504.0;20.4;16.9;42.4;54.7;171.9;1.848
