;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
1996.0;85.0;58.0;7.0;6.0;6.0;3.0;48.0;29.0;39.0;18.0;19.0;19.0;3.0;-2.0;-2.0;-1.0;3.0;27.0;68.3;52.0;;;;;52.0;79.0;;0.0;1.0;8.44;6.98;-0.0;6.8;3.0;3.7;0.07;0.06;47.0;;1.0;;1.0;22.0;6.0;0.0;6.0;;2.0;2.0;;;3.0;10.0;;13.0;1.0;;;4.0;1.0;;;-0.0;1.0;;;;;-3.0;-8.0;30.0;39.0;;39.0;;3.0;1.0;0.0;;-2.0;;-1.0;;;0.0;;;;-2.0;0.0;;;-2.0;;;;1.0;2.0;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;92.0;67.0;8.0;7.0;6.0;4.0;52.0;46.0;66.0;25.0;34.0;32.0;;-12.0;17.0;5.0;-13.0;25.0;73.23;61.0;;;;;61.0;85.0;;;2.0;8.67;7.07;-0.0;7.0;3.0;4.03;0.08;0.07;49.0;;12.0;;12.0;27.0;7.0;1.0;10.0;;6.0;6.0;;;3.0;20.0;;14.0;7.0;;;4.0;9.0;;;-0.0;8.0;;;;;1.0;-9.0;40.0;66.0;;66.0;;4.0;2.0;-0.0;;-7.0;;-1.0;;;2.0;-13.0;;;;0.0;;10.0;;;7.0;;5.0;1.0;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;121.0;97.0;11.0;9.0;9.0;5.0;60.0;50.0;73.0;28.0;37.0;36.0;8.0;-7.0;-2.0;-1.0;0.0;24.0;80.27;89.0;;;;;89.0;112.0;;0.0;2.0;9.38;7.22;-0.0;7.12;4.0;3.88;0.08;0.08;58.0;;4.0;;4.0;28.0;16.0;3.0;11.0;;8.0;8.0;;;3.0;23.0;;17.0;2.0;;;8.0;8.0;;1.0;-0.0;9.0;;;;;8.0;-10.0;38.0;73.0;;73.0;;5.0;2.0;;;;;;;;1.0;-7.0;;;;1.0;;;-0.0;;-2.0;;4.0;5.0;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;147.0;117.0;15.0;12.0;11.0;6.0;151.0;57.0;91.0;35.0;47.0;44.0;5.0;-7.0;-2.0;-3.0;-2.0;29.0;80.18;106.0;;;;;106.0;135.0;;;3.0;9.91;7.98;-0.0;7.65;5.0;4.06;0.1;0.1;151.0;;2.0;;2.0;35.0;17.0;2.0;14.0;;16.0;16.0;;;4.0;34.0;;19.0;8.0;;;8.0;10.0;;1.0;-0.0;12.0;;;;;14.0;-11.0;42.0;91.0;;91.0;;6.0;3.0;;;-6.0;;;;;2.0;-7.0;;;;0.0;;;-1.0;;-1.0;;1.0;4.0;;0.69;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;177.0;148.0;19.0;86.0;14.0;7.0;57.0;63.0;120.0;46.0;58.0;62.0;26.0;-25.0;1.0;2.0;13.0;30.0;83.32;62.0;;;;;62.0;91.0;;2.0;4.0;10.87;48.55;-72.0;7.91;7.0;4.23;0.13;0.12;57.0;;4.0;;4.0;40.0;;19.0;25.0;;28.0;28.0;;;4.0;57.0;;25.0;7.0;;;14.0;9.0;;3.0;;12.0;;;;;21.0;-12.0;53.0;120.0;;120.0;;7.0;4.0;;;15.0;;;;15.0;;-13.0;-13.0;;0.0;0.0;;12.0;-0.0;;-11.0;;2.0;1.0;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;224.0;188.0;23.0;18.0;17.0;10.0;70.0;76.0;136.0;56.0;69.0;67.0;8.0;-7.0;-8.0;-7.0;2.0;37.0;83.7;170.0;;;;;170.0;206.0;;0.0;6.0;10.32;8.04;-1.0;7.7;8.0;4.31;0.14;0.14;67.0;;5.0;;5.0;46.0;19.0;6.0;26.0;;30.0;30.0;;2.0;3.0;60.0;;27.0;15.0;;8.0;6.0;10.0;;4.0;;13.0;;;;;28.0;-10.0;49.0;136.0;;136.0;;10.0;6.0;;;;;;;;-7.0;-7.0;-2.0;;1.0;1.0;;1.0;-1.0;;-8.0;;-4.0;2.0;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;272.0;232.0;29.0;23.0;22.0;13.0;75.0;104.0;189.0;63.0;93.0;97.0;23.0;-19.0;19.0;23.0;12.0;40.0;85.22;209.0;;;;;209.0;249.0;;2.0;6.0;10.81;8.52;-1.0;7.98;8.0;4.87;0.18;0.18;72.0;;19.0;;19.0;55.0;23.0;8.0;33.0;;48.0;48.0;;3.0;2.0;86.0;;37.0;13.0;;8.0;5.0;27.0;;3.0;;30.0;;;;;41.0;2.0;;189.0;;189.0;;13.0;6.0;0.0;;-4.0;;-4.0;;;8.0;-11.0;-11.0;;1.0;2.0;;12.0;-1.0;;8.0;-0.0;19.0;-5.0;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;355.0;302.0;41.0;31.0;31.0;19.0;73.0;137.0;252.0;99.0;128.0;124.0;13.0;-26.0;-16.0;-30.0;-9.0;53.0;85.1;271.0;;;;;271.0;324.0;;2.0;8.0;11.55;8.62;;8.62;11.0;5.45;0.26;0.25;73.0;;6.0;;6.0;67.0;52.0;12.0;52.0;;58.0;58.0;;3.0;2.0;115.0;;54.0;24.0;;13.0;8.0;24.0;;5.0;;29.0;;;;;68.0;-9.0;;252.0;;252.0;;19.0;8.0;3.0;;-18.0;;;;;0.0;-22.0;-5.0;;0.0;1.0;;1.0;-1.0;;-16.0;-1.0;-8.0;23.0;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;433.0;373.0;50.0;37.0;37.0;25.0;76.0;174.0;301.0;105.0;144.0;157.0;64.0;-8.0;-30.0;25.0;50.0;60.0;86.23;336.0;;;;;336.0;396.0;;2.0;11.0;11.59;8.57;;8.57;12.0;5.8;0.34;0.33;74.0;;31.0;;31.0;93.0;34.0;15.0;40.0;;76.0;76.0;;5.0;6.0;127.0;;65.0;11.0;;16.0;14.0;18.0;;7.0;14.0;38.0;;;;;98.0;-14.0;;301.0;;301.0;;25.0;11.0;-3.0;;31.0;;25.0;;;0.0;-15.0;-16.0;;0.0;22.0;;3.0;-1.0;;-32.0;-1.0;31.0;6.0;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;451.0;249.0;67.0;54.0;54.0;35.0;82.0;241.0;541.0;136.0;241.0;299.0;49.0;-99.0;41.0;-8.0;35.0;202.0;55.29;196.0;;;;;196.0;397.0;;0.0;13.0;14.87;11.9;0.0;11.91;19.0;7.74;0.44;0.43;80.0;;24.0;;24.0;176.0;;41.0;50.0;209.0;23.0;232.0;;6.0;11.0;300.0;;113.0;4.0;;;19.0;70.0;;14.0;21.0;106.0;;;;;136.0;-23.0;;541.0;-0.0;541.0;;35.0;13.0;0.0;;-8.0;;;;-4.0;10.0;-15.0;-79.0;;0.0;-6.0;;1.0;-0.0;;40.0;-0.0;24.0;33.0;;0.86;;;;;;;;;;;;;;;;;;;;;;;;;
