;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (ARS/USD)
2012.0;4498.0;3307.0;1397.0;807.0;853.0;546.0;197.0;1421.0;3622.0;1196.0;1556.0;2025.0;1023.0;-802.0;-175.0;70.0;346.0;1192.0;73.51;2427.0;;1366.0;835.0;531.0;1061.0;3619.0;78.0;23.0;531.0;31.07;17.93;47.0;18.97;298.0;12.14;2.78;2.78;197.0;;643.0;115.0;757.0;490.0;129.0;45.0;1838.0;;308.0;308.0;14.0;13.0;29.0;2201.0;;744.0;9.0;205.0;74.0;370.0;21.0;67.0;45.0;227.0;360.0;;;;747.0;621.0;657.0;;3582.0;40.0;3622.0;;546.0;531.0;298.0;;-148.0;-133.0;-22.0;34.0;-6.0;-204.0;-676.0;;-129.0;;-172.0;-13.0;;;-169.0;7.0;24.0;643.0;573.0;;0.2;112.34;13.64;8.65;4.22;16.89;50.59;197.0;1.0;0.1;30.8;22117.0;17.9;2612.0;2685.0;34.9;12.1;1103.0;101.0;9959.0;23.7;24.2;27.0;69.1;48.7;0.203
2013.0;4186.0;2931.0;1224.0;693.0;774.0;491.0;196.0;1496.0;3548.0;1388.0;1700.0;1808.0;1095.0;-597.0;-216.0;317.0;451.0;1255.0;70.02;2153.0;;1234.0;795.0;439.0;919.0;3407.0;114.0;17.0;441.0;29.24;16.56;81.0;18.49;275.0;11.73;2.51;2.51;196.0;;801.0;19.0;820.0;498.0;118.0;59.0;1722.0;;233.0;233.0;37.0;20.0;40.0;2052.0;;906.0;2.0;225.0;65.0;415.0;34.0;69.0;19.0;189.0;311.0;;;;555.0;491.0;795.0;-33.0;3507.0;41.0;3548.0;;491.0;441.0;275.0;;-4.0;-163.0;-39.0;216.0;12.0;-108.0;-644.0;;;43.0;-127.0;-24.0;;-71.0;-150.0;29.0;35.0;801.0;485.0;;0.15;139.37;16.35;15.02;5.01;21.44;60.18;196.0;1.0;0.1;30.5;27287.0;16.6;2873.0;3202.0;35.5;11.7;701.0;220.0;11783.0;23.8;22.3;27.2;69.4;49.0;0.153
2014.0;3895.0;2679.0;1061.0;636.0;665.0;429.0;194.0;747.0;3074.0;1063.0;1349.0;1684.0;668.0;-1101.0;-157.0;-530.0;-395.0;1215.0;68.79;1982.0;;1197.0;813.0;384.0;785.0;3198.0;51.0;23.0;379.0;27.24;16.33;30.0;17.08;230.0;11.02;2.21;2.21;194.0;;96.0;6.0;103.0;512.0;84.0;48.0;1613.0;;623.0;623.0;35.0;16.0;40.0;2327.0;;662.0;21.0;125.0;59.0;321.0;30.0;54.0;49.0;154.0;286.0;;;;422.0;429.0;839.0;-6.0;3033.0;41.0;3074.0;;429.0;379.0;230.0;;-171.0;-192.0;-6.0;-48.0;-5.0;-198.0;-1063.0;;-40.0;;-490.0;-1.0;;;-152.0;-3.0;59.0;80.0;610.0;;0.12;172.01;18.95;-17.45;6.7;46.97;74.38;194.0;1.0;0.1;33.8;33341.0;16.3;3243.0;3673.0;34.5;11.0;-2704.0;254.0;14418.0;22.7;22.5;25.5;64.6;-38.4;0.117
2015.0;3129.0;2209.0;795.0;481.0;396.0;263.0;194.0;888.0;2972.0;1307.0;1611.0;1328.0;526.0;-746.0;228.0;14.0;-147.0;920.0;70.61;1666.0;;998.0;688.0;310.0;668.0;2586.0;16.0;58.0;343.0;25.41;15.38;-85.0;12.66;131.0;8.4;1.36;1.36;194.0;;67.0;110.0;178.0;504.0;169.0;36.0;1388.0;;592.0;592.0;26.0;;79.0;2084.0;;722.0;267.0;123.0;37.0;281.0;112.0;35.0;42.0;115.0;304.0;;;;279.0;263.0;817.0;-31.0;2940.0;32.0;2972.0;;263.0;343.0;131.0;;-246.0;-183.0;-118.0;106.0;-16.0;36.0;-673.0;;-75.0;;-272.0;-2.0;;;-66.0;296.0;6.0;67.0;53.0;;0.08;208.92;17.56;-9.81;4.38;44.96;88.71;194.0;1.1;0.1;23.1;40496.0;15.4;4438.0;3403.0;33.0;8.4;-5422.0;1449.0;17194.0;18.6;15.4;19.8;75.1;-44.6;0.077
2016.0;3352.0;2395.0;860.0;494.0;353.0;250.0;194.0;980.0;3017.0;1040.0;1765.0;1217.0;716.0;-714.0;178.0;194.0;2.0;957.0;71.45;1797.0;;1064.0;767.0;297.0;733.0;2754.0;24.0;119.0;390.0;25.66;14.73;-141.0;10.52;100.0;7.47;1.29;1.29;194.0;;248.0;110.0;359.0;499.0;80.0;42.0;1458.0;;478.0;478.0;22.0;;79.0;2037.0;;541.0;206.0;118.0;28.0;265.0;544.0;28.0;36.0;117.0;726.0;;;;228.0;250.0;765.0;-25.0;2983.0;34.0;3017.0;;250.0;390.0;100.0;;-179.0;-175.0;53.0;-88.0;-15.0;153.0;-714.0;;-1.0;;-112.0;-185.0;;;-126.0;489.0;14.0;248.0;55.0;;0.06;274.67;20.51;0.13;10.32;58.5;99.76;194.0;0.9;0.0;57.4;53240.0;14.7;6198.0;3975.0;28.5;7.5;-949.0;8646.0;19336.0;17.3;15.8;20.6;49.7;7692.3;0.063
2017.0;3498.0;2570.0;1063.0;650.0;624.0;409.0;362.0;979.0;3090.0;1180.0;1809.0;1239.0;1037.0;-767.0;-338.0;-60.0;410.0;928.0;73.48;1843.0;;1105.0;845.0;260.0;737.0;2770.0;41.0;72.0;372.0;30.38;18.58;-26.0;17.84;209.0;11.7;1.13;1.13;362.0;;152.0;184.0;336.0;492.0;99.0;51.0;1531.0;0.0;381.0;381.0;143.0;;57.0;2112.0;;608.0;171.0;228.0;28.0;373.0;485.0;23.0;3.0;119.0;629.0;;;;194.0;409.0;657.0;-22.0;3048.0;43.0;3090.0;;409.0;372.0;209.0;;-68.0;-111.0;-33.0;57.0;-17.0;115.0;-628.0;0.0;-141.0;;-51.0;-160.0;;;-225.0;47.0;8.0;152.0;212.0;;0.05;179.99;21.07;21.08;11.57;32.3;63.74;362.0;1.3;0.1;42.8;65186.0;18.6;6928.0;7630.0;33.6;11.7;-3749.0;9032.0;23086.0;24.6;22.7;33.1;45.1;54.9;0.054
2018.0;4458.0;3301.0;1078.0;564.0;72.0;140.0;431.0;888.0;9862.0;1418.0;3789.0;5987.0;1126.0;-830.0;-387.0;10.0;-1.0;1157.0;74.05;2687.0;;1183.0;885.0;297.0;1505.0;3844.0;50.0;137.0;876.0;24.17;12.65;-492.0;1.61;-75.0;3.15;0.33;0.33;431.0;;183.0;36.0;219.0;534.0;73.0;63.0;3992.0;3196.0;1588.0;4784.0;148.0;2.0;47.0;8974.0;;606.0;529.0;62.0;29.0;253.0;1572.0;7.0;651.0;141.0;2371.0;;;;1202.0;714.0;746.0;3326.0;9777.0;86.0;9862.0;;140.0;876.0;-75.0;;-217.0;-109.0;-0.0;23.0;;402.0;-1127.0;104.0;;191.0;-75.0;-120.0;;;-905.0;638.0;102.0;183.0;173.0;;0.03;390.14;12.29;-0.13;79.24;98.62;523.95;431.0;2.0;0.1;328.9;168046.0;12.6;33021.0;5294.0;-105.2;3.2;-19958.0;59268.0;225686.0;5.0;2.1;2.3;-544.7;-63203.7;0.027
2019.0;3958.0;2908.0;1353.0;264.0;172.0;-73.0;431.0;848.0;9655.0;1436.0;4481.0;5095.0;1368.0;-748.0;-418.0;250.0;520.0;1051.0;73.46;2532.0;;1054.0;810.0;244.0;1477.0;3582.0;47.0;209.0;981.0;34.18;6.66;-92.0;4.34;237.0;-1.85;-0.17;-0.17;431.0;;427.0;7.0;434.0;338.0;54.0;22.0;4266.0;3092.0;1380.0;4471.0;35.0;5.0;29.0;8807.0;;534.0;627.0;55.0;15.0;260.0;2010.0;9.0;878.0;148.0;3045.0;;105.0;;36.0;-103.0;785.0;4377.0;9575.0;80.0;9655.0;;-73.0;981.0;237.0;;-251.0;54.0;8.0;-283.0;;475.0;-848.0;-1.0;;97.0;-22.0;-670.0;;;-593.0;845.0;48.0;427.0;177.0;;0.02;550.27;-10.21;72.28;82.48;117.93;708.27;431.0;-1.3;-0.1;614.2;237024.0;6.7;58725.0;-4396.0;137.8;-1.9;-35203.0;120374.0;305078.0;-1.7;3.9;-1.4;908.2;;0.017
2020.0;3586.0;2687.0;1195.0;241.0;37.0;-68.0;431.0;633.0;8942.0;1261.0;4318.0;4547.0;1205.0;-989.0;-426.0;-194.0;558.0;898.0;74.94;2346.0;;989.0;784.0;205.0;1357.0;3244.0;;187.0;978.0;33.32;6.73;-204.0;1.04;98.0;-1.89;-0.16;-0.16;431.0;;220.0;78.0;298.0;273.0;44.0;18.0;4026.0;2995.0;1237.0;4232.0;26.0;5.0;20.0;8309.0;;468.0;528.0;44.0;18.0;247.0;1968.0;5.0;947.0;137.0;3058.0;;122.0;;26.0;-69.0;502.0;4088.0;8866.0;76.0;8942.0;;-68.0;978.0;98.0;;-230.0;-87.0;-2.0;-83.0;;427.0;-646.0;;-344.0;;-23.0;-840.0;;;-4.0;418.0;16.0;220.0;414.0;;0.01;700.18;-13.27;109.03;0.85;126.2;887.91;431.0;-0.7;-0.0;9.7;301596.0;6.7;82218.0;-5715.0;262.2;-1.9;-52787.0;165553.0;382456.0;-4.6;2.4;-1.5;106.4;;0.012
2021.0;;;;-27.0;;;431.0;635.0;;;;;1267.0;-1121.0;-198.0;-79.0;525.0;;;;;;894.0;;;;;;;;-inf;;;;;;;431.0;;;;;306.0;;329.0;;;;5097.0;;;;;;;;136.0;;;;;;12.0;;;;;;;;;;;;;97.0;1308.0;325.0;;-89.0;-125.0;-4.0;65.0;;-374.0;-741.0;;-384.0;;-21.0;-554.0;;-1.0;-7.0;364.0;-27.0;193.0;272.0;;0.01;;;125.16;1.73;176.73;;431.0;inf;inf;31.3;;-inf;;;;;65150.0;;;;;;92.5;1.5;0.01
