;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
1997.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;4.0;1.0;-4.0;-4.0;;-4.0;17.0;;;;;;-4.0;-0.0;6.0;2.0;-5.0;2.0;35.19;5.0;2.0;3.0;;;0.0;7.0;0.0;;0.0;-112.96;-107.41;-1.0;;;-116.67;-0.24;-0.24;17.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4.0;0.0;;;-1.0;;;;-1.0;1.0;-0.0;;;;;;7.0;;;-0.0;;2.0;-0.0;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;4.0;2.0;-3.0;-3.0;;-3.0;19.0;;;;;;-2.0;-0.0;11.0;9.0;-2.0;2.0;45.76;5.0;2.0;3.0;;;0.0;7.0;;;0.0;-72.88;-72.88;-0.0;;;-76.27;-0.16;-0.16;19.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3.0;0.0;;;1.0;;-0.0;;;0.0;-0.0;;;;-0.0;;11.0;;;;;10.0;2.0;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;42.0;15.0;-6.0;-19.0;-12.0;-12.0;22.0;;;;;;-22.0;-7.0;28.0;-1.0;-25.0;27.0;36.2;34.0;6.0;22.0;;;5.0;60.0;1.0;1.0;5.0;-14.55;-45.06;7.0;-28.46;0.0;-28.62;-0.55;-0.55;22.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-12.0;5.0;;;-8.0;;-0.0;;;-7.0;-3.0;-4.0;;;-0.0;;21.0;-0.0;;8.0;;9.0;10.0;;0.66;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;16.0;5.0;-58.0;-25.0;-28.0;-62.0;27.0;;;;;;-22.0;1.0;16.0;-4.0;-23.0;10.0;33.26;30.0;7.0;15.0;;;7.0;40.0;2.0;0.0;4.0;-369.14;-157.31;-3.0;-177.96;0.0;-398.0;-2.32;-2.32;27.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-62.0;4.0;;;-1.0;;-1.0;;;37.0;-1.0;;-1.0;3.0;;;16.0;;;;;3.0;8.0;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;15.0;5.0;1.0;-10.0;-21.0;-4.0;31.0;9.0;16.0;5.0;7.0;9.0;-3.0;0.0;3.0;0.0;-3.0;10.0;30.57;15.0;3.0;8.0;;;3.0;25.0;0.0;0.0;5.0;6.9;-70.54;-11.0;-143.46;0.0;-25.09;-0.12;-0.12;31.0;;4.0;;4.0;3.0;3.0;0.0;2.0;;4.0;4.0;;;0.0;7.0;;4.0;0.0;;0.0;1.0;0.0;;;2.0;2.0;;0.0;;;-88.0;0.0;;16.0;;16.0;;-4.0;5.0;;;5.0;;3.0;;;-9.0;-0.0;;-0.0;0.0;-0.0;;3.0;-0.0;;-0.0;;4.0;4.0;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;20.0;10.0;-2.0;-3.0;-3.0;-3.0;31.0;27.0;34.0;6.0;7.0;26.0;-0.0;0.0;17.0;17.0;-0.0;10.0;48.65;12.0;3.0;8.0;;;1.0;23.0;0.0;0.0;1.0;-12.21;-14.76;-0.0;-16.94;0.0;-17.18;-0.11;-0.11;31.0;;21.0;;21.0;4.0;2.0;0.0;2.0;;5.0;5.0;;;0.0;7.0;;4.0;0.0;;0.0;1.0;;;;2.0;2.0;;;;;-108.0;0.0;;34.0;;34.0;;-3.0;1.0;;;1.0;;1.0;;;2.0;-0.0;;-0.0;0.0;0.0;;19.0;-2.0;;-0.0;;21.0;4.0;;0.76;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;21.0;10.0;-5.0;-6.0;-6.0;-6.0;41.0;20.0;45.0;6.0;12.0;32.0;-5.0;-16.0;10.0;-11.0;-21.0;11.0;48.65;16.0;6.0;9.0;;;1.0;27.0;0.0;0.0;1.0;-22.25;-29.11;0.0;-27.59;0.0;-27.82;-0.14;-0.14;41.0;;11.0;;11.0;6.0;3.0;0.0;10.0;;14.0;14.0;;;1.0;25.0;;5.0;0.0;;0.0;0.0;6.0;;;0.0;6.0;;;;;-123.0;0.0;;45.0;;45.0;;-6.0;1.0;;;-2.0;;-1.0;;;1.0;-16.0;;;;;;4.0;;;6.0;;11.0;23.0;;0.82;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;22.0;7.0;-20.0;-17.0;-22.0;-22.0;43.0;12.0;22.0;11.0;12.0;9.0;-12.0;11.0;-7.0;-9.0;-13.0;15.0;33.41;24.0;8.0;15.0;;;1.0;39.0;0.0;0.0;1.0;-94.0;-76.94;-5.0;-100.12;0.0;-100.13;-0.52;-0.52;42.0;;3.0;;3.0;5.0;3.0;1.0;1.0;;9.0;9.0;;;;10.0;;6.0;0.0;;1.0;4.0;0.0;;;1.0;1.0;;0.0;;;-152.0;;;22.0;;22.0;;-22.0;1.0;;;2.0;;0.0;;0.0;7.0;-0.0;;;0.0;11.0;;0.0;;;-7.0;;3.0;12.0;;0.85;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;2.0;-3.0;-2.0;-4.0;9.0;13.0;49.0;31.0;40.0;1.0;1.0;39.0;-12.0;10.0;14.0;12.0;-13.0;5.0;-171.39;1.0;;;;;1.0;6.0;0.0;0.0;1.0;-87.98;-203.46;12.0;453.56;-15.0;669.31;0.26;0.26;49.0;;15.0;;15.0;0.0;;16.0;0.0;;9.0;9.0;;;;9.0;;1.0;;;;1.0;;;;;;;;;;-148.0;;;40.0;;40.0;;13.0;1.0;-15.0;;-1.0;;;;;-10.0;-0.0;;;;10.0;;14.0;;;-0.0;;15.0;3.0;;0.89;;;;;;;;;;;;;;;;;;;;;;;;;
