;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
1996.0;0.0;0.0;-0.0;-0.0;;-0.0;1.0;;;;;;-0.0;;-0.0;-0.0;-0.0;0.0;66.67;0.0;;0.0;;;;0.0;;;;-133.33;-100.0;;;;-133.33;-0.3;-0.3;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.0;;;;0.0;;;;0.0;-0.0;;;;;;;;;;-0.0;;-0.0;0.0;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;0.0;0.0;-0.0;-0.0;;-0.0;1.0;;;;;;-0.0;;0.0;;-0.0;0.0;50.0;0.0;;0.0;;;;0.0;;;;-150.0;-50.0;-0.0;;;-150.0;-0.14;-0.14;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.0;;;;0.0;;;;0.0;0.0;;;;;;;0.0;;;;;-0.0;-0.0;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;0.0;;-0.0;;;-0.0;1.0;;;;;;;;;;;;;0.0;;0.0;;;;0.0;;;;-200.0;;;;;-200.0;-0.12;-0.12;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.0;;;;;;;;;0.0;;;;;;;;;;;;-0.0;-0.0;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;0.0;;0.0;;;0.0;1.0;;;;;;;;0.0;0.0;;;;0.0;;0.0;;;;0.0;;;;200.0;;0.0;;;200.0;0.13;0.13;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;-0.0;;;;;;;0.0;;;;;0.0;-0.0;;0.69;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;0.0;0.0;0.0;0.0;;0.0;4.0;;;;;;;;;;;0.0;60.0;0.0;;0.0;;;0.0;0.0;;;0.0;20.0;10.0;;;;10.0;0.03;0.03;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;1.0;1.0;-0.0;-0.0;-0.0;-0.0;4.0;;;;;;-1.0;-0.0;0.0;-1.0;-1.0;0.0;61.87;1.0;;1.0;;;0.0;2.0;;;0.0;-25.25;-26.86;-0.0;-38.19;-0.0;-36.58;-0.12;-0.12;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.0;0.0;;;-0.0;;;;-0.0;0.0;-0.0;;;;-0.0;;0.0;;;0.0;;0.0;1.0;;0.66;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;;;;;;0.0;-0.0;-0.0;0.0;0.0;0.0;71.54;1.0;;0.0;;;0.0;1.0;;;0.0;35.69;22.85;;22.85;-0.0;25.86;0.07;0.07;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;;;0.0;;;;0.0;0.0;-0.0;;;;-0.0;;;;;-0.0;;0.0;0.0;;0.66;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;2.0;1.0;1.0;0.0;0.0;0.0;4.0;1.0;5.0;0.0;0.0;5.0;1.0;-0.0;-0.0;0.0;1.0;0.0;71.55;1.0;;1.0;1.0;0.0;0.0;1.0;;;0.0;35.85;22.82;-0.0;22.41;-0.0;28.66;0.12;0.12;4.0;;1.0;;1.0;0.0;0.0;0.0;0.0;;3.0;3.0;;0.0;0.0;4.0;8.0;0.0;0.0;;;0.0;;;;;;;;;;-3.0;;;5.0;;5.0;;0.0;0.0;-0.0;;0.0;;;;0.0;;-0.0;;;;-0.0;;;;-0.0;-0.0;;1.0;0.0;;0.74;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;1.0;5.0;0.0;0.0;5.0;0.0;-0.0;-0.0;-0.0;0.0;0.0;73.0;1.0;;1.0;0.0;0.0;0.0;1.0;;;0.0;32.03;14.34;-0.0;14.34;0.0;9.11;0.04;0.04;4.0;;1.0;;1.0;0.0;0.0;0.0;0.0;;3.0;3.0;;0.0;0.0;4.0;;0.0;0.0;;;0.0;;;;;;;;;;-3.0;;;5.0;;5.0;;0.0;0.0;0.0;;-0.0;;;;-0.0;;-0.0;;;;-0.0;;0.0;;-0.0;-0.0;;1.0;1.0;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;2.0;2.0;1.0;1.0;1.0;0.0;4.0;1.0;6.0;0.0;0.0;6.0;1.0;-0.0;-0.0;0.0;1.0;1.0;73.34;1.0;;1.0;;;0.0;2.0;;;0.0;39.38;27.88;;27.88;0.0;19.25;0.09;0.09;4.0;;1.0;;1.0;0.0;0.0;0.0;0.0;;4.0;4.0;;0.0;0.0;5.0;;0.0;;;;0.0;;;;;;;;;;-3.0;0.0;;6.0;;6.0;;0.0;0.0;0.0;;-0.0;;-0.0;;;0.0;;;;;-0.0;;;-0.0;-0.0;0.0;;1.0;1.0;;0.82;;;;;;;;;;;;;;;;;;;;;;;;;
