;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (MXN/USD)
2005.0;9935.0;4647.0;2010.0;1467.0;1195.0;522.0;342.0;2140.0;11856.0;1867.0;5534.0;4503.0;1292.0;-610.0;-585.0;97.0;912.0;5288.0;46.78;3181.0;;3181.0;667.0;2514.0;;8469.0;60.0;425.0;631.0;20.23;14.76;-272.0;12.02;431.0;5.26;1.36;1.36;342.0;;766.0;;766.0;569.0;724.0;80.0;4209.0;;4605.0;4605.0;71.0;116.0;715.0;9717.0;;1181.0;459.0;189.0;;227.0;2798.0;;308.0;561.0;3667.0;;;;;2351.0;-775.0;;10036.0;1820.0;11856.0;;522.0;631.0;-27.0;;-85.0;-36.0;-32.0;;70.0;251.0;-380.0;2.0;;;-270.0;-1271.0;737.0;;-96.0;45.0;;766.0;669.0;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;11707.0;5416.0;2138.0;1610.0;1296.0;613.0;1789.0;2353.0;13463.0;2346.0;6590.0;5021.0;1494.0;-1426.0;-131.0;-58.0;1011.0;6291.0;46.26;3806.0;;3806.0;778.0;3028.0;;10097.0;65.0;374.0;706.0;18.26;13.75;-314.0;11.07;445.0;5.24;0.31;0.31;1789.0;;735.0;;735.0;757.0;753.0;108.0;4898.0;295.0;4875.0;5170.0;71.0;160.0;811.0;11110.0;;325.0;549.0;231.0;;1472.0;3172.0;;355.0;717.0;4243.0;;;;;2869.0;-774.0;;11610.0;1853.0;13463.0;;613.0;706.0;2.0;;-83.0;-41.0;-97.0;;;257.0;-484.0;-611.0;4.0;;-363.0;-420.0;;;-130.0;419.0;;735.0;792.0;;0.09;70.66;3.7;6.1;0.79;2.92;30.31;1789.0;8.2;0.5;2.6;126427.0;13.8;7620.0;6622.0;34.3;5.2;72.0;34251.0;54220.0;10.2;12.3;12.2;78.8;12.9;0.093
2007.0;13516.0;6206.0;2393.0;1793.0;1547.0;780.0;1789.0;3067.0;15187.0;3060.0;6975.0;5915.0;1651.0;-1139.0;-357.0;155.0;1069.0;7310.0;45.92;4414.0;;4414.0;842.0;3572.0;;11724.0;70.0;417.0;743.0;17.71;13.26;-246.0;11.44;453.0;5.77;0.38;0.38;1789.0;;958.0;63.0;1020.0;1010.0;898.0;139.0;5011.0;370.0;5147.0;5517.0;171.0;116.0;1305.0;12120.0;;1678.0;858.0;335.0;;524.0;2809.0;;328.0;778.0;3915.0;;;;;3491.0;-733.0;;12890.0;2297.0;15187.0;;780.0;743.0;-22.0;;-172.0;-141.0;-166.0;;;322.0;-582.0;-12.0;-95.0;;-481.0;-994.0;;;-175.0;811.0;;958.0;803.0;;0.09;82.47;4.76;6.52;1.07;3.55;36.09;1789.0;7.7;0.4;2.9;147556.0;13.3;8112.0;8511.0;29.3;5.8;81.0;30665.0;64578.0;11.9;12.8;13.2;77.6;16.4;0.092
2008.0;12215.0;5643.0;1738.0;1649.0;980.0;488.0;1789.0;2837.0;13452.0;3206.0;6408.0;5003.0;1677.0;-1313.0;-448.0;-98.0;886.0;6572.0;46.2;3994.0;;3994.0;693.0;3301.0;;10566.0;43.0;358.0;587.0;14.23;13.5;-669.0;8.03;306.0;3.99;0.27;0.27;1789.0;;662.0;;662.0;997.0;928.0;250.0;4824.0;278.0;4469.0;4747.0;143.0;91.0;811.0;10616.0;;422.0;847.0;294.0;;1937.0;2342.0;;174.0;686.0;3203.0;;;;;2830.0;-197.0;;11411.0;2041.0;13452.0;;488.0;587.0;;;-114.0;-27.0;-211.0;;7.0;716.0;-791.0;-281.0;;;-291.0;-1504.0;;;-150.0;1207.0;7.0;662.0;760.0;;0.07;93.91;3.75;6.81;1.15;6.08;38.47;1789.0;10.3;0.5;3.0;168022.0;13.5;8068.0;6708.0;31.2;4.0;-5077.0;32210.0;68821.0;9.7;10.1;9.7;69.2;17.0;0.073
2009.0;15073.0;6949.0;2150.0;2066.0;1453.0;758.0;1222.0;3778.0;16148.0;3501.0;7288.0;6245.0;2364.0;-1211.0;-590.0;491.0;1584.0;8124.0;46.1;4883.0;;4883.0;850.0;4033.0;;13007.0;43.0;398.0;695.0;14.26;13.71;-614.0;9.64;299.0;5.03;0.42;0.42;1222.0;;1188.0;162.0;1349.0;1157.0;1137.0;135.0;5393.0;378.0;5243.0;5621.0;179.0;96.0;1081.0;12371.0;;582.0;677.0;443.0;;2242.0;2663.0;;74.0;1049.0;3786.0;;;;;3353.0;153.0;;13533.0;2616.0;16148.0;;758.0;695.0;;;-119.0;-73.0;-191.0;238.0;-93.0;1030.0;-780.0;-55.0;-153.0;;-350.0;-1622.0;;;-173.0;1204.0;-90.0;1188.0;697.0;;0.08;161.2;8.11;16.94;1.84;8.35;66.79;1222.0;4.2;0.1;5.4;197033.0;13.7;9089.0;9908.0;20.6;5.0;3613.0;34810.0;81637.0;11.5;10.7;12.1;77.2;10.9;0.076
2010.0;13725.0;5740.0;4423.0;1822.0;1911.0;3256.0;358.0;4162.0;18083.0;2468.0;5707.0;9491.0;1531.0;499.0;-931.0;1018.0;781.0;7985.0;41.82;3918.0;;3918.0;628.0;3290.0;;11903.0;89.0;264.0;445.0;32.23;13.28;89.0;13.93;459.0;23.72;9.1;9.1;358.0;;2192.0;5.0;2197.0;966.0;926.0;73.0;3649.0;;4233.0;4233.0;5564.0;28.0;447.0;13921.0;;435.0;267.0;176.0;;1766.0;1796.0;;855.0;589.0;3239.0;;;;;4129.0;12.0;;15198.0;2885.0;18083.0;;3256.0;445.0;;;-221.0;-116.0;-108.0;67.0;-63.0;-1949.0;-750.0;;-5.0;90.0;1093.0;-1014.0;;;-308.0;392.0;-81.0;2192.0;1173.0;;0.08;474.26;112.49;26.97;10.66;25.93;327.95;358.0;0.4;0.0;22.1;169702.0;13.3;5502.0;40251.0;24.0;23.7;20944.0;22203.0;117348.0;23.8;26.2;34.3;90.5;39.5;0.081
2011.0;14542.0;6090.0;2313.0;1927.0;2032.0;1084.0;358.0;4223.0;19674.0;2767.0;5987.0;9567.0;1593.0;-1296.0;-496.0;-55.0;794.0;8452.0;41.88;4163.0;;4163.0;591.0;3573.0;;12615.0;72.0;210.0;468.0;15.91;13.25;105.0;13.97;551.0;7.45;3.03;3.03;358.0;;1886.0;95.0;1981.0;1061.0;1030.0;151.0;4264.0;;5129.0;5129.0;5656.0;33.0;369.0;15451.0;;413.0;399.0;230.0;;1955.0;1721.0;;996.0;503.0;3220.0;;;;;6213.0;418.0;;15554.0;4121.0;19674.0;;1084.0;468.0;;;-331.0;-202.0;-159.0;;-76.0;371.0;-799.0;-310.0;-97.0;5.0;-134.0;-267.0;;;-474.0;246.0;143.0;1886.0;1941.0;;0.07;567.44;42.29;31.0;18.51;31.17;373.31;358.0;1.5;0.1;29.4;203044.0;13.3;6541.0;15133.0;27.1;7.5;20337.0;24031.0;133580.0;10.5;11.9;11.3;56.2;59.7;0.072
2012.0;18545.0;7883.0;3014.0;2274.0;2142.0;1611.0;358.0;5872.0;23030.0;3776.0;6675.0;12082.0;2396.0;-1140.0;-266.0;831.0;2361.0;10662.0;42.51;5575.0;;5575.0;743.0;4832.0;-0.0;16237.0;61.0;169.0;614.0;16.25;12.26;-132.0;11.55;619.0;8.69;4.5;4.5;358.0;;2842.0;124.0;2966.0;1404.0;1272.0;230.0;4798.0;543.0;4741.0;5283.0;6524.0;158.0;395.0;17158.0;;2424.0;677.0;393.0;;674.0;2229.0;;54.0;617.0;2900.0;;;;260.0;10000.0;52.0;1770.0;18758.0;4272.0;23030.0;;1611.0;614.0;;;-7.0;-58.0;-178.0;298.0;-18.0;178.0;-34.0;-5.0;-219.0;245.0;-1161.0;-457.0;;;-715.0;906.0;-159.0;2842.0;2011.0;;0.08;666.0;57.87;84.8;25.67;1.23;433.9;358.0;1.5;0.1;30.4;238309.0;12.3;7890.0;20707.0;28.9;8.7;26939.0;28640.0;155259.0;11.4;12.8;13.3;55.6;30.3;0.078
2013.0;19791.0;8408.0;2853.0;2289.0;1923.0;1221.0;358.0;5641.0;27543.0;3747.0;10478.0;12222.0;2205.0;-4235.0;1578.0;-710.0;2123.0;11383.0;42.49;6108.0;;6107.0;772.0;5335.0;1.0;17491.0;94.0;294.0;743.0;14.42;11.57;-366.0;9.72;595.0;6.17;3.41;3.41;358.0;;2090.0;10.0;2100.0;1742.0;1402.0;397.0;5671.0;1634.0;6287.0;7921.0;7552.0;291.0;467.0;21902.0;;2572.0;293.0;517.0;;882.0;5592.0;;230.0;909.0;6730.0;;3422.0;;257.0;10033.0;-17.0;1950.0;22700.0;4843.0;27543.0;;1221.0;743.0;;;-313.0;-149.0;-118.0;40.0;7.0;554.0;-83.0;-3145.0;-13.0;123.0;-1201.0;-3064.0;;;-1265.0;5907.0;-259.0;2090.0;2800.0;;0.08;721.3;44.5;77.36;46.09;3.01;445.45;358.0;2.3;0.1;44.6;258097.0;11.6;9696.0;15922.0;30.9;6.2;24700.0;72921.0;159392.0;7.7;9.3;10.0;-3.6;59.6;0.077
2014.0;17857.0;7467.0;2661.0;1406.0;1609.0;1132.0;358.0;5362.0;25497.0;3343.0;9899.0;11555.0;2533.0;-1058.0;-630.0;558.0;2485.0;10389.0;41.82;5376.0;;5374.0;696.0;4678.0;2.0;15765.0;58.0;427.0;679.0;14.9;7.87;203.0;9.01;424.0;6.34;2.1;2.1;358.0;;2406.0;10.0;2416.0;1550.0;1167.0;229.0;5126.0;1706.0;5175.0;6882.0;6931.0;426.0;771.0;20135.0;;2321.0;105.0;554.0;;916.0;5621.0;;247.0;688.0;6556.0;;3205.0;;227.0;9972.0;-383.0;1738.0;21454.0;4043.0;25497.0;;1132.0;679.0;;;59.0;-336.0;-76.0;468.0;-12.0;662.0;-48.0;-4.0;-46.0;40.0;-1048.0;-388.0;;;-214.0;-28.0;-287.0;2406.0;1848.0;;0.07;736.26;46.67;102.45;8.81;1.97;476.42;358.0;2.0;0.1;9.5;263449.0;7.9;10014.0;16701.0;26.3;6.3;29793.0;82935.0;170473.0;8.1;9.2;9.8;81.1;8.6;0.068
2015.0;18125.0;7165.0;2551.0;2029.0;1464.0;1029.0;1789.0;5045.0;23811.0;3801.0;9742.0;10559.0;2137.0;-1650.0;-799.0;-355.0;1064.0;10960.0;39.53;5136.0;;5137.0;694.0;4443.0;-1.0;16096.0;60.0;432.0;630.0;14.08;11.2;-566.0;8.08;461.0;5.68;0.51;0.51;1787.0;;1710.0;1.0;1711.0;1614.0;1436.0;284.0;4671.0;1969.0;4333.0;6302.0;6505.0;482.0;806.0;18766.0;;2618.0;343.0;531.0;;840.0;5001.0;;362.0;578.0;5941.0;;;;195.0;9105.0;-242.0;1501.0;20301.0;3510.0;23811.0;;1029.0;630.0;;;-147.0;-255.0;-252.0;323.0;3.0;626.0;-1074.0;-756.0;-2.0;21.0;105.0;-903.0;;;-622.0;726.0;-43.0;1710.0;2065.0;;0.06;174.38;9.9;10.23;5.99;10.33;101.59;1787.0;9.3;0.5;6.5;311589.0;11.2;10825.0;17683.0;31.5;5.7;21377.0;85969.0;181524.0;8.0;9.5;9.7;39.5;58.5;0.058
2016.0;19264.0;7146.0;2503.0;1805.0;1377.0;1019.0;358.0;5688.0;26310.0;4161.0;12511.0;10218.0;2417.0;-1863.0;63.0;687.0;1386.0;12118.0;37.1;5329.0;;5329.0;722.0;4607.0;0.0;17447.0;63.0;443.0;661.0;13.0;9.37;-428.0;7.15;380.0;5.29;2.85;2.85;358.0;;2104.0;6.0;2110.0;1710.0;1540.0;328.0;4929.0;2501.0;4890.0;7391.0;6206.0;581.0;1515.0;20622.0;;2849.0;351.0;548.0;;960.0;6363.0;;532.0;1454.0;8350.0;;3763.0;;161.0;8139.0;676.0;1241.0;22729.0;3581.0;26310.0;;1019.0;661.0;;;524.0;-91.0;-238.0;740.0;6.0;213.0;-1032.0;-985.0;-17.0;4.0;55.0;-263.0;;;-581.0;907.0;70.0;2104.0;1417.0;;0.05;1116.49;59.08;80.32;33.66;59.78;592.2;358.0;1.5;0.1;37.3;399507.0;9.4;13709.0;21140.0;27.6;5.3;31662.0;131967.0;211904.0;7.2;8.1;10.0;43.0;41.9;0.048
2017.0;23423.0;8662.0;4141.0;2108.0;2028.0;2157.0;358.0;9217.0;29939.0;5342.0;12800.0;12732.0;2042.0;1598.0;-1096.0;2712.0;811.0;14762.0;36.98;6593.0;;6541.0;871.0;5670.0;52.0;21355.0;80.0;546.0;899.0;17.68;9.0;-80.0;8.66;538.0;9.21;6.03;6.03;358.0;;4932.0;110.0;5041.0;2219.0;1772.0;184.0;5937.0;2210.0;5628.0;7839.0;4950.0;806.0;1190.0;20722.0;;3366.0;691.0;570.0;;1285.0;5990.0;;312.0;1156.0;7458.0;;4601.0;;170.0;10269.0;929.0;1364.0;25533.0;4406.0;29939.0;;2157.0;899.0;;;-118.0;-577.0;-132.0;376.0;1.0;-897.0;-1230.0;2734.0;-114.0;;38.0;-922.0;;;-633.0;460.0;168.0;4932.0;2220.0;;0.05;1286.83;118.52;44.58;34.79;67.59;699.48;358.0;0.8;0.0;38.2;460456.0;9.0;17665.0;42409.0;26.5;9.2;76166.0;117758.0;250291.0;11.8;12.7;16.9;70.6;78.1;0.051
2018.0;23901.0;8913.0;3094.0;2249.0;1711.0;1221.0;358.0;9037.0;29326.0;5162.0;12254.0;13079.0;2412.0;-2934.0;-1171.0;-1776.0;1223.0;14988.0;37.29;6717.0;;6718.0;888.0;5829.0;-1.0;21705.0;144.0;478.0;877.0;12.94;9.41;-537.0;7.16;517.0;5.11;3.25;3.25;358.0;;3157.0;1573.0;4730.0;2290.0;1816.0;200.0;5526.0;2062.0;5346.0;7409.0;5405.0;842.0;1109.0;20290.0;;3341.0;696.0;624.0;;1126.0;5851.0;;299.0;941.0;7091.0;;2692.0;;170.0;11082.0;461.0;1366.0;25333.0;3994.0;29326.0;;1221.0;877.0;;;-39.0;-123.0;-194.0;250.0;-1.0;354.0;-1189.0;78.0;-2063.0;5.0;144.0;-874.0;;;-658.0;361.0;-132.0;3157.0;4933.0;;0.05;1312.78;67.05;67.18;36.14;65.33;718.38;358.0;1.4;0.1;39.4;469744.0;9.4;17237.0;23991.0;30.2;5.1;76143.0;114990.0;257053.0;7.7;8.7;9.3;46.1;53.8;0.051
2019.0;26754.0;10110.0;3722.0;2490.0;1705.0;1093.0;358.0;9112.0;33662.0;7209.0;16463.0;13305.0;3254.0;-746.0;-2029.0;186.0;1928.0;16644.0;37.79;7487.0;;7488.0;1053.0;6435.0;-1.0;24131.0;167.0;713.0;1363.0;13.91;9.31;-784.0;6.37;553.0;4.08;3.05;3.05;358.0;;3462.0;653.0;4115.0;2572.0;2166.0;260.0;8828.0;2529.0;5209.0;7738.0;5858.0;1084.0;1042.0;24550.0;;4048.0;1246.0;619.0;;1915.0;7869.0;;367.0;1018.0;9254.0;;2887.0;;177.0;12133.0;36.0;959.0;29768.0;3895.0;33662.0;;1093.0;1363.0;;;108.0;-149.0;-298.0;540.0;2.0;690.0;-1326.0;-1271.0;-26.0;1551.0;210.0;-1618.0;;;-720.0;309.0;-293.0;3462.0;3276.0;;0.05;1416.1;57.85;102.05;38.09;70.21;704.23;358.0;1.6;0.1;41.2;506711.0;9.3;25810.0;20699.0;32.4;4.1;36045.0;149039.0;251989.0;7.1;7.9;8.2;34.2;37.3;0.053
