;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (ARS/USD)
2008.0;10096.0;3145.0;3319.0;1930.0;1794.0;1054.0;393.0;2672.0;11313.0;3470.0;5420.0;5893.0;3925.0;-2039.0;-1780.0;107.0;1888.0;6952.0;31.15;1215.0;;1017.0;305.0;712.0;198.0;8167.0;39.0;142.0;1382.0;32.87;19.11;-135.0;17.77;741.0;10.44;2.68;2.68;393.0;;113.0;239.0;352.0;1321.0;998.0;;8114.0;;2.0;2.0;245.0;;281.0;8642.0;;1958.0;932.0;328.0;;580.0;365.0;;;1586.0;1950.0;;;;1139.0;2081.0;380.0;2293.0;11313.0;;11313.0;;1054.0;1382.0;;;1311.0;204.0;-254.0;430.0;1295.0;178.0;-2037.0;;-2.0;;;-1563.0;;;-2689.0;2472.0;;352.0;245.0;;0.29;88.67;9.25;16.58;23.61;17.89;51.76;393.0;4.9;0.2;52.4;34875.0;19.1;4775.0;3640.0;41.3;10.4;-2758.0;1260.0;20356.0;14.5;17.1;17.9;-155.1;142.4;0.289
2009.0;9030.0;2932.0;3074.0;1841.0;1551.0;917.0;393.0;2771.0;10598.0;3318.0;5631.0;4968.0;2477.0;-1474.0;-758.0;245.0;994.0;6098.0;32.47;1090.0;;945.0;290.0;655.0;145.0;7188.0;29.0;252.0;1271.0;34.04;20.39;-291.0;17.17;634.0;10.16;2.47;2.47;393.0;;176.0;388.0;564.0;1400.0;807.0;;7365.0;;3.0;3.0;197.0;;262.0;7827.0;;1541.0;1231.0;378.0;;546.0;563.0;;218.0;1532.0;2313.0;;;;1035.0;1652.0;197.0;2084.0;10598.0;;10598.0;;917.0;1271.0;634.0;;-527.0;-6.0;101.0;-121.0;196.0;182.0;-1483.0;;;9.0;;-3649.0;;;-1288.0;4180.0;;564.0;320.0;;0.26;87.26;8.86;9.61;12.45;14.33;48.01;393.0;4.0;0.1;35.5;34320.0;20.4;4832.0;3486.0;40.9;10.2;-2080.0;2140.0;18881.0;14.6;17.0;18.5;-40.5;129.6;0.263
2010.0;11124.0;3593.0;3835.0;2387.0;2272.0;1459.0;393.0;3225.0;11736.0;4308.0;6940.0;4796.0;3206.0;-2172.0;-937.0;96.0;1007.0;7532.0;32.3;1206.0;;1119.0;360.0;759.0;87.0;8738.0;30.0;235.0;1328.0;34.47;21.46;-115.0;20.42;814.0;13.11;3.71;3.71;393.0;;144.0;493.0;637.0;1615.0;974.0;;7952.0;;3.0;3.0;150.0;;407.0;8511.0;;1924.0;1556.0;648.0;;828.0;1821.0;;132.0;679.0;2632.0;;;;991.0;1726.0;84.0;1995.0;11736.0;;11736.0;;1459.0;1328.0;274.0;;-264.0;-103.0;-201.0;456.0;125.0;409.0;-2199.0;;;26.0;;-3389.0;;;-1119.0;3571.0;;637.0;540.0;;0.25;112.27;14.72;10.16;11.3;22.19;48.41;393.0;2.8;0.1;27.3;44162.0;21.5;5273.0;5790.0;35.8;13.1;-4299.0;7229.0;19040.0;21.7;21.4;30.4;23.2;111.2;0.252
2011.0;13173.0;3431.0;3440.0;1990.0;1916.0;1230.0;393.0;3276.0;12871.0;5066.0;8519.0;4353.0;2967.0;-2853.0;-365.0;-251.0;112.0;9742.0;26.04;1441.0;133.0;1308.0;443.0;865.0;;11183.0;43.0;254.0;1270.0;26.12;15.1;-74.0;14.54;685.0;9.34;3.13;3.13;393.0;;209.0;131.0;339.0;1525.0;1411.0;;9212.0;;2.0;2.0;147.0;;235.0;9596.0;;2768.0;1885.0;189.0;;413.0;1081.0;;;2371.0;3452.0;;;;;1697.0;176.0;;12871.0;;12871.0;;1230.0;1270.0;685.0;;-607.0;9.0;-513.0;606.0;345.0;388.0;-2855.0;;-81.0;3.0;81.0;-4124.0;;;-1293.0;5052.0;;336.0;587.0;;0.23;144.2;13.47;1.22;14.15;31.26;47.65;393.0;3.1;0.2;33.7;56697.0;15.1;5466.0;5296.0;35.8;9.3;-7707.0;4654.0;18735.0;17.9;16.9;28.3;-5.1;1157.0;0.232
2012.0;13662.0;3439.0;3743.0;1607.0;1742.0;794.0;393.0;3732.0;16260.0;4257.0;9902.0;6358.0;3519.0;-3336.0;540.0;739.0;183.0;10223.0;25.17;1831.0;118.0;1542.0;373.0;1168.0;171.0;12055.0;40.0;317.0;1684.0;27.4;11.76;135.0;12.75;948.0;5.81;2.02;2.02;393.0;;965.0;772.0;1738.0;1195.0;1408.0;-609.0;11669.0;;222.0;222.0;389.0;10.0;239.0;12528.0;;2177.0;1018.0;297.0;;1062.0;2461.0;;953.0;2232.0;5646.0;;;;2171.0;;4187.0;;16260.0;;16260.0;;794.0;1684.0;948.0;;-66.0;-105.0;-186.0;378.0;-286.0;158.0;-3336.0;;;;;-5746.0;;;-62.0;6347.0;17.0;965.0;226.0;;0.2;170.79;9.92;2.28;0.77;41.7;79.48;393.0;1.8;0.1;4.3;67174.0;11.8;8281.0;3902.0;54.4;5.8;-2582.0;12100.0;31260.0;7.8;12.7;12.5;92.2;33.7;0.203
2013.0;13823.0;3305.0;4550.0;1712.0;2201.0;786.0;393.0;5294.0;20800.0;5033.0;13400.0;7366.0;3216.0;-3428.0;1071.0;915.0;-1024.0;10519.0;23.91;1729.0;;1509.0;324.0;1185.0;219.0;12247.0;142.0;588.0;1754.0;32.91;12.38;489.0;15.92;1422.0;5.69;2.0;2.0;393.0;;1643.0;;1643.0;1833.0;1516.0;302.0;14464.0;;254.0;254.0;326.0;5.0;457.0;15506.0;;2663.0;1352.0;179.0;;1018.0;3540.0;;1758.0;3070.0;8368.0;;;;1626.0;;5740.0;;20766.0;34.0;20800.0;;786.0;1754.0;1422.0;;-893.0;-403.0;-454.0;497.0;-109.0;147.0;-4240.0;-9.0;-3.0;;824.0;-1044.0;;;-50.0;2164.0;34.0;1643.0;728.0;;0.15;229.42;13.05;-16.99;0.83;70.37;122.24;393.0;1.4;0.1;4.6;90113.0;12.4;11433.0;5125.0;64.6;5.7;1706.0;23076.0;48016.0;6.3;13.5;10.7;93.6;-4.9;0.153
2014.0;16580.0;4375.0;5837.0;2306.0;2578.0;1052.0;392.0;4918.0;24361.0;6234.0;15860.0;8484.0;5391.0;-6238.0;582.0;-112.0;-474.0;12206.0;26.38;1881.0;;1628.0;394.0;1234.0;253.0;14087.0;155.0;857.0;2384.0;35.2;13.91;272.0;15.55;1545.0;6.34;2.68;2.68;392.0;;1140.0;;1140.0;1861.0;1519.0;398.0;18544.0;;300.0;300.0;371.0;29.0;200.0;19443.0;;3309.0;1551.0;629.0;;1374.0;4209.0;;2213.0;3204.0;9626.0;;;;1215.0;;7269.0;;24344.0;18.0;24361.0;;1052.0;2384.0;1545.0;9.0;25.0;-447.0;-29.0;592.0;-231.0;377.0;-5865.0;-826.0;-12.0;;465.0;-1556.0;;-23.0;-54.0;2216.0;153.0;1140.0;1251.0;;0.12;361.87;22.95;-10.35;1.18;128.01;185.17;392.0;1.4;0.1;3.8;141942.0;13.9;20405.0;9002.0;59.9;6.3;-11266.0;36030.0;72630.0;7.6;14.2;12.4;94.8;-16.4;0.117
2015.0;12063.0;2828.0;5163.0;1282.0;2245.0;354.0;392.0;5947.0;28080.0;6165.0;18774.0;9303.0;3199.0;-4948.0;1828.0;435.0;-1728.0;9235.0;23.44;1342.0;;1211.0;323.0;888.0;131.0;10577.0;127.0;819.0;2087.0;42.8;10.62;964.0;18.61;1903.0;2.93;0.9;0.9;392.0;;1189.0;62.0;1251.0;2821.0;1488.0;387.0;21149.0;;343.0;343.0;338.0;74.0;229.0;22133.0;;2996.0;2149.0;582.0;;1019.0;6021.0;;3462.0;3126.0;12609.0;;;;800.0;;8504.0;;28077.0;4.0;28080.0;;354.0;2087.0;1903.0;10.0;-350.0;-620.0;8.0;480.0;-136.0;-805.0;-4927.0;-13.0;-25.0;;16.0;-1861.0;;-9.0;-39.0;3738.0;356.0;1189.0;754.0;;0.08;398.27;11.68;-57.06;1.28;162.67;307.15;392.0;2.0;0.1;5.4;156136.0;10.6;27008.0;4579.0;84.8;2.9;-2818.0;77934.0;120413.0;2.1;11.0;3.8;89.0;-2.8;0.077
2016.0;13228.0;2065.0;2334.0;-1527.0;-1876.0;-1778.0;391.0;5492.0;26515.0;5192.0;19044.0;7477.0;3097.0;-4166.0;681.0;-292.0;-943.0;11163.0;15.61;1545.0;;1304.0;325.0;979.0;241.0;12708.0;93.0;1339.0;2863.0;17.65;-11.54;-350.0;-14.19;-90.0;-13.44;-4.54;-4.54;391.0;;677.0;475.0;1152.0;2780.0;1374.0;185.0;19578.0;;326.0;326.0;833.0;36.0;252.0;21023.0;;2560.0;1686.0;291.0;;946.0;8032.0;;2674.0;3147.0;13852.0;;;;655.0;;6822.0;;26521.0;-6.0;26515.0;;-1778.0;2863.0;-90.0;10.0;-812.0;-1012.0;92.0;-71.0;-110.0;2903.0;-4040.0;-28.0;-219.0;67.0;53.0;-4614.0;;-3.0;-56.0;5354.0;107.0;677.0;969.0;;0.06;536.66;-72.13;-38.26;2.27;163.88;303.34;391.0;-0.2;-0.0;12.7;210100.0;-11.5;45469.0;-28237.0;4.8;-13.4;4760.0;127568.0;118755.0;-2.4;-2.0;-23.8;103.1;;0.063
2017.0;13566.0;2200.0;4522.0;862.0;467.0;662.0;393.0;6563.0;27137.0;5513.0;18952.0;8172.0;3862.0;-2964.0;-19.0;965.0;663.0;11366.0;16.22;1552.0;;1350.0;357.0;993.0;202.0;12918.0;86.0;1157.0;2916.0;33.33;6.36;-395.0;3.44;-213.0;4.88;1.69;1.69;393.0;;1542.0;694.0;2236.0;2681.0;1464.0;180.0;19205.0;;349.0;349.0;324.0;32.0;664.0;20574.0;;2396.0;2111.0;379.0;71.0;935.0;8142.0;79.0;2020.0;3199.0;13439.0;;;;558.0;;7614.0;;27124.0;13.0;27137.0;;662.0;2916.0;-213.0;9.0;-51.0;-433.0;-90.0;344.0;-74.0;539.0;-3199.0;-48.0;;230.0;53.0;-1950.0;;-5.0;-38.0;1975.0;89.0;1542.0;577.0;;0.05;643.9;31.43;31.47;1.82;151.84;387.89;393.0;0.7;0.0;8.2;252813.0;6.4;54350.0;12340.0;-45.6;4.9;19564.0;151727.0;152295.0;10.8;5.9;8.1;94.2;6.6;0.054
2018.0;11562.0;2023.0;5724.0;1161.0;2392.0;1024.0;392.0;5529.0;26371.0;4748.0;16758.0;9530.0;3318.0;-2182.0;-1158.0;459.0;975.0;9539.0;17.5;1266.0;;1034.0;268.0;766.0;232.0;10806.0;483.0;962.0;2370.0;49.5;10.05;1230.0;20.68;1367.0;8.86;2.61;2.61;392.0;;1221.0;290.0;1511.0;2318.0;1415.0;285.0;18730.0;;358.0;358.0;867.0;8.0;879.0;20842.0;;2161.0;1720.0;275.0;133.0;735.0;7170.0;48.0;2418.0;2374.0;12010.0;;;;279.0;;9251.0;;26287.0;84.0;26371.0;;1024.0;2370.0;1367.0;8.0;-357.0;-687.0;25.0;498.0;-13.0;-1094.0;-2342.0;-69.0;;209.0;20.0;-1479.0;;-3.0;-32.0;355.0;481.0;1221.0;762.0;;0.03;1110.93;98.43;93.72;3.06;225.06;915.62;392.0;0.2;0.0;16.9;435820.0;10.0;89318.0;38613.0;57.2;8.9;29446.0;270252.0;359200.0;6.7;12.8;10.7;96.9;3.6;0.027
2019.0;11333.0;1720.0;3508.0;-351.0;-117.0;-569.0;392.0;5167.0;26274.0;5258.0;17121.0;9061.0;3626.0;-2737.0;-937.0;335.0;930.0;9613.0;15.18;1355.0;;1171.0;295.0;876.0;184.0;10967.0;216.0;985.0;2652.0;30.95;-3.1;234.0;-1.03;440.0;-5.02;-1.45;-1.45;392.0;;1104.0;140.0;1244.0;2337.0;1344.0;242.0;19156.0;;343.0;343.0;1129.0;26.0;453.0;21107.0;;2437.0;2146.0;224.0;124.0;552.0;7683.0;5.0;1624.0;2551.0;11862.0;;1032.0;;177.0;;8884.0;;26181.0;93.0;26274.0;;-569.0;2652.0;440.0;8.0;197.0;-198.0;112.0;492.0;-68.0;898.0;-2696.0;-81.0;;16.0;24.0;-1815.0;;-5.0;-38.0;921.0;382.0;1104.0;769.0;;0.02;1729.72;-86.85;141.93;5.86;411.54;1382.94;392.0;-0.2;-0.0;44.8;678595.0;-3.1;158777.0;-34071.0;-376.2;-5.0;-5451.0;460042.0;542549.0;19.5;3.3;-6.3;106.8;;0.017
2020.0;;;;;;;392.0;3895.0;22867.0;4407.0;14742.0;8052.0;2488.0;-1298.0;-1440.0;-137.0;1125.0;;;;;;;;;;;;;;;;;;;-2.11;-2.11;392.0;;649.0;344.0;993.0;1533.0;1191.0;178.0;17086.0;;305.0;305.0;1274.0;31.0;276.0;18972.0;;1628.0;2055.0;196.0;81.0;643.0;6560.0;;1422.0;2352.0;10334.0;;550.0;;123.0;;7929.0;;22794.0;73.0;22867.0;;-828.0;2292.0;173.0;6.0;574.0;417.0;159.0;-250.0;-27.0;270.0;-1363.0;;-556.0;456.0;165.0;-2357.0;;-7.0;;923.0;114.0;649.0;786.0;;0.01;;;241.14;;292.16;1726.3;392.0;inf;inf;;;;;;;;-43100.0;551747.0;677230.0;;;;100.0;;0.012
2021.0;12108.0;2093.0;4403.0;567.0;619.0;3.0;392.0;4541.0;23279.0;3809.0;15019.0;8181.0;3896.0;-2376.0;-1467.0;79.0;1609.0;10014.0;17.29;1168.0;;1347.0;312.0;1035.0;-179.0;11183.0;263.0;932.0;2841.0;36.36;4.68;53.0;5.12;627.0;0.02;0.01;0.01;392.0;;610.0;497.0;1107.0;1658.0;1499.0;277.0;16651.0;;282.0;282.0;1553.0;19.0;233.0;18738.0;;1881.0;1110.0;156.0;130.0;688.0;6807.0;;1804.0;2599.0;11209.0;;542.0;;102.0;;8078.0;;23199.0;80.0;23279.0;;3.0;2841.0;627.0;3.0;-497.0;99.0;-268.0;1.0;-13.0;919.0;-2287.0;;-546.0;376.0;80.0;-1846.0;;;;379.0;26.0;610.0;532.0;;0.01;3168.65;0.66;421.14;;598.52;2140.93;392.0;6.7;0.2;;1243071.0;4.7;291719.0;257.0;101.3;0.0;75165.0;698870.0;839892.0;-0.1;6.7;0.0;100.0;;0.01
