;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
1994.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996.0;120.0;38.0;28.0;23.0;22.0;13.0;13.0;;;;;;10.0;-17.0;36.0;29.0;-8.0;82.0;31.45;15.0;;;;;15.0;97.0;;;6.0;23.18;19.19;-1.0;18.45;9.0;10.79;1.11;1.02;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.0;6.0;2.0;;;;;;;-11.0;-18.0;;;0.0;1.0;;33.0;;;3.0;;38.0;9.0;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;326.0;100.0;77.0;61.0;59.0;30.0;22.0;;;;;;56.0;-298.0;205.0;-37.0;-222.0;225.0;30.79;39.0;;;;;39.0;264.0;;;18.0;23.63;18.79;-2.0;18.09;29.0;9.32;1.48;1.41;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.0;18.0;6.0;;;;;;;1.0;-277.0;;-32.0;;11.0;;127.0;;;78.0;;-0.0;37.0;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;708.0;275.0;223.0;183.0;172.0;82.0;15.0;205.0;837.0;98.0;350.0;487.0;176.0;-367.0;220.0;29.0;-250.0;433.0;38.82;92.0;;;;;92.0;525.0;;;51.0;31.47;25.8;-11.0;24.3;90.0;11.6;5.72;5.41;14.0;;29.0;;29.0;150.0;26.0;;;;146.0;146.0;;;486.0;632.0;;75.0;19.0;;;4.0;150.0;;102.0;-0.0;252.0;;;;;145.0;-89.0;431.0;837.0;;837.0;;82.0;51.0;69.0;;;;;;;-27.0;-425.0;;;43.0;16.0;;199.0;-41.0;-0.0;63.0;;29.0;-0.0;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;354.0;115.0;76.0;44.0;36.0;14.0;16.0;;;;;;-22.0;-19.0;8.0;-33.0;-53.0;239.0;32.44;71.0;2.0;;;;69.0;310.0;;;40.0;21.39;12.34;-8.0;10.07;21.0;4.03;0.9;0.9;16.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.0;40.0;5.0;;-81.0;;-4.0;;;1.0;-32.0;;;;13.0;;6.0;;;2.0;;34.0;66.0;;0.69;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;904.0;324.0;223.0;159.0;140.0;88.0;9.0;356.0;1593.0;251.0;788.0;805.0;158.0;-364.0;185.0;-21.0;24.0;580.0;35.85;165.0;14.0;;;;152.0;746.0;;;83.0;24.65;17.56;-19.0;15.45;52.0;9.71;10.45;9.87;8.0;;14.0;;14.0;283.0;57.0;1.0;;;367.0;367.0;;;870.0;1238.0;;152.0;99.0;;;;366.0;;172.0;;538.0;;;;;228.0;-181.0;758.0;1593.0;;1593.0;;88.0;83.0;28.0;;-41.0;;-4.0;;;-0.0;-134.0;-244.0;;;14.0;;14.0;;;171.0;;14.0;35.0;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;1227.0;449.0;309.0;241.0;195.0;118.0;9.0;376.0;1667.0;241.0;776.0;890.0;271.0;-235.0;-41.0;-5.0;42.0;778.0;36.62;208.0;20.0;;;;188.0;986.0;;;114.0;25.2;19.68;-46.0;15.92;77.0;9.63;12.93;12.64;9.0;;8.0;;8.0;298.0;70.0;;9.0;;389.0;389.0;;;893.0;1291.0;;159.0;74.0;;;8.0;312.0;;224.0;;536.0;;;;;333.0;-234.0;792.0;1667.0;1.0;1667.0;;118.0;114.0;61.0;;-21.0;;-15.0;;;-1.0;-230.0;-22.0;;2.0;16.0;;14.0;;;-56.0;;8.0;13.0;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;1074.0;317.0;168.0;101.0;79.0;58.0;9.0;383.0;1755.0;249.0;779.0;975.0;127.0;-158.0;34.0;3.0;-44.0;757.0;29.49;216.0;22.0;;;;193.0;973.0;;;90.0;15.69;9.41;-23.0;7.32;21.0;5.4;6.27;6.12;9.0;;11.0;;11.0;282.0;85.0;5.0;967.0;;394.0;394.0;;;11.0;1372.0;;171.0;78.0;;;;327.0;;203.0;;530.0;;;;;394.0;-318.0;;1754.0;1.0;1755.0;;58.0;90.0;-24.0;;3.0;;-14.0;;;-1.0;-170.0;-3.0;-4.0;1.0;18.0;;16.0;;;17.0;;11.0;8.0;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;1479.0;497.0;334.0;229.0;203.0;145.0;10.0;529.0;2242.0;338.0;894.0;1346.0;199.0;-170.0;-26.0;3.0;-44.0;982.0;33.6;268.0;33.0;;;;235.0;1250.0;;;133.0;22.59;15.49;-26.0;13.75;56.0;9.84;15.52;15.25;9.0;;16.0;;16.0;420.0;76.0;16.0;1225.0;;457.0;457.0;;;32.0;1713.0;;49.0;127.0;;;162.0;308.0;;248.0;;556.0;;;;;624.0;-465.0;;2239.0;3.0;2242.0;;145.0;133.0;10.0;;-78.0;;-5.0;;;-11.0;-243.0;-5.0;-1.0;8.0;71.0;;18.0;;;-45.0;;16.0;13.0;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;
