;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (GBP/USD)
1995.0;;;-1.0;-1.0;-1.0;-1.0;0.0;5.0;5.0;0.0;0.0;4.0;-1.0;;3.0;;-1.0;;;1.0;1.0;;;;0.0;1.0;0.0;;0.0;-inf;-inf;0.0;-inf;;-inf;-12.33;-12.33;0.0;;2.0;;2.0;;;3.0;0.0;;;;;2.0;-2.0;0.0;;0.0;;;;0.0;;;;;;;;;0.0;-1.0;;5.0;5.0;;5.0;;-1.0;0.0;;;0.0;;;;;;-0.0;;;;;;3.0;;;-0.0;;2.0;;;1.55;;;;;;;;;;;;;;;;;;;;;;;;;
1996.0;;;-2.0;-2.0;-2.0;-2.0;0.0;12.0;12.0;1.0;1.0;11.0;-1.0;;11.0;9.0;-1.0;;;2.0;2.0;;;;0.0;2.0;0.0;;0.0;-inf;-inf;0.0;-inf;;-inf;-13.1;-13.1;0.0;;11.0;;11.0;;;0.0;0.0;;;;;11.0;-11.0;0.0;;0.0;;;;1.0;;;;;;;;;0.0;-3.0;-0.0;14.0;12.0;;12.0;;-2.0;0.0;;;0.0;;;;;-0.0;-0.0;;;;;;11.0;;;-0.0;;11.0;2.0;;1.71;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;;;-4.0;-4.0;-3.0;-3.0;0.0;9.0;9.0;1.0;1.0;8.0;-3.0;;0.0;-3.0;-3.0;;;4.0;3.0;;;;1.0;4.0;1.0;;0.0;-inf;-inf;1.0;-inf;;-inf;-22.49;-22.49;0.0;;9.0;;9.0;;;0.0;0.0;;;;;9.0;-9.0;0.0;;0.0;;;;1.0;;;;;;;;;0.0;-6.0;-0.0;13.0;9.0;;9.0;;-3.0;0.0;;;0.0;;;;;;-0.0;;;;;;0.0;;;;;9.0;11.0;;1.65;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;0.0;0.0;-3.0;-3.0;-3.0;-3.0;0.0;7.0;7.0;1.0;1.0;6.0;-3.0;;0.0;-0.0;-3.0;;100.0;3.0;3.0;;;;1.0;3.0;1.0;;0.0;-734.76;-906.19;1.0;-751.9;;-751.9;-19.85;-19.85;0.0;;6.0;;6.0;;;0.0;0.0;;;;;6.0;-6.0;0.0;;0.0;;;;1.0;;;;;;;;;0.0;-9.0;-0.0;14.0;7.0;;7.0;;-3.0;0.0;;;-0.0;;;;;;-0.0;;;;2.0;;0.0;;;;;6.0;6.0;;1.65;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;2.0;;-3.0;-4.0;-3.0;-3.0;0.0;17.0;17.0;3.0;3.0;15.0;-2.0;;13.0;1.0;-2.0;;;6.0;5.0;;;;1.0;6.0;0.0;;0.0;-146.72;-159.05;0.0;-147.15;0.0;-156.2;-25.24;-25.24;0.0;;17.0;;17.0;;;0.0;0.0;;;;;17.0;-17.0;0.0;;1.0;;;;2.0;;;;;;;;;0.0;-12.0;-0.0;27.0;17.0;;17.0;;-3.0;0.0;;;2.0;;;;;;-0.0;;;;-10.0;;14.0;;;-1.0;;17.0;16.0;;1.62;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;1.0;1.0;-3.0;-4.0;-3.0;-3.0;0.0;18.0;18.0;1.0;1.0;17.0;-4.0;;6.0;0.0;-4.0;;100.0;6.0;4.0;;;;1.0;6.0;1.0;;0.0;-229.51;-285.19;1.0;-232.53;-0.0;-202.71;-19.07;-19.07;0.0;;17.0;;17.0;;;1.0;0.0;;;;;17.0;-17.0;0.0;;0.0;;;;1.0;;;;;;;;;0.0;-14.0;-0.0;30.0;18.0;;18.0;;-3.0;0.0;;;-1.0;;;;;-0.0;-0.0;;;;-1.0;;6.0;;;-0.0;;17.0;17.0;;1.5;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;0.0;0.0;-4.0;-4.0;-4.0;-3.0;0.0;14.0;14.0;1.0;1.0;13.0;-3.0;;;-1.0;-3.0;;100.0;5.0;4.0;;;;1.0;5.0;1.0;;0.0;-1815.94;-2193.48;1.0;-1846.38;-1.0;-1589.86;-20.07;-20.07;0.0;;13.0;;13.0;;;1.0;0.0;;;;0.0;13.0;-13.0;0.0;;0.0;;;;1.0;;;;;;;;;0.0;-17.0;-0.0;30.0;14.0;;14.0;;-3.0;0.0;;;-0.0;;;;;0.0;-0.0;;-0.0;;2.0;;;;;;;13.0;14.0;;1.45;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;2.0;2.0;-3.0;-3.0;-3.0;-2.0;0.0;14.0;14.0;2.0;2.0;12.0;-3.0;13.0;;8.0;-3.0;;100.0;5.0;4.0;1.0;1.0;;;5.0;1.0;;0.0;-143.09;-174.2;0.0;-147.96;-0.0;-128.84;-15.01;-15.01;0.0;;12.0;;12.0;;;2.0;0.0;;;;;12.0;-12.0;0.0;;0.0;;;;1.0;;;;;;;;;0.0;-21.0;-0.0;33.0;14.0;;14.0;;-2.0;0.0;;;-1.0;;;;;0.0;-0.0;;;;13.0;;;;;;;10.0;2.0;;1.61;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;2.0;2.0;-4.0;-5.0;-4.0;-4.0;0.0;11.0;12.0;2.0;2.0;9.0;-4.0;-0.0;;-17.0;-4.0;;99.93;7.0;5.0;2.0;2.0;;0.0;7.0;0.0;;0.0;-179.41;-198.74;0.0;-182.68;-0.0;-169.52;-25.61;-25.61;0.0;;9.0;;9.0;;;2.0;0.0;;;;;9.0;-9.0;0.0;;1.0;;;;2.0;;;;;;;;;0.0;-27.0;-0.0;36.0;12.0;;12.0;;-4.0;0.0;;;0.0;;;;;0.0;-0.0;;;;-0.0;;;;;;;-4.0;13.0;;1.79;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;0.0;0.0;-6.0;-6.0;-6.0;-6.0;0.0;6.0;6.0;1.0;2.0;4.0;-5.0;-0.0;0.0;-5.0;-5.0;;100.0;7.0;3.0;4.0;4.0;;-0.0;7.0;0.0;0.0;0.0;-2011.32;-2118.24;0.0;-2079.25;-1.0;-1859.12;-35.63;-35.63;0.0;;5.0;;5.0;;;1.0;0.0;;;;;5.0;-5.0;0.0;;0.0;;;;0.0;;;;1.0;1.0;;;;0.0;-35.0;-0.0;39.0;6.0;;6.0;;-6.0;0.0;;0.0;1.0;;;;;-0.0;-0.0;;;;-0.0;;0.0;;;;;5.0;10.0;;1.92;;;;;;;;;;;;;;;;;;;;;;;;;
