;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (EUR/USD)
1988.0;5432.0;4912.0;2522.0;961.0;746.0;557.0;3357.0;1443.0;20725.0;1997.0;10050.0;10675.0;;;;;;520.0;90.43;3950.0;;;;;3950.0;4470.0;;;1776.0;46.43;17.7;-216.0;13.73;188.0;10.26;0.17;0.17;3357.0;;18.0;;18.0;1319.0;58.0;49.0;18523.0;;56.0;56.0;;;703.0;19282.0;;;1647.0;;;350.0;6623.0;;;1431.0;8053.0;;;;;747.0;-12179.0;22107.0;20725.0;;20725.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989.0;6521.0;3544.0;2871.0;1123.0;854.0;632.0;3341.0;1922.0;26121.0;4522.0;14910.0;11211.0;3054.0;-5458.0;897.0;897.0;-2128.0;2977.0;54.35;2421.0;;;;;2421.0;5398.0;;;2017.0;44.02;17.22;-269.0;13.09;222.0;9.69;0.19;0.19;3341.0;;9.0;;9.0;1668.0;76.0;169.0;22544.0;;98.0;98.0;;;1558.0;24200.0;;457.0;3380.0;;;684.0;8157.0;;;2232.0;10389.0;;;;;632.0;-14011.0;24590.0;26121.0;;26121.0;;632.0;2017.0;;;;;;;;405.0;-5182.0;;-85.0;24.0;-215.0;;27.0;;-435.0;1305.0;;;1515.0;;1.19;;;;;;;;;;;;;;;;;;;;;;;;;
1990.0;8903.0;5837.0;3590.0;1766.0;973.0;791.0;3421.0;2604.0;34386.0;8008.0;20868.0;13518.0;1947.0;-7770.0;1350.0;1350.0;-5468.0;3066.0;65.56;4071.0;;;;;4071.0;7137.0;;;2617.0;40.33;19.84;-793.0;10.93;182.0;8.89;0.23;0.23;3421.0;;27.0;;27.0;2354.0;85.0;138.0;29551.0;;186.0;186.0;;;2045.0;31781.0;;;4455.0;;;3553.0;9646.0;;125.0;3089.0;12859.0;;;;;791.0;-17639.0;30365.0;34386.0;;34386.0;;791.0;2617.0;101.0;;-2148.0;;-2.0;;;585.0;-7415.0;;-344.0;73.0;-84.0;;18.0;;-532.0;1864.0;;;4499.0;;1.37;;;;;;;;;;;;;;;;;;;;;;;;;
1991.0;12188.0;8388.0;4369.0;3166.0;1329.0;1078.0;3355.0;3388.0;38463.0;7086.0;24706.0;13757.0;;;;;;3801.0;68.82;5221.0;;;;;5221.0;9022.0;;;3039.0;35.84;25.98;-1837.0;10.9;251.0;8.85;0.32;0.32;3355.0;;69.0;;69.0;2978.0;211.0;130.0;32613.0;;359.0;359.0;;;2104.0;35076.0;;1271.0;3378.0;;;2437.0;14934.0;;318.0;2368.0;17620.0;;;;;1078.0;-19121.0;31800.0;38463.0;;38463.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1992.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1993.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994.0;13168.0;11104.0;4543.0;3287.0;1088.0;856.0;3472.0;3764.0;36173.0;5786.0;24681.0;11493.0;4813.0;-4988.0;251.0;251.0;-1348.0;2064.0;84.33;7818.0;;;;;7818.0;9881.0;;;3455.0;34.5;24.96;-2198.0;8.27;233.0;6.5;0.25;0.25;3472.0;;136.0;;136.0;2811.0;193.0;624.0;27055.0;;2690.0;2690.0;;;2664.0;32410.0;;2029.0;2052.0;;;1705.0;13478.0;;566.0;4851.0;18895.0;;;;;1.0;-20917.0;32409.0;36173.0;;36173.0;;856.0;3455.0;;;427.0;;67.0;;;76.0;-6162.0;;;;1173.0;;73.0;;-337.0;514.0;;;61.0;;1.23;;;;;;;;;;;;;;;;;;;;;;;;;
1995.0;14247.0;11971.0;5517.0;3191.0;1413.0;1090.0;3432.0;4210.0;39438.0;6894.0;24212.0;12658.0;788.0;-5116.0;4610.0;4610.0;-3982.0;2276.0;84.03;8780.0;;;;;8780.0;11056.0;;;4105.0;38.73;22.4;-1778.0;9.91;322.0;7.65;0.32;0.32;3432.0;;656.0;;656.0;3265.0;238.0;52.0;29446.0;;2987.0;2987.0;;;2795.0;35228.0;;4398.0;2262.0;;;234.0;12653.0;;581.0;4084.0;17318.0;;;;;7954.0;-24073.0;28778.0;36870.0;2568.0;39438.0;;1090.0;4105.0;;;506.0;;-30.0;;;-4914.0;-4769.0;;;;-346.0;;;;-877.0;5486.0;;;375.0;;1.28;;;;;;;;;;;;;;;;;;;;;;;;;
1996.0;15401.0;11904.0;5708.0;3132.0;1668.0;1231.0;3447.0;4609.0;41731.0;8333.0;24546.0;14309.0;7283.0;-6557.0;-726.0;0.0;2071.0;3497.0;77.29;8772.0;;;;;8772.0;12269.0;;;4040.0;37.06;20.34;-1464.0;10.83;437.0;7.99;0.36;0.36;3447.0;;372.0;;372.0;3882.0;260.0;95.0;30509.0;;2594.0;2594.0;;;4019.0;37122.0;;5123.0;3010.0;;;201.0;12314.0;;643.0;3256.0;16213.0;;;;;9393.0;-23422.0;28338.0;38854.0;2877.0;41731.0;;1231.0;4040.0;;;1207.0;;-37.0;;;806.0;-5212.0;;;;-1345.0;;;;-780.0;54.0;;372.0;372.0;;1.25;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;15588.0;11284.0;5714.0;3287.0;1739.0;1254.0;3764.0;5394.0;41062.0;9376.0;25326.0;13136.0;;;;;;4305.0;72.39;7997.0;;;;;7997.0;12302.0;;;3975.0;36.66;21.08;-1548.0;11.15;485.0;8.04;0.33;0.33;3764.0;;69.0;;69.0;4151.0;249.0;926.0;27363.0;;4225.0;4225.0;;;4080.0;35668.0;;7163.0;1874.0;;;339.0;12643.0;;;3307.0;15951.0;;;;;3018.0;-22812.0;32930.0;38463.0;2600.0;41062.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
