;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
1988.0;;;;;;;633.0;;;;;;;;;;;;58.26;;;;;;;;;;;45.45;34.93;;22.13;;12.01;;;633.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989.0;752.0;438.0;341.0;264.0;167.0;100.0;634.0;;;;;;;;;;;314.0;58.25;174.0;;;;;174.0;488.0;;;174.0;45.28;35.13;-98.0;22.16;66.0;13.33;0.08;0.08;634.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1990.0;817.0;488.0;380.0;316.0;208.0;124.0;634.0;;;;;;;;;;;329.0;59.75;172.0;;;;;172.0;501.0;;;172.0;46.45;38.69;-109.0;25.39;83.0;15.18;0.1;0.1;634.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1991.0;542.0;266.0;527.0;193.0;462.0;292.0;635.0;;;;;;156.0;424.0;-48.0;-48.0;54.0;277.0;48.98;72.0;;;;;72.0;349.0;;;72.0;97.23;35.64;268.0;85.1;163.0;53.83;0.23;0.23;635.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;292.0;72.0;93.0;;-1.0;;4.0;;;-300.0;-102.0;;;1.0;526.0;;;2.0;-69.0;19.0;5.0;;4.0;;0.87;;;;;;;;;;;;;;;;;;;;;;;;;
1992.0;309.0;105.0;84.0;105.0;84.0;59.0;810.0;;;;;;88.0;-172.0;-226.0;-226.0;-4.0;204.0;34.06;;;;;;;204.0;;;;27.35;34.06;-21.0;27.35;25.0;19.25;0.05;0.05;810.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59.0;;;;;;;;;28.0;-91.0;;-82.0;;1.0;;2.0;;-282.0;54.0;18.0;;492.0;;0.79;;;;;;;;;;;;;;;;;;;;;;;;;
1993.0;299.0;156.0;144.0;103.0;91.0;61.0;639.0;;;;;;101.0;-47.0;-80.0;-80.0;38.0;143.0;52.16;53.0;;;;;53.0;196.0;;;53.0;48.04;34.51;-12.0;30.39;30.0;20.44;0.05;0.05;639.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61.0;53.0;;;;;;;;-13.0;-63.0;;-16.0;41.0;-10.0;;2.0;-51.0;-60.0;29.0;4.0;;193.0;;0.76;;;;;;;;;;;;;;;;;;;;;;;;;
1994.0;424.0;157.0;102.0;84.0;29.0;31.0;649.0;;;;;;143.0;-1149.0;853.0;853.0;-127.0;267.0;36.99;73.0;;;;;73.0;340.0;;;73.0;24.0;19.75;-55.0;6.76;-3.0;7.37;0.02;0.02;649.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.0;73.0;;;;;;;;39.0;-270.0;;;9.0;-888.0;;8.0;;-57.0;903.0;0.0;;161.0;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;
1995.0;1702.0;879.0;312.0;339.0;150.0;96.0;974.0;;;;;;349.0;-374.0;39.0;39.0;35.0;823.0;51.65;540.0;;;;;540.0;1363.0;;;162.0;18.35;19.91;-189.0;8.82;55.0;5.61;0.05;0.05;974.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96.0;162.0;-11.0;;-0.0;;43.0;;-0.0;102.0;-314.0;;;27.0;-86.0;;112.0;;-85.0;13.0;;;9.0;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
1996.0;1793.0;1016.0;405.0;423.0;232.0;132.0;1080.0;;;;;;392.0;-600.0;194.0;194.0;-16.0;776.0;56.7;593.0;;;;;593.0;1369.0;;;173.0;22.6;23.61;-191.0;12.96;101.0;7.34;0.07;0.07;1080.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;132.0;173.0;9.0;;0.0;;10.0;;;79.0;-409.0;;;;-191.0;;103.0;;-92.0;183.0;;;23.0;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;1763.0;1038.0;452.0;399.0;260.0;152.0;1187.0;;;;;;302.0;-770.0;494.0;494.0;-154.0;725.0;58.87;638.0;;;;;638.0;1363.0;;;192.0;25.62;22.66;-140.0;14.74;108.0;8.62;0.07;0.07;1187.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;152.0;192.0;-0.0;;-0.0;;-21.0;;-0.0;-41.0;-456.0;;;;-314.0;;221.0;;-103.0;376.0;;;10.0;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;
