;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
1994.0;1611.0;523.0;184.0;228.0;-97.0;-120.0;296.0;;;;;;244.0;-1447.0;1047.0;1047.0;-22.0;1089.0;32.44;294.0;;;;;294.0;1383.0;;;281.0;11.41;14.17;-325.0;-6.03;23.0;-7.47;-0.41;-0.41;296.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-120.0;281.0;-4.0;;47.0;;;;;41.0;-266.0;;;;-1181.0;;280.0;-18.0;-22.0;807.0;;;190.0;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;
1995.0;1974.0;552.0;106.0;220.0;-209.0;-208.0;317.0;;;;;;152.0;-135.0;-9.0;-9.0;-288.0;1422.0;27.96;332.0;;;;;332.0;1754.0;;;315.0;5.38;11.15;-429.0;-10.6;-2.0;-10.52;-0.65;-0.65;317.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-208.0;315.0;-12.0;;-59.0;;;;;115.0;-440.0;;;;304.0;;3.0;-127.0;-23.0;138.0;;;35.0;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
1996.0;1811.0;513.0;96.0;167.0;-220.0;-203.0;322.0;;;;;;98.0;-302.0;389.0;389.0;-591.0;1298.0;28.3;346.0;;;;;346.0;1644.0;;;332.0;5.33;9.22;-387.0;-12.16;-32.0;-11.21;-0.63;-0.63;322.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-203.0;332.0;-37.0;;-23.0;;;;;29.0;-689.0;;;;387.0;;149.0;-66.0;-20.0;325.0;;;42.0;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;1885.0;584.0;-75.0;211.0;-434.0;-377.0;356.0;;;;;;184.0;-712.0;303.0;303.0;-501.0;1301.0;30.99;373.0;;;;;373.0;1675.0;;;359.0;-3.98;11.19;-645.0;-23.0;-56.0;-20.01;-1.11;-1.11;356.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-377.0;359.0;-63.0;;-65.0;;;;;330.0;-685.0;;;;-27.0;;0.0;;-18.0;321.0;;;217.0;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;1855.0;559.0;781.0;187.0;409.0;415.0;414.0;;;;;;216.0;229.0;-439.0;-439.0;-214.0;1296.0;30.12;372.0;;;;;372.0;1669.0;;;372.0;42.09;10.05;222.0;22.03;-6.0;22.36;1.11;0.95;357.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;415.0;372.0;-13.0;;17.0;;;;;-574.0;-430.0;;;;659.0;;1.0;-86.0;-20.0;-334.0;;;-7.0;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;2149.0;618.0;1052.0;198.0;632.0;581.0;463.0;;;;;;253.0;371.0;-614.0;11.0;-406.0;1531.0;28.76;420.0;;;;;420.0;1951.0;;;420.0;48.96;9.21;434.0;29.41;51.0;27.04;1.48;1.28;380.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581.0;420.0;44.0;;-89.0;;;;-0.0;-703.0;-660.0;;;;1031.0;;423.0;;-18.0;-1019.0;;10.0;-1.0;;0.69;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;2338.0;612.0;614.0;125.0;126.0;94.0;408.0;;;;;;504.0;-1115.0;801.0;190.0;-305.0;1726.0;26.19;488.0;;;;;488.0;2213.0;;;488.0;26.24;5.33;1.0;5.39;32.0;4.04;0.15;0.15;408.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94.0;488.0;22.0;;-10.0;;;;-0.0;-89.0;-809.0;-140.0;-85.0;93.0;-174.0;;627.0;;-29.0;203.0;;200.0;9.0;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;2458.0;598.0;333.0;-26.0;-246.0;-273.0;403.0;;;;;;263.0;-1263.0;823.0;-177.0;-629.0;1859.0;24.34;625.0;;;;;625.0;2484.0;;;578.0;13.54;-1.07;-219.0;-10.0;27.0;-11.1;-0.76;-0.76;403.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-273.0;578.0;18.0;;-32.0;;;;0.0;-28.0;-892.0;-139.0;-44.0;17.0;-205.0;;166.0;;-21.0;678.0;;11.0;188.0;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;2749.0;726.0;775.0;106.0;151.0;198.0;498.0;440.0;5420.0;725.0;4443.0;893.0;489.0;-78.0;-404.0;6.0;-314.0;2023.0;26.41;620.0;;;;;620.0;2643.0;;;624.0;28.19;3.85;45.0;5.49;-48.0;7.22;0.33;0.26;498.0;;17.0;;17.0;326.0;64.0;33.0;3212.0;;1472.0;1472.0;;;296.0;4980.0;;725.0;;;;;3616.0;;18.0;84.0;3718.0;;;235.0;;-264.0;714.0;;5336.0;84.0;5420.0;;198.0;624.0;-55.0;;80.0;;;;;-359.0;-802.0;-66.0;-32.0;8.0;814.0;;4.0;;-21.0;-387.0;;17.0;11.0;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;3737.0;3347.0;884.0;315.0;127.0;100.0;467.0;547.0;6527.0;910.0;5015.0;1363.0;658.0;-749.0;62.0;-29.0;-85.0;390.0;89.56;3032.0;;;;;3032.0;3422.0;;;802.0;23.65;8.43;-188.0;3.4;-18.0;2.67;0.13;0.13;453.0;;;;;425.0;78.0;45.0;3885.0;;1767.0;1767.0;;;327.0;5980.0;;827.0;8.0;;75.0;;4090.0;;;15.0;4105.0;;;285.0;;-262.0;1061.0;;6378.0;149.0;6527.0;;100.0;802.0;-19.0;;-101.0;;;;9.0;-123.0;-743.0;;-22.0;16.0;;;194.0;;-34.0;-98.0;;-8.0;21.0;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;
