;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (MXN/USD)
2004.0;4162.0;2017.0;725.0;688.0;580.0;484.0;185.0;810.0;6003.0;956.0;3307.0;2632.0;704.0;-159.0;-493.0;52.0;583.0;2145.0;48.45;1328.0;;;;;1328.0;3474.0;;;147.0;17.42;16.53;-108.0;13.95;95.0;11.62;2.62;2.62;185.0;;322.0;;322.0;188.0;225.0;74.0;1672.0;;3232.0;3232.0;;121.0;169.0;5193.0;;371.0;293.0;;;292.0;1944.0;;124.0;283.0;2351.0;;;;250.0;1076.0;235.0;1070.0;5939.0;64.0;6003.0;;484.0;147.0;;;34.0;;-28.0;;;40.0;-121.0;;;;-38.0;;;;-48.0;-445.0;;322.0;270.0;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;4728.0;2327.0;1146.0;818.0;682.0;434.0;186.0;699.0;6323.0;1116.0;3053.0;3180.0;622.0;-195.0;-600.0;-172.0;510.0;2400.0;49.23;1509.0;;;;;1509.0;3910.0;;231.0;240.0;24.23;17.3;-136.0;14.43;242.0;9.17;2.33;2.33;186.0;;185.0;;185.0;238.0;204.0;73.0;1747.0;;3548.0;3548.0;;115.0;214.0;5624.0;;146.0;417.0;;;553.0;1476.0;;94.0;367.0;1937.0;;;;272.0;1633.0;113.0;1163.0;6233.0;90.0;6323.0;;434.0;240.0;;;-60.0;;-4.0;;;9.0;-112.0;;;;-83.0;;;;-60.0;-540.0;;185.0;357.0;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;5344.0;2549.0;1218.0;875.0;709.0;452.0;185.0;1025.0;6944.0;1115.0;3105.0;3728.0;784.0;-284.0;-282.0;218.0;595.0;2795.0;47.7;1674.0;;;;;1674.0;4469.0;;197.0;328.0;22.78;16.37;-166.0;13.26;241.0;8.45;2.44;2.44;185.0;;414.0;;414.0;299.0;259.0;53.0;1839.0;;3666.0;3666.0;;159.0;256.0;5920.0;;168.0;293.0;;;654.0;1498.0;;147.0;345.0;1990.0;;;;;2063.0;-255.0;;6832.0;112.0;6944.0;;452.0;328.0;;;-12.0;;-47.0;;-8.0;16.0;-189.0;;;;-95.0;;;;-66.0;-216.0;;414.0;196.0;;0.09;311.32;26.32;34.65;3.84;11.01;217.16;185.0;1.2;0.1;12.1;57710.0;16.4;3541.0;4879.0;34.0;8.5;-972.0;16182.0;40255.0;10.3;13.0;12.1;85.4;11.1;0.093
2007.0;6330.0;3050.0;1241.0;1047.0;955.0;632.0;185.0;1596.0;7970.0;1481.0;3329.0;4492.0;820.0;-434.0;-160.0;227.0;558.0;3280.0;48.19;2004.0;;;;;2004.0;5283.0;;;304.0;19.61;16.54;-92.0;15.09;305.0;9.98;3.42;3.42;185.0;;689.0;;689.0;412.0;312.0;183.0;2005.0;;4119.0;4119.0;;;250.0;6374.0;;558.0;440.0;;;483.0;1289.0;;136.0;423.0;1848.0;;;;284.0;3185.0;-197.0;1219.0;7821.0;150.0;7970.0;;632.0;304.0;;;-134.0;;-62.0;;-32.0;18.0;-262.0;;-98.0;;-74.0;;;;-76.0;-84.0;;689.0;463.0;;0.09;374.24;37.34;32.98;4.48;15.51;265.58;185.0;1.1;0.1;10.9;69105.0;16.5;3322.0;6895.0;32.0;10.0;1264.0;14074.0;49040.0;10.1;12.0;14.1;88.0;13.6;0.092
2008.0;6032.0;2841.0;985.0;996.0;604.0;407.0;185.0;1308.0;7122.0;1551.0;2933.0;4065.0;883.0;-547.0;-366.0;-70.0;469.0;3191.0;47.1;1846.0;;1846.0;298.0;1548.0;;5037.0;31.0;160.0;237.0;16.33;16.5;-391.0;10.02;181.0;6.75;2.29;2.29;185.0;;450.0;;450.0;449.0;314.0;95.0;2047.0;;3450.0;3450.0;131.0;91.0;95.0;5814.0;;239.0;299.0;136.0;;1013.0;905.0;;122.0;354.0;1382.0;;;;227.0;2874.0;3.0;961.0;6998.0;124.0;7122.0;;407.0;237.0;;;-298.0;-13.0;-35.0;;-255.0;536.0;-413.0;-225.0;;;13.0;-600.0;;;-69.0;302.0;-39.0;450.0;520.0;;0.07;449.37;30.32;34.94;5.12;30.8;302.81;185.0;1.7;0.1;10.1;82976.0;16.5;3262.0;5598.0;29.9;6.7;-3341.0;12455.0;55913.0;9.6;10.7;10.0;83.1;14.6;0.073
2009.0;7862.0;3658.0;1395.0;1211.0;995.0;652.0;185.0;1808.0;8466.0;1794.0;3227.0;5062.0;1288.0;-681.0;-461.0;140.0;745.0;4204.0;46.53;2446.0;;2446.0;406.0;2040.0;;6650.0;22.0;145.0;289.0;17.75;15.41;-216.0;12.66;309.0;8.29;3.53;3.53;185.0;;583.0;162.0;745.0;590.0;383.0;91.0;2390.0;;3894.0;3894.0;166.0;78.0;130.0;6657.0;;362.0;230.0;228.0;;1201.0;803.0;;203.0;427.0;1434.0;;;;238.0;3573.0;239.0;1011.0;8290.0;176.0;8466.0;;652.0;289.0;;;-100.0;-30.0;3.0;215.0;-53.0;447.0;-544.0;-55.0;-153.0;;-33.0;-874.0;;;-103.0;515.0;-20.0;583.0;444.0;;0.08;556.54;46.16;52.71;7.28;38.49;358.38;185.0;1.0;0.0;16.5;102767.0;15.4;3779.0;8523.0;31.1;8.3;191.0;10498.0;66176.0;11.7;13.3;12.9;84.2;13.8;0.076
2010.0;8368.0;3876.0;1604.0;1381.0;1178.0;793.0;185.0;2138.0;9225.0;1427.0;3250.0;5765.0;1161.0;-554.0;-163.0;380.0;498.0;4492.0;46.32;2495.0;;2495.0;360.0;2135.0;;6986.0;23.0;141.0;326.0;19.17;16.51;-204.0;14.07;345.0;9.47;4.29;4.29;185.0;;1014.0;;1014.0;649.0;415.0;61.0;2596.0;;4142.0;4142.0;170.0;28.0;150.0;7087.0;;303.0;18.0;156.0;;1106.0;1255.0;;154.0;414.0;1823.0;;;;252.0;4360.0;82.0;1071.0;9015.0;210.0;9225.0;;793.0;326.0;;;-432.0;-88.0;0.0;47.0;-77.0;474.0;-662.0;;;;1.0;-668.0;;;-211.0;717.0;-65.0;1014.0;634.0;;0.08;560.27;53.07;33.37;14.15;44.34;386.02;185.0;1.3;0.1;20.0;103456.0;16.5;4027.0;9800.0;29.3;9.5;8790.0;15511.0;71279.0;11.9;14.2;13.7;73.3;42.4;0.081
2011.0;8932.0;4099.0;1612.0;1443.0;1201.0;760.0;191.0;2297.0;10858.0;1796.0;3640.0;6997.0;1096.0;-1013.0;-158.0;-15.0;502.0;4833.0;45.89;2655.0;;2655.0;371.0;2284.0;;7489.0;43.0;124.0;327.0;18.05;16.16;-242.0;13.45;401.0;8.51;3.98;3.98;191.0;;883.0;24.0;907.0;728.0;542.0;120.0;2972.0;323.0;4738.0;5062.0;262.0;32.0;233.0;8561.0;;262.0;397.0;199.0;;1137.0;1220.0;;250.0;375.0;1844.0;;;;;4309.0;316.0;;10637.0;221.0;10858.0;;760.0;327.0;;;-226.0;-117.0;-128.0;-22.0;41.0;236.0;-594.0;-310.0;-68.0;;-109.0;-197.0;;;-313.0;352.0;60.0;883.0;898.0;;0.07;652.95;55.58;36.69;22.86;43.45;511.46;191.0;1.6;0.1;26.4;124715.0;16.2;4559.0;10615.0;33.4;8.5;6997.0;17034.0;97691.0;9.7;12.1;10.9;58.9;62.3;0.072
2012.0;11497.0;5341.0;2121.0;1709.0;1556.0;1038.0;202.0;3572.0;12926.0;2300.0;4768.0;7910.0;1840.0;-855.0;5.0;886.0;1064.0;6156.0;46.45;3627.0;;3614.0;484.0;3130.0;13.0;9783.0;33.0;152.0;443.0;18.45;14.86;-153.0;13.53;488.0;9.02;5.15;5.15;202.0;;1807.0;1.0;1808.0;933.0;631.0;200.0;3309.0;543.0;4672.0;5215.0;419.0;123.0;289.0;9354.0;;1462.0;400.0;324.0;;438.0;1928.0;;76.0;465.0;2469.0;;15.0;;158.0;5019.0;127.0;2606.0;12679.0;247.0;12926.0;;1038.0;443.0;;;108.0;-120.0;-57.0;407.0;-7.0;252.0;-776.0;-87.0;-36.0;21.0;5.0;-674.0;;;-446.0;1125.0;-104.0;1807.0;922.0;;0.08;733.12;66.16;67.85;28.45;49.5;504.41;202.0;1.8;0.1;24.2;147739.0;14.9;5692.0;13333.0;31.4;9.0;16347.0;24775.0;101649.0;11.1;13.2;13.1;57.0;41.9;0.078
2013.0;11963.0;5593.0;2128.0;1645.0;1321.0;885.0;206.0;3315.0;16614.0;2484.0;7631.0;8673.0;1694.0;-3794.0;1802.0;-607.0;784.0;6370.0;46.75;3950.0;;3935.0;497.0;3437.0;15.0;10321.0;50.0;256.0;547.0;17.79;13.75;-324.0;11.04;439.0;7.4;4.3;4.3;206.0;;1174.0;;1174.0;1076.0;700.0;365.0;3971.0;1528.0;6062.0;7589.0;1299.0;102.0;338.0;13299.0;;1623.0;275.0;427.0;;586.0;4361.0;;68.0;717.0;5146.0;;74.0;;157.0;5375.0;-40.0;3181.0;16304.0;310.0;16614.0;;885.0;547.0;;;-136.0;-82.0;-48.0;224.0;-10.0;399.0;-910.0;-2205.0;-688.0;;-87.0;-2835.0;;;-460.0;5098.0;-310.0;1174.0;1781.0;;0.08;758.81;56.14;49.74;29.19;57.74;550.15;206.0;2.5;0.1;20.5;156011.0;13.7;7132.0;11543.0;33.3;7.4;10833.0;56875.0;113111.0;7.6;9.7;10.2;48.0;58.7;0.077
2014.0;9984.0;4635.0;1823.0;1406.0;1013.0;715.0;207.0;2584.0;14394.0;1925.0;6930.0;7165.0;1654.0;-755.0;-769.0;-159.0;875.0;5349.0;46.42;3191.0;;3175.0;433.0;2743.0;16.0;8540.0;26.0;376.0;471.0;18.26;14.08;-393.0;10.15;262.0;7.16;3.45;3.45;207.0;;878.0;;878.0;976.0;530.0;200.0;3425.0;1599.0;4977.0;6576.0;1181.0;200.0;427.0;11810.0;;1321.0;82.0;370.0;;523.0;4394.0;;74.0;538.0;5005.0;;52.0;;139.0;5058.0;-844.0;2812.0;14096.0;298.0;14394.0;;715.0;471.0;;;1.0;-53.0;-40.0;337.0;-16.0;468.0;-779.0;;-4.0;;-15.0;-440.0;;;-409.0;79.0;-289.0;878.0;1037.0;;0.07;710.59;50.86;62.28;29.09;55.46;510.0;207.0;2.1;0.1;27.6;147298.0;14.1;6949.0;10542.0;25.8;7.2;9725.0;64821.0;105717.0;8.2;9.6;10.0;42.8;46.7;0.068
2015.0;8863.0;4190.0;1478.0;1317.0;857.0;595.0;207.0;2457.0;12230.0;1773.0;5905.0;6093.0;1350.0;-637.0;-498.0;176.0;681.0;4673.0;47.28;2831.0;;2809.0;373.0;2436.0;23.0;7504.0;24.0;202.0;416.0;16.68;14.86;-461.0;9.66;265.0;6.72;2.87;2.87;207.0;;930.0;;930.0;807.0;469.0;251.0;2939.0;1224.0;4055.0;5279.0;1046.0;238.0;271.0;9774.0;;1176.0;202.0;307.0;;395.0;3680.0;;65.0;387.0;4132.0;;27.0;;119.0;4564.0;-1003.0;2413.0;11998.0;232.0;12230.0;;595.0;416.0;;;-120.0;-59.0;-104.0;194.0;-11.0;459.0;-669.0;;-2.0;;-21.0;-528.0;;;-373.0;403.0;-38.0;930.0;754.0;;0.06;735.01;49.38;56.45;30.95;55.48;505.33;207.0;1.6;0.1;39.5;152360.0;14.9;7144.0;10235.0;30.9;6.7;11752.0;63260.0;104749.0;7.2;8.9;9.8;37.3;54.8;0.058
2016.0;8570.0;3841.0;1289.0;1153.0;690.0;486.0;207.0;2192.0;13466.0;1922.0;7234.0;5889.0;1565.0;-1298.0;-469.0;-266.0;952.0;4728.0;44.82;2687.0;;2674.0;358.0;2316.0;13.0;7415.0;34.0;196.0;418.0;15.04;13.46;-463.0;8.05;189.0;5.67;2.34;2.34;207.0;;505.0;;505.0;934.0;518.0;234.0;3148.0;1619.0;4358.0;5978.0;1084.0;288.0;776.0;11274.0;;1343.0;147.0;365.0;;433.0;4140.0;;58.0;1114.0;5312.0;;;;99.0;3934.0;-120.0;1977.0;13124.0;342.0;13466.0;;486.0;418.0;;;179.0;-131.0;-103.0;540.0;-12.0;482.0;-612.0;-636.0;-100.0;;-65.0;-239.0;;;-338.0;107.0;-63.0;505.0;771.0;;0.05;857.34;48.58;95.29;33.83;61.23;589.21;207.0;1.6;0.1;44.8;177718.0;13.5;8666.0;10070.0;27.5;5.7;5585.0;85857.0;122137.0;5.6;6.6;8.2;30.4;35.5;0.048
2017.0;10366.0;4664.0;396.0;1332.0;-364.0;-651.0;209.0;2831.0;14532.0;2828.0;7374.0;6235.0;1691.0;-554.0;-548.0;422.0;937.0;5702.0;44.99;3320.0;;3302.0;457.0;2845.0;18.0;9022.0;45.0;222.0;593.0;3.82;12.84;-1696.0;-3.51;232.0;-6.28;-3.11;-3.11;209.0;;955.0;;955.0;1157.0;578.0;141.0;3857.0;1334.0;4986.0;6320.0;654.0;408.0;462.0;11701.0;;1595.0;619.0;360.0;;614.0;3621.0;;87.0;838.0;4546.0;;;;105.0;3143.0;694.0;2293.0;13610.0;923.0;14532.0;;-651.0;593.0;;;-64.0;-180.0;-25.0;189.0;-20.0;1813.0;-754.0;197.0;-47.0;;-141.0;-667.0;208.0;;-356.0;267.0;-167.0;955.0;533.0;;0.05;974.37;-61.21;88.05;33.43;70.87;586.06;209.0;-1.2;-0.1;45.2;203780.0;12.8;11657.0;-12802.0;-63.6;-6.3;63.0;71189.0;122569.0;-3.0;-1.4;-10.4;154.6;;0.051
2018.0;9278.0;4271.0;1729.0;1255.0;875.0;708.0;210.0;2925.0;13421.0;2316.0;6718.0;6357.0;1503.0;-471.0;-726.0;252.0;929.0;5007.0;46.03;2989.0;;2947.0;407.0;2540.0;42.0;7996.0;51.0;244.0;510.0;18.64;13.53;-381.0;9.43;268.0;7.63;3.37;3.37;210.0;;1207.0;;1207.0;1063.0;511.0;144.0;3152.0;1207.0;4736.0;5943.0;547.0;429.0;426.0;10496.0;;1305.0;590.0;367.0;;421.0;3572.0;;145.0;685.0;4402.0;;1.0;;105.0;3626.0;386.0;2241.0;13075.0;346.0;13421.0;;708.0;510.0;;;-93.0;-107.0;-71.0;85.0;-6.0;378.0;-574.0;100.0;-20.0;;-46.0;-812.0;;;-358.0;444.0;-54.0;1207.0;955.0;;0.05;867.96;66.22;86.89;33.5;53.74;594.74;210.0;1.0;0.0;52.8;182342.0;13.5;10028.0;13911.0;30.6;7.6;11966.0;70201.0;124944.0;7.9;9.3;11.1;49.4;38.6;0.051
2019.0;10268.0;4620.0;1741.0;1342.0;972.0;639.0;210.0;2999.0;13614.0;2693.0;6767.0;6491.0;1652.0;-567.0;-1204.0;-171.0;1032.0;5648.0;45.0;3217.0;;3196.0;445.0;2751.0;21.0;8865.0;65.0;242.0;562.0;16.96;13.07;-370.0;9.47;298.0;6.22;3.04;3.04;210.0;;1082.0;;1082.0;1217.0;556.0;144.0;3304.0;1364.0;4552.0;5916.0;525.0;551.0;319.0;10615.0;;1047.0;632.0;378.0;;1014.0;3136.0;;199.0;738.0;4073.0;;73.0;;109.0;4003.0;65.0;2314.0;13257.0;356.0;13614.0;;639.0;562.0;;;127.0;-98.0;-60.0;302.0;-25.0;325.0;-620.0;;-30.0;;8.0;-1106.0;;;-393.0;296.0;-52.0;1082.0;1253.0;;0.05;925.69;57.6;93.03;35.41;55.91;585.17;210.0;1.1;0.0;57.7;194471.0;13.1;10642.0;12101.0;30.7;6.2;5786.0;59392.0;122934.0;7.7;8.9;9.8;38.5;38.1;0.053
2020.0;9225.0;4160.0;1613.0;1268.0;808.0;518.0;210.0;3639.0;13216.0;2153.0;7064.0;5872.0;3532.0;-1056.0;42.0;1156.0;3032.0;5064.0;45.1;2878.0;;2836.0;396.0;2439.0;42.0;7942.0;53.0;318.0;504.0;17.48;13.75;-460.0;8.76;273.0;5.61;2.46;2.46;210.0;;2185.0;;2185.0;854.0;489.0;112.0;3051.0;1177.0;4046.0;5224.0;392.0;560.0;350.0;9577.0;;864.0;280.0;372.0;;1008.0;4180.0;;124.0;607.0;4912.0;;66.0;;103.0;3814.0;-247.0;2202.0;12936.0;280.0;13216.0;;518.0;504.0;;;260.0;153.0;10.0;-52.0;;2249.0;-500.0;;-79.0;;-492.0;-2299.0;;;-516.0;2857.0;-103.0;2185.0;1029.0;;0.05;874.01;49.06;287.27;48.92;47.33;556.32;210.0;0.9;0.0;106.6;183615.0;13.7;10031.0;10307.0;33.8;5.6;29595.0;83207.0;116874.0;6.8;8.6;8.8;0.3;17.0;0.05
2021.0;9501.0;4321.0;1390.0;1336.0;1119.0;766.0;210.0;3919.0;13244.0;2254.0;7023.0;5928.0;1596.0;-466.0;-988.0;-988.0;1109.0;5180.0;45.48;2989.0;;2961.0;2961.0;;27.0;8168.0;45.0;302.0;;14.63;14.07;-218.0;11.78;322.0;8.06;3.65;3.65;210.0;;;;2304.0;635.0;583.0;397.0;3104.0;;;4983.0;365.0;;872.0;9325.0;;1109.0;150.0;;;995.0;4107.0;;;661.0;4768.0;;73.0;;;;;;12951.0;294.0;13244.0;;1119.0;480.0;;;80.0;-100.0;-110.0;217.0;;199.0;-487.0;;;0.0;-37.0;-723.0;;;-519.0;-60.0;41.0;2304.0;2121.0;;0.05;927.27;74.77;108.2;50.69;47.55;578.58;210.0;0.7;0.0;99.8;194804.0;14.1;;15708.0;28.8;8.1;34143.0;84220.0;121550.0;9.3;10.7;12.9;53.6;46.8;0.049
