;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CNY/USD)
2010.0;437.0;342.0;192.0;160.0;181.0;159.0;301.0;693.0;1231.0;285.0;292.0;926.0;235.0;-370.0;247.0;109.0;210.0;95.0;78.3;182.0;69.0;113.0;45.0;69.0;;277.0;6.0;;1.0;43.83;36.59;21.0;41.33;31.0;36.38;0.56;0.53;283.0;;327.0;179.0;505.0;95.0;;93.0;99.0;115.0;61.0;176.0;262.0;;;538.0;;90.0;;25.0;;195.0;;;7.0;;7.0;;;;0.0;415.0;30.0;480.0;1218.0;13.0;1231.0;;159.0;1.0;-3.0;37.0;40.0;-27.0;;28.0;-2.0;1.0;-25.0;-97.0;-233.0;;-16.0;;237.0;;;9.0;-2.0;327.0;218.0;;0.15;10.18;3.7;4.89;;0.59;21.56;283.0;5.5;0.3;;2881.0;36.6;10.0;1048.0;17.2;36.4;2690.0;;6104.0;16.9;15.6;17.2;100.0;-113.0;0.152
2011.0;556.0;428.0;227.0;169.0;205.0;171.0;304.0;1017.0;1551.0;408.0;416.0;1119.0;294.0;-54.0;-18.0;214.0;260.0;128.0;76.98;259.0;96.0;163.0;64.0;99.0;;386.0;17.0;;14.0;40.84;30.47;36.0;36.87;42.0;30.77;0.59;0.56;288.0;;557.0;205.0;761.0;126.0;;129.0;109.0;127.0;67.0;194.0;207.0;;25.0;534.0;;121.0;;35.0;173.0;113.0;;;8.0;;8.0;;;;0.0;605.0;-27.0;541.0;1535.0;16.0;1551.0;;171.0;14.0;-1.0;54.0;62.0;-26.0;;26.0;-2.0;-7.0;-35.0;-4.0;-16.0;;-1.0;;;-25.0;;7.0;-7.0;557.0;342.0;;0.16;12.15;3.74;5.67;;0.76;24.47;288.0;5.2;0.3;;3498.0;30.5;90.0;1076.0;20.3;30.8;3830.0;;7042.0;15.0;13.9;15.3;100.0;9.7;0.159
2012.0;667.0;501.0;178.0;105.0;153.0;115.0;289.0;1227.0;1873.0;628.0;816.0;1042.0;266.0;-199.0;-83.0;-13.0;178.0;167.0;75.05;396.0;146.0;249.0;92.0;158.0;;562.0;27.0;;16.0;26.64;15.74;48.0;22.86;47.0;17.18;0.42;0.4;274.0;;549.0;226.0;775.0;209.0;;242.0;180.0;132.0;69.0;201.0;231.0;;34.0;646.0;;164.0;73.0;35.0;227.0;163.0;180.0;;9.0;;189.0;;;;0.0;725.0;7.0;309.0;1858.0;15.0;1873.0;;115.0;16.0;-4.0;69.0;86.0;-31.0;;41.0;49.0;-16.0;-87.0;-2.0;-20.0;;-90.0;;;-278.0;;195.0;3.0;549.0;562.0;;0.16;15.18;2.61;4.06;;1.98;23.69;274.0;3.8;0.3;;4159.0;15.7;99.0;714.0;31.0;17.2;3733.0;1121.0;6490.0;9.1;8.7;11.0;100.0;156.0;0.161
2013.0;890.0;661.0;243.0;139.0;189.0;165.0;305.0;2373.0;3439.0;1052.0;1997.0;1409.0;405.0;-675.0;878.0;614.0;298.0;229.0;74.26;522.0;206.0;316.0;107.0;210.0;;751.0;33.0;9.0;20.0;27.29;15.56;51.0;21.25;49.0;18.53;0.63;0.55;263.0;;1179.0;601.0;1780.0;268.0;;325.0;233.0;161.0;77.0;237.0;472.0;;123.0;1066.0;;271.0;128.0;52.0;405.0;248.0;935.0;;10.0;;945.0;;;;1.0;908.0;81.0;419.0;3406.0;33.0;3439.0;;165.0;20.0;-6.0;72.0;177.0;-81.0;;89.0;169.0;-23.0;-108.0;-17.0;-556.0;3.0;2.0;-1.0;;;;879.0;6.0;1179.0;565.0;;0.17;20.46;3.79;6.84;;2.48;32.4;263.0;4.8;0.3;;5387.0;15.6;121.0;998.0;25.7;18.5;7998.0;5657.0;8530.0;7.0;6.5;11.7;100.0;;0.165
2014.0;1184.0;845.0;116.0;-24.0;22.0;39.0;306.0;2751.0;5041.0;2048.0;3369.0;1535.0;316.0;-1509.0;874.0;-296.0;-457.0;338.0;71.41;869.0;374.0;496.0;139.0;357.0;;1208.0;49.0;26.0;29.0;9.77;-2.05;46.0;1.84;21.0;3.3;0.14;0.13;274.0;;854.0;1037.0;1891.0;313.0;;547.0;841.0;305.0;124.0;429.0;857.0;;163.0;2290.0;;371.0;574.0;55.0;634.0;469.0;1299.0;;21.0;;1321.0;;;;0.0;922.0;93.0;519.0;4904.0;137.0;5041.0;;39.0;29.0;-16.0;80.0;229.0;-42.0;;94.0;232.0;-47.0;-773.0;-15.0;-786.0;;63.0;;;-72.0;;945.0;24.0;854.0;1150.0;;0.16;26.78;0.88;-10.35;;17.49;34.74;274.0;30.6;1.7;;7347.0;-2.1;182.0;243.0;96.6;3.3;4362.0;8066.0;9529.0;0.1;1.8;2.5;100.0;-15.7;0.161
2015.0;1678.0;1210.0;554.0;59.0;463.0;386.0;379.0;6253.0;18302.0;5185.0;8494.0;6861.0;470.0;-682.0;2346.0;2143.0;368.0;469.0;72.07;1151.0;508.0;643.0;168.0;476.0;;1620.0;69.0;47.0;49.0;33.0;3.5;404.0;27.58;72.0;23.01;1.28;1.09;302.0;;2959.0;1268.0;4228.0;678.0;;1347.0;856.0;7036.0;1711.0;8747.0;2136.0;62.0;248.0;12049.0;;915.0;1957.0;253.0;920.0;1392.0;2827.0;;469.0;14.0;3310.0;;;;1.0;1263.0;112.0;5485.0;15355.0;2947.0;18302.0;;386.0;49.0;13.0;99.0;261.0;-154.0;;323.0;258.0;-339.0;-101.0;402.0;-1009.0;10.0;14.0;;;-141.0;;2487.0;9.0;2959.0;816.0;;0.15;36.04;8.29;7.91;;2.18;147.33;302.0;4.3;0.2;;10898.0;3.5;316.0;2508.0;15.6;23.0;6935.0;18355.0;44551.0;4.2;3.3;5.6;100.0;38.4;0.154
2016.0;2767.0;2086.0;72.0;-226.0;-253.0;-206.0;473.0;6607.0;20781.0;4359.0;9914.0;10294.0;759.0;-2853.0;1768.0;-112.0;660.0;681.0;75.4;2312.0;1106.0;1206.0;362.0;843.0;;2993.0;82.0;105.0;103.0;2.59;-8.16;-28.0;-9.15;69.0;-7.44;-0.43;-0.43;473.0;;2653.0;2031.0;4684.0;820.0;;1103.0;805.0;8061.0;2018.0;10079.0;2955.0;54.0;282.0;14175.0;;1047.0;991.0;156.0;1183.0;1138.0;4986.0;;519.0;49.0;5554.0;;;;1.0;964.0;180.0;9150.0;20208.0;573.0;20781.0;;-206.0;103.0;3.0;512.0;491.0;-192.0;;180.0;338.0;-145.0;-99.0;-1283.0;-1632.0;55.0;105.0;-555.0;1533.0;;;790.0;213.0;2653.0;2765.0;;0.14;40.62;-3.02;9.68;;1.46;151.13;473.0;-14.4;-0.6;;19228.0;-8.2;719.0;-1431.0;-27.2;-7.4;15616.0;34651.0;71537.0;-0.3;-0.2;-2.0;100.0;;0.144
2017.0;4116.0;3397.0;859.0;450.0;539.0;329.0;574.0;9103.0;24907.0;6480.0;11616.0;13017.0;1086.0;-2341.0;1233.0;-29.0;1011.0;719.0;82.53;2947.0;1269.0;1678.0;403.0;1275.0;;3666.0;152.0;198.0;136.0;20.88;10.93;89.0;13.09;197.0;8.0;0.62;0.59;530.0;;2804.0;4324.0;7128.0;860.0;;1116.0;863.0;8645.0;2128.0;10773.0;3931.0;71.0;166.0;15804.0;;1146.0;2508.0;143.0;1214.0;1612.0;4491.0;;591.0;53.0;5136.0;;;;1.0;1336.0;1039.0;10641.0;24633.0;273.0;24907.0;;329.0;136.0;-26.0;282.0;338.0;-5.0;;26.0;-45.0;28.0;-76.0;174.0;-2379.0;;-64.0;;;;;1233.0;-7.0;2804.0;2833.0;;0.15;50.49;4.04;12.4;;0.93;159.68;530.0;12.4;0.5;;26780.0;10.9;883.0;2142.0;36.5;8.0;17067.0;29220.0;84694.0;2.5;2.9;2.5;100.0;;0.154
2018.0;4499.0;3580.0;639.0;379.0;279.0;162.0;567.0;11536.0;27001.0;9994.0;14108.0;12600.0;1034.0;-2046.0;1733.0;840.0;931.0;919.0;79.58;3202.0;1398.0;1804.0;410.0;1394.0;;4121.0;276.0;219.0;143.0;14.19;8.41;-99.0;6.2;115.0;3.59;0.3;0.28;547.0;;3128.0;5340.0;8469.0;1288.0;;1780.0;853.0;8431.0;2008.0;10439.0;3905.0;124.0;145.0;15465.0;;1702.0;5232.0;148.0;1376.0;1684.0;3508.0;;558.0;48.0;4114.0;;;;1.0;2317.0;-145.0;10427.0;26708.0;293.0;27001.0;;162.0;143.0;-92.0;248.0;308.0;-102.0;;536.0;188.0;265.0;-103.0;-0.0;-1918.0;105.0;-135.0;-479.0;;-174.0;;2386.0;119.0;3745.0;2905.0;;0.15;56.59;2.03;11.71;;1.29;158.46;547.0;20.1;0.8;;30965.0;8.4;982.0;1112.0;41.3;3.6;10610.0;24146.0;86715.0;1.7;1.9;1.3;100.0;18.7;0.145
2019.0;5122.0;4063.0;1706.0;724.0;1305.0;1007.0;642.0;9758.0;28744.0;9935.0;13565.0;14854.0;1053.0;-347.0;-1329.0;-578.0;933.0;1059.0;79.33;3339.0;1532.0;1807.0;472.0;1335.0;;4398.0;301.0;241.0;208.0;33.31;14.13;581.0;25.48;250.0;19.66;1.77;1.65;568.0;;2861.0;3311.0;6172.0;1927.0;;1660.0;1054.0;8373.0;1905.0;10278.0;7364.0;140.0;150.0;18986.0;;1765.0;4382.0;208.0;1677.0;2110.0;2913.0;;516.0;202.0;3631.0;;108.0;;1.0;3275.0;-125.0;11704.0;28420.0;325.0;28744.0;;1007.0;208.0;-25.0;246.0;40.0;-293.0;;78.0;338.0;-423.0;-120.0;-28.0;-118.0;103.0;-185.0;-2424.0;;;;1095.0;44.0;3123.0;3701.0;;0.14;62.81;12.35;11.44;;1.47;182.16;568.0;2.9;0.1;;35666.0;14.1;1450.0;7011.0;19.2;19.7;-1227.0;20286.0;103442.0;6.5;5.3;6.8;100.0;;0.144
2020.0;2806.0;2188.0;60.0;-218.0;-188.0;-497.0;601.0;8887.0;28687.0;8942.0;13126.0;15374.0;-586.0;-585.0;923.0;-357.0;-667.0;618.0;77.99;2406.0;1175.0;1232.0;557.0;675.0;;3024.0;335.0;263.0;240.0;2.13;-7.77;30.0;-6.69;54.0;-17.73;-0.83;-0.83;601.0;;2772.0;3802.0;6575.0;1363.0;;949.0;1037.0;9093.0;2044.0;11137.0;7345.0;214.0;67.0;19799.0;;690.0;5220.0;186.0;1165.0;1867.0;3575.0;;548.0;62.0;4184.0;;157.0;;1.0;2983.0;-149.0;12539.0;28501.0;186.0;28687.0;;-497.0;240.0;-76.0;287.0;-1062.0;489.0;;-1189.0;-615.0;523.0;-82.0;-195.0;-1497.0;1167.0;21.0;-2114.0;;;;3037.0;-109.0;2974.0;3332.0;;0.15;30.48;-5.4;-7.25;;0.89;167.01;601.0;-5.4;-0.1;;18316.0;-7.8;1566.0;-3247.0;-29.0;-17.7;-358.0;23336.0;100354.0;-1.2;-0.6;-3.2;100.0;;0.153
2021.0;3148.0;2425.0;202.0;-222.0;-74.0;-86.0;601.0;10392.0;30160.0;10409.0;12797.0;17241.0;389.0;-652.0;616.0;280.0;299.0;723.0;77.04;2647.0;1414.0;1233.0;459.0;774.0;;3369.0;335.0;246.0;;6.42;-7.05;148.0;-2.35;42.0;-2.75;-0.14;-0.14;601.0;;3332.0;4648.0;7980.0;731.0;;1682.0;992.0;9330.0;2051.0;11381.0;7068.0;265.0;62.0;19768.0;;946.0;6267.0;;1185.0;2012.0;1807.0;;554.0;26.0;2387.0;;63.0;;;;;;30038.0;122.0;30160.0;;-101.0;222.0;-53.0;264.0;28.0;-74.0;;238.0;-11.0;29.0;-90.0;-7.0;-1072.0;708.0;-191.0;-1638.0;1255.0;;;999.0;-73.0;3332.0;3052.0;;0.16;33.32;-0.92;3.17;;0.95;182.52;601.0;-36.2;-1.2;;20023.0;-7.0;;-550.0;-57.3;-2.7;-110.0;11493.0;109677.0;1.6;0.7;-0.5;100.0;;0.157
