;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (BRL/USD)
1997.0;2928.0;816.0;288.0;115.0;142.0;129.0;149.0;;;;;;196.0;-357.0;345.0;177.0;-161.0;2112.0;27.87;701.0;;;;;701.0;2813.0;116.0;85.0;60.0;9.82;3.94;27.0;4.86;13.0;4.41;0.85;0.85;149.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;129.0;60.0;13.0;0.0;-3.0;;-40.0;3.0;-17.0;-4.0;-357.0;;;;0.0;-853.0;;;-28.0;1227.0;-7.0;381.0;204.0;;0.9;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;3819.0;1076.0;440.0;167.0;158.0;142.0;158.0;1028.0;2461.0;973.0;1681.0;781.0;324.0;-761.0;364.0;-74.0;-213.0;2742.0;28.19;910.0;;;;;910.0;3652.0;170.0;181.0;101.0;11.52;4.36;-9.0;4.13;15.0;3.73;0.9;0.9;156.0;;306.0;;306.0;406.0;285.0;30.0;1173.0;;219.0;219.0;;;41.0;1433.0;;500.0;338.0;;;135.0;609.0;;1.0;98.0;708.0;;;;;396.0;-373.0;757.0;2461.0;;2461.0;;142.0;101.0;-1.0;1.0;64.0;;-90.0;141.0;-2.0;16.0;-536.0;-226.0;;;1.0;-876.0;;;-3.0;1243.0;-0.0;306.0;381.0;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;3194.0;881.0;393.0;152.0;-68.0;-49.0;166.0;1350.0;2830.0;1064.0;1614.0;1216.0;175.0;-463.0;627.0;397.0;-137.0;2313.0;27.58;728.0;;;;;728.0;3042.0;154.0;373.0;87.0;12.29;4.77;-220.0;-2.12;-18.0;-1.55;-0.3;-0.3;166.0;;702.0;;702.0;318.0;300.0;30.0;1125.0;;247.0;247.0;;35.0;73.0;1480.0;;441.0;536.0;;;87.0;396.0;;;154.0;550.0;;;;;360.0;;856.0;2830.0;0.0;2830.0;;-49.0;87.0;-26.0;2.0;67.0;;-105.0;38.0;13.0;95.0;-313.0;-130.0;;;-20.0;-697.0;;;-3.0;1326.0;58.0;702.0;305.0;;0.55;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;4190.0;1174.0;474.0;146.0;166.0;160.0;205.0;1389.0;3305.0;1216.0;1901.0;1405.0;122.0;-717.0;293.0;-248.0;-461.0;3015.0;28.03;1028.0;;;;;1028.0;4043.0;188.0;173.0;135.0;11.31;3.49;20.0;3.97;6.0;3.82;0.8;0.8;202.0;;456.0;;456.0;481.0;407.0;45.0;1435.0;;341.0;341.0;;32.0;109.0;1917.0;;501.0;519.0;;;195.0;426.0;;;259.0;685.0;;;;;413.0;;992.0;3305.0;;3305.0;;160.0;135.0;-3.0;2.0;-174.0;;-141.0;-138.0;-16.0;1.0;-584.0;-133.0;;;0.0;-446.0;;;-9.0;748.0;53.0;456.0;705.0;;0.51;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;3532.0;1013.0;410.0;119.0;100.0;101.0;224.0;1255.0;3071.0;1011.0;1668.0;1403.0;120.0;-276.0;114.0;-5.0;-114.0;2519.0;28.69;894.0;;;;;894.0;3413.0;143.0;163.0;147.0;11.6;3.37;-19.0;2.84;-1.0;2.86;0.45;0.45;220.0;;454.0;;454.0;456.0;297.0;48.0;1349.0;;297.0;297.0;;55.0;116.0;1817.0;;352.0;559.0;;;100.0;383.0;;;273.0;657.0;;;;;516.0;;887.0;3071.0;;3071.0;;101.0;147.0;-17.0;2.0;-117.0;-51.0;73.0;-139.0;-3.0;4.0;-234.0;-41.0;;;-1.0;-500.0;;;;614.0;37.0;454.0;458.0;;0.43;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;3258.0;912.0;383.0;144.0;81.0;60.0;255.0;1068.0;2528.0;923.0;1595.0;933.0;166.0;-348.0;182.0;-136.0;-88.0;2345.0;28.01;768.0;;;;;768.0;3113.0;126.0;194.0;108.0;11.75;4.42;-63.0;2.49;21.0;1.86;0.25;0.25;226.0;;316.0;;316.0;406.0;278.0;68.0;1063.0;223.0;-19.0;204.0;;82.0;112.0;1460.0;;399.0;472.0;9.0;;53.0;395.0;;;277.0;672.0;;18.0;1015.0;;344.0;-1113.0;;2528.0;;2528.0;;60.0;108.0;9.0;1.0;-4.0;-33.0;-53.0;104.0;-50.0;-7.0;-254.0;-94.0;;;0.0;-553.0;;;-21.0;756.0;-136.0;316.0;452.0;;0.28;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;3526.0;994.0;518.0;188.0;146.0;113.0;227.0;1304.0;3164.0;1110.0;1929.0;1235.0;231.0;-207.0;-61.0;24.0;47.0;2532.0;28.19;809.0;;;;;809.0;3341.0;145.0;257.0;115.0;14.68;5.32;-42.0;4.13;33.0;3.19;0.48;0.47;226.0;;339.0;;339.0;502.0;326.0;138.0;1381.0;255.0;-29.0;226.0;;100.0;153.0;1859.0;;411.0;621.0;15.0;;78.0;236.0;;2.0;581.0;819.0;;16.0;1184.0;;356.0;-901.0;;3164.0;;3164.0;;113.0;115.0;25.0;1.0;-10.0;3.0;12.0;-71.0;-34.0;-13.0;-184.0;-0.0;;;-22.0;-502.0;;;-21.0;462.0;61.0;339.0;315.0;;0.35;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;4731.0;1383.0;525.0;79.0;110.0;139.0;227.0;1314.0;3924.0;1223.0;2267.0;1525.0;254.0;-157.0;-50.0;47.0;44.0;3348.0;29.24;1197.0;;;;;1197.0;4545.0;105.0;220.0;184.0;11.09;1.68;30.0;2.32;-19.0;2.94;0.61;0.61;227.0;;416.0;;416.0;447.0;410.0;41.0;1666.0;;;;99.0;146.0;699.0;2610.0;;582.0;491.0;21.0;;150.0;527.0;;;516.0;1044.0;;;;;;204.0;;3792.0;132.0;3924.0;;139.0;184.0;-33.0;;51.0;57.0;-18.0;54.0;73.0;-87.0;-210.0;-1.0;;;54.0;-546.0;;;-21.0;516.0;;416.0;370.0;;0.38;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;5737.0;1700.0;666.0;98.0;111.0;110.0;227.0;2100.0;4672.0;1099.0;2730.0;1819.0;455.0;27.0;-254.0;227.0;79.0;4037.0;29.64;1494.0;;1200.0;216.0;984.0;294.0;5531.0;164.0;266.0;267.0;11.61;1.7;14.0;1.94;23.0;1.92;0.56;0.56;227.0;;72.0;660.0;732.0;810.0;477.0;82.0;1652.0;;;;97.0;164.0;659.0;2572.0;;708.0;188.0;38.0;;203.0;691.0;;;940.0;1631.0;;;;;;245.0;;4549.0;123.0;4672.0;;110.0;267.0;-35.0;;75.0;9.0;-11.0;47.0;23.0;37.0;-376.0;-9.0;;;411.0;-604.0;;;-38.0;388.0;;732.0;504.0;;0.43;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;6497.0;1834.0;297.0;30.0;-121.0;40.0;228.0;2284.0;5464.0;1790.0;3137.0;2267.0;439.0;-430.0;-210.0;-201.0;51.0;4664.0;28.22;1675.0;;1379.0;247.0;1132.0;296.0;6339.0;128.0;;256.0;4.57;0.47;-151.0;-1.86;1.0;0.62;0.18;0.18;228.0;;116.0;484.0;600.0;936.0;577.0;171.0;1985.0;;295.0;295.0;37.0;392.0;470.0;3180.0;;949.0;602.0;32.0;;239.0;647.0;;;700.0;1347.0;;;;;;415.0;;5404.0;60.0;5464.0;;40.0;256.0;-42.0;;-29.0;-106.0;-55.0;175.0;37.0;214.0;-388.0;-33.0;-2.0;;-8.0;-278.0;;;-29.0;97.0;;600.0;801.0;;0.47;61.0;0.38;0.48;0.27;3.64;21.28;228.0;44.7;2.5;1.6;13880.0;0.5;548.0;86.0;-0.6;0.6;1055.0;1382.0;4842.0;1.1;0.8;1.8;27.4;57.2;0.468
