;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
1995.0;2.0;1.0;1.0;;0.0;0.0;10.0;7.0;14.0;7.0;10.0;4.0;1.0;-7.0;5.0;5.0;-4.0;0.0;76.19;1.0;;;;;1.0;1.0;;;0.0;52.38;;-0.0;23.81;0.0;9.52;0.01;0.01;10.0;;;;;7.0;;;8.0;;;;;;0.0;8.0;;7.0;0.0;;;;3.0;;0.0;;3.0;;;;;-0.0;-1.0;5.0;14.0;;14.0;;0.0;0.0;0.0;;;;;;;0.0;-5.0;;;;-2.0;;3.0;;;3.0;;;;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
1996.0;7.0;6.0;4.0;;2.0;1.0;24.0;6.0;32.0;6.0;17.0;16.0;3.0;-20.0;17.0;17.0;-6.0;1.0;83.87;2.0;;;;;2.0;3.0;;;1.0;55.91;;-1.0;36.56;1.0;20.43;0.07;0.06;21.0;;;;;6.0;;0.0;20.0;;;;;;6.0;26.0;;6.0;0.0;;;;4.0;;1.0;6.0;11.0;;;;;1.0;-2.0;16.0;32.0;;32.0;;1.0;1.0;1.0;;;;;;;-0.0;-9.0;;;;-11.0;;10.0;;;7.0;;;;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;38.0;28.0;19.0;;14.0;8.0;39.0;15.0;91.0;17.0;37.0;54.0;22.0;-55.0;35.0;35.0;-10.0;10.0;73.74;7.0;;;;;7.0;17.0;;;5.0;49.72;;-7.0;35.94;6.0;21.23;0.21;0.2;38.0;;2.0;;2.0;10.0;2.0;1.0;76.0;;;;;;;76.0;;17.0;;;;;12.0;;6.0;2.0;19.0;;;;;9.0;-6.0;51.0;91.0;;91.0;;8.0;5.0;5.0;;;;;;;4.0;-32.0;;;;-23.0;;31.0;;;4.0;;2.0;;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;36.0;24.0;12.0;;3.0;2.0;49.0;11.0;173.0;22.0;92.0;81.0;19.0;-99.0;79.0;-1.0;-79.0;13.0;65.35;12.0;;;;;12.0;24.0;;;9.0;33.57;;-9.0;9.34;1.0;6.1;0.05;0.05;49.0;;1.0;;1.0;7.0;2.0;1.0;161.0;;;;;;0.0;162.0;;21.0;;;;1.0;61.0;;6.0;2.0;70.0;;;;;11.0;-13.0;83.0;173.0;;173.0;;2.0;9.0;1.0;;;;;;;7.0;-98.0;;;;-1.0;;29.0;;;50.0;;1.0;2.0;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;75.0;61.0;37.0;;23.0;14.0;54.0;22.0;210.0;21.0;107.0;103.0;29.0;-32.0;6.0;2.0;-3.0;14.0;81.55;18.0;;;;;18.0;31.0;;;14.0;49.72;;-20.0;31.0;9.0;18.45;0.28;0.26;50.0;;3.0;;3.0;12.0;5.0;1.0;184.0;;;;;;4.0;188.0;;21.0;;;;;66.0;;17.0;3.0;86.0;;;;;25.0;-27.0;105.0;210.0;;210.0;;14.0;14.0;10.0;;-10.0;;;;-10.0;0.0;-32.0;;;;-0.0;;6.0;;;0.0;-0.0;3.0;1.0;;0.69;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;157.0;140.0;93.0;114.0;72.0;41.0;53.0;45.0;327.0;48.0;184.0;142.0;101.0;-95.0;1.0;8.0;77.0;17.0;89.26;26.0;;;;;26.0;42.0;;;21.0;59.45;72.89;-42.0;45.9;31.0;26.19;0.78;0.78;53.0;;11.0;;11.0;28.0;4.0;2.0;277.0;;5.0;5.0;;;;282.0;;48.0;;;;;68.0;;65.0;4.0;137.0;;;;;54.0;-48.0;137.0;327.0;;327.0;;41.0;21.0;29.0;;9.0;;;;9.0;1.0;-25.0;-6.0;-1.0;;-64.0;;3.0;;;-1.0;0.0;11.0;3.0;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;173.0;152.0;103.0;;69.0;41.0;56.0;36.0;380.0;48.0;198.0;175.0;98.0;-103.0;-1.0;-6.0;97.0;21.0;87.92;38.0;;;;;38.0;59.0;;;34.0;59.59;;-44.0;40.14;28.0;23.92;0.76;0.73;54.0;;4.0;;4.0;27.0;2.0;3.0;343.0;;;;;;1.0;344.0;;43.0;;;;5.0;63.0;;81.0;5.0;150.0;;;;;90.0;-79.0;165.0;373.0;7.0;380.0;;41.0;34.0;20.0;;2.0;;;;2.0;1.0;-1.0;;-2.0;;-99.0;;3.0;-3.0;;-1.0;-0.0;4.0;10.0;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;183.0;155.0;107.0;;46.0;26.0;57.0;62.0;516.0;58.0;296.0;206.0;92.0;-143.0;66.0;16.0;77.0;27.0;85.05;67.0;;;;;67.0;94.0;;;61.0;58.43;;-43.0;25.24;20.0;14.37;0.47;0.46;56.0;;21.0;;21.0;36.0;2.0;3.0;453.0;;;;;;2.0;454.0;;51.0;;;;7.0;123.0;;109.0;7.0;239.0;;;;;117.0;-138.0;;503.0;14.0;516.0;;26.0;61.0;13.0;;-7.0;;;;-7.0;-1.0;-15.0;-56.0;;;-72.0;;8.0;-0.0;;58.0;1.0;21.0;4.0;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;243.0;202.0;104.0;119.0;30.0;44.0;59.0;77.0;609.0;74.0;306.0;279.0;126.0;-63.0;-45.0;16.0;126.0;41.0;83.05;83.0;;;;;83.0;125.0;;;74.0;42.56;48.8;-89.0;12.14;-14.0;17.98;0.75;0.74;59.0;;41.0;;41.0;31.0;3.0;2.0;531.0;;;;;;1.0;532.0;;62.0;;;;12.0;105.0;;118.0;10.0;233.0;;;;;185.0;-68.0;;586.0;23.0;609.0;;44.0;74.0;-18.0;;12.0;;;;12.0;15.0;;;;;-63.0;;68.0;;-69.0;-44.0;-3.0;41.0;25.0;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;295.0;240.0;179.0;;39.0;95.0;66.0;107.0;702.0;118.0;344.0;325.0;159.0;-23.0;-119.0;17.0;43.0;55.0;81.45;90.0;;;;;90.0;145.0;;;87.0;60.58;;-111.0;13.28;-3.0;32.07;1.5;1.47;60.0;;54.0;;54.0;45.0;4.0;4.0;573.0;;;;;;23.0;595.0;;71.0;;;;46.0;62.0;;121.0;43.0;226.0;;;;;96.0;23.0;;669.0;33.0;702.0;;95.0;87.0;-17.0;;19.0;;;;19.0;-24.0;-117.0;;;;93.0;;33.0;;-102.0;-50.0;0.0;54.0;37.0;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;
