;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (JPY/USD)
1996.0;;;;;;;816.0;;;;;;;;;;;;34.91;;;;;;;;;;;7.81;5.12;;2.86;;1.18;;;816.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;;;;;;;901.0;;;;;;;;;;;;26.53;;;;;;;;;;;10.06;6.54;;5.35;;2.46;;;901.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;;;;;;;928.0;;;;;;;;;;;;27.62;;;;;;;;;;;10.93;7.7;;6.47;;3.29;;;805.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;;;;;;;912.0;;;;;;;;;;;;27.07;;;;;;;;;;;9.76;4.98;;5.24;;2.64;;;816.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;;;;;;;928.0;;;;;;;;;;;;25.9;;;;;;;;;;;7.82;3.6;;3.24;;1.82;;;823.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;;;;;;;916.0;;;;;;;;;;;;25.42;;;;;;;;;;;9.91;3.08;;3.24;;0.23;;;916.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;;;;;;;914.0;;;;;;;;;;;;30.86;;;;;;;;;;;8.94;1.78;;0.98;;0.2;;;912.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;;;;;;;981.0;;;;;;;;;;;;26.83;;;;;;;;;;;11.51;2.48;;2.63;;1.55;;;922.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;;;;;;;974.0;;;;;;;;;;;;32.52;;;;;;;;;;;10.85;1.32;;1.92;;1.18;;;923.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;;;;;;;1036.0;;;;;;;;;;;;30.16;;;;;;;;;;;11.56;1.59;;2.2;;2.29;;;931.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;;;;;;;1060.0;;;;;;;;;;;;31.09;;;;;;;;;;;12.96;2.56;;3.83;;1.65;;;1011.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7395.57;122.28;-61.96;24.57;457.57;3169.65;1011.0;0.4;0.0;55.5;7474576.0;2.6;668432.0;123588.0;61.6;1.7;569209.0;764831.0;3203508.0;1.6;2.8;3.9;79.9;-28.6;
2007.0;;;;;;;1050.0;;;;;;;;;;;;29.0;;;;;;;;;;;13.83;0.86;;1.23;;1.52;;;1001.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8284.07;126.15;33.47;25.02;526.78;3365.98;1001.0;0.4;0.0;49.1;8295695.0;0.9;400009.0;126328.0;52.8;1.5;994871.0;1001005.0;3370704.0;4.3;6.4;3.7;80.2;51.5;
2008.0;;;;;;;1052.0;;;;;;;;;;;;29.1;;;;;;;;;;;17.52;4.22;;5.26;;4.16;;;1003.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8844.87;368.33;282.28;25.02;473.13;3454.72;1003.0;0.1;0.0;65.3;8871414.0;4.2;428010.0;369435.0;43.6;4.2;986296.0;729059.0;3465089.0;7.7;9.2;10.7;93.2;-4.0;
2009.0;;;;;;;1003.0;;;;;;;;;;;;26.77;;;;;;;;;;;10.43;-2.95;;-2.26;;-1.28;;;1003.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7703.04;-98.59;-88.66;42.45;494.4;2954.32;1003.0;-0.3;-0.0;167.9;7729993.0;-2.9;405443.0;-98938.0;41.6;-1.3;-190265.0;660147.0;2964653.0;2.9;3.4;-3.3;143.1;;
2010.0;7718978.0;2483935.0;1110890.0;33996.0;28796.0;-43658.0;1004.0;4422173.0;13766742.0;4344120.0;10251198.0;3173518.0;976810.0;-798224.0;390565.0;567976.0;615097.0;5235042.0;32.18;1653032.0;;;;;1653032.0;6888075.0;14114.0;742639.0;396974.0;14.39;0.44;-5200.0;0.37;14935.0;-0.57;-43.51;-43.51;1004.0;;1275021.0;620058.0;1895078.0;954039.0;690637.0;882419.0;1078508.0;469590.0;405441.0;875031.0;5670351.0;431785.0;1288895.0;9344569.0;;1947737.0;304529.0;74017.0;1615152.0;476701.0;988901.0;;253077.0;4665099.0;5907078.0;;;;;1980574.0;-715892.0;;13424716.0;342026.0;13766742.0;;-43658.0;396974.0;-37172.0;2356.0;322780.0;;158985.0;;-98634.0;335530.0;-361714.0;;-1737337.0;1265622.0;35204.0;-154192.0;;;-26841.0;571598.0;-1175.0;1275021.0;707044.0;;1.07;7188.69;-40.66;572.84;25.0;336.86;2955.5;1004.0;-0.8;-0.0;76.4;7213998.0;0.4;371004.0;-40802.0;51.9;-0.6;72947.0;924207.0;2965905.0;3.8;5.3;-1.4;161.5;;1.07
2011.0;8631172.0;2012127.0;619013.0;240165.0;246405.0;-311995.0;1004.0;4620159.0;15534543.0;4960216.0;11981844.0;3062426.0;740665.0;-858684.0;-12154.0;-212972.0;435757.0;6619045.0;23.31;1805029.0;;;;;1805029.0;8424074.0;14162.0;28736.0;391057.0;7.17;2.78;6240.0;2.85;511215.0;-3.61;-310.88;-310.88;1004.0;;1219222.0;776633.0;1995855.0;893841.0;846189.0;884274.0;1111599.0;563697.0;470090.0;1033787.0;7082382.0;287960.0;1398657.0;10914384.0;;1217569.0;196332.0;95041.0;1980433.0;1565882.0;976225.0;;368054.0;5677349.0;7021628.0;;;;;1882505.0;-966573.0;;15044270.0;490273.0;15534543.0;;-311995.0;391057.0;369489.0;2346.0;-158139.0;125617.0;-134720.0;-21777.0;-77479.0;447906.0;-304908.0;;-1771875.0;1086954.0;131144.0;-259865.0;;;-30165.0;277877.0;-82799.0;1219222.0;1432194.0;;1.2;7155.81;-258.66;361.27;25.01;252.79;2538.95;1004.0;-0.1;-0.0;96.1;7181273.0;2.8;325366.0;-259585.0;207.5;-3.6;-282933.0;812235.0;2547987.0;-2.4;1.5;-10.2;109.7;;1.202
2012.0;7837956.0;1654590.0;243357.0;-81208.0;-100414.0;-551234.0;1004.0;4532615.0;16049200.0;5468140.0;13019233.0;2449074.0;627136.0;-1065732.0;310630.0;-144654.0;165361.0;6183366.0;21.11;1660833.0;;;;;1660833.0;7844199.0;18228.0;28285.0;385782.0;3.1;-1.04;-19206.0;-1.28;380525.0;-7.03;549.27;549.27;1004.0;;1079843.0;821930.0;1901773.0;1173252.0;853482.0;604108.0;1123808.0;696205.0;608015.0;1304220.0;7628239.0;121265.0;1339053.0;11516585.0;;2211312.0;495347.0;76525.0;;2761481.0;920083.0;;343419.0;6287591.0;7551093.0;;;;;1309054.0;-1016490.0;;15468307.0;580893.0;16049200.0;;-551234.0;385782.0;249500.0;2356.0;-67931.0;;35945.0;;46051.0;608662.0;-461775.0;;-1274904.0;685187.0;-14240.0;-135247.0;;;-30272.0;476149.0;-16688.0;1079843.0;1224497.0;;1.21;6470.06;-455.03;136.5;24.99;381.19;2021.66;1004.0;-0.0;-0.0;171.6;6493212.0;-1.0;319594.0;-456660.0;-379.0;-7.0;-775019.0;762226.0;2028891.0;-6.8;-0.9;-22.5;105.5;;1.207
2013.0;7215703.0;1548482.0;795539.0;244136.0;260668.0;45659.0;1011.0;3868972.0;15072876.0;4578309.0;12228146.0;2331830.0;510884.0;-748302.0;88255.0;-72376.0;164478.0;5667221.0;21.46;1546541.0;;;;;1546541.0;7213762.0;23328.0;28283.0;571460.0;11.03;3.38;16531.0;3.61;150137.0;0.63;45.17;45.17;1011.0;;876769.0;740150.0;1616919.0;981037.0;753367.0;517648.0;914105.0;682481.0;559685.0;1242166.0;7763470.0;114257.0;1169907.0;11203904.0;;607000.0;259077.0;79660.0;1970752.0;1741480.0;995672.0;;396813.0;6257351.0;7649837.0;;;;669409.0;1169537.0;-680645.0;1173529.0;14559976.0;512900.0;15072876.0;;45659.0;571460.0;69783.0;1307.0;134934.0;;60463.0;-219225.0;-70814.0;-312259.0;-346406.0;;-1208615.0;507863.0;298856.0;-346060.0;;;-26585.0;460901.0;76787.0;876769.0;949145.0;;1.06;6727.51;42.57;153.35;24.79;322.97;2174.07;1011.0;0.4;0.0;135.3;6800851.0;3.4;538605.0;43034.0;57.6;0.6;-668556.0;938428.0;2197766.0;1.0;1.5;2.0;41.8;16.2;1.061
2014.0;7523374.0;1754188.0;631567.0;25663.0;24933.0;-124338.0;1027.0;4072853.0;14852241.0;4633409.0;12156491.0;2187231.0;643263.0;-688192.0;201350.0;213194.0;368706.0;5769186.0;23.32;1674244.0;;;;;1674244.0;7443430.0;16129.0;22723.0;641570.0;8.39;0.34;-730.0;0.33;91612.0;-1.65;-121.07;-121.07;1027.0;;1013607.0;806423.0;1820030.0;1015795.0;710897.0;526130.0;726460.0;670080.0;654447.0;1324528.0;7670354.0;102131.0;955916.0;10779389.0;;690446.0;365893.0;79272.0;1830676.0;1746394.0;887865.0;;397994.0;6237223.0;7523082.0;;;;626349.0;910738.0;-437405.0;1087550.0;14343722.0;508519.0;14852241.0;;-124338.0;641570.0;-6452.0;1034.0;124293.0;;19612.0;100133.0;-62549.0;7156.0;-274556.0;;-1014595.0;486274.0;114685.0;-159373.0;;;-24838.0;385561.0;56774.0;1013607.0;800413.0;;0.97;7562.89;-124.99;370.64;24.97;276.0;2198.72;1027.0;-0.1;-0.0;137.4;7767266.0;0.3;662368.0;-128369.0;367.4;-1.7;-578728.0;916648.0;2258137.0;0.3;-0.1;-5.7;120.0;;0.969
2015.0;6838077.0;1712662.0;510964.0;57053.0;33066.0;-104853.0;1114.0;3493913.0;13178914.0;3949755.0;10741549.0;1928503.0;628087.0;-532369.0;-219057.0;-80777.0;448380.0;5125415.0;25.05;1507679.0;;;;;1507679.0;6633094.0;10726.0;19642.0;522322.0;7.47;0.83;-23986.0;0.48;73852.0;-1.53;-94.08;-94.08;1114.0;;790196.0;779641.0;1569838.0;942038.0;553839.0;428198.0;615307.0;467133.0;534637.0;1001770.0;7100645.0;74605.0;892674.0;9685001.0;;517870.0;184375.0;81910.0;1558869.0;1688641.0;592670.0;;371103.0;5828022.0;6791794.0;;;;588468.0;677297.0;-320671.0;983410.0;12670052.0;508862.0;13178914.0;;-104853.0;522322.0;6643.0;;70391.0;;94454.0;-98692.0;-160223.0;133583.0;-179707.0;;-815716.0;442797.0;20257.0;-214818.0;;;-10953.0;6714.0;42562.0;790196.0;870974.0;;0.83;7372.31;-113.04;483.41;11.81;193.75;2079.17;1114.0;-0.2;-0.0;43.8;8215880.0;0.8;627565.0;-125980.0;223.3;-1.5;-547689.0;712087.0;2317077.0;0.2;-0.1;-5.4;110.4;;0.832
2016.0;7199493.0;1803987.0;856708.0;261306.0;270460.0;131268.0;1258.0;3727533.0;14809305.0;4290672.0;12034204.0;2187939.0;665341.0;-915204.0;337624.0;30376.0;331901.0;5395506.0;25.06;1502772.0;;;;;1502772.0;6898278.0;11063.0;22459.0;618789.0;11.9;3.63;9155.0;3.76;84192.0;1.82;106.05;104.35;1238.0;;873644.0;840590.0;1714234.0;941181.0;606770.0;465348.0;729051.0;538507.0;546913.0;1085419.0;8201713.0;86723.0;978867.0;11081772.0;;489366.0;299270.0;78930.0;1698836.0;1803200.0;494377.0;;400512.0;6848643.0;7743532.0;;;;762846.0;831649.0;-580277.0;1173721.0;14222143.0;587162.0;14809305.0;;131268.0;618789.0;187.0;;-179385.0;;-51342.0;-43988.0;-34033.0;94481.0;-333440.0;;-1103076.0;546782.0;-25470.0;-240408.0;267977.0;;-11325.0;321381.0;-57386.0;873644.0;843269.0;;0.89;6548.47;119.4;301.89;10.3;303.29;1990.09;1238.0;0.2;0.0;36.7;8105712.0;3.6;696678.0;147791.0;31.1;1.8;-634023.0;556605.0;2463340.0;1.6;1.7;6.0;91.4;-77.3;0.888
2017.0;6824677.0;1741430.0;750792.0;259139.0;225853.0;65784.0;1288.0;3909696.0;15852115.0;4687033.0;13037760.0;2241528.0;726394.0;-1125566.0;405986.0;-21067.0;427036.0;5083247.0;25.52;1351746.0;;;;;1351746.0;6434993.0;10286.0;13055.0;560599.0;11.0;3.8;-33286.0;3.31;111354.0;0.96;52.12;51.06;1262.0;;861823.0;943773.0;1805597.0;1056873.0;575213.0;472013.0;680559.0;469030.0;524364.0;993395.0;9076345.0;88825.0;1103295.0;11942419.0;;484614.0;465028.0;95179.0;1859011.0;1878380.0;611680.0;;388503.0;7350544.0;8350727.0;;;;772515.0;883569.0;-555407.0;1140851.0;15279288.0;572827.0;15852115.0;;65784.0;560599.0;21361.0;;-72723.0;;10052.0;-1244.0;-142614.0;151372.0;-299358.0;;-1122447.0;274647.0;21592.0;-234542.0;;;-22710.0;663238.0;-27880.0;861823.0;882890.0;;0.9;6024.65;58.07;376.98;20.05;264.27;1978.76;1262.0;0.6;0.0;53.6;7603250.0;3.8;624553.0;73289.0;49.3;1.0;-866017.0;681462.0;2497246.0;0.9;1.2;2.9;65.5;5.3;0.898
2018.0;8038178.0;2176597.0;1295339.0;691356.0;657665.0;461739.0;1292.0;4869671.0;17936858.0;5287805.0;14505613.0;2791698.0;1180678.0;-773523.0;231866.0;589117.0;933258.0;5861581.0;27.08;1489472.0;;;;;1489472.0;7351053.0;18613.0;12763.0;678051.0;16.11;8.6;-33691.0;8.18;142785.0;5.74;365.33;357.27;1264.0;;1492418.0;1106946.0;2599365.0;1132239.0;651915.0;486153.0;695693.0;499087.0;495960.0;995047.0;10119299.0;91043.0;1166105.0;13067187.0;;440812.0;678895.0;137267.0;2031419.0;2136679.0;586543.0;;423231.0;8208034.0;9217808.0;;;;814430.0;1355116.0;-580235.0;1202387.0;17297311.0;639547.0;17936858.0;;461739.0;678051.0;22659.0;;1263.0;;-48459.0;-82733.0;-6675.0;16965.0;-247420.0;;-919172.0;304589.0;88480.0;-41923.0;;;-26803.0;300592.0;-49904.0;1492418.0;903302.0;;0.94;6760.04;388.32;784.86;22.54;208.08;2347.79;1264.0;0.1;0.0;43.9;8543982.0;8.6;720718.0;490794.0;21.7;5.7;-444445.0;623451.0;2967366.0;4.0;3.6;16.5;94.2;2.9;0.941
2019.0;7816450.0;2167047.0;1530112.0;806600.0;912506.0;826476.0;1295.0;4732444.0;18925391.0;5483993.0;14923496.0;3379232.0;1135382.0;-1179315.0;-110841.0;-110825.0;853377.0;5649403.0;27.72;1422296.0;;;;;1422296.0;7071699.0;19499.0;11245.0;651712.0;19.58;10.32;105907.0;11.67;40678.0;10.57;652.52;638.38;1267.0;;1326006.0;1194733.0;2520739.0;1163059.0;589257.0;459390.0;700902.0;693234.0;828005.0;1521239.0;10575635.0;182642.0;1212528.0;14192947.0;;443896.0;713553.0;121974.0;2076687.0;2249857.0;512672.0;;479342.0;8447490.0;9439503.0;;;;788610.0;2093169.0;-550824.0;1048277.0;18302728.0;622662.0;18925391.0;;826476.0;651712.0;-109728.0;;-23827.0;;27470.0;16718.0;-179462.0;-209251.0;-282005.0;;-1020861.0;281370.0;-157819.0;-345169.0;;-90360.0;-34336.0;359024.0;47323.0;1326006.0;1436831.0;;0.9;6841.74;723.41;746.96;30.05;246.84;2957.84;1267.0;0.1;0.0;56.0;8665687.0;10.3;722519.0;916271.0;4.5;10.6;-833203.0;568372.0;3746377.0;6.5;4.8;24.5;95.8;14.6;0.902
2020.0;7679215.0;2170697.0;1410282.0;786023.0;743249.0;541263.0;1262.0;5331964.0;21419677.0;5801740.0;16966846.0;3835297.0;1254858.0;-1257213.0;61042.0;35834.0;846012.0;5508518.0;28.27;1396990.0;;;;;1396990.0;6905509.0;17923.0;10310.0;693975.0;18.36;10.24;-42775.0;9.68;164734.0;7.05;438.48;428.81;1234.0;;1406038.0;1717874.0;3123912.0;1107297.0;548494.0;552261.0;1209776.0;728781.0;842596.0;1571377.0;11838923.0;195583.0;1272055.0;16087713.0;;354039.0;845028.0;135732.0;2269196.0;2333477.0;883031.0;;510905.0;9771170.0;11165107.0;;356798.0;;818335.0;2574205.0;-540137.0;982894.0;20802143.0;617534.0;21419677.0;;541263.0;693975.0;4462.0;;-127604.0;;37481.0;-85007.0;-73905.0;142762.0;-408846.0;;-1271751.0;333015.0;90369.0;-184132.0;;-186136.0;-46089.0;477399.0;-20121.0;1406038.0;1370204.0;;0.93;6691.37;471.64;737.18;40.16;356.25;3341.93;1234.0;0.2;0.0;54.4;8259885.0;10.2;746451.0;582191.0;22.2;7.0;-505298.0;949802.0;4125306.0;3.7;3.4;14.1;91.5;27.4;0.93
2021.0;8127322.0;2201578.0;1669555.0;877691.0;1076829.0;1058231.0;1251.0;6519248.0;23801056.0;7058109.0;18724301.0;5035540.0;1219320.0;-1608887.0;602338.0;245361.0;756717.0;5925744.0;27.09;1327516.0;;;;;1327516.0;7253260.0;9444.0;11004.0;599421.0;20.54;10.8;199138.0;13.25;899.0;13.02;860.01;846.11;1230.0;;1613823.0;2577031.0;4190855.0;1222249.0;575628.0;530516.0;1230499.0;746998.0;899763.0;1646761.0;12881814.0;187366.0;1335368.0;17281808.0;;541471.0;1257954.0;149378.0;2505096.0;2753589.0;960495.0;;331222.0;10374475.0;11666192.0;;328386.0;;794921.0;3483394.0;-473242.0;1230467.0;23759841.0;41215.0;23801056.0;;1058231.0;599421.0;-138560.0;;374096.0;;-51483.0;191402.0;-191432.0;-673867.0;-462603.0;;-1566120.0;423906.0;-4070.0;-446704.0;;-331.0;-55349.0;1104722.0;33115.0;1613823.0;1368463.0;;0.9;7313.7;952.29;680.96;49.81;416.29;4531.43;1230.0;0.1;0.0;46.6;8999360.0;10.8;663737.0;1171776.0;0.1;13.0;-596680.0;1063553.0;5575839.0;6.4;4.5;21.0;94.8;7.4;0.903
