;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (ARS/USD)
2008.0;106.0;22.0;10.0;14.0;8.0;8.0;44.0;243.0;684.0;87.0;101.0;582.0;-25.0;-134.0;303.0;144.0;-34.0;85.0;20.36;7.0;;;;;7.0;92.0;;;2.0;9.21;13.53;-7.0;7.29;0.0;7.12;0.18;0.17;42.0;;16.0;160.0;176.0;30.0;37.0;0.0;88.0;;8.0;8.0;;;345.0;440.0;;8.0;65.0;;;14.0;;;;15.0;15.0;;;;166.0;8.0;64.0;345.0;683.0;0.0;684.0;;8.0;2.0;;;-20.0;;-23.0;;-2.0;-15.0;-9.0;;-135.0;;10.0;;296.0;;-3.0;10.0;;172.0;28.0;;0.33;7.61;0.54;-2.46;0.19;0.66;41.57;42.0;18.4;0.9;2.0;322.0;13.5;6.0;23.0;1.2;7.1;474.0;;1760.0;1.3;1.1;1.3;64.0;851.4;0.331
2009.0;376.0;152.0;80.0;57.0;82.0;33.0;63.0;305.0;1574.0;346.0;718.0;477.0;79.0;-97.0;-64.0;-81.0;-5.0;224.0;40.36;89.0;;91.0;35.0;56.0;-2.0;313.0;4.0;0.0;23.0;21.37;15.09;25.0;21.83;24.0;8.73;0.6;0.53;56.0;;22.0;91.0;113.0;155.0;37.0;;872.0;-108.0;15.0;-93.0;358.0;;133.0;1269.0;;90.0;167.0;41.0;;89.0;350.0;;;22.0;372.0;;;;124.0;33.0;10.0;310.0;1196.0;378.0;1574.0;;33.0;23.0;24.0;;-22.0;-32.0;24.0;13.0;-3.0;21.0;-84.0;-11.0;-16.0;;14.0;-62.0;;-19.0;-2.0;20.0;;56.0;137.0;;0.26;25.61;2.24;-0.32;0.15;5.69;32.53;56.0;3.6;0.1;1.9;1427.0;15.1;88.0;125.0;29.8;8.7;-156.0;1331.0;1813.0;4.7;4.8;6.9;93.2;-462.3;0.263
2010.0;479.0;226.0;119.0;149.0;131.0;47.0;60.0;370.0;1739.0;491.0;825.0;501.0;43.0;-133.0;81.0;-9.0;-11.0;253.0;47.19;77.0;;117.0;61.0;56.0;-40.0;329.0;;;35.0;24.87;31.18;-18.0;27.42;37.0;9.85;0.89;0.79;53.0;;21.0;71.0;92.0;176.0;102.0;;837.0;-99.0;23.0;-76.0;483.0;;126.0;1370.0;;103.0;270.0;28.0;;118.0;217.0;;;118.0;335.0;;;;126.0;107.0;-334.0;601.0;1326.0;413.0;1739.0;;47.0;35.0;37.0;;-76.0;-36.0;-9.0;6.0;-26.0;-0.0;-54.0;-8.0;-82.0;5.0;6.0;-85.0;;;-25.0;191.0;;45.0;54.0;;0.25;35.45;3.49;-0.83;1.83;3.99;37.07;53.0;3.5;0.2;15.0;1882.0;31.2;137.0;185.0;28.3;9.8;-475.0;853.0;1968.0;7.2;6.4;9.4;47.5;-221.1;0.254
2011.0;618.0;256.0;183.0;177.0;123.0;52.0;61.0;551.0;2368.0;575.0;1258.0;538.0;135.0;-193.0;187.0;129.0;93.0;362.0;41.49;80.0;;105.0;62.0;43.0;-26.0;441.0;5.0;71.0;30.0;29.66;28.62;-54.0;19.96;31.0;8.37;0.96;0.85;54.0;;47.0;140.0;187.0;181.0;183.0;;1297.0;-180.0;19.0;-161.0;506.0;;174.0;1817.0;;30.0;364.0;33.0;66.0;115.0;510.0;23.0;;150.0;683.0;;;;121.0;121.0;41.0;256.0;1797.0;571.0;2368.0;;52.0;30.0;31.0;;-73.0;-38.0;-14.0;2.0;-11.0;95.0;-41.0;-84.0;-87.0;16.0;3.0;-117.0;;;-17.0;321.0;;172.0;43.0;;0.24;46.88;3.92;7.07;1.27;3.14;40.85;54.0;3.3;0.2;9.9;2540.0;28.6;125.0;213.0;24.7;8.4;-99.0;2098.0;2214.0;9.4;8.5;9.6;67.5;18.0;0.243
2012.0;764.0;272.0;148.0;145.0;41.0;17.0;61.0;425.0;2155.0;464.0;1259.0;456.0;189.0;-161.0;-63.0;-34.0;135.0;492.0;35.63;133.0;;133.0;80.0;54.0;;625.0;10.0;88.0;40.0;19.37;18.93;-103.0;5.38;3.0;2.26;0.32;0.28;54.0;;75.0;55.0;130.0;162.0;120.0;13.0;1137.0;-142.0;21.0;-121.0;532.0;17.0;165.0;1730.0;;82.0;242.0;40.0;53.0;88.0;616.0;25.0;;155.0;795.0;;;;110.0;-6.0;24.0;329.0;1715.0;440.0;2155.0;;17.0;40.0;3.0;1.0;-24.0;-45.0;62.0;-11.0;-0.0;152.0;-54.0;-2.0;-107.0;;1.0;-238.0;;;-14.0;190.0;;121.0;156.0;;0.22;63.81;1.44;11.28;1.18;4.54;38.08;54.0;5.8;0.4;14.1;3458.0;18.9;182.0;78.0;7.2;2.3;-178.0;2788.0;2063.0;8.0;6.3;3.8;18.5;10.4;0.221
2013.0;655.0;243.0;141.0;205.0;35.0;-5.0;54.0;610.0;2304.0;495.0;1428.0;466.0;120.0;-17.0;-3.0;107.0;91.0;412.0;37.03;114.0;;107.0;56.0;52.0;7.0;527.0;14.0;88.0;52.0;21.53;31.35;-171.0;5.32;6.0;-0.76;-0.09;-0.09;54.0;;194.0;72.0;266.0;245.0;65.0;35.0;342.0;14.0;9.0;23.0;323.0;33.0;972.0;1693.0;;39.0;280.0;33.0;40.0;135.0;778.0;15.0;98.0;42.0;933.0;;1.0;;92.0;-5.0;201.0;178.0;1894.0;410.0;2304.0;;-5.0;52.0;6.0;2.0;34.0;;43.0;;-5.0;31.0;-29.0;-39.0;-199.0;222.0;27.0;-178.0;;;-44.0;219.0;7.0;194.0;88.0;;0.19;65.11;-0.5;9.09;4.42;2.88;46.32;54.0;-17.0;-1.0;52.4;3529.0;31.4;280.0;-27.0;17.8;-0.8;623.0;4190.0;2510.0;5.2;4.7;-1.1;989.6;;0.186
2014.0;566.0;224.0;-55.0;146.0;-221.0;-131.0;54.0;613.0;1941.0;590.0;1395.0;241.0;109.0;-109.0;-55.0;-5.0;86.0;342.0;39.63;109.0;;102.0;59.0;43.0;6.0;451.0;15.0;88.0;37.0;-9.66;25.74;-367.0;-39.05;-48.0;-23.19;-2.42;-2.42;54.0;;123.0;61.0;184.0;144.0;78.0;207.0;293.0;4.0;18.0;22.0;326.0;105.0;582.0;1327.0;;36.0;325.0;21.0;32.0;198.0;654.0;8.0;58.0;86.0;805.0;;0.0;;60.0;-131.0;193.0;119.0;1637.0;304.0;1941.0;;-131.0;37.0;-48.0;8.0;32.0;;12.0;;-1.0;211.0;-23.0;-144.0;-453.0;475.0;33.0;-192.0;;-12.0;-30.0;179.0;50.0;123.0;129.0;;0.12;85.03;-19.72;12.92;4.5;3.39;36.22;54.0;-0.5;-0.0;42.5;4604.0;25.7;297.0;-1068.0;21.7;-23.2;187.0;5315.0;1961.0;-6.8;-5.6;-54.4;122.8;;0.123
2015.0;621.0;239.0;130.0;307.0;53.0;-27.0;53.0;463.0;1678.0;490.0;1250.0;167.0;54.0;96.0;-195.0;-41.0;27.0;382.0;38.43;120.0;;111.0;59.0;52.0;9.0;503.0;11.0;96.0;28.0;20.97;49.41;-254.0;8.49;33.0;-4.42;-0.52;-0.52;53.0;;70.0;55.0;125.0;166.0;69.0;102.0;217.0;3.0;16.0;19.0;373.0;72.0;534.0;1216.0;;33.0;271.0;34.0;29.0;157.0;641.0;9.0;17.0;93.0;759.0;;3.0;;54.0;-27.0;52.0;87.0;1417.0;262.0;1678.0;;-27.0;28.0;33.0;3.0;-30.0;;-2.0;;-1.0;47.0;-27.0;-144.0;-507.0;493.0;279.0;-311.0;;-4.0;-4.0;123.0;4.0;70.0;110.0;;0.11;106.46;-4.7;4.7;0.63;4.61;28.6;53.0;-2.5;-0.1;5.4;5652.0;49.4;258.0;-250.0;63.3;-4.4;-251.0;5833.0;1518.0;4.0;7.2;-16.4;113.4;;0.11
2016.0;2351.0;742.0;284.0;245.0;-139.0;-69.0;53.0;2998.0;11029.0;3030.0;10017.0;68.0;269.0;575.0;-299.0;894.0;184.0;1609.0;31.55;568.0;;536.0;119.0;417.0;32.0;2177.0;53.0;182.0;184.0;12.08;10.44;-384.0;-5.9;-13.0;-2.93;-2.35;-2.35;53.0;;937.0;726.0;1663.0;822.0;289.0;224.0;1747.0;149.0;636.0;785.0;1469.0;110.0;3920.0;8031.0;;743.0;1561.0;64.0;307.0;419.0;6233.0;4.0;509.0;242.0;6987.0;;;;33.0;-92.0;78.0;50.0;10085.0;944.0;11029.0;;-69.0;184.0;-13.0;4.0;-11.0;;19.0;;-10.0;175.0;-85.0;598.0;-898.0;939.0;12.0;-1037.0;;;-16.0;754.0;349.0;937.0;42.0;;0.07;662.5;-19.43;51.92;4.47;24.0;19.12;53.0;-0.7;-0.0;32.9;35384.0;10.4;2769.0;-1038.0;9.4;-2.9;-478.0;93808.0;1021.0;1.3;1.0;-101.7;123.0;;0.066
2017.0;4683.0;1395.0;960.0;596.0;293.0;91.0;54.0;4108.0;14511.0;3077.0;11556.0;986.0;555.0;-145.0;115.0;677.0;306.0;3288.0;29.78;1114.0;;1062.0;223.0;838.0;53.0;4403.0;54.0;405.0;292.0;20.49;12.74;-304.0;6.25;172.0;1.94;1.71;1.7;53.0;;1524.0;712.0;2237.0;891.0;336.0;645.0;1872.0;169.0;579.0;748.0;975.0;98.0;6709.0;10402.0;;799.0;1400.0;84.0;263.0;615.0;6733.0;4.0;1390.0;352.0;8479.0;;;;30.0;665.0;246.0;45.0;12542.0;1969.0;14511.0;;91.0;292.0;172.0;6.0;80.0;;79.0;;4.0;-85.0;-250.0;-35.0;-380.0;408.0;81.0;-1332.0;127.0;;-157.0;1477.0;162.0;1524.0;847.0;;0.06;1461.3;28.34;95.42;48.95;77.89;307.67;53.0;0.7;0.0;254.8;77918.0;12.7;4857.0;1511.0;58.7;1.9;17169.0;112025.0;16405.0;2.9;5.3;9.2;-72.7;9.8;0.06
2018.0;1345.0;536.0;606.0;1033.0;191.0;186.0;55.0;3533.0;12202.0;1968.0;9604.0;722.0;475.0;-413.0;-79.0;458.0;369.0;808.0;39.89;356.0;;325.0;141.0;183.0;32.0;1164.0;28.0;282.0;130.0;45.08;76.86;-843.0;14.19;8.0;13.83;3.5;3.36;53.0;;1333.0;1039.0;2372.0;607.0;112.0;442.0;712.0;108.0;319.0;426.0;1181.0;58.0;6291.0;8669.0;;617.0;1107.0;21.0;;244.0;6466.0;;916.0;254.0;7636.0;;;;17.0;508.0;171.0;26.0;10325.0;1876.0;12202.0;;186.0;130.0;8.0;1.0;48.0;;19.0;;-10.0;102.0;-106.0;1.0;-936.0;899.0;-293.0;-806.0;;-26.0;-32.0;786.0;487.0;1333.0;875.0;;0.03;732.63;101.33;201.17;17.66;57.69;393.22;53.0;0.2;0.0;106.0;38986.0;76.9;3764.0;5392.0;4.2;13.8;45380.0;187462.0;20925.0;5.5;4.6;25.8;82.6;15.9;0.034
2019.0;1946.0;731.0;176.0;-231.0;-639.0;-441.0;50.0;3603.0;11958.0;2109.0;9863.0;396.0;421.0;174.0;-424.0;55.0;220.0;1215.0;37.57;449.0;;393.0;162.0;232.0;56.0;1664.0;37.0;396.0;179.0;9.06;-11.86;-408.0;-32.84;43.0;-22.68;-8.79;-8.79;50.0;;1471.0;1018.0;2489.0;643.0;168.0;304.0;891.0;111.0;318.0;429.0;905.0;13.0;6117.0;8355.0;;532.0;1324.0;12.0;;253.0;6546.0;;942.0;266.0;7754.0;;;;11.0;-641.0;692.0;334.0;10259.0;1699.0;11958.0;;-441.0;179.0;43.0;1.0;2.0;;32.0;;-8.0;637.0;-201.0;135.0;-870.0;1175.0;-132.0;-1173.0;;-20.0;-11.0;780.0;-111.0;1471.0;1415.0;;0.02;1646.67;-373.48;186.23;9.28;169.82;335.05;50.0;-0.0;-0.0;100.9;82665.0;-11.9;7605.0;-18749.0;-6.7;-22.7;63457.0;278062.0;16820.0;-0.0;-0.0;-111.5;102.5;;0.024
2020.0;1721.0;579.0;748.0;625.0;142.0;56.0;51.0;3278.0;9748.0;2453.0;8014.0;357.0;507.0;572.0;-1031.0;165.0;363.0;1142.0;33.62;392.0;;355.0;123.0;232.0;37.0;1534.0;40.0;344.0;233.0;43.47;36.35;-483.0;8.27;115.0;3.24;1.2;1.17;50.0;;1432.0;306.0;1738.0;625.0;168.0;747.0;1162.0;83.0;317.0;400.0;1116.0;13.0;3778.0;6469.0;;508.0;1476.0;12.0;;468.0;4762.0;;702.0;97.0;5561.0;;296.0;;7.0;29.0;30.0;290.0;8371.0;1376.0;9748.0;;56.0;233.0;115.0;3.0;107.0;;97.0;;-53.0;-7.0;-144.0;51.0;-182.0;520.0;270.0;-1224.0;;;;193.0;123.0;1432.0;1267.0;;0.01;2429.98;78.74;512.53;;203.59;504.19;50.0;0.0;0.0;;121256.0;36.3;16425.0;3929.0;80.9;3.2;58162.0;335612.0;25159.0;1.7;6.1;15.6;100.0;;0.014
2021.0;443.0;235.0;340.0;104.0;122.0;-131.0;54.0;731.0;3544.0;736.0;2438.0;339.0;93.0;770.0;-566.0;-1296.0;71.0;209.0;52.95;100.0;;87.0;44.0;43.0;13.0;309.0;39.0;144.0;36.0;76.77;23.4;19.0;27.58;292.0;-29.64;-2.49;-2.49;53.0;;288.0;15.0;302.0;239.0;182.0;8.0;464.0;4.0;27.0;31.0;150.0;5.0;2163.0;2813.0;;205.0;491.0;11.0;;40.0;813.0;;859.0;29.0;1702.0;;64.0;;6.0;-101.0;62.0;371.0;2777.0;768.0;3544.0;;-131.0;36.0;292.0;;53.0;;45.0;;-22.0;-157.0;-22.0;-30.0;-175.0;334.0;662.0;-1048.0;;;;482.0;-72.0;288.0;1584.0;;0.01;804.35;-238.38;128.57;;39.96;615.36;53.0;-0.0;-0.0;;42411.0;23.4;3452.0;-12569.0;238.9;-29.6;-446.0;77800.0;32446.0;-20.7;11.0;-38.7;100.0;;0.01
