;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (ARS/USD)
1998.0;;;;;;;14.0;;;;;;;;;;;;31.58;;;;;;;;;;;38.67;11.04;;;;36.4;;;14.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;;;;;;;14.0;;;;;;;;;;;;4.12;;;;;;;;;;;5.96;-20.34;;2.43;;2.39;;;14.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;;;;;;;14.0;;;;;;;;;;;;20.88;;;;;;;;;;;8.73;-8.51;;3.92;;3.86;;;14.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;;;;;;;14.0;;;;;;;;;;;;21.94;;;;;;;;;;;21.77;2.35;;16.92;;11.02;;;14.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;;;;;;;14.0;;;;;;;;;;;;44.64;;;;;;;;;;;-40.17;18.01;;-45.16;;-55.87;;;14.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;;;;;;;39.0;;;;;;;;;;;;29.06;;;;;;;;;;;110.04;38.43;;105.11;;90.38;;;14.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;;;;;;;16.0;;;;;;;;;;;;37.41;;;;;;;;;;;70.59;27.29;;64.6;;51.55;;;16.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;27.0;6.0;41.0;13.0;40.0;27.0;37.0;53.0;257.0;23.0;76.0;181.0;-3.0;22.0;1.0;19.0;-3.0;21.0;23.68;-6.0;;;;;-6.0;15.0;;;1.0;151.91;46.38;27.0;146.47;13.0;98.24;1.47;0.75;18.0;;5.0;21.0;26.0;11.0;16.0;;58.0;;-11.0;-11.0;;;157.0;205.0;;6.0;4.0;;;13.0;40.0;;;14.0;53.0;;;;56.0;37.0;60.0;27.0;257.0;0.0;257.0;;27.0;1.0;;;-5.0;;-3.0;;;-27.0;;-9.0;-12.0;32.0;10.0;;4.0;;-1.0;-2.0;;23.0;5.0;;0.35;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;36.0;6.0;14.0;4.0;12.0;11.0;29.0;31.0;283.0;33.0;77.0;205.0;-7.0;-36.0;30.0;-13.0;-25.0;30.0;17.82;3.0;;;;;3.0;33.0;;;2.0;38.66;9.89;9.0;34.2;2.0;29.27;0.54;0.37;20.0;;8.0;2.0;10.0;11.0;9.0;0.0;73.0;;8.0;8.0;;;171.0;252.0;;9.0;22.0;;;3.0;32.0;;;12.0;44.0;;;;72.0;41.0;58.0;35.0;282.0;0.0;283.0;;11.0;2.0;;;-7.0;;3.0;;4.0;-12.0;-18.0;-1.0;-21.0;;4.0;;17.0;;-3.0;16.0;;9.0;22.0;;0.32;5.65;1.66;-3.89;0.5;2.81;31.84;20.0;6.6;0.4;4.6;112.0;9.9;5.0;33.0;14.1;29.3;-7.0;98.0;633.0;4.3;4.4;5.2;69.6;56.4;0.324
2007.0;67.0;12.0;20.0;12.0;18.0;16.0;35.0;69.0;339.0;53.0;78.0;261.0;-18.0;-0.0;37.0;19.0;-27.0;55.0;17.86;0.0;;;;;0.0;55.0;;;1.0;29.18;17.83;6.0;27.22;3.0;23.16;0.55;0.44;28.0;;15.0;13.0;27.0;19.0;17.0;5.0;78.0;;7.0;7.0;;0.0;185.0;270.0;;6.0;39.0;;;8.0;8.0;;;17.0;25.0;50.0;;;98.0;16.0;95.0;52.0;338.0;0.0;339.0;;16.0;1.0;;;-19.0;;-9.0;;-1.0;-15.0;-9.0;;-0.0;;9.0;;27.0;;-2.0;12.0;;27.0;9.0;;0.32;7.35;1.7;-2.95;0.19;1.01;28.45;28.0;9.3;0.5;1.2;208.0;17.8;4.0;48.0;14.4;23.2;48.0;24.0;806.0;5.5;5.4;6.0;88.9;92.1;0.323
