;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
1993.0;119.0;96.0;77.0;67.0;45.0;26.0;1829.0;27.0;331.0;25.0;201.0;130.0;68.0;-205.0;137.0;137.0;-145.0;23.0;80.43;29.0;;;;;29.0;52.0;;5.0;26.0;64.34;56.36;-22.0;38.06;20.0;21.72;0.01;0.01;1829.0;;;;;27.0;;;303.0;;;;;;0.0;304.0;;25.0;;;;;143.0;;30.0;3.0;176.0;;;;;47.0;-54.0;137.0;331.0;;331.0;;26.0;26.0;19.0;;;;;;;-3.0;-213.0;;;;8.0;;41.0;;;96.0;;;;;0.76;;;;;;;;;;;;;;;;;;;;;;;;;
1994.0;185.0;149.0;120.0;106.0;70.0;39.0;2040.0;43.0;528.0;40.0;273.0;255.0;108.0;-237.0;129.0;129.0;-151.0;37.0;80.19;43.0;;;;;43.0;80.0;;9.0;41.0;64.48;57.07;-36.0;37.68;31.0;20.93;0.02;0.02;2040.0;;;;;37.0;6.0;0.0;485.0;;;;;;;485.0;;40.0;;;;;174.0;;56.0;3.0;233.0;;;;;83.0;-90.0;262.0;528.0;;528.0;;39.0;41.0;30.0;;;;;;;-1.0;-259.0;;;;22.0;;92.0;;;37.0;;;;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;
1995.0;206.0;159.0;130.0;96.0;54.0;31.0;2224.0;47.0;660.0;40.0;296.0;364.0;108.0;-175.0;67.0;67.0;-74.0;47.0;77.27;64.0;;;;;64.0;110.0;;15.0;60.0;63.04;46.42;-41.0;26.29;23.0;15.08;0.01;0.01;2224.0;;;;;47.0;;0.0;613.0;;;;;;-0.0;613.0;;40.0;;;;;174.0;;77.0;5.0;256.0;;;;;116.0;-149.0;397.0;660.0;;660.0;;31.0;60.0;21.0;;;;;;;-4.0;-182.0;;;;7.0;;70.0;;;-4.0;;;;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
1996.0;464.0;370.0;288.0;231.0;135.0;69.0;2667.0;110.0;1504.0;111.0;721.0;784.0;270.0;-878.0;608.0;608.0;-616.0;95.0;79.6;139.0;;;;;139.0;233.0;;19.0;133.0;61.98;49.75;-96.0;29.15;66.0;14.92;0.03;0.03;2667.0;;0.0;;0.0;110.0;;;1395.0;;;;;;-0.0;1395.0;;111.0;;;;;429.0;;164.0;18.0;610.0;;;;;185.0;-278.0;877.0;1504.0;;1504.0;;69.0;133.0;60.0;;;;;;;8.0;-886.0;;;;8.0;;352.0;;;256.0;;0.0;;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;644.0;394.0;353.0;;151.0;78.0;3162.0;129.0;2050.0;143.0;1208.0;842.0;364.0;-783.0;419.0;419.0;-443.0;250.0;61.18;211.0;;;;;211.0;461.0;;;202.0;54.81;;-32.0;23.45;73.0;12.11;0.02;0.02;3162.0;;;;;129.0;;;1921.0;;;;;;;1921.0;;143.0;;;;;795.0;;223.0;47.0;1065.0;;;;;255.0;-464.0;1051.0;2050.0;;2050.0;;78.0;202.0;66.0;;;;;;;18.0;-807.0;;;;24.0;;13.0;;;406.0;;;;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;573.0;358.0;345.0;133.0;82.0;38.0;3194.0;126.0;2122.0;89.0;1288.0;834.0;241.0;-399.0;158.0;158.0;-244.0;215.0;62.43;226.0;;;;;226.0;441.0;;50.0;213.0;60.14;23.1;-51.0;14.29;43.0;6.7;0.01;0.01;3194.0;;;;;94.0;32.0;;1982.0;;;;;;13.0;1996.0;;89.0;;;;;932.0;;245.0;22.0;1199.0;;;;;277.0;-643.0;1201.0;2122.0;0.0;2122.0;;38.0;213.0;36.0;;;;;;;-48.0;-484.0;;;;86.0;;9.0;;;149.0;;;;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;890.0;586.0;509.0;;244.0;138.0;3567.0;205.0;3354.0;180.0;2046.0;1309.0;462.0;-1260.0;797.0;797.0;-863.0;304.0;65.84;277.0;;;;;277.0;581.0;;;265.0;57.19;;-65.0;27.42;106.0;15.51;0.04;0.04;3567.0;;;;;173.0;32.0;;3149.0;;;;;;;3149.0;;180.0;;;;;1492.0;;349.0;25.0;1866.0;;;;;431.0;-939.0;1817.0;3354.0;;3354.0;;138.0;265.0;95.0;;-38.0;;;;-38.0;2.0;-1326.0;;;;66.0;;279.0;;;518.0;;;;;0.69;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;2150.0;1457.0;1403.0;976.0;865.0;523.0;3677.0;408.0;5188.0;459.0;3042.0;2146.0;1223.0;-1197.0;-7.0;-7.0;358.0;693.0;67.75;481.0;;;;;481.0;1175.0;;108.0;430.0;65.24;45.37;-111.0;40.2;341.0;24.34;0.56;0.56;934.0;;19.0;;19.0;367.0;23.0;-1.0;4765.0;;;;;;15.0;4780.0;;449.0;11.0;;;-1.0;1638.0;;829.0;115.0;2583.0;;;;;939.0;-1323.0;2531.0;5188.0;;5188.0;;523.0;430.0;304.0;;-37.0;;;;-37.0;2.0;-865.0;-482.0;;;150.0;;44.0;;-3.0;-48.0;;19.0;;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;2237.0;1413.0;1323.0;763.0;712.0;442.0;1003.0;329.0;5679.0;333.0;3249.0;2430.0;1186.0;-1217.0;23.0;-9.0;-38.0;824.0;63.16;635.0;;;;;635.0;1459.0;;87.0;568.0;59.14;34.11;-51.0;31.83;226.0;19.76;0.45;0.44;968.0;;9.0;;9.0;320.0;;;5303.0;;;;;;47.0;5350.0;;157.0;10.0;;;166.0;1677.0;;1118.0;122.0;2917.0;;;;;1244.0;-1787.0;2973.0;5679.0;;5679.0;;442.0;568.0;178.0;;-26.0;;;;-26.0;24.0;-1224.0;;;;7.0;;27.0;-71.0;-30.0;97.0;;9.0;18.0;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;2596.0;1620.0;1562.0;705.0;665.0;365.0;1055.0;492.0;8493.0;501.0;5398.0;3095.0;1286.0;-1617.0;341.0;9.0;172.0;976.0;62.41;915.0;;;;;915.0;1890.0;;101.0;836.0;60.18;27.18;-40.0;25.64;260.0;14.07;0.35;0.34;1019.0;;19.0;;19.0;473.0;;;7948.0;;;;;;53.0;8001.0;;214.0;15.0;;;272.0;2591.0;;2026.0;280.0;4897.0;;;80.0;;1535.0;15.0;;8493.0;;8493.0;;365.0;836.0;255.0;;-100.0;;;;-100.0;-70.0;-1114.0;-536.0;;;33.0;;53.0;-6.0;-37.0;331.0;;19.0;10.0;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;4604.0;2798.0;2735.0;1287.0;1490.0;1075.0;1096.0;659.0;10947.0;1049.0;6230.0;4717.0;2414.0;-1670.0;-687.0;58.0;467.0;1807.0;60.76;1511.0;;;;;1511.0;3317.0;;121.0;1207.0;59.4;27.96;203.0;32.36;333.0;23.34;1.01;0.98;1060.0;;80.0;;80.0;579.0;;0.0;10231.0;;;;;;57.0;10287.0;;358.0;142.0;;;549.0;2039.0;;2766.0;376.0;5181.0;;;79.0;;2810.0;13.0;;10947.0;;10947.0;;1075.0;1207.0;261.0;;-37.0;;;;-37.0;-91.0;-1948.0;;;;278.0;;69.0;-111.0;-67.0;-578.0;;80.0;23.0;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;6273.0;4061.0;3286.0;2142.0;1795.0;1168.0;1077.0;1029.0;15302.0;1571.0;9215.0;6088.0;3067.0;-3876.0;746.0;-64.0;-742.0;2212.0;64.74;1919.0;;;;;1919.0;4131.0;;158.0;1470.0;52.38;34.15;-347.0;28.62;491.0;18.62;1.09;1.08;1069.0;;23.0;;23.0;977.0;;29.0;14183.0;;;;;;90.0;14273.0;;315.0;162.0;;;1094.0;2941.0;;3699.0;1003.0;7644.0;;;;;4091.0;-5.0;;15302.0;;15302.0;;1168.0;1470.0;394.0;;-12.0;;;;-12.0;47.0;-3809.0;;;;-67.0;;20.0;-28.0;-84.0;838.0;;23.0;87.0;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;8693.0;5855.0;3312.0;3146.0;1619.0;903.0;1077.0;1764.0;18795.0;3290.0;11711.0;7085.0;4126.0;-3727.0;-408.0;-9.0;-467.0;2838.0;67.36;2651.0;;;;;2651.0;5488.0;;128.0;1731.0;38.1;36.19;-1526.0;18.63;549.0;10.39;0.84;0.84;1072.0;;15.0;;15.0;1329.0;;420.0;16939.0;;;;;;92.0;17031.0;;493.0;;;;2797.0;2857.0;;4331.0;1233.0;8421.0;;;;;4992.0;-8.0;;18795.0;;18795.0;;903.0;1731.0;304.0;;-125.0;;;;-482.0;1312.0;-4593.0;;;;866.0;;8.0;-131.0;-104.0;-181.0;;15.0;24.0;;0.86;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;9988.0;6010.0;5086.0;3466.0;3135.0;2166.0;1074.0;1921.0;28448.0;2634.0;19278.0;9171.0;3583.0;-10067.0;6489.0;5.0;-2650.0;3978.0;60.18;2545.0;;;;;2545.0;6522.0;;120.0;2051.0;50.92;34.7;-331.0;31.39;750.0;21.68;2.02;2.02;1074.0;;20.0;;20.0;1670.0;;231.0;26395.0;;;;;;133.0;26528.0;;723.0;;;;1912.0;9473.0;;5974.0;1196.0;16643.0;;;;;6984.0;-11.0;;28448.0;0.0;28448.0;;2166.0;2051.0;560.0;;-583.0;;;;-118.0;-611.0;-6233.0;-3982.0;;;148.0;;18.0;-24.0;-131.0;6626.0;;20.0;15.0;;0.86;10.84;2.35;-2.88;0.14;6.76;9.95;1074.0;11.4;0.6;0.5;11643.0;34.7;2390.0;2524.0;23.9;21.7;-832.0;11043.0;10690.0;8.9;10.7;23.6;94.0;-5.2;0.858
