;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
2007.0;76.0;27.0;48.0;-7.0;34.0;47.0;194.0;105.0;995.0;30.0;204.0;791.0;-23.0;-157.0;107.0;-49.0;-82.0;49.0;35.73;34.0;;;;;34.0;83.0;;;13.0;62.54;-9.13;41.0;45.1;-13.0;61.54;0.25;0.24;189.0;;20.0;14.0;33.0;40.0;31.0;1.0;723.0;122.0;7.0;129.0;38.0;;-0.0;890.0;;23.0;;;;8.0;;2.0;141.0;31.0;174.0;;;;;-15.0;110.0;;995.0;;995.0;;47.0;13.0;;1.0;-26.0;;-9.0;;-2.0;-58.0;-59.0;-158.0;-3.0;53.0;10.0;;102.0;;;5.0;25.0;20.0;69.0;;1.0;0.4;0.25;-0.43;;0.31;4.18;189.0;44.9;2.6;;76.0;-9.1;13.0;47.0;-36.5;61.5;75.0;;789.0;4.9;3.5;5.9;100.0;123.6;1.004
2008.0;123.0;2.0;-31.0;-75.0;-73.0;-81.0;190.0;62.0;885.0;28.0;277.0;608.0;-9.0;-116.0;107.0;-16.0;-110.0;121.0;1.62;41.0;;21.0;21.0;;20.0;162.0;1.0;3.0;40.0;-24.95;-61.24;2.0;-59.24;8.0;-65.47;-0.42;-0.42;190.0;;3.0;;3.0;13.0;45.0;1.0;718.0;63.0;5.0;68.0;11.0;;26.0;823.0;;;4.0;;;24.0;99.0;3.0;;147.0;249.0;;;;12.0;-65.0;-5.0;666.0;885.0;;885.0;;-81.0;40.0;;6.0;-25.0;;-51.0;3.0;-1.0;51.0;-101.0;;-16.0;1.0;0.0;;6.0;;;101.0;1.0;3.0;20.0;;0.82;0.79;-0.52;-0.7;;0.65;3.89;190.0;-10.9;-0.5;;150.0;-61.2;48.0;-98.0;-10.5;-65.5;42.0;121.0;740.0;-9.1;-7.9;-13.3;100.0;;0.822
2009.0;79.0;-21.0;-147.0;-170.0;-185.0;-146.0;286.0;87.0;864.0;12.0;139.0;725.0;-42.0;-27.0;85.0;17.0;-81.0;99.0;-26.08;28.0;;;;;28.0;127.0;1.0;1.0;36.0;-186.67;-215.98;-14.0;-234.36;-38.0;-185.69;-0.51;-0.51;286.0;;20.0;;20.0;14.0;52.0;2.0;688.0;51.0;4.0;55.0;11.0;;23.0;777.0;;9.0;1.0;;;1.0;0.0;3.0;102.0;22.0;127.0;255.0;;;;-241.0;75.0;;864.0;0.0;864.0;;-146.0;36.0;-37.0;4.0;-38.0;0.0;-22.0;-15.0;-1.0;139.0;-39.0;;-2.0;11.0;2.0;;184.0;;;-99.0;1.0;20.0;3.0;;0.95;0.29;-0.54;-0.3;;0.14;2.66;286.0;-2.8;-0.0;;83.0;-216.0;38.0;-154.0;20.8;-185.7;79.0;0.0;763.0;-17.0;-21.2;-20.2;100.0;;0.951
2010.0;129.0;3.0;46.0;-20.0;-14.0;-14.0;341.0;153.0;955.0;15.0;147.0;808.0;36.0;-20.0;61.0;78.0;8.0;125.0;2.69;24.0;;;;;24.0;149.0;1.0;0.0;61.0;36.01;-15.76;6.0;-11.23;-0.0;-11.09;-0.04;-0.04;341.0;;98.0;;98.0;20.0;32.0;2.0;717.0;54.0;4.0;58.0;3.0;;25.0;803.0;;14.0;0.0;;;1.0;0.0;3.0;106.0;22.0;132.0;;;;;-257.0;105.0;;955.0;;955.0;;-14.0;61.0;-1.0;2.0;-5.0;;-2.0;;-1.0;-7.0;-27.0;;-1.0;8.0;1.0;-1.0;61.0;;;0.0;1.0;98.0;20.0;;1.0;0.38;-0.04;0.02;;0.08;2.37;341.0;-41.9;-2.0;;128.0;-15.8;61.0;-14.0;1.2;-11.1;137.0;0.0;806.0;-1.5;-1.5;-1.8;100.0;;1.003
2011.0;97.0;-6.0;-30.0;-72.0;-72.0;-71.0;381.0;105.0;505.0;11.0;50.0;455.0;-20.0;-86.0;62.0;-44.0;-44.0;103.0;-6.57;31.0;;;;;31.0;135.0;1.0;2.0;40.0;-31.4;-74.25;-0.0;-74.29;-1.0;-73.21;-0.19;-0.19;381.0;;54.0;;54.0;13.0;36.0;3.0;368.0;;3.0;3.0;1.0;;29.0;400.0;;;0.0;;1.0;10.0;0.0;;13.0;26.0;38.0;;;;;-580.0;11.0;;505.0;;505.0;;-71.0;40.0;-1.0;3.0;-26.0;7.0;-23.0;-6.0;-4.0;35.0;-24.0;-60.0;;;-2.0;-0.0;62.0;;;0.0;-1.0;54.0;98.0;;0.98;0.26;-0.19;-0.12;;0.07;1.22;381.0;-11.4;-0.7;;99.0;-74.2;41.0;-72.0;1.4;-73.2;95.0;0.0;464.0;-14.1;-13.9;-15.6;100.0;;0.981
2012.0;11.0;-3.0;-103.0;;-29.0;-118.0;385.0;43.0;301.0;8.0;37.0;264.0;-7.0;-16.0;7.0;-15.0;-20.0;14.0;-28.98;24.0;;10.0;10.0;;13.0;38.0;0.0;0.0;19.0;-920.62;;-2.0;-263.72;-4.0;-1060.02;-0.31;-0.31;385.0;;38.0;;38.0;3.0;2.0;1.0;248.0;;2.0;2.0;3.0;;4.0;257.0;;;0.0;;;8.0;0.0;;9.0;19.0;29.0;;;;981.0;-778.0;11.0;51.0;301.0;;301.0;;-118.0;19.0;-4.0;2.0;-1.0;;-14.0;;0.0;95.0;-13.0;-1.0;-2.0;;-1.0;;7.0;;;0.0;1.0;38.0;54.0;;1.01;0.03;-0.3;-0.05;;0.03;0.68;385.0;-4.9;-0.3;;11.0;;19.0;-117.0;13.3;-1060.0;35.0;0.0;262.0;-36.1;-40.5;-44.8;100.0;;1.007
2013.0;10.0;2.0;-68.0;-20.0;-69.0;-84.0;441.0;39.0;332.0;9.0;51.0;278.0;-21.0;-8.0;14.0;-16.0;-23.0;9.0;15.68;23.0;;8.0;8.0;;15.0;32.0;0.0;0.0;1.0;-649.89;-194.61;-48.0;-657.37;15.0;-805.56;-0.19;-0.19;441.0;;22.0;10.0;32.0;4.0;2.0;1.0;282.0;;1.0;1.0;6.0;;4.0;293.0;;8.0;0.0;;;1.0;0.0;;26.0;15.0;41.0;;;;1095.0;-863.0;-8.0;54.0;329.0;3.0;332.0;;-84.0;1.0;16.0;1.0;-3.0;;-0.0;0.0;-1.0;49.0;-2.0;-6.0;;;0.0;-0.0;14.0;;;0.0;-1.0;22.0;38.0;;0.94;0.03;-0.2;-0.06;;0.01;0.67;441.0;-6.1;-0.4;;11.0;-194.6;1.0;-89.0;-22.5;-805.6;31.0;0.0;295.0;-26.3;-20.8;-30.3;100.0;;0.941
2014.0;10.0;-2.0;-32.0;;-34.0;-32.0;495.0;35.0;311.0;13.0;55.0;256.0;-23.0;8.0;14.0;-3.0;-24.0;12.0;-20.97;23.0;;8.0;8.0;;16.0;35.0;1.0;0.0;2.0;-330.5;;-9.0;-353.49;-2.0;-329.59;-0.06;-0.06;495.0;;19.0;4.0;23.0;9.0;2.0;1.0;270.0;;1.0;1.0;1.0;;4.0;275.0;;;0.0;;;13.0;0.0;;22.0;20.0;42.0;;;;1119.0;-891.0;-26.0;54.0;311.0;;311.0;;-32.0;2.0;-2.0;1.0;-4.0;;-1.0;;;11.0;-1.0;-0.0;-1.0;10.0;0.0;-0.0;13.0;;;1.0;-2.0;19.0;22.0;;0.86;0.02;-0.07;-0.06;;0.0;0.6;495.0;-17.1;-0.9;;11.0;;2.0;-37.0;6.8;-329.6;26.0;0.0;297.0;-10.6;-10.9;-12.4;100.0;;0.86
2015.0;13.0;0.0;-52.0;;-66.0;-52.0;513.0;20.0;213.0;8.0;46.0;167.0;-18.0;-5.0;12.0;-13.0;-20.0;12.0;2.83;22.0;;6.0;6.0;0.0;15.0;34.0;0.0;0.0;4.0;-407.31;;-44.0;-517.02;-4.0;-406.95;-0.1;-0.1;513.0;;5.0;7.0;13.0;5.0;2.0;1.0;189.0;;0.0;0.0;0.0;;4.0;193.0;;;0.0;;;7.0;;;17.0;22.0;38.0;;;;1134.0;-946.0;-74.0;54.0;213.0;;213.0;;-52.0;4.0;-4.0;1.0;-2.0;;-1.0;;;35.0;-2.0;1.0;-8.0;4.0;-0.0;;11.0;;;1.0;-2.0;5.0;19.0;;0.72;0.03;-0.14;-0.05;;0.01;0.45;513.0;-4.8;-0.2;;18.0;;5.0;-72.0;5.8;-406.9;18.0;;232.0;-25.4;-26.0;-30.9;100.0;;0.722
2016.0;14.0;3.0;-16.0;;-16.0;-17.0;529.0;17.0;218.0;8.0;45.0;173.0;-8.0;6.0;9.0;6.0;-9.0;10.0;24.22;16.0;;4.0;4.0;;11.0;26.0;0.0;1.0;4.0;-118.33;;-3.0;-113.16;-4.0;-125.37;-0.03;-0.03;529.0;;12.0;;12.0;2.0;2.0;0.0;188.0;;;;8.0;;4.0;200.0;;;0.0;;;8.0;;;15.0;22.0;37.0;;;;1141.0;-962.0;-61.0;54.0;218.0;;218.0;;-17.0;4.0;-4.0;0.0;1.0;;-0.0;;;8.0;-1.0;-1.0;-1.0;9.0;-0.0;-0.0;9.0;;;0.0;0.0;12.0;5.0;;0.74;0.04;-0.04;-0.02;;0.0;0.44;529.0;-11.3;-0.5;;19.0;;5.0;-23.0;25.3;-125.4;12.0;;232.0;-7.3;-9.4;-10.0;100.0;;0.744
2017.0;11.0;0.0;-13.0;;-18.0;-14.0;555.0;40.0;260.0;11.0;76.0;184.0;12.0;-35.0;14.0;-9.0;12.0;11.0;4.23;20.0;;6.0;6.0;;14.0;30.0;0.0;0.0;5.0;-118.32;;1.0;-159.9;-4.0;-127.81;-0.03;-0.03;555.0;;3.0;30.0;33.0;4.0;3.0;1.0;198.0;;;;10.0;;11.0;220.0;;;;;2.0;8.0;;27.0;14.0;24.0;65.0;;;;1151.0;-975.0;-48.0;55.0;260.0;;260.0;;-14.0;5.0;-4.0;1.0;-1.0;;-0.0;;;26.0;-1.0;-0.0;-30.0;2.0;-7.0;-0.0;14.0;;;0.0;0.0;3.0;12.0;;0.79;0.03;-0.03;0.03;;0.0;0.42;555.0;-16.8;-0.7;;14.0;;6.0;-18.0;20.5;-127.8;37.0;;231.0;-5.7;-6.8;-7.7;100.0;;0.795
2018.0;11.0;-0.0;-19.0;;-28.0;-22.0;565.0;23.0;229.0;9.0;66.0;163.0;-15.0;26.0;3.0;14.0;-17.0;12.0;-1.34;18.0;;5.0;5.0;;12.0;29.0;1.0;2.0;6.0;-169.77;;-10.0;-246.76;-6.0;-193.42;-0.04;-0.04;565.0;;17.0;;17.0;3.0;3.0;1.0;189.0;;;;6.0;;11.0;206.0;;;;;3.0;6.0;;24.0;10.0;23.0;57.0;;;;976.0;-861.0;1.0;47.0;229.0;;229.0;;-22.0;6.0;-6.0;1.0;0.0;;-0.0;;;5.0;-1.0;;;27.0;0.0;;3.0;;;;;17.0;3.0;;0.73;0.03;-0.05;-0.04;;0.0;0.39;565.0;-9.8;-0.4;;16.0;;9.0;-30.0;21.6;-193.4;19.0;;222.0;-9.2;-11.2;-13.5;100.0;;0.733
2019.0;12.0;1.0;-9.0;;-18.0;-14.0;590.0;13.0;231.0;12.0;69.0;162.0;-14.0;-1.0;4.0;-12.0;-15.0;11.0;8.52;20.0;;6.0;6.0;;14.0;31.0;0.0;3.0;7.0;-73.63;;0.0;-151.24;-4.0;-116.67;-0.02;-0.02;590.0;;6.0;;6.0;3.0;3.0;1.0;198.0;;;;9.0;;11.0;218.0;;;;;4.0;8.0;;24.0;7.0;26.0;58.0;;;;1028.0;-918.0;1.0;51.0;231.0;;231.0;;-14.0;7.0;-4.0;2.0;2.0;;0.0;;;-7.0;-1.0;;-0.0;;0.0;-1.0;3.0;;;1.0;;6.0;18.0;;0.77;0.03;-0.03;-0.03;;0.0;0.36;590.0;-15.9;-0.7;;16.0;;9.0;-18.0;22.9;-116.7;2.0;;210.0;-5.5;-6.7;-8.6;100.0;;0.77
2020.0;11.0;3.0;-5.0;;-13.0;-13.0;628.0;39.0;252.0;9.0;73.0;178.0;-11.0;0.0;24.0;13.0;-11.0;8.0;28.33;17.0;;6.0;6.0;0.0;11.0;25.0;0.0;2.0;6.0;-47.31;;0.0;-118.86;-1.0;-112.9;-0.02;-0.02;628.0;;20.0;13.0;33.0;3.0;2.0;1.0;202.0;;;;0.0;;11.0;213.0;;;;;3.0;7.0;;26.0;7.0;31.0;64.0;;;;1073.0;-949.0;1.0;53.0;252.0;;252.0;;-13.0;6.0;-1.0;1.0;-0.0;;0.0;;;-4.0;-0.0;;-0.0;0.0;0.0;-0.0;24.0;;;0.0;-0.0;20.0;6.0;;0.79;0.02;-0.03;-0.02;;0.0;0.36;628.0;-15.8;-0.4;;14.0;;7.0;-16.0;5.0;-112.9;38.0;;227.0;-4.3;-4.4;-7.2;100.0;;0.785
2021.0;16.0;6.0;22.0;;13.0;15.0;628.0;69.0;404.0;13.0;90.0;314.0;-17.0;-78.0;126.0;31.0;-18.0;10.0;36.9;24.0;;8.0;8.0;;17.0;34.0;0.0;3.0;6.0;137.67;;32.0;84.91;-2.0;94.88;0.02;0.02;628.0;;51.0;11.0;62.0;3.0;3.0;1.0;201.0;;;;122.0;;11.0;335.0;;3.0;0.0;;4.0;7.0;0.0;25.0;6.0;46.0;77.0;;;;1200.0;-941.0;1.0;53.0;404.0;;404.0;;15.0;;-2.0;2.0;-0.0;;-0.0;;;-32.0;-1.0;-1.0;-73.0;12.0;-16.0;-0.0;122.0;;;5.0;-0.0;51.0;20.0;;0.79;0.03;0.03;-0.04;;0.0;0.63;628.0;42.4;1.4;;20.0;;7.0;19.0;-11.7;94.9;71.0;0.0;397.0;4.6;3.9;4.8;100.0;684.0;0.791
