;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (EUR/USD)
1995.0;8371.0;2568.0;682.0;1140.0;1104.0;508.0;4793.0;;;;;;-146.0;-214.0;140.0;140.0;-896.0;5803.0;30.68;1428.0;;;;;1428.0;7231.0;;;;8.15;13.62;-35.0;13.19;175.0;6.06;0.01;0.01;4793.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;508.0;;;;-1217.0;;;;;563.0;-750.0;;;;536.0;;;;-179.0;319.0;;;1178.0;;1.28;;;;;;;;;;;;;;;;;;;;;;;;;
1996.0;8508.0;2443.0;1419.0;923.0;936.0;751.0;72592.0;;;;;;1800.0;-665.0;-420.0;715.0;1215.0;6065.0;28.71;1521.0;761.0;;;;761.0;7587.0;;;484.0;16.68;10.85;13.0;11.0;185.0;8.82;0.15;0.15;72592.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;751.0;484.0;;;648.0;;674.0;;;-82.0;-585.0;;;;-80.0;;;;-195.0;-225.0;;1633.0;918.0;;1.25;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;9694.0;3430.0;2080.0;1558.0;1524.0;1153.0;72520.0;;;;;;1879.0;-548.0;-487.0;845.0;1169.0;6264.0;35.38;1872.0;840.0;;;;1032.0;8136.0;;;509.0;21.46;16.07;-34.0;15.72;419.0;11.89;0.02;0.02;72520.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1153.0;509.0;;;162.0;;-132.0;;;56.0;-710.0;;-9.0;6.0;166.0;;13.0;;-196.0;-304.0;;2256.0;1411.0;;1.1;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;15546.0;5864.0;3497.0;2904.0;2820.0;2042.0;4670.0;;;;;;1968.0;-910.0;-73.0;985.0;992.0;9682.0;37.72;2961.0;1341.0;;;;1619.0;12643.0;;;595.0;22.49;18.68;-84.0;18.14;860.0;13.14;0.45;0.44;4519.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2042.0;595.0;;;-527.0;;-121.0;;;-142.0;-977.0;;;;67.0;;126.0;;-436.0;237.0;;3373.0;2388.0;;1.17;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;19979.0;7624.0;4478.0;3949.0;3806.0;2604.0;4743.0;;;;;;3135.0;-1355.0;-598.0;1180.0;1819.0;12354.0;38.16;3676.0;1773.0;;;;1902.0;16030.0;;;672.0;22.41;19.77;-143.0;19.05;1201.0;13.03;0.56;0.54;4594.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2604.0;672.0;;;-21.0;;-365.0;;;-120.0;-1316.0;-180.0;;;141.0;;153.0;;-603.0;-148.0;;4202.0;3022.0;;1.01;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;28706.0;10682.0;6361.0;5459.0;5407.0;3722.0;4793.0;;;;;;3316.0;-2167.0;-1202.0;-52.0;1823.0;18023.0;37.21;5224.0;2442.0;;;;2781.0;23247.0;;;953.0;22.16;19.02;-51.0;18.84;1686.0;12.96;0.79;0.77;4673.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3722.0;953.0;;;-1301.0;;-398.0;;;-57.0;-1493.0;-378.0;;;-296.0;;68.0;;-949.0;-321.0;;3953.0;4006.0;;0.94;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;27837.0;10178.0;4304.0;3001.0;3027.0;1964.0;4787.0;;;;;;5843.0;-2391.0;-1691.0;1723.0;4913.0;17659.0;36.56;7177.0;2664.0;;;;4513.0;24836.0;;;1277.0;15.46;10.78;26.0;10.87;1063.0;7.05;0.42;0.41;4703.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1964.0;1277.0;;;873.0;;387.0;;;1729.0;-929.0;-117.0;-288.0;182.0;-1239.0;;69.0;-19.0;-1246.0;-496.0;-38.0;5456.0;3733.0;;0.89;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;31549.0;12338.0;6492.0;5024.0;5114.0;3554.0;4788.0;18483.0;24517.0;8841.0;9326.0;15010.0;6110.0;-913.0;-1660.0;3366.0;5656.0;19211.0;39.11;7314.0;3208.0;;;;4106.0;26525.0;;;1378.0;20.58;15.92;90.0;16.21;1560.0;11.26;0.75;0.75;4751.0;;1572.0;8256.0;9828.0;5660.0;1342.0;1653.0;1969.0;;703.0;703.0;;769.0;2594.0;6034.0;;3105.0;396.0;;;5340.0;196.0;;217.0;71.0;484.0;;;;301.0;12257.0;135.0;2317.0;24335.0;182.0;24517.0;;3554.0;1378.0;;;1004.0;;255.0;;;175.0;-454.0;-11.0;-104.0;170.0;-513.0;;171.0;-18.0;-1417.0;-396.0;-171.0;9804.0;6438.0;;1.05;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;37013.0;15354.0;8079.0;6297.0;6649.0;4514.0;4761.0;25236.0;30058.0;10405.0;10817.0;19035.0;6590.0;-394.0;-3493.0;2475.0;6047.0;21660.0;41.48;9057.0;4725.0;;;;4332.0;30716.0;;;1430.0;21.83;17.01;352.0;17.96;2135.0;12.2;0.95;0.95;4761.0;;1438.0;13781.0;15220.0;6573.0;1469.0;1974.0;1968.0;;466.0;466.0;;934.0;1454.0;4822.0;;3668.0;592.0;;;6145.0;;;303.0;109.0;412.0;;;;362.0;17534.0;10.0;1129.0;29852.0;206.0;30058.0;;4514.0;1430.0;;;-256.0;;-52.0;;;902.0;-543.0;-9.0;-355.0;479.0;34.0;;29.0;-1703.0;-1731.0;-88.0;-229.0;14225.0;11750.0;;1.26;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;39651.0;15084.0;7465.0;5866.0;6380.0;4345.0;4600.0;26430.0;30711.0;10797.0;11194.0;19290.0;5884.0;-446.0;-5850.0;-443.0;5142.0;24567.0;38.04;9218.0;5058.0;;;;4161.0;33785.0;;;1176.0;18.83;14.79;514.0;16.09;1944.0;10.96;0.95;0.95;4593.0;;1477.0;14506.0;15983.0;5937.0;1768.0;2741.0;2078.0;;405.0;405.0;;844.0;954.0;4282.0;;3616.0;291.0;;;6890.0;26.0;;242.0;129.0;397.0;;;;379.0;18649.0;-78.0;340.0;30483.0;228.0;30711.0;;4345.0;1176.0;;;406.0;;-261.0;;;-43.0;-742.0;;-14504.0;14954.0;-154.0;;;-3588.0;-1914.0;-348.0;-31.0;3328.0;3772.0;;1.36;;;;;;;;;;;;;;;;;;;;;;;;;
