;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
1997.0;2600.0;;623.0;561.0;446.0;328.0;794.0;854.0;5486.0;1048.0;3499.0;1987.0;523.0;-169.0;303.0;152.0;-80.0;;;2039.0;;;;;2039.0;2039.0;;;175.0;23.96;21.58;-115.0;17.17;120.0;12.62;0.41;0.41;794.0;;;;;281.0;121.0;452.0;4320.0;;;;;;311.0;4632.0;;859.0;17.0;;;172.0;962.0;348.0;531.0;609.0;2451.0;;;;1262.0;476.0;;249.0;5486.0;;5486.0;;328.0;175.0;143.0;;;;;;-194.0;-122.0;-604.0;;-18.0;;453.0;-12.0;;;-505.0;820.0;;323.0;171.0;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;2298.0;;591.0;481.0;391.0;237.0;792.0;492.0;5465.0;988.0;3352.0;2113.0;444.0;-648.0;-65.0;-270.0;397.0;;;1817.0;;;;;1817.0;1817.0;;;199.0;25.71;20.93;-89.0;17.04;155.0;10.31;0.3;0.3;792.0;;;;;300.0;127.0;65.0;4597.0;;;;;;376.0;4973.0;;908.0;13.0;;;67.0;973.0;310.0;576.0;505.0;2364.0;;;;1184.0;681.0;;248.0;5465.0;;5465.0;;237.0;199.0;102.0;;-315.0;;;;-496.0;221.0;-47.0;;-23.0;;-579.0;-17.0;;;;-49.0;;32.0;302.0;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;2418.0;;287.0;181.0;68.0;46.0;1736.0;549.0;6061.0;872.0;3891.0;2170.0;465.0;-744.0;272.0;-7.0;281.0;;;2237.0;;;;;2237.0;2237.0;;;218.0;11.86;7.48;-113.0;2.83;22.0;1.91;0.03;0.03;1736.0;;;;;348.0;122.0;78.0;5167.0;;;;;;345.0;5512.0;;785.0;11.0;;;77.0;1138.0;317.0;625.0;938.0;3019.0;;;;1253.0;664.0;;253.0;6061.0;;6061.0;;46.0;218.0;11.0;;201.0;;;;-324.0;-12.0;-184.0;;-18.0;;-541.0;-14.0;;;-104.0;390.0;;28.0;34.0;;0.69;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;2439.0;;659.0;564.0;437.0;355.0;1736.0;553.0;5877.0;790.0;3500.0;2377.0;451.0;-358.0;-40.0;54.0;60.0;;;1875.0;;;;;1875.0;1875.0;;;222.0;27.03;23.12;-127.0;17.92;82.0;14.56;0.2;0.2;1736.0;;;;;330.0;87.0;136.0;4930.0;;;;;;393.0;5323.0;;683.0;2.0;;;105.0;1519.0;43.0;626.0;522.0;2709.0;;;;1209.0;912.0;;256.0;5877.0;;5877.0;;355.0;222.0;74.0;;75.0;;;;-237.0;-276.0;-391.0;;-8.0;;40.0;-1.0;;;-120.0;81.0;;80.0;27.0;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;2323.0;734.0;581.0;513.0;344.0;258.0;792.0;763.0;6189.0;748.0;4218.0;1971.0;476.0;-370.0;168.0;274.0;104.0;1589.0;31.59;1784.0;;;;;1784.0;3373.0;;;237.0;24.99;22.08;-169.0;14.79;86.0;11.1;0.33;0.33;792.0;;351.0;;351.0;292.0;64.0;57.0;4984.0;;;;;;441.0;5425.0;;646.0;24.0;;;78.0;2330.0;;688.0;452.0;3470.0;;;;700.0;1009.0;-2560.0;2822.0;6189.0;;6189.0;;258.0;237.0;85.0;;239.0;20.0;18.0;3.0;16.0;-342.0;-373.0;;-5.0;2.0;5.0;-767.0;1.0;;-94.0;1028.0;;350.0;76.0;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;2331.0;1482.0;619.0;545.0;385.0;315.0;795.0;578.0;6142.0;952.0;3989.0;2153.0;499.0;-363.0;-308.0;-173.0;133.0;849.0;63.59;1786.0;;;;;1786.0;2635.0;;;234.0;26.56;23.37;-159.0;16.53;70.0;13.53;0.4;0.4;792.0;;182.0;;182.0;282.0;69.0;45.0;5181.0;;;;59.0;;324.0;5564.0;;626.0;255.0;59.0;;72.0;1858.0;;763.0;416.0;3037.0;;;;710.0;1181.0;78.0;185.0;6142.0;;6142.0;;315.0;234.0;63.0;;-390.0;13.0;-4.0;-13.0;-374.0;277.0;-366.0;;-5.0;3.0;5.0;-258.0;1.0;;-51.0;;;181.0;354.0;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;2822.0;1935.0;649.0;373.0;340.0;307.0;794.0;558.0;7677.0;736.0;4843.0;2834.0;251.0;-556.0;188.0;-116.0;-278.0;888.0;68.55;2251.0;;;;;2251.0;3139.0;;;310.0;23.01;13.2;-33.0;12.03;32.0;10.89;0.39;0.39;794.0;;104.0;;104.0;305.0;82.0;67.0;6338.0;;;;81.0;;700.0;7119.0;;699.0;11.0;10.0;;26.0;2582.0;;1008.0;517.0;4107.0;;;;862.0;1677.0;68.0;227.0;7677.0;;7677.0;;307.0;310.0;25.0;;276.0;37.0;2.0;-60.0;-178.0;-667.0;-529.0;;-17.0;;-9.0;-290.0;2.0;;-62.0;540.0;;104.0;220.0;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;3244.0;2043.0;821.0;596.0;462.0;343.0;794.0;825.0;8727.0;1071.0;5417.0;3310.0;653.0;-554.0;82.0;181.0;93.0;1202.0;62.96;2589.0;;;;;2589.0;3790.0;;;359.0;25.32;18.36;-133.0;14.25;119.0;10.58;0.43;0.43;794.0;;293.0;;293.0;361.0;111.0;59.0;6977.0;;;;80.0;;846.0;7903.0;;811.0;229.0;13.0;;31.0;2556.0;;1152.0;638.0;4347.0;;;;931.0;2065.0;64.0;250.0;8727.0;;8727.0;;343.0;359.0;109.0;;-55.0;-32.0;-29.0;93.0;-246.0;-103.0;-560.0;;-2.0;;8.0;-13.0;2.0;;-68.0;161.0;;293.0;112.0;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;3777.0;2375.0;1099.0;852.0;700.0;467.0;801.0;769.0;9367.0;960.0;5595.0;3772.0;904.0;-748.0;-355.0;-199.0;143.0;1402.0;62.88;2916.0;;;;;2916.0;4318.0;;;400.0;29.1;22.57;-153.0;18.52;233.0;12.36;0.59;0.58;791.0;;105.0;;105.0;451.0;121.0;93.0;7561.0;;;;58.0;;980.0;8599.0;;888.0;26.0;26.0;;46.0;2555.0;;1440.0;639.0;4635.0;;;;982.0;2524.0;58.0;208.0;9367.0;;9367.0;;467.0;400.0;222.0;;63.0;-53.0;-13.0;34.0;-192.0;-248.0;-761.0;;-2.0;;15.0;-236.0;27.0;-69.0;-77.0;;;105.0;304.0;;0.86;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;3932.0;2054.0;1176.0;1936.0;777.0;683.0;793.0;862.0;9794.0;1063.0;5627.0;4166.0;902.0;-595.0;-304.0;2.0;221.0;1878.0;52.25;2964.0;;;;;2964.0;4841.0;;;398.0;29.9;49.25;-1159.0;19.77;94.0;17.37;0.87;0.86;787.0;;107.0;;107.0;528.0;136.0;91.0;7827.0;;;;56.0;;1049.0;8932.0;;860.0;164.0;14.0;;39.0;2414.0;;1528.0;623.0;4564.0;;;;1009.0;3073.0;57.0;28.0;9794.0;;9794.0;;683.0;398.0;65.0;;-10.0;-87.0;-14.0;-0.0;-201.0;-235.0;-681.0;;;;86.0;-22.0;57.0;-246.0;-96.0;2.0;;107.0;104.0;;0.86;5.82;1.01;0.33;0.14;1.01;6.17;787.0;10.0;0.6;1.4;4583.0;49.2;464.0;796.0;12.1;17.4;-234.0;2814.0;4857.0;7.8;7.9;16.4;85.9;129.1;0.858
