;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
1995.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996.0;427.0;195.0;168.0;133.0;118.0;50.0;280.0;;;;;;76.0;8.0;-71.0;13.0;-94.0;232.0;45.7;63.0;;;;;63.0;295.0;;;63.0;39.24;31.04;-15.0;27.58;55.0;11.62;0.04;0.04;280.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.0;63.0;45.0;;;;;;;-81.0;-169.0;;-10.0;;187.0;;;-55.0;-8.0;-8.0;;-13.0;-26.0;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;496.0;218.0;116.0;133.0;19.0;12.0;280.0;;;;;;140.0;-287.0;145.0;145.0;-24.0;278.0;43.89;85.0;;;;;85.0;363.0;;;85.0;23.44;26.76;-113.0;3.93;19.0;2.42;0.01;0.01;280.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.0;85.0;8.0;;;;;;;35.0;-164.0;;;;-123.0;;23.0;-2.0;-3.0;128.0;;;-13.0;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;500.0;211.0;157.0;108.0;54.0;9.0;330.0;;;;;;82.0;-293.0;238.0;238.0;-162.0;290.0;42.09;103.0;;;;;103.0;393.0;;;103.0;31.39;21.53;-54.0;10.84;46.0;1.72;-0.0;-0.0;330.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.0;103.0;35.0;;;;;;;-64.0;-244.0;;;70.0;-119.0;;343.0;;-9.0;-96.0;;;-13.0;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;488.0;210.0;192.0;103.0;85.0;31.0;359.0;65.0;2503.0;212.0;1311.0;1191.0;101.0;-317.0;201.0;201.0;-135.0;278.0;43.01;107.0;;;;;107.0;385.0;;;107.0;39.28;21.17;-18.0;17.48;54.0;6.29;0.04;0.04;359.0;;;;;45.0;;20.0;799.0;;875.0;875.0;;;763.0;2438.0;;109.0;70.0;;;33.0;896.0;;185.0;18.0;1099.0;;;;;151.0;-288.0;1328.0;2502.0;1.0;2503.0;;31.0;107.0;41.0;;7.0;;;;-0.0;-84.0;-236.0;;-191.0;100.0;10.0;;168.0;-3.0;-21.0;58.0;;;15.0;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;660.0;270.0;278.0;121.0;129.0;80.0;753.0;67.0;3615.0;405.0;1979.0;1624.0;185.0;-659.0;475.0;475.0;-212.0;389.0;40.95;149.0;;;;;149.0;539.0;;;149.0;42.15;18.33;8.0;19.56;49.0;12.18;-0.1;-0.1;753.0;;;;;61.0;;6.0;1143.0;;1575.0;1575.0;;;829.0;3547.0;;228.0;146.0;;;32.0;1080.0;;126.0;368.0;1574.0;;;;;173.0;-445.0;1896.0;3602.0;12.0;3615.0;;80.0;149.0;25.0;;10.0;;;;;-80.0;-396.0;-191.0;;;-72.0;;231.0;-9.0;-26.0;279.0;;;;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;1013.0;297.0;-16.0;-7.0;-275.0;-95.0;870.0;257.0;5665.0;413.0;3540.0;2125.0;163.0;-777.0;614.0;614.0;-371.0;717.0;29.28;304.0;;;;;304.0;1020.0;;;304.0;-1.62;-0.7;-268.0;-27.12;-225.0;-9.38;0.18;0.18;870.0;;;;;118.0;61.0;78.0;1626.0;;3248.0;3248.0;;;534.0;5408.0;;370.0;1.0;;;42.0;1940.0;;772.0;415.0;3127.0;;;;;72.0;-591.0;2643.0;5665.0;;5665.0;;-95.0;304.0;-250.0;;28.0;;-24.0;;0.0;177.0;-534.0;-362.0;-89.0;110.0;99.0;;125.0;;-32.0;521.0;0.0;;;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;1212.0;406.0;132.0;35.0;-204.0;-185.0;462.0;221.0;5461.0;393.0;3672.0;1789.0;215.0;-530.0;314.0;314.0;-340.0;806.0;33.5;371.0;;;;;371.0;1176.0;;;371.0;10.92;2.9;-239.0;-16.85;-53.0;-15.27;-0.46;-0.46;462.0;;;;;120.0;83.0;18.0;1782.0;;3222.0;3222.0;;;236.0;5240.0;;328.0;1.0;;;63.0;2226.0;;646.0;407.0;3279.0;;;;;-148.0;-836.0;2773.0;5461.0;;5461.0;;-185.0;371.0;-77.0;;2.0;;;;0.0;105.0;-555.0;-26.0;-18.0;12.0;58.0;;59.0;;-34.0;290.0;0.0;;;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;1498.0;592.0;410.0;169.0;-12.0;-34.0;927.0;188.0;5482.0;575.0;3682.0;1799.0;388.0;-69.0;-305.0;-305.0;85.0;906.0;39.51;423.0;;;;;423.0;1329.0;;;423.0;27.37;11.29;-181.0;-0.77;22.0;-2.3;0.1;0.1;927.0;;15.0;;15.0;102.0;59.0;12.0;1742.0;;3394.0;3394.0;;;158.0;5294.0;;298.0;196.0;;;81.0;1908.0;;669.0;530.0;3108.0;;;523.0;;-245.0;0.0;;5482.0;;5482.0;;-34.0;423.0;-4.0;;3.0;;;;;2.0;-303.0;-3.0;-7.0;16.0;228.0;;0.0;;-37.0;-268.0;-0.0;15.0;;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;1585.0;705.0;542.0;290.0;126.0;69.0;929.0;137.0;5758.0;655.0;3859.0;1899.0;557.0;-310.0;-262.0;-262.0;261.0;879.0;44.52;416.0;;;;;416.0;1295.0;;;416.0;34.19;18.3;-163.0;7.98;57.0;4.37;-0.06;-0.06;926.0;;;;;91.0;33.0;13.0;1747.0;;3637.0;3637.0;;;237.0;5621.0;;312.0;265.0;;73.0;4.0;1758.0;;748.0;698.0;3204.0;;;552.0;;-281.0;1.0;;5758.0;;5758.0;;69.0;416.0;37.0;;28.0;;;;;8.0;-296.0;-19.0;-0.0;7.0;-2.0;;0.0;-65.0;-57.0;-140.0;-0.0;;16.0;;0.76;;;;;;;;;;;;;;;;;;;;;;;;;
