;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (JPY/USD)
1985.0;;;;;;;1067.0;;;;;;;;;;;;50.49;;;;;;;;;;;13.9;9.29;;8.61;;3.88;;;1067.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1986.0;;;;;;;925.0;;;;;;;;;;;;46.56;;;;;;;;;;;9.62;3.38;;3.23;;1.21;;;925.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987.0;;;;;;;1025.0;;;;;;;;;;;;45.41;;;;;;;;;;;9.97;4.74;;3.94;;1.36;;;1025.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1988.0;;;;;;;1085.0;;;;;;;;;;;;47.51;;;;;;;;;;;12.8;7.95;;7.32;;3.35;;;1085.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989.0;;;;;;;1159.0;;;;;;;;;;;;47.96;;;;;;;;;;;11.22;8.59;;6.26;;2.83;;;1159.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1990.0;;;;;;;1169.0;;;;;;;;;;;;48.86;;;;;;;;;;;13.24;9.19;;8.54;;3.55;;;1169.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1991.0;;;;;;;1205.0;;;;;;;;;;;;48.68;;;;;;;;;;;12.03;7.39;;7.11;;2.79;;;1182.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1992.0;;;;;;;1135.0;;;;;;;;;;;;48.41;;;;;;;;;;;10.37;7.63;;5.18;;1.88;;;1135.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1993.0;;;;;;;1181.0;;;;;;;;;;;;46.47;;;;;;;;;;;8.92;5.37;;3.18;;1.15;;;1181.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994.0;;;;;;;1297.0;;;;;;;;;;;;46.64;;;;;;;;;;;9.55;5.73;;3.91;;1.6;;;1297.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995.0;;;;;;;1313.0;;;;;;;;;;;;46.26;;;;;;;;;;;10.54;7.1;;5.25;;2.54;;;1313.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996.0;;;;;;;1323.0;;;;;;;;;;;;47.38;;;;;;;;;;;11.49;8.64;;6.83;;3.68;;;1323.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;;;;;;;1319.0;;;;;;;;;;;;49.71;;;;;;;;;;;13.33;9.93;;8.26;;4.3;;;1303.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;;;;;;;1290.0;;;;;;;;;;;;50.2;;;;;;;;;;;13.98;9.23;;8.26;;3.88;;;1267.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;;;;;;;1330.0;;;;;;;;;;;;48.91;;;;;;;;;;;11.91;6.71;;5.88;;2.68;;;1311.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;;;;;;;1323.0;;;;;;;;;;;;48.55;;;;;;;;;;;13.22;8.84;;7.96;;4.82;;;1304.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;;;;;;;1322.0;;;;;;;;;;;;44.04;;;;;;;;;;;14.96;9.69;;9.6;;5.76;;;1305.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;;;;;;;1317.0;;;;;;;;;;;;47.62;;;;;;;;;;;16.69;11.78;;11.07;;6.49;;;1300.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;;;;;;;1333.0;;;;;;;;;;;;50.31;;;;;;;;;;;19.45;14.21;;13.71;;8.62;;;1320.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;;;;;;;1312.0;;;;;;;;;;;;49.41;;;;;;;;;;;21.05;15.68;;15.92;;9.9;;;1309.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;;;;;;;1333.0;;;;;;;;;;;;48.45;;;;;;;;;;;21.92;15.53;;16.3;;10.23;;;1332.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;;;;;;;1333.0;;;;;;;;;;;;49.57;;;;;;;;;;;23.24;17.01;;17.3;;10.95;;;1333.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3118.53;341.62;202.83;78.24;318.76;2240.59;1333.0;0.1;0.0;163.1;4156538.0;17.0;262246.0;455330.0;34.5;11.0;1618951.0;15832.0;2986370.0;14.7;16.3;15.2;77.1;38.7;
2007.0;;;;;;;1297.0;;;;;;;;;;;;50.14;;;;;;;;;;;24.42;16.89;;17.15;;10.9;;;1297.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3466.57;377.77;282.3;101.77;366.92;2260.61;1297.0;0.1;0.0;187.6;4496368.0;16.9;342796.0;489997.0;34.4;10.9;1356656.0;8718.0;2932156.0;16.3;17.5;16.7;73.1;159.4;
2008.0;;;;;;;1256.0;;;;;;;;;;;;47.34;;;;;;;;;;;19.82;12.12;;11.75;;7.55;;;1256.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3257.4;245.97;150.0;115.35;340.64;2116.16;1256.0;0.2;0.0;270.7;4090084.0;12.1;340992.0;308845.0;33.4;7.6;1119688.0;8445.0;2657101.0;11.0;12.4;11.6;53.1;130.0;
2009.0;3453742.0;1536160.0;571998.0;233595.0;236070.0;141679.0;1234.0;2171534.0;4140741.0;843407.0;1041931.0;2892943.0;657811.0;-398457.0;-153228.0;124665.0;304836.0;1917582.0;44.48;1302566.0;327811.0;;;;974755.0;3220148.0;5598.0;362.0;339426.0;16.56;6.76;2475.0;6.84;90532.0;4.1;114.77;114.77;1234.0;;855616.0;20544.0;876159.0;598983.0;401682.0;294710.0;1366543.0;60128.0;66213.0;126342.0;122758.0;;353565.0;1969207.0;;364953.0;5240.0;53923.0;;473214.0;5286.0;;;193237.0;198523.0;;;;188079.0;3090240.0;-280692.0;-104684.0;3934873.0;205867.0;4140741.0;;141679.0;339426.0;22290.0;;95670.0;51920.0;154521.0;-82698.0;;58747.0;-352975.0;-3206.0;-44376.0;2647.0;-547.0;-7062.0;;-45.0;-146140.0;19.0;18539.0;855616.0;730951.0;;1.08;2599.63;106.64;229.45;110.0;265.68;2177.52;1234.0;0.3;0.0;322.8;3209201.0;6.8;315393.0;131647.0;38.3;4.1;1234089.0;4912.0;2688109.0;4.6;5.9;4.9;-3.1;48.0;1.076
