;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CNY/USD)
1999.0;20198.0;12274.0;6855.0;5344.0;4179.0;3099.0;1588.0;;;;;;6205.0;-4639.0;-1251.0;315.0;1272.0;7924.0;60.77;6571.0;;;;;6571.0;14494.0;;;2676.0;33.94;26.46;-1165.0;20.69;1080.0;15.34;1.95;1.95;1588.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3099.0;2676.0;;;-442.0;;-12.0;;;871.0;-4933.0;;-198.0;;491.0;;;;;-1251.0;;2049.0;1734.0;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;27745.0;19573.0;13297.0;9833.0;9426.0;6332.0;1716.0;;;;;;11943.0;-6925.0;-4994.0;25.0;5436.0;8172.0;70.55;8986.0;;;;;8986.0;17158.0;;;3870.0;47.93;35.44;-406.0;33.98;3094.0;22.82;3.67;3.67;1716.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6332.0;3870.0;;;-267.0;;-1737.0;;;2007.0;-6507.0;;-605.0;;187.0;;2331.0;;-4.0;-7321.0;;2071.0;2046.0;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;27424.0;16152.0;11851.0;8291.0;7974.0;5373.0;1762.0;9477.0;51350.0;10302.0;17700.0;33650.0;9700.0;-7074.0;-3422.0;-797.0;3832.0;11273.0;58.9;7806.0;;;;;7806.0;19079.0;;;3831.0;43.21;30.23;-316.0;29.08;2647.0;19.59;3.1;3.1;1758.0;;936.0;373.0;1310.0;2332.0;2737.0;3098.0;;;339.0;339.0;;;41534.0;41873.0;;6689.0;2438.0;;;1175.0;6689.0;;555.0;154.0;7398.0;;;;20185.0;5949.0;-17754.0;25270.0;51350.0;;51350.0;;5373.0;3831.0;;;-2978.0;;475.0;;-3047.0;3474.0;-5868.0;;-20.0;11.0;-1197.0;;;;-3071.0;-351.0;;1276.0;2074.0;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;29520.0;17915.0;12793.0;8737.0;8362.0;5665.0;1860.0;9078.0;58351.0;10792.0;19519.0;38246.0;11877.0;-8655.0;-3361.0;-139.0;3339.0;11605.0;60.69;8922.0;;;;;8922.0;20527.0;;;4443.0;43.34;29.6;-375.0;28.33;2685.0;19.19;3.26;3.26;1758.0;;1205.0;315.0;1520.0;2223.0;3435.0;1900.0;48043.0;;544.0;544.0;;;686.0;49273.0;;6980.0;2492.0;;;1320.0;7325.0;;1199.0;203.0;8727.0;;;;21235.0;7126.0;9885.0;;57765.0;586.0;58351.0;;5665.0;4443.0;;;-2042.0;;19.0;;-2858.0;3811.0;-8538.0;;-28.0;89.0;-178.0;;7.0;;-2148.0;-1220.0;;1205.0;1344.0;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;36697.0;22084.0;16696.0;11982.0;11877.0;8409.0;1758.0;10410.0;64234.0;13775.0;20478.0;43079.0;16769.0;-11814.0;-4804.0;152.0;6971.0;14613.0;60.18;10055.0;;;;;10055.0;24668.0;;;4896.0;45.5;32.65;-105.0;32.37;3391.0;22.91;4.83;4.83;1758.0;;1357.0;319.0;1676.0;3612.0;3488.0;1634.0;52357.0;;572.0;572.0;;;895.0;53824.0;;7753.0;3490.0;;;2532.0;5069.0;;1392.0;242.0;6703.0;;;;21240.0;10821.0;11018.0;;63557.0;677.0;64234.0;;8409.0;4896.0;;;-1331.0;;-68.0;;-2755.0;4795.0;-9798.0;;-87.0;11.0;-1940.0;;;;-3595.0;-1209.0;;1357.0;1205.0;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;46947.0;28780.0;23182.0;17708.0;17775.0;12434.0;1758.0;14102.0;73679.0;14507.0;21179.0;51366.0;16586.0;-11903.0;-4674.0;9.0;5660.0;18167.0;61.3;11072.0;;;;;11072.0;29239.0;;;5606.0;49.38;37.72;67.0;37.86;5142.0;26.49;7.13;7.13;1758.0;;1366.0;169.0;1535.0;4918.0;5529.0;2120.0;56597.0;;361.0;361.0;;;2619.0;59577.0;;8540.0;3295.0;;;2672.0;4646.0;;1732.0;294.0;6672.0;;;;21240.0;17350.0;12776.0;;72545.0;1134.0;73679.0;;12434.0;5606.0;;;-7057.0;;-2059.0;;-4380.0;5603.0;-10926.0;;;10.0;-987.0;;;;-4190.0;-484.0;;1366.0;1357.0;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;68442.0;41686.0;29603.0;23817.0;24022.0;16529.0;1790.0;21800.0;96433.0;19067.0;29051.0;63877.0;25269.0;-11349.0;-5284.0;8579.0;10294.0;26756.0;60.91;17868.0;;;;;17868.0;44625.0;;;6359.0;43.25;34.8;205.0;35.1;6715.0;24.15;9.3;9.3;1790.0;;10027.0;210.0;10237.0;2115.0;7775.0;1673.0;69887.0;;621.0;621.0;;;4124.0;74633.0;;1705.0;3556.0;;;13806.0;5524.0;;2573.0;1888.0;9984.0;;;;22188.0;25260.0;16429.0;;92927.0;3505.0;96433.0;;16529.0;6359.0;;;787.0;;-1971.0;;;1593.0;-14975.0;;-152.0;4270.0;-493.0;;2441.0;;-6651.0;-1073.0;-57.0;10027.0;1448.0;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;88088.0;51018.0;32397.0;25312.0;25465.0;18184.0;1790.0;20740.0;111510.0;22999.0;32548.0;75009.0;25328.0;-20259.0;-9173.0;-4135.0;8481.0;37071.0;57.92;25706.0;;;;;25706.0;62776.0;;;7849.0;36.78;28.73;153.0;28.91;6364.0;20.64;10.11;10.11;1790.0;;6209.0;386.0;6594.0;3558.0;9722.0;866.0;82509.0;;847.0;847.0;;;7414.0;90769.0;;2876.0;4573.0;;;15550.0;4556.0;;2504.0;2489.0;9549.0;;;;22889.0;33765.0;18355.0;;107557.0;3952.0;111510.0;;18184.0;7849.0;;;-1434.0;;-1719.0;;;729.0;-16847.0;;-2891.0;53.0;-574.0;;;;-8769.0;-404.0;-33.0;6209.0;10344.0;;0.13;384.12;79.29;36.98;38.24;73.46;327.09;1790.0;1.4;0.1;35.1;687654.0;28.7;61273.0;141953.0;25.0;20.6;-17630.0;35564.0;585553.0;21.8;22.8;24.2;51.8;103.4;0.128
2007.0;114324.0;60740.0;35788.0;27362.0;27982.0;19937.0;1830.0;31650.0;145141.0;27121.0;38853.0;100410.0;27895.0;-25220.0;-363.0;2318.0;3931.0;53585.0;53.13;33378.0;;;;;33378.0;86963.0;;;9122.0;31.3;23.93;620.0;24.48;6729.0;17.44;11.09;11.09;1830.0;;8967.0;2470.0;11437.0;8035.0;12112.0;67.0;104446.0;;1162.0;1162.0;;;7884.0;113491.0;;5537.0;4235.0;;;17348.0;5575.0;;2766.0;3390.0;11732.0;;;;25058.0;45513.0;22533.0;7305.0;139262.0;5879.0;145141.0;;19937.0;9122.0;;;-1179.0;;-1649.0;;;15.0;-23964.0;;-2750.0;1085.0;409.0;;9070.0;;-8833.0;-600.0;5.0;8967.0;6648.0;;0.14;456.28;79.57;15.69;35.25;95.64;400.75;1830.0;1.9;0.1;23.2;835095.0;23.9;66630.0;145634.0;24.0;17.4;33085.0;40726.0;733452.0;18.1;19.1;19.9;55.7;-6.0;0.137
2008.0;157030.0;74623.0;38027.0;23353.0;23724.0;18567.0;1830.0;32908.0;175066.0;38752.0;50877.0;115937.0;24996.0;-31365.0;1150.0;-5235.0;-7157.0;82407.0;47.52;51270.0;;17815.0;17815.0;;33454.0;133677.0;333.0;434.0;13869.0;24.22;14.87;371.0;15.11;5157.0;11.82;9.24;9.24;1830.0;;4830.0;1528.0;6358.0;3089.0;13292.0;10169.0;131780.0;;1565.0;1565.0;8740.0;73.0;;142158.0;;4315.0;13599.0;2226.0;;20838.0;4812.0;;1827.0;5486.0;12125.0;;;;26831.0;55503.0;-398.0;34002.0;166814.0;8252.0;175066.0;;18567.0;13869.0;;;-6336.0;;-1579.0;;;-1103.0;-32153.0;;-3.0;1572.0;-32360.0;-14373.0;;;-8263.0;23786.0;-16.0;4830.0;10064.0;;0.15;585.26;69.2;-26.67;30.8;119.84;432.1;1830.0;1.8;0.1;25.2;1071146.0;14.9;94603.0;126651.0;21.7;11.8;-39864.0;32827.0;790838.0;14.8;14.5;16.0;55.5;-115.5;0.147
