;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CNY/USD)
2001.0;14.0;4.0;-3.0;-3.0;-3.0;-3.0;13.0;5.0;7.0;2.0;2.0;5.0;;;;;;10.0;30.96;7.0;;2.0;;2.0;5.0;17.0;;;;-18.82;-19.09;0.0;-18.82;;-18.82;-0.2;-0.2;13.0;;3.0;;3.0;;;1.0;;;;;;;2.0;2.0;;;;;;2.0;;;;0.0;0.0;;;;;;;5.0;7.0;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;19.0;8.0;1.0;0.0;0.0;0.0;25.0;10.0;13.0;3.0;3.0;9.0;3.0;-1.0;3.0;5.0;2.0;11.0;41.65;8.0;;;;;8.0;19.0;;;1.0;4.57;1.44;0.0;1.7;-0.0;2.5;0.01;0.01;20.0;;8.0;;8.0;1.0;;1.0;2.0;;1.0;1.0;;;0.0;3.0;;1.0;;;;3.0;;;0.0;;0.0;0.0;;0.0;0.0;-9.0;-0.0;18.0;13.0;-0.0;13.0;;0.0;1.0;-0.0;;1.0;;;;-0.0;1.0;-1.0;;;;-0.0;;3.0;;;;-0.0;8.0;4.0;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;34.0;16.0;5.0;4.0;4.0;4.0;29.0;18.0;22.0;7.0;7.0;16.0;8.0;-2.0;0.0;6.0;7.0;18.0;45.92;11.0;;;;;11.0;30.0;;;1.0;15.6;12.06;0.0;12.78;0.0;11.64;0.1;0.09;27.0;;14.0;;14.0;2.0;;2.0;2.0;;1.0;1.0;;0.0;2.0;5.0;;1.0;;;;5.0;;;0.0;;0.0;;;0.0;0.0;-6.0;-5.0;26.0;22.0;;22.0;;4.0;1.0;-0.0;;1.0;;;;-0.0;2.0;-1.0;;-1.0;;-0.0;;0.0;;;;0.0;14.0;8.0;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;55.0;28.0;13.0;11.0;12.0;7.0;37.0;108.0;113.0;10.0;10.0;103.0;13.0;-2.0;77.0;89.0;11.0;27.0;50.76;17.0;;;;;17.0;44.0;;;1.0;23.2;19.82;1.0;20.87;4.0;13.41;0.16;0.15;36.0;;102.0;;102.0;3.0;;3.0;3.0;;1.0;1.0;;0.0;2.0;5.0;;1.0;;;;9.0;;;;0.0;0.0;;;;0.0;1.0;-3.0;105.0;113.0;;113.0;;7.0;1.0;-0.0;;2.0;;;;-0.0;2.0;-1.0;;;;-0.0;;77.0;;;;0.0;102.0;14.0;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;74.0;40.0;13.0;10.0;11.0;8.0;57.0;111.0;119.0;14.0;14.0;106.0;15.0;-7.0;-9.0;-2.0;8.0;33.0;54.78;27.0;;;;;27.0;60.0;;;2.0;18.08;12.93;2.0;15.34;4.0;10.31;0.14;0.13;56.0;;103.0;1.0;104.0;3.0;;4.0;4.0;;1.0;1.0;;0.0;3.0;9.0;;1.0;;;;13.0;;;;;;;;;0.0;3.0;-2.0;105.0;119.0;-0.0;119.0;;8.0;2.0;0.0;;2.0;;;;0.0;3.0;-7.0;;;;;;0.0;-9.0;;;-1.0;103.0;105.0;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;89.0;52.0;19.0;15.0;16.0;13.0;56.0;118.0;144.0;18.0;18.0;127.0;24.0;-18.0;1.0;5.0;4.0;38.0;57.86;32.0;;;;;32.0;70.0;;;2.0;21.05;16.43;2.0;18.33;4.0;14.24;0.23;0.23;55.0;;111.0;;111.0;4.0;;2.0;25.0;;1.0;1.0;;0.0;0.0;27.0;;1.0;;;;17.0;;;0.0;;0.0;;;;0.0;16.0;1.0;110.0;144.0;;144.0;;13.0;2.0;0.0;;3.0;;;;0.0;5.0;-20.0;;;1.0;;;1.0;;;;-1.0;111.0;106.0;;0.13;12.58;1.79;1.22;;0.98;17.82;55.0;5.1;0.3;;697.0;16.4;19.0;99.0;22.3;14.2;780.0;;988.0;10.0;11.3;10.1;100.0;109.6;0.128
2007.0;116.0;68.0;23.0;19.0;20.0;14.0;57.0;147.0;179.0;24.0;24.0;154.0;27.0;-6.0;1.0;19.0;22.0;48.0;58.66;42.0;;;;;42.0;90.0;;;3.0;20.13;16.66;1.0;17.65;6.0;12.27;0.25;0.25;56.0;;138.0;;138.0;4.0;;5.0;28.0;;1.0;1.0;;0.0;2.0;31.0;;1.0;;;;23.0;;;0.0;;0.0;;;;0.0;31.0;1.0;123.0;179.0;;179.0;;14.0;3.0;-0.0;;3.0;;;;1.0;7.0;-4.0;;-1.0;;;;1.0;;;;-2.0;138.0;119.0;;0.14;15.02;1.84;0.54;;2.75;20.05;56.0;5.0;0.3;;845.0;16.7;21.0;104.0;30.5;12.3;900.0;;1128.0;9.2;11.4;9.2;100.0;-20.1;0.137
2008.0;120.0;64.0;20.0;14.0;16.0;11.0;57.0;167.0;201.0;22.0;22.0;180.0;18.0;-7.0;-1.0;7.0;14.0;55.0;53.71;50.0;;50.0;18.0;32.0;;105.0;4.0;;4.0;16.41;11.87;2.0;13.22;5.0;9.39;0.2;0.2;57.0;;155.0;2.0;158.0;4.0;;6.0;30.0;;1.0;1.0;2.0;0.0;1.0;34.0;;2.0;13.0;2.0;13.0;-6.0;;;0.0;;0.0;;;;0.0;44.0;1.0;134.0;201.0;;201.0;;11.0;4.0;1.0;4.0;-5.0;1.0;;-0.0;2.0;3.0;-4.0;;-4.0;;-0.0;;;-1.0;;0.0;-2.0;155.0;148.0;;0.15;14.41;1.35;2.85;;0.57;21.68;57.0;5.3;0.2;;815.0;11.9;26.0;77.0;28.9;9.4;994.0;;1227.0;6.2;7.8;6.2;100.0;-2.8;0.147
2009.0;113.0;69.0;26.0;18.0;21.0;16.0;56.0;187.0;222.0;27.0;28.0;194.0;31.0;-40.0;-6.0;-15.0;27.0;45.0;60.5;51.0;;51.0;20.0;31.0;;96.0;2.0;;5.0;22.73;15.55;4.0;18.7;5.0;14.54;0.3;0.3;56.0;;140.0;38.0;178.0;3.0;;6.0;27.0;;1.0;1.0;2.0;0.0;5.0;34.0;;1.0;;2.0;17.0;9.0;;;0.0;;0.0;;;;0.0;61.0;1.0;132.0;222.0;;222.0;;16.0;5.0;-0.0;4.0;7.0;0.0;;-0.0;4.0;0.0;-5.0;;-35.0;;-0.0;;;-7.0;;1.0;-0.0;140.0;155.0;;0.15;13.93;2.03;1.72;;0.44;23.83;56.0;2.8;0.0;;774.0;15.5;31.0;113.0;22.3;14.5;1090.0;;1324.0;8.5;9.6;8.5;100.0;6.5;0.146
2010.0;157.0;104.0;49.0;41.0;44.0;36.0;57.0;267.0;302.0;50.0;51.0;251.0;52.0;-26.0;11.0;36.0;48.0;52.0;66.49;63.0;;63.0;21.0;42.0;;115.0;3.0;;4.0;31.11;26.37;3.0;28.26;9.0;22.73;0.64;0.63;55.0;;181.0;62.0;243.0;6.0;;19.0;31.0;;1.0;1.0;2.0;0.0;1.0;35.0;;2.0;;6.0;28.0;20.0;;;0.0;;0.0;;;;0.0;98.0;1.0;151.0;302.0;;302.0;;36.0;4.0;-0.0;4.0;8.0;-2.0;;1.0;11.0;1.0;-4.0;;-23.0;;-0.0;;;-3.0;;14.0;-1.0;181.0;145.0;;0.15;18.6;4.23;3.29;;0.57;29.83;55.0;3.3;0.2;;1032.0;26.4;29.0;235.0;19.6;22.7;1429.0;;1655.0;14.2;14.7;14.2;100.0;25.9;0.152
