;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CNY/USD)
2011.0;207.0;148.0;79.0;70.0;74.0;61.0;59.0;368.0;406.0;72.0;72.0;335.0;79.0;-147.0;4.0;-65.0;69.0;59.0;71.48;78.0;;78.0;25.0;52.0;;136.0;7.0;;4.0;38.13;33.95;4.0;35.98;13.0;29.74;1.08;1.04;57.0;;125.0;202.0;326.0;11.0;;30.0;31.0;;1.0;1.0;;0.0;8.0;39.0;;3.0;;9.0;46.0;22.0;;;0.0;;0.0;;;;0.0;164.0;1.0;169.0;406.0;;406.0;;61.0;4.0;-1.0;6.0;4.0;-2.0;;1.0;16.0;4.0;-10.0;;-137.0;;-0.0;;;-0.0;;4.0;-1.0;125.0;190.0;;0.16;22.9;6.81;5.63;;0.44;37.1;57.0;4.0;0.2;;1300.0;33.9;28.0;387.0;17.3;29.7;1862.0;;2106.0;18.3;18.3;18.4;100.0;6.7;0.159
2012.0;232.0;167.0;95.0;78.0;91.0;75.0;59.0;463.0;520.0;92.0;92.0;428.0;92.0;-44.0;6.0;54.0;70.0;65.0;72.0;89.0;;89.0;30.0;59.0;;154.0;10.0;;5.0;41.09;33.55;13.0;39.08;15.0;32.48;1.31;1.27;58.0;;180.0;226.0;406.0;14.0;;43.0;45.0;;1.0;1.0;;;11.0;57.0;;3.0;;11.0;68.0;21.0;;;0.0;;0.0;;;;0.0;242.0;1.0;185.0;520.0;;520.0;;75.0;5.0;0.0;8.0;2.0;-2.0;;-1.0;8.0;1.0;-22.0;0.0;-22.0;;-0.0;;;;;6.0;-0.0;180.0;126.0;;0.16;25.17;8.17;7.6;;1.04;46.36;58.0;2.9;0.2;;1447.0;33.5;29.0;470.0;16.9;32.5;2314.0;;2666.0;17.6;17.5;17.6;100.0;0.1;0.161
2013.0;266.0;193.0;105.0;81.0;99.0;83.0;60.0;592.0;681.0;130.0;131.0;550.0;123.0;-148.0;16.0;-9.0;86.0;73.0;72.5;112.0;;112.0;36.0;76.0;;185.0;12.0;;6.0;39.45;30.38;19.0;37.36;17.0;31.12;1.41;1.38;59.0;;176.0;344.0;520.0;18.0;;53.0;86.0;;1.0;1.0;;0.0;3.0;90.0;;4.0;;13.0;100.0;26.0;;;1.0;;1.0;;;;0.0;331.0;2.0;218.0;681.0;;681.0;;83.0;6.0;0.0;11.0;23.0;-2.0;;1.0;12.0;1.0;-37.0;;-111.0;;-0.0;;;;;16.0;-1.0;176.0;185.0;;0.17;27.47;8.55;7.46;;2.35;56.89;59.0;3.7;0.2;;1609.0;30.4;34.0;501.0;16.7;31.1;2795.0;;3331.0;15.0;14.6;15.0;100.0;;0.165
2014.0;295.0;215.0;97.0;84.0;89.0;71.0;60.0;813.0;899.0;155.0;336.0;563.0;122.0;-222.0;102.0;1.0;115.0;80.0;72.93;131.0;;131.0;40.0;91.0;;211.0;14.0;;8.0;32.75;28.57;5.0;30.12;18.0;23.95;1.21;1.18;58.0;;173.0;551.0;724.0;24.0;;65.0;84.0;;1.0;1.0;;0.0;1.0;86.0;;4.0;;18.0;116.0;35.0;179.0;;2.0;;181.0;;;;0.0;393.0;2.0;168.0;899.0;;899.0;;71.0;8.0;1.0;13.0;9.0;-2.0;;-0.0;12.0;20.0;-6.0;;-216.0;;-1.0;;;-25.0;;126.0;-0.0;173.0;172.0;;0.16;31.34;7.51;8.94;;3.82;59.75;58.0;4.6;0.3;;1832.0;28.6;48.0;439.0;20.5;24.0;4082.0;1111.0;3494.0;9.5;9.9;12.6;100.0;;0.161
2015.0;317.0;229.0;123.0;87.0;115.0;95.0;62.0;856.0;989.0;175.0;352.0;635.0;133.0;-115.0;-11.0;8.0;119.0;88.0;72.27;141.0;;141.0;41.0;101.0;;229.0;14.0;;9.0;38.94;27.62;27.0;36.21;19.0;30.07;1.65;1.6;58.0;;173.0;589.0;762.0;23.0;;71.0;86.0;33.0;9.0;42.0;4.0;0.0;1.0;133.0;;4.0;;18.0;135.0;36.0;171.0;;5.0;1.0;177.0;;;;0.0;471.0;2.0;162.0;988.0;1.0;989.0;;95.0;9.0;3.0;13.0;14.0;-4.0;;0.0;11.0;-1.0;-14.0;-36.0;-65.0;;-1.0;;;-24.0;;13.0;1.0;173.0;165.0;;0.15;35.61;10.71;12.4;;0.69;71.47;58.0;3.0;0.1;;2055.0;27.6;56.0;618.0;17.0;30.1;4424.0;1109.0;4125.0;11.7;11.6;15.0;100.0;21.5;0.154
2016.0;336.0;241.0;110.0;88.0;101.0;81.0;58.0;967.0;1113.0;389.0;397.0;715.0;156.0;-70.0;23.0;115.0;150.0;95.0;71.65;153.0;;153.0;40.0;113.0;;248.0;8.0;;9.0;32.65;26.17;13.0;29.93;19.0;24.2;1.4;1.39;58.0;;276.0;599.0;875.0;21.0;;71.0;76.0;31.0;11.0;42.0;27.0;0.0;1.0;146.0;;5.0;181.0;22.0;162.0;41.0;;;8.0;;8.0;;;;0.0;521.0;7.0;187.0;1112.0;1.0;1113.0;;81.0;9.0;2.0;12.0;38.0;-3.0;;1.0;13.0;13.0;-7.0;-1.0;-62.0;;-4.0;;;;;23.0;5.0;276.0;162.0;;0.14;40.22;9.74;13.28;;1.59;85.45;58.0;3.2;0.1;;2338.0;26.2;63.0;566.0;19.2;24.2;4017.0;;4967.0;11.3;9.1;11.4;100.0;20.4;0.144
2017.0;438.0;320.0;93.0;134.0;83.0;57.0;61.0;1211.0;1541.0;314.0;624.0;915.0;222.0;-220.0;65.0;57.0;218.0;117.0;73.2;187.0;;187.0;46.0;141.0;;304.0;12.0;;10.0;21.24;30.57;-50.0;19.04;26.0;13.06;0.95;0.93;60.0;;352.0;744.0;1096.0;37.0;;78.0;77.0;157.0;25.0;182.0;67.0;2.0;3.0;330.0;;5.0;;35.0;233.0;75.0;256.0;;19.0;35.0;310.0;;;;0.0;614.0;23.0;278.0;1539.0;1.0;1541.0;;57.0;10.0;2.0;13.0;61.0;-11.0;;0.0;36.0;79.0;-4.0;-113.0;-104.0;;-0.0;;;;;65.0;-9.0;352.0;295.0;;0.15;47.41;6.19;17.31;;0.78;99.1;60.0;7.8;0.3;;2849.0;30.6;64.0;372.0;31.3;13.1;5836.0;1668.0;5954.0;4.7;5.4;6.2;100.0;;0.154
2018.0;543.0;392.0;231.0;167.0;216.0;182.0;63.0;1406.0;1778.0;612.0;675.0;1100.0;261.0;-331.0;21.0;-46.0;236.0;151.0;72.22;225.0;;225.0;51.0;174.0;;376.0;17.0;;14.0;42.53;30.76;49.0;39.76;35.0;33.49;2.97;2.88;61.0;;286.0;998.0;1284.0;44.0;;78.0;77.0;151.0;36.0;186.0;106.0;2.0;1.0;372.0;;7.0;251.0;28.0;281.0;73.0;;;31.0;33.0;63.0;;;;0.0;762.0;39.0;299.0;1775.0;3.0;1778.0;;182.0;14.0;3.0;15.0;54.0;-8.0;;2.0;27.0;-7.0;-25.0;-4.0;-314.0;12.0;-12.0;;;-0.0;;21.0;3.0;287.0;333.0;;0.15;60.99;20.42;23.09;;0.42;123.44;61.0;3.8;0.2;;3740.0;30.8;96.0;1252.0;16.3;33.5;5468.0;;7569.0;15.6;12.2;16.5;100.0;;0.145
2019.0;574.0;399.0;130.0;173.0;109.0;76.0;67.0;1571.0;2052.0;407.0;476.0;1572.0;253.0;-241.0;40.0;56.0;248.0;175.0;69.45;226.0;;226.0;55.0;171.0;;401.0;25.0;;19.0;22.59;30.14;-64.0;19.05;34.0;13.31;1.17;1.15;65.0;;330.0;1098.0;1427.0;58.0;;86.0;85.0;149.0;29.0;178.0;213.0;3.0;1.0;481.0;;7.0;5.0;38.0;297.0;98.0;7.0;;31.0;31.0;69.0;;12.0;;0.0;829.0;39.0;704.0;2048.0;4.0;2052.0;;76.0;19.0;-1.0;18.0;19.0;-8.0;;-0.0;-3.0;120.0;-5.0;;-237.0;1.0;-1.0;;;;;40.0;3.0;339.0;283.0;;0.14;61.49;8.18;24.94;;2.62;168.31;65.0;9.2;0.4;;4000.0;30.1;135.0;532.0;31.0;13.3;8109.0;51.0;10948.0;4.6;5.4;4.9;100.0;0.0;0.144
2020.0;565.0;372.0;218.0;133.0;193.0;168.0;68.0;1769.0;2402.0;431.0;502.0;1896.0;215.0;-93.0;25.0;143.0;208.0;193.0;65.8;239.0;;239.0;58.0;181.0;;432.0;35.0;;21.0;38.57;23.51;60.0;34.15;29.0;29.74;2.5;2.47;67.0;;504.0;1144.0;1649.0;60.0;;60.0;89.0;159.0;25.0;184.0;352.0;6.0;2.0;632.0;;13.0;5.0;26.0;299.0;114.0;7.0;;36.0;29.0;72.0;;12.0;;0.0;1053.0;45.0;798.0;2398.0;4.0;2402.0;;168.0;21.0;-1.0;22.0;11.0;-6.0;;5.0;8.0;-6.0;-7.0;;-113.0;28.0;-0.0;;;;;25.0;-4.0;505.0;362.0;;0.15;54.98;16.35;25.74;;0.51;184.39;67.0;4.3;0.1;;3689.0;23.5;137.0;1097.0;15.0;29.7;8737.0;45.0;12373.0;8.5;8.2;8.9;100.0;;0.153
2021.0;695.0;431.0;159.0;87.0;120.0;101.0;68.0;1813.0;2763.0;466.0;664.0;2070.0;;;;;;264.0;62.07;345.0;;345.0;63.0;281.0;;608.0;33.0;33.0;;22.83;12.47;34.0;17.3;24.0;14.49;1.49;1.48;67.0;;1657.0;7.0;1664.0;60.0;;88.0;408.0;163.0;20.0;183.0;349.0;8.0;2.0;950.0;;22.0;15.0;33.0;183.0;246.0;163.0;;35.0;;198.0;;13.0;;0.0;1181.0;46.0;843.0;2734.0;29.0;2763.0;;;;;;;;;;;;;;;;;;;;;;;;;;;65.56;9.5;20.13;;0.71;195.32;67.0;7.0;0.2;;4420.0;12.5;;641.0;20.4;14.5;8568.0;1035.0;13170.0;5.6;5.8;4.9;100.0;;0.157
