;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
1992.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1993.0;4249.0;286.0;5010.0;897.0;897.0;553.0;402.0;;107006.0;98708.0;100982.0;6024.0;1047.0;-6894.0;6039.0;192.0;734.0;3963.0;6.74;7316.0;;3353.0;3353.0;;3963.0;11278.0;;3963.0;165.0;117.91;21.1;;21.1;329.0;13.01;1.38;1.38;402.0;;;;;;;;1477.0;;;;;;;;107006.0;;;;;98708.0;2274.0;;;;2274.0;;;;2284.0;2317.0;-832.0;2254.0;107006.0;;107006.0;;553.0;165.0;81.0;;248.0;;;;;;-314.0;;;;-6581.0;;;737.0;-298.0;5601.0;;192.0;;;0.76;;;;;;;;;;;;;;;;;;;;;;;;;
1994.0;4589.0;891.0;4934.0;1084.0;1084.0;658.0;429.0;;111598.0;102823.0;105366.0;6233.0;1466.0;-7365.0;5050.0;-849.0;1255.0;3697.0;19.42;7202.0;;3505.0;3505.0;;3697.0;10900.0;;3697.0;173.0;107.54;23.62;;23.62;406.0;14.33;1.53;1.53;429.0;;;;;;;;1474.0;;;;;;;;111598.0;;;;;102823.0;2543.0;;;;2543.0;;;;2364.0;2619.0;;1249.0;111598.0;;111598.0;;658.0;173.0;92.0;;543.0;;;;;;-211.0;;;;-7154.0;;;-12.0;-312.0;5374.0;;-849.0;;;0.74;;;;;;;;;;;;;;;;;;;;;;;;;
1995.0;4675.0;-456.0;6537.0;1235.0;1235.0;755.0;438.0;;133322.0;124136.0;126866.0;6455.0;1621.0;-19762.0;18686.0;545.0;1424.0;5131.0;-9.75;8570.0;;3439.0;3439.0;;5131.0;13701.0;;5131.0;179.0;139.84;26.43;;26.43;472.0;16.15;1.72;1.72;438.0;;;;;;;;1497.0;;;;;;;;133322.0;;;;;124136.0;2730.0;;;;2730.0;;;;2382.0;3066.0;-1062.0;2070.0;133322.0;;133322.0;;755.0;179.0;37.0;;650.0;;;;;;-197.0;;;;-19565.0;;;-246.0;-321.0;19253.0;;545.0;;;0.74;;;;;;;;;;;;;;;;;;;;;;;;;
1996.0;5496.0;-428.0;7818.0;1712.0;1712.0;1021.0;415.0;;157106.0;147668.0;150576.0;6530.0;850.0;-12961.0;12332.0;221.0;701.0;5925.0;-7.79;9709.0;;3784.0;3784.0;;5925.0;15634.0;;5925.0;191.0;142.23;31.15;;31.15;681.0;18.57;2.46;2.46;415.0;;;;;;;;1482.0;;;;;;;;157106.0;;;;;147668.0;2908.0;;;;2908.0;;;;2283.0;3449.0;-1211.0;2009.0;157106.0;;157106.0;;1021.0;191.0;138.0;;-499.0;;;;;;-149.0;;;;-12812.0;;;-562.0;-347.0;13241.0;;221.0;;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;6033.0;;7876.0;;1767.0;1101.0;414.0;;168972.0;158222.0;161697.0;7275.0;-4468.0;-8559.0;12647.0;12647.0;-4638.0;;;;;2229.0;2229.0;;;;9153.0;5946.0;164.0;130.55;;;29.28;665.0;18.25;2.49;2.49;414.0;;5263.0;;5263.0;;;;1470.0;;;;;;;;168972.0;;;;;158222.0;3475.0;;;0.0;3475.0;6950.0;;;;3993.0;;3282.0;168972.0;;168972.0;;1101.0;164.0;6.0;;-6520.0;;;;-6464.0;780.0;-170.0;;2570.0;;-11129.0;-3.0;;;-378.0;13028.0;;;973.0;;0.71;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;5930.0;;8091.0;;983.0;685.0;416.0;181024.0;182564.0;172282.0;175340.0;7224.0;-9313.0;-3242.0;13071.0;516.0;-9830.0;;;;;2679.0;2679.0;;;;9731.0;6917.0;191.0;136.45;;;16.58;298.0;11.55;1.47;1.47;416.0;;7003.0;;7003.0;1284.0;;172738.0;1428.0;;;112.0;;;;1539.0;;1936.0;1011.0;;;169334.0;2047.0;;;1011.0;3058.0;6116.0;;;;3923.0;;3301.0;182564.0;;182564.0;;685.0;191.0;-63.0;;-239.0;;;;177.0;-9887.0;-517.0;;;9374.0;-12617.0;-710.0;;;-398.0;14179.0;;1058.0;542.0;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;6893.0;;7967.0;;917.0;700.0;413.0;168653.0;170250.0;159639.0;162730.0;7521.0;4559.0;8712.0;-13210.0;47.0;4296.0;;;;;3177.0;2984.0;193.0;;;9797.0;6799.0;250.0;115.57;;;13.31;218.0;10.15;1.52;1.51;410.0;;8520.0;;8520.0;841.0;;159293.0;1505.0;;;92.0;;;;1597.0;;1600.0;34.0;;;158005.0;3056.0;;;34.0;3090.0;;;;;4142.0;;3379.0;170250.0;;170250.0;;700.0;250.0;2.0;;341.0;;;;75.0;3266.0;-263.0;;-7509.0;17821.0;-1600.0;-178.0;;;-411.0;-12621.0;-14.0;1156.0;1109.0;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;7933.0;;9263.0;;1774.0;1353.0;389.0;174651.0;175800.0;165433.0;168334.0;7466.0;-4110.0;-6994.0;10980.0;-115.0;-4358.0;;;;;3422.0;3242.0;179.0;;;10066.0;7253.0;236.0;116.77;;;22.37;421.0;17.06;3.27;3.19;389.0;;7013.0;;7013.0;1030.0;;166607.0;990.0;;;159.0;;;;1149.0;;1709.0;6.0;;;163717.0;2895.0;;;6.0;2901.0;;;;;4351.0;;3115.0;175800.0;0.0;175800.0;;1353.0;236.0;-175.0;;13.0;;;;-54.0;-5537.0;-248.0;;-6500.0;4051.0;-4545.0;-115.0;;;-413.0;11508.0;9.0;1001.0;1116.0;;0.66;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;7025.0;;7780.0;;1119.0;1061.0;376.0;179426.0;180936.0;170929.0;173445.0;7491.0;819.0;-11879.0;11017.0;-23.0;450.0;;;;;3158.0;2979.0;180.0;;;9299.0;6436.0;226.0;110.75;;;15.92;58.0;15.1;2.64;2.56;372.0;;7144.0;;7144.0;947.0;;171335.0;1114.0;;;396.0;;;;1509.0;;1300.0;;;;169630.0;2517.0;;;-0.0;2517.0;;;;;4263.0;;3227.0;180936.0;;180936.0;;1061.0;226.0;-340.0;;-755.0;;;;-300.0;627.0;-370.0;-194.0;-17186.0;11032.0;-5531.0;-146.0;;;-414.0;11576.0;20.0;936.0;959.0;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;
