;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
1995.0;328.0;159.0;68.0;69.0;38.0;26.0;48.0;53.0;672.0;112.0;442.0;230.0;44.0;-76.0;44.0;-3.0;14.0;169.0;48.53;90.0;;;;;90.0;259.0;;;28.0;20.89;21.04;-31.0;11.71;15.0;7.84;0.46;0.46;48.0;;4.0;;4.0;42.0;5.0;2.0;530.0;20.0;;20.0;;;68.0;618.0;;40.0;36.0;;;37.0;282.0;;;47.0;329.0;;;;91.0;;;139.0;672.0;;672.0;;26.0;28.0;-1.0;;5.0;;;;;-13.0;-31.0;;;;-76.0;-22.0;7.0;;-16.0;75.0;;4.0;7.0;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
1996.0;346.0;;27.0;346.0;;27.0;49.0;;;;;;;;;;;;;;;;;;;;;;;7.67;100.0;;;;7.67;0.43;0.43;49.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;345.0;175.0;42.0;73.0;42.0;21.0;50.0;55.0;712.0;120.0;477.0;234.0;45.0;-38.0;-4.0;3.0;10.0;170.0;50.77;102.0;;;;;102.0;272.0;;;;12.04;21.23;-32.0;12.04;21.0;6.08;0.42;0.42;50.0;;8.0;;8.0;41.0;4.0;2.0;544.0;;;31.0;;;81.0;657.0;;57.0;43.0;;;21.0;305.0;;;;305.0;662.0;;;228.0;130.0;-316.0;192.0;712.0;;712.0;;21.0;;-0.0;;-6.0;;;;-6.0;30.0;-35.0;;;;-3.0;;6.0;-35.0;-16.0;40.0;;8.0;5.0;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;310.0;;33.0;60.0;33.0;18.0;52.0;55.0;678.0;92.0;451.0;227.0;48.0;-45.0;-6.0;-3.0;7.0;;;250.0;;;;;250.0;250.0;;;;10.64;19.26;-27.0;10.64;15.0;5.78;0.35;0.35;52.0;;5.0;;5.0;46.0;5.0;;516.0;;;27.0;;;79.0;622.0;;53.0;19.0;;;20.0;313.0;;;;313.0;672.0;;;221.0;124.0;-306.0;188.0;678.0;;678.0;;18.0;;-1.0;;4.0;;;;4.0;27.0;-42.0;;;;-3.0;;5.0;;-15.0;4.0;;5.0;8.0;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;349.0;;39.0;71.0;39.0;20.0;52.0;64.0;860.0;159.0;601.0;259.0;59.0;-85.0;29.0;3.0;12.0;;;278.0;;;;;278.0;278.0;;;;11.21;20.45;-32.0;11.23;19.0;5.78;0.39;0.39;52.0;;8.0;;8.0;44.0;12.0;;684.0;;;27.0;;;84.0;796.0;;65.0;71.0;;;22.0;372.0;;;;372.0;814.0;;;238.0;133.0;-380.0;267.0;860.0;;860.0;;20.0;;0.0;;11.0;;;;11.0;27.0;-46.0;-41.0;;;2.0;;3.0;;-16.0;42.0;;8.0;5.0;;0.69;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;390.0;;36.0;76.0;36.0;25.0;54.0;75.0;987.0;139.0;691.0;296.0;67.0;-163.0;101.0;5.0;-38.0;;;314.0;;;;;314.0;314.0;;;;9.3;19.4;-39.0;9.3;12.0;6.29;0.45;0.45;54.0;;12.0;;12.0;51.0;11.0;;744.0;;;24.0;;;144.0;912.0;;87.0;31.0;;;21.0;486.0;;;;486.0;1038.0;;;275.0;135.0;-387.0;273.0;987.0;;987.0;;25.0;;-1.0;;14.0;;;;14.0;30.0;-105.0;-3.0;-54.0;;-0.0;;37.0;;-17.0;81.0;;12.0;8.0;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;395.0;;51.0;92.0;51.0;34.0;60.0;85.0;1021.0;172.0;716.0;305.0;59.0;-151.0;89.0;-3.0;-35.0;;;302.0;;;;;302.0;302.0;;;;12.98;23.43;-42.0;12.86;18.0;8.51;0.56;0.56;60.0;;9.0;;9.0;64.0;11.0;0.0;807.0;;;21.0;;;108.0;936.0;;77.0;95.0;;;0.0;500.0;;;;500.0;1044.0;;;282.0;143.0;-391.0;271.0;1021.0;;1021.0;;34.0;;8.0;;-16.0;;;;-16.0;34.0;-94.0;-64.0;-1.0;3.0;5.0;;4.0;;-18.0;102.0;0.0;9.0;12.0;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;455.0;;61.0;110.0;61.0;40.0;65.0;115.0;1263.0;213.0;866.0;372.0;85.0;-222.0;144.0;8.0;-60.0;;;345.0;;;;;345.0;345.0;;;;13.38;24.2;-49.0;13.38;21.0;8.84;0.62;0.62;65.0;;17.0;;17.0;87.0;11.0;;958.0;;;54.0;;;137.0;1149.0;;92.0;115.0;;;5.0;599.0;;15.0;;615.0;1268.0;;;372.0;164.0;4.0;-168.0;1238.0;25.0;1263.0;;40.0;;2.0;;3.0;;;;3.0;40.0;-145.0;-66.0;-8.0;;-3.0;;65.0;-32.0;-21.0;132.0;0.0;17.0;9.0;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;650.0;;86.0;155.0;86.0;57.0;72.0;163.0;1704.0;229.0;1107.0;569.0;124.0;-237.0;146.0;30.0;-36.0;;;495.0;;;;;495.0;495.0;;;;13.27;23.82;-69.0;13.27;29.0;8.73;0.82;0.79;69.0;;50.0;;50.0;100.0;13.0;;1241.0;;;68.0;;;233.0;1541.0;;118.0;110.0;;;1.0;795.0;;32.0;;827.0;1706.0;;95.0;474.0;227.0;-8.0;-219.0;1676.0;28.0;1704.0;;57.0;;4.0;;13.0;;;;13.0;50.0;-160.0;-8.0;-55.0;;-14.0;;101.0;;-28.0;73.0;-3.0;50.0;20.0;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;953.0;;115.0;219.0;115.0;76.0;90.0;213.0;3190.0;447.0;2062.0;1097.0;226.0;-866.0;618.0;-23.0;-6.0;;;733.0;;;;;733.0;733.0;;;;12.02;23.02;-105.0;12.02;39.0;7.93;0.89;0.84;85.0;;31.0;;31.0;141.0;25.0;16.0;2234.0;;;443.0;;;300.0;2977.0;;224.0;190.0;;;32.0;1562.0;;29.0;;1590.0;3206.0;;266.0;831.0;280.0;-12.0;-269.0;3159.0;31.0;3190.0;;76.0;;7.0;;42.0;;;;42.0;101.0;-232.0;-626.0;-0.0;;-9.0;;444.0;;-41.0;214.0;-0.0;31.0;54.0;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;
