;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno
2000.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;164.0;26.0;-75.0;-61.0;-57.0;-101.0;54.0;370.0;703.0;38.0;-28.0;447.0;7.0;31.0;-2.0;37.0;-0.0;138.0;15.74;75.0;24.0;50.0;50.0;;;213.0;;;11.0;-46.03;-37.0;4.0;-34.7;14.0;-61.35;-1.87;-1.87;54.0;;44.0;240.0;284.0;;55.0;30.0;36.0;58.0;;58.0;240.0;;;334.0;;6.0;;;3.0;29.0;10.0;;;;10.0;;;;5.0;4.0;-1.0;439.0;418.0;285.0;703.0;;-101.0;11.0;19.0;;;15.0;32.0;-14.0;331.0;78.0;-7.0;-6.0;-493.0;;538.0;;;;;-2.0;;44.0;7.0;;
2003.0;135.0;44.0;-12.0;-19.0;-11.0;-13.0;39.0;352.0;698.0;27.0;-19.0;438.0;-10.0;-23.0;-0.0;-32.0;-13.0;91.0;32.68;62.0;18.0;44.0;44.0;;;152.0;;-8.0;10.0;-8.72;-14.38;8.0;-8.43;-1.0;-9.76;-0.34;-0.34;39.0;;12.0;256.0;267.0;24.0;55.0;6.0;33.0;58.0;;58.0;256.0;;;346.0;;9.0;2.0;;15.0;2.0;8.0;;;;8.0;;;;5.0;-9.0;3.0;440.0;419.0;279.0;698.0;;-13.0;10.0;1.0;;-7.0;-4.0;1.0;2.0;325.0;-1.0;-3.0;;-721.0;;701.0;-3.0;5.0;-5.0;;2.0;;12.0;44.0;;
2004.0;0.0;;-0.0;-0.0;;-0.0;6.0;3.0;3.0;0.0;0.0;3.0;-0.0;-0.0;3.0;3.0;-0.0;;;0.0;;;;;0.0;0.0;;;0.0;-11607.13;-11612.53;0.0;;;-11610.97;-0.04;-0.04;6.0;;3.0;;3.0;0.0;;0.0;0.0;;;;;;;0.0;;0.0;;;;;;;;;;;;;;-2.0;4.0;;3.0;0.0;3.0;;-0.0;0.0;;;0.0;;;;;0.0;-0.0;;;;;;3.0;;;-0.0;;3.0;0.0;;
2005.0;0.0;;-1.0;-1.0;;-1.0;15.0;2.0;3.0;0.0;0.0;3.0;-0.0;-2.0;0.0;-2.0;-1.0;;;1.0;;1.0;;;0.0;1.0;;;0.0;-4161.19;-4065.33;-0.0;;;-4165.81;-0.06;-0.06;15.0;;1.0;1.0;2.0;0.0;;0.0;1.0;;;;;;;1.0;;0.0;;;;;;;;;;;;;;-3.0;5.0;;3.0;-0.0;3.0;;-1.0;0.0;;;-0.0;;;;;1.0;-1.0;;-1.0;;;;0.0;;;-0.0;;1.0;3.0;;
2006.0;455.0;198.0;60.0;42.0;41.0;37.0;42.0;293.0;626.0;92.0;-65.0;435.0;28.0;-32.0;8.0;6.0;18.0;257.0;43.54;156.0;42.0;114.0;114.0;;;413.0;;1.0;19.0;13.21;9.16;-1.0;8.95;2.0;8.23;0.92;0.9;41.0;;36.0;49.0;85.0;94.0;95.0;19.0;57.0;175.0;50.0;226.0;49.0;;;332.0;;31.0;1.0;;2.0;58.0;27.0;;;;27.0;;;;5.0;;4.0;426.0;370.0;256.0;626.0;;37.0;19.0;1.0;7.0;50.0;-18.0;2.0;4.0;201.0;-87.0;-10.0;-7.0;-46.0;;32.0;-0.0;12.0;;;-4.0;;36.0;30.0;;
2007.0;445.0;186.0;48.0;27.0;27.0;44.0;40.0;369.0;706.0;93.0;-70.0;404.0;35.0;-23.0;39.0;53.0;17.0;260.0;41.68;159.0;43.0;116.0;116.0;;;419.0;;-0.0;21.0;10.73;5.96;0.0;5.99;-17.0;9.86;1.13;1.11;39.0;;89.0;55.0;144.0;88.0;114.0;24.0;62.0;174.0;46.0;220.0;55.0;;;337.0;;33.0;1.0;;6.0;52.0;23.0;;;;23.0;;;;4.0;1.0;10.0;389.0;334.0;372.0;706.0;;44.0;21.0;-20.0;4.0;75.0;10.0;5.0;1.0;276.0;-89.0;-19.0;;-58.0;;54.0;-48.0;5.0;;;82.0;;89.0;36.0;;
2008.0;;;-2.0;-2.0;-9.0;-7.0;31.0;14.0;15.0;0.0;0.0;15.0;-1.0;-8.0;0.0;-9.0;-1.0;;;;;;;;;2.0;;;0.0;-inf;-inf;-7.0;-inf;-1.0;-inf;-0.21;-0.21;31.0;;1.0;10.0;12.0;0.0;;2.0;1.0;;;;;;;1.0;;0.0;;;;0.0;;;;;;;;;;-13.0;-0.0;28.0;15.0;;15.0;;-7.0;0.0;-1.0;;-0.0;;;;;7.0;-0.0;;-5.0;;-3.0;;0.0;;;0.0;;1.0;10.0;;
2009.0;;;-1.0;-1.0;-1.0;-1.0;32.0;11.0;15.0;0.0;0.0;15.0;-0.0;-0.0;0.0;-1.0;-1.0;;;;;2.0;2.0;0.0;;2.0;;0.0;0.0;-inf;-inf;1.0;-inf;;-inf;-0.03;-0.03;32.0;;1.0;11.0;11.0;0.0;;;4.0;;;;;;0.0;4.0;;;;;;0.0;;;;;;;;;17.0;-14.0;-0.0;13.0;15.0;;15.0;;-1.0;0.0;;1.0;0.0;;;;;-0.0;-1.0;;-0.0;;1.0;;0.0;;;;-0.0;1.0;1.0;;
2010.0;;;-2.0;-2.0;;-2.0;32.0;10.0;15.0;1.0;1.0;14.0;-1.0;7.0;0.0;6.0;-2.0;;;;;2.0;2.0;0.0;;2.0;;;0.0;-inf;-inf;0.0;;;-inf;-0.05;-0.05;32.0;;7.0;3.0;10.0;0.0;;;4.0;;;;1.0;;0.0;5.0;;;;;;1.0;;;;;;;;;;-16.0;-0.0;30.0;15.0;;15.0;;-2.0;0.0;;0.0;-0.0;;;;;-0.0;-0.0;;-1.0;8.0;0.0;;0.0;;;0.0;-0.0;7.0;1.0;;
2011.0;545.0;240.0;79.0;54.0;51.0;80.0;39.0;331.0;764.0;153.0;394.0;370.0;75.0;-154.0;45.0;-35.0;62.0;305.0;43.98;186.0;45.0;141.0;141.0;;;491.0;;;28.0;14.48;9.87;-3.0;9.27;-29.0;14.62;2.13;2.06;37.0;;56.0;5.0;60.0;98.0;113.0;60.0;90.0;143.0;151.0;294.0;5.0;9.0;35.0;433.0;;31.0;45.0;;30.0;46.0;1.0;;36.0;;37.0;278.0;;;4.0;-60.0;-6.0;432.0;764.0;;764.0;;80.0;28.0;30.0;6.0;-110.0;8.0;1.0;-11.0;179.0;41.0;-14.0;-234.0;-102.0;207.0;-12.0;-5.0;3.0;-56.0;;103.0;-1.0;56.0;91.0;;
2012.0;595.0;261.0;-36.0;-82.0;-84.0;-89.0;38.0;338.0;621.0;128.0;332.0;289.0;81.0;-11.0;-37.0;33.0;70.0;335.0;43.77;212.0;53.0;159.0;159.0;;;547.0;;8.0;40.0;-6.07;-13.8;-2.0;-14.19;5.0;-15.02;-2.35;-2.35;38.0;;89.0;8.0;97.0;89.0;109.0;42.0;83.0;80.0;77.0;157.0;8.0;6.0;29.0;283.0;;31.0;27.0;15.0;12.0;58.0;151.0;;24.0;;175.0;378.0;;;4.0;-149.0;-7.0;441.0;621.0;;621.0;;-89.0;40.0;-0.0;8.0;31.0;9.0;-2.0;0.0;210.0;92.0;-12.0;-11.0;-7.0;3.0;16.0;-20.0;4.0;-89.0;;68.0;0.0;89.0;56.0;;
2013.0;560.0;238.0;57.0;31.0;21.0;16.0;40.0;301.0;565.0;103.0;238.0;327.0;64.0;-15.0;-85.0;-35.0;48.0;322.0;42.44;202.0;53.0;149.0;149.0;;;524.0;;5.0;30.0;10.22;5.59;-10.0;3.83;6.0;2.79;0.4;0.39;39.0;;54.0;8.0;62.0;96.0;103.0;40.0;81.0;79.0;67.0;146.0;8.0;4.0;25.0;264.0;;32.0;4.0;17.0;14.0;54.0;84.0;;23.0;;107.0;242.0;;;5.0;-134.0;-4.0;460.0;565.0;;565.0;;16.0;30.0;4.0;9.0;-12.0;-9.0;-2.0;0.0;198.0;16.0;-16.0;;-5.0;6.0;1.0;-210.0;8.0;-54.0;;171.0;1.0;54.0;89.0;;
2014.0;;-0.0;-2.0;-2.0;-42.0;-41.0;67.0;22.0;29.0;1.0;1.0;28.0;-1.0;12.0;0.0;10.0;-6.0;0.0;-inf;2.0;;2.0;2.0;;0.0;2.0;;0.0;0.0;-inf;-inf;-40.0;-inf;;-inf;-0.58;-0.58;67.0;;22.0;0.0;22.0;;;0.0;7.0;;;;;;0.0;7.0;;0.0;;;;1.0;;;;;;;;;57.0;-48.0;-2.0;20.0;29.0;0.0;29.0;;-41.0;0.0;;0.0;0.0;;;0.0;;40.0;-4.0;;;;17.0;;0.0;;;;-1.0;22.0;11.0;;
2015.0;;-0.0;-4.0;-1.0;2.0;2.0;67.0;24.0;32.0;1.0;1.0;31.0;-1.0;-9.0;;-7.0;-1.0;0.0;-inf;1.0;;1.0;1.0;;;1.0;;;0.0;-inf;-inf;3.0;inf;;inf;0.02;0.02;67.0;;15.0;9.0;24.0;;;0.0;8.0;;;;;;0.0;8.0;;1.0;;;;1.0;;;;;;;;;57.0;-46.0;-2.0;22.0;32.0;;32.0;;2.0;0.0;;0.0;0.0;;;0.0;;-3.0;-1.0;;;;-9.0;;;;;;3.0;15.0;22.0;;
2016.0;;-0.0;-1.0;-1.0;-1.0;-0.0;67.0;17.0;24.0;1.0;1.0;23.0;-1.0;-8.0;;-7.0;-1.0;0.0;-inf;1.0;;1.0;1.0;;;1.0;0.0;;0.0;-inf;-inf;0.0;-inf;;-inf;-0.0;-0.0;67.0;;4.0;13.0;17.0;0.0;;0.0;3.0;;;;3.0;;0.0;6.0;;0.0;;;;1.0;;;;;;;;;44.0;-36.0;1.0;14.0;24.0;0.0;24.0;;-0.0;0.0;;0.0;-1.0;;;-0.0;;-0.0;-0.0;-1.0;-12.0;5.0;0.0;;;;;;1.0;4.0;11.0;;
2017.0;;-0.0;-4.0;-2.0;1.0;1.0;67.0;16.0;25.0;0.0;0.0;24.0;-1.0;-0.0;0.0;-1.0;-5.0;0.0;-inf;2.0;;2.0;2.0;;;2.0;0.0;;0.0;-inf;-inf;3.0;inf;;inf;0.02;0.02;67.0;;3.0;9.0;12.0;0.0;;4.0;4.0;;;;5.0;;0.0;9.0;;0.0;;;;0.0;;;;;;;;;44.0;-34.0;1.0;14.0;24.0;0.0;25.0;;1.0;0.0;;0.0;-0.0;;;-0.0;-0.0;-1.0;-4.0;-3.0;;7.0;-0.0;;0.0;;;;-0.0;3.0;4.0;;
2018.0;;-0.0;-2.0;-2.0;-3.0;-3.0;122.0;25.0;80.0;1.0;1.0;78.0;-1.0;-45.0;54.0;8.0;-6.0;0.0;-inf;2.0;;2.0;2.0;;;2.0;0.0;;0.0;-inf;-inf;-1.0;-inf;;-inf;-0.02;-0.02;122.0;;11.0;14.0;25.0;0.0;;0.0;50.0;;;;4.0;;1.0;55.0;;1.0;;;;0.0;;;;;;;;;94.0;-37.0;3.0;18.0;79.0;0.0;80.0;;-3.0;0.0;;1.0;1.0;;;1.0;;1.0;-5.0;-35.0;-8.0;3.0;-6.0;;54.0;;;;-1.0;11.0;3.0;;
2019.0;;-0.0;-3.0;-2.0;-2.0;-2.0;134.0;30.0;95.0;2.0;2.0;93.0;-2.0;-3.0;15.0;10.0;-11.0;0.0;-inf;2.0;;2.0;2.0;;;2.0;0.0;;0.0;-inf;-inf;1.0;-inf;;-inf;-0.02;-0.02;134.0;;21.0;8.0;30.0;0.0;;0.0;60.0;;;;4.0;;1.0;65.0;;1.0;;;;1.0;;;;0.0;0.0;;;;114.0;-39.0;2.0;15.0;95.0;-0.0;95.0;;-2.0;0.0;;1.0;-0.0;;;-0.0;;-1.0;-9.0;0.0;;7.0;-9.0;;15.0;;;;-0.0;21.0;11.0;;
2020.0;;-0.0;-15.0;-5.0;6.0;6.0;151.0;54.0;131.0;1.0;1.0;129.0;-3.0;-17.0;29.0;9.0;-13.0;0.0;-inf;5.0;;4.0;4.0;;0.0;5.0;0.0;;0.0;-inf;-inf;10.0;inf;;inf;0.04;0.04;146.0;;30.0;15.0;45.0;0.0;;9.0;71.0;;;;4.0;;2.0;77.0;;1.0;;;;1.0;;;;;;;;;140.0;-32.0;5.0;16.0;131.0;-0.0;131.0;;6.0;0.0;;2.0;-0.0;;;0.0;;-10.0;-10.0;6.0;-18.0;5.0;-8.0;;29.0;;;;0.0;30.0;20.0;;
2021.0;;-0.0;-5.0;-6.0;-7.0;-7.0;153.0;47.0;127.0;1.0;1.0;126.0;-5.0;18.0;1.0;17.0;-9.0;0.0;-inf;6.0;;5.0;5.0;;1.0;6.0;0.0;;0.0;-inf;-inf;-1.0;-inf;;-inf;-0.04;-0.04;153.0;;46.0;0.0;47.0;0.0;;1.0;77.0;;;;0.0;;2.0;79.0;;1.0;;;;0.0;;;;;;;;;150.0;-54.0;14.0;17.0;127.0;-0.0;127.0;;-7.0;0.0;;2.0;-1.0;;;-0.0;;1.0;-4.0;0.0;;4.0;13.0;;1.0;;;;3.0;46.0;30.0;;
