;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (MXN/USD)
2007.0;1665.0;342.0;197.0;137.0;145.0;116.0;50.0;725.0;1747.0;134.0;365.0;1378.0;68.0;-91.0;-27.0;-50.0;-22.0;1323.0;20.54;205.0;;;;;205.0;1528.0;;;52.0;11.83;8.21;8.0;8.7;29.0;6.98;2.33;2.33;50.0;;278.0;;278.0;110.0;304.0;33.0;937.0;27.0;3.0;30.0;;;54.0;1022.0;;104.0;5.0;;;25.0;5.0;;217.0;9.0;231.0;;;;210.0;1302.0;-202.0;68.0;1743.0;4.0;1747.0;;116.0;52.0;16.0;;-119.0;;-104.0;;-3.0;4.0;-91.0;;;;-0.0;;;;-33.0;6.0;;278.0;328.0;;0.09;363.59;25.36;-4.85;7.26;19.79;300.94;50.0;1.2;0.1;24.5;18180.0;8.2;570.0;1268.0;19.7;7.0;6456.0;51.0;15047.0;7.2;8.3;8.4;71.4;-149.6;0.092
2008.0;1463.0;192.0;-36.0;17.0;-84.0;-64.0;50.0;564.0;1414.0;231.0;391.0;1021.0;-11.0;-67.0;3.0;-76.0;-95.0;1271.0;13.13;175.0;;;;;175.0;1446.0;13.0;3.0;45.0;-2.49;1.14;-101.0;-5.76;-20.0;-4.37;-0.79;-0.79;50.0;;145.0;;145.0;98.0;289.0;32.0;777.0;22.0;;22.0;;;51.0;850.0;;120.0;17.0;24.0;;94.0;34.0;;125.0;;159.0;;6.0;;167.0;788.0;12.0;54.0;1411.0;3.0;1414.0;;-64.0;45.0;;;-86.0;-11.0;-57.0;2.0;-54.0;94.0;-84.0;;;;17.0;-1.0;;;-26.0;30.0;;145.0;221.0;;0.07;402.51;-17.58;-26.2;7.08;23.12;280.79;50.0;-1.5;-0.1;27.5;20125.0;1.1;616.0;-879.0;23.6;-4.4;4580.0;472.0;14040.0;-5.3;-5.8;-6.3;140.3;;0.073
2009.0;1780.0;301.0;163.0;108.0;93.0;61.0;50.0;605.0;1521.0;210.0;401.0;1116.0;104.0;-61.0;-0.0;42.0;28.0;1478.0;16.92;193.0;;;;;193.0;1671.0;13.0;20.0;51.0;9.17;6.08;-15.0;5.22;31.0;3.43;1.24;1.24;50.0;;;1.0;1.0;106.0;276.0;221.0;835.0;23.0;;23.0;;;58.0;916.0;;127.0;45.0;33.0;;39.0;28.0;;155.0;7.0;190.0;;;;176.0;810.0;61.0;69.0;1517.0;4.0;1521.0;;61.0;51.0;;;-41.0;-1.0;22.0;1.0;-61.0;33.0;-76.0;;;;14.0;-54.0;;;-19.0;73.0;;195.0;153.0;;0.08;465.3;15.95;7.37;5.0;19.77;291.79;50.0;1.1;0.0;27.8;23263.0;6.1;663.0;798.0;33.4;3.4;5152.0;372.0;14588.0;5.7;7.4;5.5;68.7;67.9;0.076
2010.0;1999.0;422.0;265.0;199.0;201.0;160.0;50.0;771.0;1714.0;175.0;391.0;1320.0;213.0;-33.0;-52.0;127.0;167.0;1577.0;21.1;223.0;;;;;223.0;1800.0;13.0;7.0;56.0;13.24;9.97;2.0;10.07;41.0;8.02;3.24;3.24;50.0;;321.0;1.0;322.0;116.0;289.0;44.0;856.0;24.0;;24.0;;;62.0;943.0;;127.0;11.0;;;37.0;51.0;;164.0;;215.0;;10.0;;186.0;901.0;;233.0;1710.0;4.0;1714.0;;160.0;56.0;;;-49.0;-5.0;3.0;-1.0;-38.0;46.0;-45.0;;;;12.0;-89.0;;;-20.0;57.0;;321.0;194.0;;0.08;494.32;39.67;41.34;5.0;11.21;326.34;50.0;0.5;0.0;23.9;24715.0;10.0;693.0;1983.0;20.2;8.0;7371.0;634.0;16316.0;10.8;12.2;12.2;87.4;12.1;0.081
2011.0;1986.0;212.0;65.0;1.0;8.0;11.0;50.0;778.0;1659.0;319.0;494.0;1161.0;-4.0;-151.0;56.0;-96.0;-55.0;1774.0;10.68;211.0;;;;;211.0;1986.0;14.0;5.0;52.0;3.29;0.04;8.0;0.43;-3.0;0.57;0.23;0.23;50.0;;188.0;;188.0;160.0;329.0;101.0;748.0;22.0;;22.0;25.0;12.0;75.0;882.0;;167.0;104.0;2.0;;48.0;28.0;;138.0;10.0;175.0;;;;164.0;918.0;3.0;76.0;1655.0;4.0;1659.0;;11.0;52.0;;;-62.0;-14.0;-52.0;1.0;-14.0;-5.0;-51.0;-95.0;;;-5.0;-55.0;;;-21.0;133.0;2.0;188.0;284.0;;0.07;554.7;3.14;-15.25;6.0;14.15;324.18;50.0;7.6;0.5;25.0;27735.0;0.0;726.0;157.0;-34.2;0.6;6407.0;384.0;16209.0;1.3;0.8;1.0;-91.0;-39.3;0.072
2012.0;3064.0;471.0;288.0;205.0;217.0;170.0;50.0;1119.0;2182.0;368.0;697.0;1483.0;175.0;-88.0;35.0;121.0;101.0;2593.0;15.37;266.0;;;;;266.0;2859.0;16.0;6.0;65.0;9.39;6.68;13.0;7.1;47.0;5.55;3.36;3.36;50.0;;325.0;75.0;400.0;179.0;454.0;86.0;940.0;23.0;;23.0;12.0;;88.0;1063.0;;221.0;93.0;3.0;4.0;50.0;119.0;;202.0;8.0;328.0;;;;91.0;1354.0;6.0;31.0;2179.0;3.0;2182.0;;170.0;65.0;18.0;;-70.0;1.0;-99.0;41.0;-0.0;-8.0;-74.0;;;;-14.0;-166.0;;;-23.0;224.0;-1.0;325.0;204.0;;0.08;65725.59;;3688049.29;499490.78;1589020.97;;1.0;inf;inf;2226887.1;39367.0;6.7;837807.0;;;;9651449.0;1081496.0;;;0.0;;-inf;13.5;0.078
2012.0;3064.0;471.0;288.0;205.0;217.0;170.0;50.0;1119.0;2182.0;368.0;697.0;1483.0;175.0;-88.0;35.0;121.0;101.0;2593.0;15.37;266.0;;;;;266.0;2859.0;16.0;6.0;65.0;9.39;6.68;13.0;7.1;47.0;5.55;3.36;3.36;50.0;;325.0;75.0;400.0;179.0;454.0;86.0;940.0;23.0;;23.0;12.0;;88.0;1063.0;;221.0;93.0;3.0;4.0;50.0;119.0;;202.0;8.0;328.0;;;;91.0;1354.0;6.0;31.0;2179.0;3.0;2182.0;;170.0;65.0;18.0;;-70.0;1.0;-99.0;41.0;-0.0;-8.0;-74.0;;;;-14.0;-166.0;;;-23.0;224.0;-1.0;325.0;204.0;;0.08;787.35;43.69;26.06;5.98;19.04;381.04;50.0;0.5;0.0;26.7;39367.0;6.7;838.0;2185.0;21.5;5.5;9651.0;1527.0;19052.0;9.6;10.2;11.5;86.3;23.0;0.078
2013.0;3045.0;501.0;330.0;251.0;260.0;156.0;50.0;1175.0;2207.0;335.0;662.0;1542.0;372.0;-33.0;-142.0;195.0;328.0;2544.0;16.45;250.0;;;;;250.0;2794.0;23.0;7.0;63.0;10.83;8.24;9.0;8.54;104.0;5.13;2.93;2.93;50.0;;515.0;77.0;592.0;179.0;210.0;194.0;904.0;26.0;3.0;29.0;3.0;;96.0;1032.0;;212.0;43.0;10.0;;80.0;116.0;;207.0;4.0;327.0;;;;90.0;1425.0;-4.0;31.0;2204.0;3.0;2207.0;;156.0;63.0;104.0;;117.0;-1.0;143.0;-5.0;-6.0;-68.0;-44.0;-10.0;;;22.0;-167.0;0.0;-0.0;-73.0;98.0;-3.0;515.0;320.0;;0.08;794.22;40.77;85.57;19.01;11.51;402.24;50.0;0.9;0.1;53.2;39711.0;8.2;817.0;2038.0;39.8;5.1;10954.0;1510.0;20112.0;8.6;12.1;10.1;53.4;22.2;0.077
2014.0;2832.0;629.0;439.0;362.0;379.0;266.0;50.0;1413.0;2362.0;383.0;710.0;1648.0;338.0;-67.0;16.0;292.0;251.0;2203.0;22.22;267.0;;;;;267.0;2470.0;23.0;6.0;55.0;15.5;12.79;17.0;13.38;112.0;9.4;5.34;5.34;50.0;;747.0;63.0;810.0;211.0;201.0;191.0;828.0;24.0;4.0;27.0;3.0;3.0;86.0;948.0;;221.0;54.0;63.0;;108.0;112.0;;209.0;6.0;327.0;;;;80.0;1526.0;16.0;27.0;2359.0;3.0;2362.0;;266.0;55.0;112.0;;-24.0;-45.0;-17.0;41.0;3.0;-71.0;-87.0;;-9.0;5.0;24.0;-74.0;1.0;-0.0;;91.0;5.0;747.0;455.0;;0.07;835.67;78.55;73.96;;25.77;486.4;50.0;0.6;0.0;;41779.0;12.8;806.0;3927.0;29.6;9.4;15196.0;1652.0;24317.0;13.7;16.3;16.1;100.0;-0.0;0.068
2015.0;2689.0;546.0;370.0;294.0;320.0;222.0;50.0;1438.0;2353.0;386.0;737.0;1613.0;240.0;-124.0;37.0;174.0;129.0;2143.0;20.29;252.0;;;;;252.0;2395.0;28.0;5.0;45.0;13.75;10.93;26.0;11.9;98.0;8.25;4.53;4.53;50.0;;816.0;72.0;888.0;159.0;198.0;194.0;783.0;26.0;4.0;31.0;3.0;3.0;95.0;915.0;;221.0;95.0;26.0;;70.0;145.0;;196.0;9.0;350.0;;;;68.0;1440.0;81.0;24.0;2350.0;3.0;2353.0;;222.0;45.0;98.0;;7.0;30.0;-26.0;37.0;3.0;-132.0;-111.0;-11.0;-18.0;;17.0;-130.0;3.0;-2.0;-52.0;218.0;21.0;816.0;642.0;;0.06;925.15;76.3;44.4;17.99;38.22;554.92;50.0;0.7;0.0;33.4;46229.0;10.9;769.0;3813.0;30.6;8.2;18079.0;2495.0;27729.0;11.5;13.8;13.8;76.4;39.9;0.058
2016.0;2508.0;453.0;320.0;231.0;270.0;190.0;50.0;1299.0;2174.0;401.0;645.0;1527.0;145.0;-75.0;-63.0;31.0;11.0;2056.0;18.04;221.0;;;;;221.0;2277.0;31.0;6.0;45.0;12.77;9.22;38.0;10.75;79.0;7.59;3.82;3.82;50.0;;707.0;47.0;754.0;182.0;191.0;171.0;754.0;23.0;1.0;24.0;3.0;3.0;92.0;876.0;;176.0;149.0;34.0;;76.0;46.0;;189.0;9.0;244.0;;;;57.0;1362.0;88.0;20.0;2172.0;3.0;2174.0;;190.0;45.0;79.0;;-104.0;-55.0;-27.0;-2.0;2.0;-65.0;-135.0;;;13.0;46.0;-129.0;0.0;-0.0;-38.0;104.0;24.0;707.0;676.0;;0.05;1040.45;78.94;4.37;15.6;55.85;633.27;50.0;0.6;0.0;31.5;52020.0;9.2;926.0;3947.0;29.4;7.6;18614.0;950.0;31662.0;11.0;12.7;12.5;80.2;356.7;0.048
2017.0;2953.0;537.0;371.0;269.0;307.0;252.0;50.0;1436.0;2572.0;469.0;757.0;1812.0;279.0;-191.0;5.0;73.0;171.0;2416.0;18.17;272.0;;;;;272.0;2688.0;43.0;10.0;55.0;12.57;9.12;38.0;10.4;55.0;8.52;4.93;4.93;50.0;;818.0;57.0;876.0;185.0;240.0;135.0;898.0;83.0;53.0;136.0;3.0;4.0;94.0;1136.0;;187.0;188.0;50.0;;94.0;79.0;;196.0;13.0;287.0;;;;60.0;1647.0;85.0;21.0;2569.0;3.0;2572.0;;252.0;55.0;55.0;;13.0;8.0;-23.0;-18.0;3.0;-95.0;-108.0;-127.0;-8.0;;52.0;-216.0;;-0.0;-40.0;261.0;-19.0;818.0;746.0;;0.05;1161.0;98.97;67.06;15.6;42.53;712.38;50.0;0.6;0.0;27.7;58050.0;9.1;1076.0;4948.0;18.0;8.5;18996.0;1554.0;35619.0;12.4;12.3;13.9;84.2;23.3;0.051
2018.0;3106.0;490.0;301.0;189.0;230.0;170.0;50.0;1515.0;2690.0;462.0;748.0;1938.0;178.0;-16.0;-72.0;92.0;78.0;2616.0;15.77;301.0;;;;;301.0;2918.0;55.0;9.0;62.0;9.69;6.07;41.0;7.4;59.0;5.49;3.49;3.49;50.0;;911.0;28.0;939.0;177.0;233.0;166.0;933.0;83.0;50.0;133.0;3.0;5.0;100.0;1175.0;;203.0;178.0;26.0;;81.0;79.0;;192.0;15.0;286.0;;;;60.0;1770.0;87.0;21.0;2686.0;4.0;2690.0;;170.0;62.0;59.0;;11.0;10.0;8.0;23.0;3.0;-124.0;-101.0;;;29.0;55.0;-183.0;0.0;-0.0;-43.0;155.0;2.0;911.0;819.0;;0.05;1221.08;67.0;30.57;17.04;39.55;761.95;50.0;0.8;0.0;30.8;61052.0;6.1;1227.0;3350.0;25.6;5.5;20690.0;1545.0;38096.0;8.0;8.9;8.8;74.6;56.0;0.051
2019.0;3255.0;533.0;329.0;210.0;230.0;170.0;50.0;1642.0;2941.0;470.0;815.0;2122.0;173.0;-50.0;-78.0;40.0;57.0;2722.0;16.38;323.0;;;;;323.0;3045.0;52.0;15.0;84.0;10.09;6.45;20.0;7.07;59.0;5.22;3.33;3.33;50.0;;983.0;27.0;1010.0;205.0;249.0;179.0;1049.0;83.0;41.0;124.0;3.0;13.0;109.0;1299.0;;210.0;190.0;19.0;;71.0;113.0;;206.0;26.0;345.0;;42.0;;62.0;1923.0;114.0;22.0;2937.0;4.0;2941.0;;170.0;84.0;59.0;;-29.0;-16.0;-7.0;-2.0;10.0;-111.0;-116.0;;-17.0;19.0;64.0;-271.0;0.0;-1.0;-44.0;238.0;-6.0;985.0;945.0;;0.05;1233.16;64.4;21.52;16.8;43.99;803.64;50.0;0.8;0.0;33.7;61655.0;6.4;1589.0;3220.0;25.8;5.2;22189.0;2142.0;40180.0;7.4;8.3;8.0;73.9;78.2;0.053
2020.0;3456.0;557.0;372.0;216.0;260.0;198.0;50.0;1637.0;2938.0;411.0;731.0;2176.0;292.0;-156.0;-211.0;-69.0;174.0;2899.0;16.11;345.0;;;;;345.0;3245.0;35.0;11.0;103.0;10.76;6.25;44.0;7.54;61.0;5.72;3.69;3.69;50.0;;867.0;98.0;965.0;219.0;286.0;167.0;1049.0;83.0;38.0;121.0;4.0;13.0;114.0;1301.0;;227.0;67.0;60.0;;117.0;96.0;;195.0;30.0;320.0;;36.0;;59.0;1990.0;107.0;21.0;2907.0;31.0;2938.0;;198.0;103.0;61.0;;-32.0;-17.0;-43.0;16.0;5.0;-36.0;-118.0;;-73.0;;35.0;-359.0;1.0;-1.0;-40.0;188.0;6.0;868.0;938.0;;0.05;1376.26;78.74;69.44;15.84;46.94;866.62;50.0;0.5;0.0;40.5;68792.0;6.3;2043.0;3936.0;23.4;5.7;24406.0;1901.0;43318.0;8.3;9.3;9.1;79.9;22.9;0.05
2021.0;3984.0;661.0;423.0;288.0;328.0;247.0;50.0;1852.0;3216.0;619.0;864.0;2328.0;396.0;-130.0;-195.0;71.0;226.0;3324.0;16.59;373.0;;356.0;;;17.0;3697.0;41.0;;89.0;10.63;7.22;41.0;8.23;87.0;6.2;4.95;4.95;50.0;;1010.0;;1010.0;256.0;446.0;140.0;1061.0;;;;;;302.0;1364.0;;418.0;94.0;107.0;;107.0;;;187.0;59.0;245.0;;;;57.0;2193.0;;78.0;3192.0;24.0;3216.0;;247.0;89.0;;;-12.0;-19.0;-89.0;241.0;-145.0;72.0;-171.0;;;;41.0;-110.0;;;-42.0;-43.0;;1010.0;938.0;;0.05;1634.48;101.41;92.55;17.04;70.04;954.85;50.0;0.4;0.0;39.5;81699.0;7.2;1830.0;5069.0;26.5;6.2;25288.0;;47728.0;9.5;10.5;10.6;83.2;18.4;0.049
