;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (MXN/USD)
1997.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;538.0;164.0;110.0;97.0;97.0;93.0;50.0;203.0;610.0;35.0;66.0;545.0;84.0;-85.0;-35.0;-36.0;-1.0;375.0;30.38;67.0;;;;;67.0;442.0;;;13.0;20.39;17.96;-0.0;17.94;4.0;17.24;2.26;2.26;50.0;;72.0;;72.0;30.0;96.0;5.0;404.0;;2.0;2.0;;;1.0;407.0;;14.0;12.0;;;9.0;28.0;;;3.0;31.0;;;;141.0;416.0;-153.0;141.0;610.0;;610.0;;93.0;13.0;;;-22.0;;-21.0;;;0.0;-84.0;;;;-0.0;;;;-20.0;-16.0;;72.0;109.0;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;592.0;171.0;108.0;78.0;90.0;85.0;50.0;305.0;945.0;157.0;264.0;680.0;110.0;-172.0;102.0;40.0;65.0;422.0;28.82;92.0;;;;;92.0;514.0;;;18.0;18.21;13.23;11.0;15.13;4.0;14.42;1.87;1.87;50.0;;124.0;;124.0;41.0;133.0;7.0;607.0;;26.0;26.0;;;6.0;640.0;;33.0;104.0;;;19.0;104.0;;;4.0;108.0;215.0;;;164.0;659.0;-284.0;140.0;945.0;;945.0;;85.0;18.0;;;6.0;;-1.0;;;0.0;-45.0;;;;-127.0;;;-5.0;-20.0;127.0;;124.0;84.0;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;955.0;306.0;201.0;156.0;168.0;127.0;49.0;318.0;1001.0;71.0;273.0;727.0;178.0;-26.0;-162.0;-10.0;150.0;649.0;32.06;150.0;;;;;150.0;799.0;;;33.0;21.06;16.31;12.0;17.56;41.0;13.27;2.57;2.57;49.0;;124.0;;124.0;45.0;139.0;10.0;650.0;;29.0;29.0;;;3.0;683.0;;30.0;11.0;;;30.0;62.0;;135.0;6.0;202.0;;;;177.0;821.0;-330.0;59.0;1001.0;;1001.0;;127.0;33.0;25.0;;-8.0;;-4.0;;;;-27.0;;;;1.0;;;0.0;-17.0;-145.0;;124.0;134.0;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;1048.0;281.0;183.0;140.0;151.0;117.0;50.0;368.0;1143.0;86.0;286.0;858.0;142.0;-63.0;-87.0;-8.0;83.0;767.0;26.8;141.0;;;;;141.0;908.0;;;32.0;17.47;13.37;11.0;14.4;34.0;11.16;2.36;2.36;50.0;;127.0;;127.0;61.0;175.0;5.0;738.0;;30.0;30.0;;;7.0;775.0;;44.0;10.0;;;32.0;17.0;;175.0;7.0;199.0;;;;193.0;861.0;-385.0;189.0;1143.0;;1143.0;;117.0;32.0;29.0;;-36.0;;-42.0;;;0.0;-59.0;;;;-4.0;;1.0;;-35.0;-53.0;;127.0;135.0;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;995.0;257.0;156.0;119.0;124.0;142.0;50.0;396.0;1111.0;51.0;201.0;906.0;109.0;-25.0;-40.0;44.0;84.0;738.0;25.82;138.0;;;;;138.0;876.0;;;32.0;15.7;11.99;5.0;12.49;-18.0;14.27;2.85;2.85;50.0;;163.0;;163.0;53.0;166.0;15.0;685.0;;1.0;1.0;;;28.0;715.0;;25.0;11.0;;;14.0;7.0;;140.0;3.0;150.0;;;;181.0;888.0;-213.0;51.0;1107.0;4.0;1111.0;;142.0;32.0;-23.0;;-42.0;;-10.0;;;0.0;-25.0;;;;1.0;;;;-27.0;-14.0;;163.0;119.0;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;954.0;178.0;91.0;38.0;51.0;47.0;50.0;352.0;1100.0;56.0;208.0;889.0;77.0;-67.0;-27.0;-17.0;10.0;776.0;18.65;140.0;;;;;140.0;915.0;;;34.0;9.52;4.02;13.0;5.33;9.0;4.98;0.95;0.95;50.0;;139.0;;139.0;55.0;137.0;21.0;692.0;;25.0;25.0;;;30.0;748.0;;36.0;5.0;;;15.0;8.0;;141.0;3.0;152.0;;;;173.0;706.0;-45.0;54.0;1097.0;4.0;1100.0;;47.0;34.0;6.0;;-11.0;;-27.0;;;0.0;-67.0;;;;0.0;;4.0;;-27.0;-4.0;;139.0;156.0;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;1190.0;225.0;112.0;76.0;73.0;63.0;50.0;409.0;1203.0;67.0;229.0;970.0;122.0;-39.0;-22.0;62.0;122.0;965.0;18.9;149.0;;;;;149.0;1114.0;;;39.0;9.41;6.42;-4.0;6.11;10.0;5.31;1.26;1.26;50.0;;209.0;;209.0;50.0;130.0;20.0;736.0;;27.0;27.0;;;30.0;793.0;;40.0;9.0;;;19.0;6.0;;150.0;5.0;162.0;;;;184.0;1049.0;-321.0;58.0;1199.0;4.0;1203.0;;63.0;39.0;7.0;;13.0;;-4.0;;;-0.0;;-39.0;;;0.0;;;-1.0;-22.0;1.0;;209.0;148.0;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;1360.0;382.0;241.0;207.0;199.0;166.0;50.0;546.0;1439.0;92.0;264.0;1171.0;170.0;-73.0;-27.0;71.0;98.0;978.0;28.07;175.0;;;;;175.0;1153.0;;;43.0;17.76;15.23;-8.0;14.61;32.0;12.22;3.32;3.32;50.0;;298.0;;298.0;71.0;154.0;23.0;828.0;26.0;4.0;30.0;;;35.0;893.0;;41.0;9.0;;;42.0;5.0;;159.0;8.0;172.0;;;;200.0;1349.0;-441.0;63.0;1435.0;4.0;1439.0;;166.0;43.0;0.0;;-43.0;;-31.0;;-2.0;4.0;-73.0;;;;-0.0;;;-1.0;-23.0;-3.0;;298.0;227.0;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;1387.0;312.0;182.0;127.0;135.0;81.0;50.0;609.0;1566.0;103.0;308.0;1254.0;137.0;-80.0;-42.0;15.0;57.0;1075.0;22.49;185.0;;;;;185.0;1260.0;;;48.0;13.14;9.17;8.0;9.71;53.0;5.83;1.62;1.62;50.0;;320.0;;320.0;78.0;207.0;5.0;881.0;27.0;2.0;29.0;;;47.0;957.0;;77.0;1.0;;;26.0;3.0;;195.0;7.0;205.0;;;;205.0;1304.0;-321.0;66.0;1562.0;4.0;1566.0;;81.0;48.0;31.0;;-26.0;;-48.0;;;3.0;-80.0;;;;-0.0;;2.0;;-34.0;-10.0;;320.0;305.0;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;
