;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (BRL/USD)
2007.0;5519.0;2442.0;2635.0;1862.0;2162.0;1703.0;1540.0;4666.0;12068.0;2866.0;9380.0;2689.0;1264.0;-1091.0;-122.0;254.0;632.0;3077.0;44.25;580.0;;;;;580.0;3657.0;;;397.0;47.74;33.73;300.0;39.17;534.0;30.87;1.07;1.07;1540.0;;1213.0;;1213.0;856.0;1152.0;1444.0;4825.0;166.0;;166.0;;334.0;2077.0;7402.0;;867.0;872.0;;;1126.0;3648.0;;332.0;2534.0;6514.0;;;;;1481.0;-1005.0;;12068.0;;12068.0;;1703.0;397.0;-85.0;;-29.0;;97.0;;-259.0;-722.0;-632.0;-348.0;;437.0;-548.0;;;-32.0;-352.0;262.0;203.0;1213.0;959.0;;0.56;6.38;1.97;0.73;0.41;0.73;3.11;1540.0;4.6;0.3;4.5;9823.0;33.7;707.0;3032.0;24.7;30.9;3205.0;6493.0;4786.0;18.3;18.5;63.4;79.3;60.8;0.562
2008.0;7188.0;3611.0;3959.0;2844.0;2941.0;2654.0;1539.0;7308.0;15710.0;3813.0;12394.0;3316.0;2067.0;-1292.0;1867.0;2329.0;1181.0;3576.0;50.24;767.0;;631.0;219.0;412.0;136.0;4343.0;170.0;550.0;341.0;55.09;39.57;97.0;40.92;414.0;36.93;1.73;1.73;1534.0;;3542.0;;3542.0;959.0;1165.0;1641.0;3671.0;127.0;;127.0;2588.0;336.0;1680.0;8403.0;;951.0;1296.0;183.0;;1566.0;6515.0;;14.0;2051.0;8581.0;;;;;2612.0;-1470.0;;15710.0;;15710.0;;2654.0;341.0;-201.0;;-770.0;-137.0;-408.0;336.0;-413.0;43.0;-886.0;;;;-406.0;-919.0;;-147.0;-1238.0;4171.0;-313.0;3542.0;1213.0;;0.43;10.85;4.01;1.78;1.87;1.34;5.0;1534.0;3.9;0.2;12.0;16638.0;39.6;789.0;6144.0;14.1;36.9;8089.0;15082.0;7677.0;26.1;23.0;80.0;53.4;117.3;0.432
2009.0;5018.0;1765.0;2779.0;1165.0;690.0;1282.0;1492.0;6847.0;19204.0;2093.0;14936.0;4219.0;40.0;-830.0;873.0;439.0;-891.0;3253.0;35.18;600.0;;479.0;208.0;271.0;121.0;3853.0;256.0;935.0;343.0;55.38;23.21;-475.0;13.74;219.0;25.55;0.86;0.86;1492.0;;3984.0;28.0;4012.0;1098.0;1326.0;410.0;5621.0;168.0;;168.0;4219.0;152.0;2197.0;12357.0;;421.0;452.0;419.0;;1219.0;7325.0;;4.0;5514.0;12843.0;;;;;2295.0;72.0;;19156.0;48.0;19204.0;;1282.0;343.0;52.0;;-786.0;99.0;267.0;-729.0;409.0;-852.0;-931.0;;-304.0;565.0;-160.0;-1429.0;;-737.0;-1018.0;4056.0;356.0;3984.0;3545.0;;0.57;5.86;1.5;-1.04;1.19;1.09;4.93;1492.0;8.0;0.1;10.0;8747.0;23.2;598.0;2235.0;31.8;25.5;8286.0;12768.0;7355.0;9.7;12.7;30.4;20.6;-197.0;0.574
2010.0;8706.0;4075.0;3671.0;3012.0;1860.0;1516.0;1458.0;9516.0;22775.0;2685.0;18062.0;4599.0;1496.0;-2793.0;2802.0;1367.0;-710.0;4631.0;46.81;1064.0;;732.0;323.0;408.0;332.0;5695.0;387.0;1326.0;486.0;42.17;34.59;-1152.0;21.36;344.0;17.41;1.04;1.04;1458.0;;6169.0;;6169.0;1110.0;2022.0;215.0;8300.0;255.0;23.0;279.0;1335.0;960.0;2386.0;13260.0;;1432.0;788.0;166.0;;465.0;11315.0;;;4062.0;15377.0;;;;1013.0;;-101.0;3687.0;22661.0;114.0;22775.0;;1516.0;486.0;155.0;;-1722.0;86.0;-479.0;7.0;-1175.0;1061.0;-2206.0;;-825.0;;223.0;-1631.0;78.0;;-940.0;5296.0;-138.0;6169.0;4802.0;;0.6;9.91;1.73;-0.81;1.07;2.51;5.24;1458.0;9.6;0.5;6.5;14451.0;34.6;806.0;2516.0;18.5;17.4;11338.0;18781.0;7633.0;13.0;14.1;33.0;38.0;-121.5;0.603
2011.0;8864.0;3605.0;4004.0;2972.0;2013.0;1989.0;1458.0;11775.0;25150.0;3486.0;20634.0;4285.0;2255.0;-2831.0;2544.0;2779.0;-107.0;5259.0;40.67;633.0;;633.0;309.0;324.0;;5892.0;385.0;1461.0;509.0;45.17;33.53;-959.0;22.71;45.0;22.43;1.36;1.36;1458.0;;8273.0;;8273.0;1181.0;2004.0;317.0;9325.0;304.0;19.0;324.0;1121.0;988.0;1618.0;13375.0;;661.0;1450.0;174.0;;1375.0;13515.0;;20.0;3612.0;17147.0;;;;902.0;;3383.0;;24919.0;231.0;25150.0;;1989.0;509.0;-28.0;;-1213.0;-182.0;-220.0;292.0;92.0;998.0;-2362.0;;-1141.0;672.0;-0.0;-788.0;;;-996.0;4328.0;811.0;8273.0;5494.0;;0.54;11.33;2.54;-0.14;1.27;3.02;5.48;1458.0;4.9;0.3;10.2;16520.0;33.5;948.0;3706.0;2.2;22.4;15447.0;25187.0;7986.0;15.9;14.0;46.4;49.9;-929.3;0.537
2012.0;8244.0;2354.0;952.0;1370.0;-659.0;-205.0;1458.0;10305.0;24051.0;3127.0;19656.0;4204.0;1702.0;-1727.0;-365.0;-474.0;168.0;5890.0;28.55;983.0;30.0;763.0;309.0;454.0;190.0;6873.0;;981.0;600.0;11.54;16.62;-2029.0;-7.99;-425.0;-2.49;-0.14;-0.14;1458.0;;7048.0;;7048.0;1153.0;1720.0;384.0;9957.0;392.0;231.0;622.0;1209.0;1158.0;799.0;13746.0;;955.0;1120.0;363.0;16.0;1036.0;13591.0;;320.0;2619.0;16530.0;;;;2215.0;;1989.0;;23861.0;191.0;24051.0;;-205.0;600.0;-401.0;;287.0;-116.0;98.0;324.0;49.0;1420.0;-1534.0;-140.0;-81.0;28.0;-1.0;-1623.0;1816.0;;-585.0;27.0;-84.0;7048.0;7522.0;;0.49;11.59;-0.29;0.24;0.82;2.16;5.91;1458.0;-24.8;-1.7;11.5;16896.0;16.6;1231.0;-420.0;64.4;-2.5;14714.0;27856.0;8617.0;0.6;1.5;-4.9;385.6;;0.488
2013.0;7328.0;2070.0;1533.0;1321.0;257.0;215.0;1458.0;6943.0;21335.0;2355.0;17920.0;3427.0;930.0;-951.0;-796.0;-803.0;-124.0;5259.0;28.24;911.0;41.0;599.0;229.0;370.0;271.0;6170.0;73.0;797.0;489.0;20.93;18.02;-1063.0;3.51;31.0;2.94;0.15;0.15;1458.0;;4231.0;4.0;4235.0;1340.0;1333.0;35.0;6312.0;172.0;236.0;409.0;5726.0;1173.0;773.0;14392.0;;466.0;1119.0;322.0;12.0;758.0;10626.0;;317.0;4621.0;15564.0;;;;1922.0;;1505.0;;21347.0;-12.0;21335.0;;215.0;489.0;-474.0;;183.0;-122.0;110.0;-356.0;-20.0;517.0;-1054.0;-62.0;-15.0;180.0;-0.0;-814.0;;;-703.0;721.0;14.0;4231.0;5034.0;;0.42;11.87;0.35;-0.2;1.14;1.71;5.55;1458.0;12.7;0.7;25.7;17312.0;18.0;1156.0;509.0;12.2;2.9;10838.0;25104.0;8097.0;4.8;4.9;6.3;-226.2;-568.4;0.423
2014.0;6067.0;1706.0;1302.0;1010.0;-99.0;-40.0;1359.0;5995.0;18722.0;2394.0;16565.0;2143.0;447.0;-624.0;-337.0;-493.0;-249.0;4361.0;28.11;696.0;20.0;577.0;185.0;392.0;99.0;5057.0;;916.0;482.0;21.46;16.64;-1109.0;-1.63;-57.0;-0.65;-0.03;-0.03;1359.0;;3268.0;5.0;3273.0;1085.0;1550.0;87.0;5878.0;153.0;202.0;355.0;5157.0;984.0;353.0;12727.0;;616.0;1050.0;215.0;9.0;719.0;10192.0;;164.0;3815.0;14171.0;;;;1708.0;;435.0;;18708.0;14.0;18722.0;;-40.0;482.0;-254.0;;-212.0;-20.0;-345.0;219.0;55.0;470.0;-696.0;;-5.0;29.0;48.0;-549.0;714.0;-342.0;-160.0;;21.0;3268.0;3760.0;;0.38;11.87;-0.08;-0.49;0.31;1.36;4.19;1359.0;-52.1;-2.9;7.8;16126.0;16.6;1281.0;-105.0;57.4;-0.7;9573.0;27093.0;5696.0;2.1;4.4;-1.8;503.9;;0.376
2015.0;3870.0;892.0;1396.0;328.0;455.0;317.0;1357.0;4147.0;12279.0;1344.0;10074.0;1935.0;1279.0;-723.0;-780.0;-208.0;871.0;2978.0;23.04;564.0;10.0;496.0;133.0;362.0;58.0;3542.0;;734.0;297.0;36.08;8.47;128.0;11.77;48.0;8.2;0.23;0.23;1357.0;;1984.0;195.0;2180.0;652.0;1244.0;71.0;4511.0;1034.0;343.0;1378.0;1012.0;835.0;397.0;8132.0;;326.0;473.0;248.0;12.0;532.0;8180.0;;304.0;246.0;8730.0;;;;1146.0;;789.0;;12009.0;270.0;12279.0;;317.0;297.0;-27.0;;807.0;108.0;-183.0;76.0;1.0;-115.0;-408.0;233.0;-688.0;44.0;96.0;-967.0;;-2.0;-139.0;328.0;16.0;1984.0;2192.0;;0.25;11.3;0.93;2.54;0.41;1.19;5.65;1357.0;1.7;0.1;25.3;15332.0;8.5;1177.0;1258.0;10.5;8.2;11105.0;32408.0;7665.0;9.2;9.2;16.4;56.3;16.2;0.252
2016.0;5266.0;1385.0;1117.0;641.0;-177.0;-287.0;1357.0;3822.0;13560.0;1688.0;11292.0;1902.0;85.0;-708.0;-271.0;-918.0;-416.0;3882.0;26.29;744.0;10.0;711.0;190.0;521.0;22.0;4626.0;198.0;916.0;406.0;21.21;12.17;-818.0;-3.36;82.0;-5.45;-0.21;-0.21;1357.0;;1496.0;234.0;1730.0;855.0;1216.0;20.0;5570.0;1103.0;1126.0;2229.0;1411.0;22.0;506.0;9738.0;;541.0;650.0;157.0;28.0;468.0;8698.0;;538.0;368.0;9604.0;;;;1394.0;-400.0;981.0;-73.0;13194.0;365.0;13560.0;;-287.0;406.0;11.0;;313.0;-121.0;291.0;148.0;-18.0;-358.0;-501.0;0.0;-280.0;1.0;71.0;-294.0;;;-0.0;23.0;-24.0;1496.0;2414.0;;0.31;12.64;-0.69;-1.0;0.0;1.2;4.56;1357.0;-3.6;-0.2;0.0;17149.0;12.2;1322.0;-935.0;-46.2;-5.5;6948.0;28324.0;6195.0;9.0;5.4;-15.1;100.0;;0.307
2017.0;5593.0;1488.0;1296.0;914.0;157.0;3.0;1357.0;3587.0;13649.0;3221.0;11147.0;2122.0;173.0;-317.0;-300.0;-441.0;-147.0;4105.0;26.6;574.0;11.0;704.0;156.0;548.0;-141.0;4679.0;;730.0;439.0;23.17;16.34;-757.0;2.81;124.0;0.06;0.0;0.0;1357.0;;1030.0;223.0;1253.0;951.0;1344.0;39.0;5424.0;1084.0;1111.0;2195.0;1668.0;19.0;755.0;10062.0;;743.0;1970.0;162.0;21.0;487.0;6939.0;;571.0;415.0;7925.0;;;;1371.0;-390.0;1213.0;-72.0;13268.0;381.0;13649.0;;3.0;439.0;18.0;;-40.0;-86.0;-133.0;201.0;-32.0;-248.0;-320.0;;;17.0;-14.0;-461.0;;;;161.0;3.0;1030.0;1471.0;;0.3;13.65;0.01;-0.36;;0.78;5.18;1357.0;368.6;15.6;;18525.0;16.3;1453.0;10.0;78.6;0.1;1211.0;22984.0;7027.0;1.8;6.5;0.1;100.0;;0.302
2018.0;5917.0;1768.0;2217.0;1198.0;1404.0;1307.0;1388.0;3095.0;12192.0;2947.0;9612.0;2242.0;569.0;-25.0;-839.0;-300.0;229.0;4149.0;29.88;570.0;9.0;738.0;155.0;583.0;-177.0;4719.0;29.0;518.0;328.0;37.47;20.24;207.0;23.73;64.0;22.09;0.97;0.97;1388.0;;579.0;232.0;811.0;924.0;1289.0;71.0;4649.0;925.0;943.0;1868.0;1459.0;23.0;1097.0;9097.0;;895.0;1456.0;134.0;35.0;560.0;5970.0;;332.0;364.0;6666.0;;;;1170.0;;1087.0;-15.0;11854.0;338.0;12192.0;;1307.0;328.0;-726.0;;197.0;31.0;-206.0;255.0;-1.0;-537.0;-340.0;430.0;-100.0;10.0;-27.0;-1293.0;55.0;;-129.0;528.0;-4.0;579.0;879.0;;0.26;16.55;3.66;0.64;0.36;0.95;6.27;1388.0;0.7;0.0;14.5;22969.0;20.2;1273.0;5074.0;4.6;22.1;576.0;23174.0;8703.0;20.2;15.9;58.3;90.1;32.5;0.258
2019.0;6329.0;2033.0;1121.0;1088.0;351.0;445.0;1380.0;3166.0;12656.0;2891.0;9829.0;2531.0;1212.0;-556.0;-943.0;-288.0;661.0;4295.0;32.13;945.0;7.0;740.0;157.0;583.0;198.0;5240.0;23.0;506.0;378.0;17.72;17.2;-737.0;5.55;-207.0;7.03;0.32;0.32;1380.0;;271.0;656.0;927.0;848.0;1305.0;85.0;4902.0;897.0;902.0;1799.0;916.0;615.0;1258.0;9490.0;;1029.0;1284.0;218.0;196.0;383.0;5792.0;459.0;278.0;409.0;6938.0;;118.0;;1130.0;;1416.0;-14.0;12361.0;295.0;12656.0;;445.0;378.0;-678.0;;795.0;-7.0;-54.0;174.0;575.0;271.0;-551.0;-5.0;-52.0;72.0;-20.0;-2953.0;;;-478.0;2488.0;-1.0;271.0;559.0;;0.25;18.43;1.3;1.92;1.39;1.61;7.37;1380.0;2.8;0.1;39.0;25436.0;17.2;1519.0;1789.0;-59.1;7.0;1106.0;23281.0;10175.0;12.5;6.0;17.6;-7.3;72.3;0.249
2020.0;5787.0;2106.0;1770.0;1471.0;947.0;730.0;1380.0;4502.0;12128.0;2835.0;9962.0;1908.0;1844.0;-359.0;228.0;1705.0;1519.0;3682.0;36.39;634.0;5.0;506.0;120.0;386.0;124.0;4316.0;11.0;433.0;485.0;30.58;25.42;-525.0;16.36;120.0;12.62;0.53;0.53;1380.0;;1914.0;729.0;2644.0;875.0;927.0;56.0;3795.0;694.0;714.0;1408.0;735.0;746.0;941.0;7626.0;;1048.0;812.0;459.0;212.0;763.0;6079.0;332.0;226.0;490.0;7127.0;;102.0;;1163.0;;757.0;-11.0;11870.0;258.0;12128.0;;730.0;485.0;-274.0;;769.0;-105.0;145.0;309.0;-77.0;132.0;-324.0;;-25.0;8.0;-17.0;-1261.0;;;-60.0;1549.0;-8.0;1914.0;210.0;;0.19;21.78;2.75;5.72;0.22;1.22;7.18;1380.0;1.0;0.0;8.0;30064.0;25.4;2522.0;3794.0;12.7;12.6;8660.0;31581.0;9913.0;12.4;10.8;38.3;91.8;3.9;0.193
2021.0;8600.0;3962.0;3736.0;3654.0;3338.0;2440.0;1380.0;6278.0;14249.0;4405.0;10053.0;3647.0;2655.0;80.0;-1531.0;1203.0;2141.0;4638.0;46.07;308.0;;524.0;100.0;424.0;-216.0;4946.0;209.0;;398.0;43.44;42.49;-316.0;38.81;898.0;28.38;1.77;1.77;1380.0;;2988.0;475.0;3463.0;777.0;1964.0;73.0;3865.0;;;1374.0;718.0;910.0;1104.0;7971.0;;1954.0;985.0;606.0;384.0;1082.0;4850.0;;182.0;616.0;5648.0;;;;1838.0;;1808.0;;13699.0;549.0;14249.0;;2440.0;;125.0;;40.0;217.0;-1140.0;744.0;-115.0;50.0;-514.0;-38.0;-184.0;;302.0;-3187.0;;-272.0;-591.0;2518.0;-2.0;2988.0;1785.0;;0.18;34.72;9.85;8.64;2.38;2.08;14.72;1380.0;0.7;0.0;35.6;47912.0;42.5;2218.0;13596.0;26.9;28.4;10431.0;27021.0;20315.0;26.3;24.4;66.9;75.8;40.3;0.179
